# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CH4              H2O              NH3              H2S              H2O(s)           Ar              
  27               4.32570480E-01   1.14089348E+02   8.38831525E-01   1.60608696E-01   5.31825005E-04   4.04795050E-16   1.35156341E-07   2.30018538E-05   5.07011464E-15   4.22442915E-06  
  28               5.11200717E-01   1.20391732E+02   8.38829792E-01   1.60608365E-01   5.31823907E-04   5.53274418E-15   6.67293032E-07   2.30018063E-05   5.05617717E-14   4.22442043E-06  
  29               5.99220785E-01   1.26624520E+02   8.38824503E-01   1.60607352E-01   5.31820553E-04   5.64879652E-14   2.73718779E-06   2.30016612E-05   3.47640585E-13   4.22439379E-06  
  30               6.86606770E-01   1.32453064E+02   8.38803768E-01   1.60603382E-01   5.31807407E-04   4.07616887E-13   9.06253775E-06   2.30010927E-05   3.21362034E-12   4.22428937E-06  
  31               7.52993687E-01   1.36364146E+02   8.38803768E-01   1.60603382E-01   5.31807407E-04   3.62123723E-12   3.37545404E-05   2.30010927E-05   0.00000000E+00   4.22428937E-06  
  32               8.06446992E-01   1.39586154E+02   8.38729897E-01   1.60589238E-01   5.31760572E-04   3.63219730E-12   3.38334963E-05   2.29990670E-05   1.21128449E-11   4.22391734E-06  
  33               8.46096741E-01   1.41647726E+02   8.38729897E-01   1.60589238E-01   5.31760572E-04   1.57450422E-11   1.21819128E-04   2.29990670E-05   0.00000000E+00   4.22391734E-06  
  34               8.73589481E-01   1.43270946E+02   8.38729897E-01   1.60589238E-01   5.31760572E-04   1.57450422E-11   1.21819128E-04   2.29990670E-05   0.00000000E+00   4.22391734E-06  
  35               9.06063249E-01   1.44844855E+02   8.38729897E-01   1.60589238E-01   5.31760572E-04   1.57745575E-11   1.21819128E-04   2.29990670E-05   3.16974473E-11   4.22391734E-06  
  36               9.44413586E-01   1.46951699E+02   8.38729897E-01   1.60589238E-01   5.31760572E-04   4.74720048E-11   1.21819128E-04   2.29990670E-05   0.00000000E+00   4.22391734E-06  
  37               9.89695741E-01   1.49067073E+02   8.38729897E-01   1.60589238E-01   5.31760572E-04   4.75971261E-11   1.21819128E-04   2.29990670E-05   1.34371558E-10   4.22391734E-06  
  38               1.04315315E+00   1.51780983E+02   8.38729897E-01   1.60589238E-01   5.31760572E-04   1.81968684E-10   1.21819128E-04   2.29990670E-05   0.00000000E+00   4.22391734E-06  
  39               1.10625109E+00   1.54562590E+02   8.38729896E-01   1.60589238E-01   5.31760572E-04   1.82623257E-10   1.21819128E-04   2.29990670E-05   7.02966265E-10   4.22391734E-06  
  40               1.18071664E+00   1.58015052E+02   8.38729896E-01   1.60589238E-01   5.31760572E-04   8.85589522E-10   1.21819128E-04   2.29990670E-05   0.00000000E+00   4.22391734E-06  
  41               1.26858762E+00   1.61594467E+02   8.38729892E-01   1.60589237E-01   5.31760570E-04   8.89725541E-10   1.21819128E-04   2.29990669E-05   4.44183154E-09   4.22391732E-06  
  42               1.37226837E+00   1.65913391E+02   8.38729892E-01   1.60589237E-01   5.31760570E-04   5.33155708E-09   1.21819128E-04   2.29990669E-05   0.00000000E+00   4.22391732E-06  
  43               1.49459657E+00   1.70416842E+02   8.38729865E-01   1.60589232E-01   5.31760552E-04   5.36179773E-09   1.21819124E-04   2.29990661E-05   3.24781167E-08   4.22391718E-06  
  44               1.63892293E+00   1.75703616E+02   8.38729865E-01   1.60589232E-01   5.31760552E-04   3.78399144E-08   1.21819124E-04   2.29990661E-05   0.00000000E+00   4.22391718E-06  
  45               1.80920478E+00   1.81239340E+02   8.38729807E-01   1.60589221E-01   5.31760516E-04   3.79039446E-08   1.21819115E-04   2.29990646E-05   6.87761488E-08   4.22391689E-06  
  46               2.01011563E+00   1.87567435E+02   8.38729652E-01   1.60589191E-01   5.31760417E-04   1.06852435E-07   1.21819093E-04   2.29990603E-05   1.85173486E-07   4.22391611E-06  
  47               2.24661850E+00   1.94204741E+02   8.38729208E-01   1.60589106E-01   5.31760136E-04   2.92517564E-07   1.21819028E-04   2.29990481E-05   5.28711399E-07   4.22391388E-06  
  48               2.52290531E+00   2.01560401E+02   8.38724881E-01   1.60588277E-01   5.31757392E-04   8.25987726E-07   1.21818400E-04   2.29989295E-05   5.15458015E-06   4.22389208E-06  
  49               2.84372203E+00   2.09195830E+02   8.38724881E-01   1.60588277E-01   5.31757392E-04   5.98056788E-06   1.21818400E-04   2.29989295E-05   0.00000000E+00   4.22389208E-06  
  50               3.21427482E+00   2.17438109E+02   8.38697527E-01   1.60583040E-01   5.31740050E-04   6.00921600E-06   1.21814427E-04   2.29981794E-05   3.25848555E-05   4.22375433E-06  
  51               3.64053079E+00   2.25945228E+02   8.38697527E-01   1.60583040E-01   5.31740050E-04   3.85940715E-05   1.21814427E-04   2.29981794E-05   0.00000000E+00   4.22375433E-06  
  52               4.13038384E+00   2.34998592E+02   8.38549529E-01   1.60554703E-01   5.31646218E-04   3.87062780E-05   1.21792931E-04   2.29941211E-05   1.76341794E-04   4.22300900E-06  
  53               4.69227959E+00   2.44352318E+02   8.38549529E-01   1.60554703E-01   5.31646218E-04   2.15048072E-04   1.21792931E-04   2.29941211E-05   0.00000000E+00   4.22300900E-06  
  54               5.32937590E+00   2.54123960E+02   8.38074987E-01   1.60463844E-01   5.31345355E-04   2.14926865E-04   1.21724008E-04   2.29811085E-05   5.65908189E-04   4.22061916E-06  
  55               6.04268324E+00   2.64014654E+02   8.38074987E-01   1.60463844E-01   5.31345355E-04   7.80835053E-04   1.21724008E-04   2.29811085E-05   0.00000000E+00   4.22061916E-06  
  56               6.81630474E+00   2.73911104E+02   8.38074987E-01   1.60463844E-01   5.31345355E-04   7.80835053E-04   1.21724008E-04   2.29811085E-05   0.00000000E+00   4.22061916E-06  
  57               7.70963200E+00   2.84296856E+02   8.38074987E-01   1.60463844E-01   5.31345355E-04   7.80835053E-04   1.21724008E-04   2.29811085E-05   0.00000000E+00   4.22061916E-06  
  58               8.73753758E+00   2.95308844E+02   8.38074987E-01   1.60463844E-01   5.31345355E-04   7.80835053E-04   1.21724008E-04   2.29811085E-05   0.00000000E+00   4.22061916E-06  
  59               9.91701279E+00   3.06778626E+02   8.38074987E-01   1.60463844E-01   5.31345355E-04   7.80835053E-04   1.21724008E-04   2.29811085E-05   0.00000000E+00   4.22061916E-06  
  60               1.12655334E+01   3.18835857E+02   8.38074987E-01   1.60463844E-01   5.31345355E-04   7.80835053E-04   1.21724008E-04   2.29811085E-05   0.00000000E+00   4.22061916E-06  
  61               1.28008052E+01   3.31295133E+02   8.38074987E-01   1.60463844E-01   5.31345355E-04   7.80835005E-04   1.21724008E-04   2.29811085E-05   0.00000000E+00   4.22061916E-06  
  62               1.45407759E+01   3.44275335E+02   8.38074987E-01   1.60463844E-01   5.31345355E-04   7.80835005E-04   1.21724007E-04   2.29811085E-05   0.00000000E+00   4.22061916E-06  
  63               1.65096931E+01   3.57624778E+02   8.38074987E-01   1.60463844E-01   5.31345355E-04   7.80834765E-04   1.21724007E-04   2.29811085E-05   0.00000000E+00   4.22061916E-06  
  64               1.87391639E+01   3.71524887E+02   8.38074973E-01   1.60463841E-01   5.31345346E-04   7.80834752E-04   1.21724005E-04   2.29811082E-05   0.00000000E+00   4.22061909E-06  
  65               2.12590094E+01   3.85816494E+02   8.38074988E-01   1.60463843E-01   5.31345351E-04   7.80818267E-04   1.21724005E-04   2.29811083E-05   0.00000000E+00   4.22061913E-06  
  66               2.40954641E+01   4.00620579E+02   8.38074988E-01   1.60463843E-01   5.31345351E-04   7.80818267E-04   1.21724004E-04   2.29811083E-05   0.00000000E+00   4.22061913E-06  
  67               2.72693731E+01   4.15716128E+02   8.38074988E-01   1.60463843E-01   5.31345351E-04   7.80818267E-04   1.21724001E-04   2.29811083E-05   0.00000000E+00   4.22061913E-06  
  68               3.07960912E+01   4.31184061E+02   8.38074988E-01   1.60463843E-01   5.31345351E-04   7.80818271E-04   1.21723994E-04   2.29811083E-05   0.00000000E+00   4.22061913E-06  
  69               3.47094932E+01   4.46866056E+02   8.38074988E-01   1.60463843E-01   5.31345351E-04   7.80818335E-04   1.21723981E-04   2.29811083E-05   0.00000000E+00   4.22061913E-06  
  70               3.90482345E+01   4.62940390E+02   8.38074831E-01   1.60463813E-01   5.31345251E-04   7.80819059E-04   1.21723932E-04   2.29811040E-05   0.00000000E+00   4.22061834E-06  
  71               4.38474855E+01   4.79227091E+02   8.38074969E-01   1.60463823E-01   5.31345287E-04   7.80644774E-04   1.21723895E-04   2.29811056E-05   0.00000000E+00   4.22061862E-06  
  72               4.91408556E+01   4.95880287E+02   8.38074486E-01   1.60463750E-01   5.31345044E-04   7.80744391E-04   1.21723757E-04   2.29810951E-05   0.00000000E+00   4.22061669E-06  
  73               5.49627427E+01   5.12696390E+02   8.38072659E-01   1.60463750E-01   5.31345044E-04   7.82571842E-04   1.21723619E-04   2.29810951E-05   0.00000000E+00   4.22061669E-06  
  74               6.13509711E+01   5.29847034E+02   8.38072659E-01   1.60463750E-01   5.31345044E-04   7.82571842E-04   1.21723391E-04   2.29810951E-05   0.00000000E+00   4.22061669E-06  
  75               6.83826524E+01   5.47212926E+02   8.38072004E-01   1.60463625E-01   5.31344628E-04   7.82571230E-04   1.21722933E-04   2.29810771E-05   0.00000000E+00   4.22061339E-06  
  76               7.61510611E+01   5.65074697E+02   8.38072723E-01   1.60463687E-01   5.31344835E-04   7.81789247E-04   1.21722407E-04   2.29810861E-05   0.00000000E+00   4.22061504E-06  
  77               8.47359685E+01   5.83253561E+02   8.38072724E-01   1.60463687E-01   5.31344835E-04   7.81789247E-04   1.21721535E-04   2.29810861E-05   0.00000000E+00   4.22061503E-06  
  78               9.42037593E+01   6.01931367E+02   8.38072725E-01   1.60463687E-01   5.31344834E-04   7.81789248E-04   1.21720218E-04   2.29810860E-05   0.00000000E+00   4.22061503E-06  
  79               1.04608928E+02   6.20853765E+02   8.38070469E-01   1.60463254E-01   5.31343402E-04   7.81787144E-04   1.21717986E-04   2.29810241E-05   0.00000000E+00   4.22060365E-06  
  80               1.15998321E+02   6.40169301E+02   8.38072946E-01   1.60463470E-01   5.31344116E-04   7.79095577E-04   1.21715420E-04   2.29810550E-05   0.00000000E+00   4.22060932E-06  
  81               1.28429174E+02   6.59630802E+02   8.38072948E-01   1.60463469E-01   5.31344113E-04   7.79095606E-04   1.21711665E-04   2.29810549E-05   0.00000000E+00   4.22060931E-06  
  82               1.42056494E+02   6.79552854E+02   8.38072951E-01   1.60463469E-01   5.31344110E-04   7.79095653E-04   1.21706492E-04   2.29810548E-05   0.00000000E+00   4.22060929E-06  
  83               1.57042829E+02   6.99788592E+02   8.38072956E-01   1.60463467E-01   5.31344105E-04   7.79095728E-04   1.21699594E-04   2.29810546E-05   0.00000000E+00   4.22060926E-06  
  84               1.73534557E+02   7.20590441E+02   8.38072961E-01   1.60463466E-01   5.31344099E-04   7.79095846E-04   1.21690383E-04   2.29810544E-05   0.00000000E+00   4.22060921E-06  
  85               1.91667305E+02   7.41698445E+02   8.38072968E-01   1.60463464E-01   5.31344091E-04   7.79096027E-04   1.21678533E-04   2.29810541E-05   0.00000000E+00   4.22060916E-06  
  86               2.11572155E+02   7.63358729E+02   8.38072978E-01   1.60463461E-01   5.31344080E-04   7.79096299E-04   1.21663241E-04   2.29810537E-05   0.00000000E+00   4.22060910E-06  
  87               2.33398466E+02   7.85269667E+02   8.38072988E-01   1.60463458E-01   5.31344065E-04   7.79096695E-04   1.21644278E-04   2.29810532E-05   0.00000000E+00   4.22060900E-06  
  88               2.57312293E+02   8.07729859E+02   8.38073003E-01   1.60463454E-01   5.31344049E-04   7.79097271E-04   1.21620583E-04   2.29810526E-05   0.00000000E+00   4.22060890E-06  
  89               2.83653812E+02   8.30542858E+02   8.38073010E-01   1.60463447E-01   5.31344021E-04   7.79098074E-04   1.21591996E-04   2.29810516E-05   0.00000000E+00   4.22060872E-06  
  90               3.12788793E+02   8.54157330E+02   8.38073032E-01   1.60463442E-01   5.31343994E-04   7.79099211E-04   1.21556907E-04   2.29810507E-05   0.00000000E+00   4.22060857E-06  
  91               3.45013767E+02   8.78203293E+02   8.38073016E-01   1.60463427E-01   5.31343935E-04   7.79100745E-04   1.21515651E-04   2.29810484E-05   0.00000000E+00   4.22060818E-06  
  92               3.80546631E+02   9.02999374E+02   8.38073046E-01   1.60463419E-01   5.31343893E-04   7.79102721E-04   1.21466517E-04   2.29810469E-05   0.00000000E+00   4.22060797E-06  
  93               4.19517756E+02   9.28021080E+02   8.38072890E-01   1.60463373E-01   5.31343722E-04   7.79105307E-04   1.21410872E-04   2.29810399E-05   0.00000000E+00   4.22060677E-06  
  94               4.62005573E+02   9.53539799E+02   8.38072927E-01   1.60463362E-01   5.31343658E-04   7.79107620E-04   1.21347140E-04   2.29810375E-05   0.00000000E+00   4.22060649E-06  
  95               5.08098918E+02   9.79026719E+02   8.38072770E-01   1.60463313E-01   5.31343456E-04   7.79111766E-04   1.21277841E-04   2.29810292E-05   0.00000000E+00   4.22060519E-06  
  96               5.56956455E+02   1.00435651E+03   8.38072801E-01   1.60463299E-01   5.31343354E-04   7.79116821E-04   1.21202648E-04   2.29810251E-05   0.00000000E+00   4.22060482E-06  
  97               6.09435880E+02   1.02948334E+03   8.38072825E-01   1.60463282E-01   5.31343226E-04   7.79121638E-04   1.21123888E-04   2.29889210E-05   0.00000000E+00   4.22060439E-06  
  98               6.66639656E+02   1.05521088E+03   8.38072835E-01   1.60463263E-01   5.31343054E-04   7.79126571E-04   1.21038029E-04   2.30024187E-05   0.00000000E+00   4.22060387E-06  
  99               7.29850720E+02   1.08148027E+03   8.38072813E-01   1.60463237E-01   5.31342822E-04   7.79130992E-04   1.20947703E-04   2.30259864E-05   0.00000000E+00   4.22060321E-06  
  100              8.00659822E+02   1.10903558E+03   8.38072733E-01   1.60463203E-01   5.31342490E-04   7.79134080E-04   1.20849129E-04   2.30686447E-05   0.00000000E+00   4.22060229E-06  
  101              8.81150993E+02   1.13790165E+03   8.37977180E-01   1.60444893E-01   5.31281547E-04   7.79045646E-04   1.20731433E-04   2.31429271E-05   0.00000000E+00   4.22012071E-06  
