# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  30               2.72807191E-03   7.70318551E+02   8.38510010E-01   1.60357163E-01   1.40576735E-11   5.08987191E-04   2.68987290E-04   2.61135607E-04   6.07889073E-05   0.00000000E+00  
  31               3.31869092E-03   7.80781895E+02   8.38519941E-01   1.60354691E-01   2.02351778E-11   5.01409204E-04   2.76708098E-04   2.53460764E-04   6.07851002E-05   0.00000000E+00  
  32               4.03999803E-03   7.91850601E+02   8.38531544E-01   1.60351796E-01   2.95154593E-11   4.92562527E-04   2.85699738E-04   2.44511179E-04   6.07809869E-05   0.00000000E+00  
  33               4.92282859E-03   8.03406315E+02   8.38543668E-01   1.60348740E-01   4.33374948E-11   4.83216213E-04   2.95193161E-04   2.35057102E-04   6.07765950E-05   0.00000000E+00  
  34               6.00583654E-03   8.15689884E+02   8.38557457E-01   1.60345235E-01   6.45921766E-11   4.72589232E-04   3.05974470E-04   2.24311902E-04   6.07718861E-05   0.00000000E+00  
  35               7.33795987E-03   8.28647951E+02   8.38571882E-01   1.60341490E-01   9.73152703E-11   4.61222150E-04   3.17501894E-04   2.12818193E-04   6.07668861E-05   0.00000000E+00  
  36               8.98083653E-03   8.42460599E+02   8.38587836E-01   1.60337328E-01   1.48935914E-10   4.48747620E-04   3.30149673E-04   2.00201485E-04   6.07615763E-05   0.00000000E+00  
  37               1.10119540E-02   8.57072496E+02   8.38603811E-01   1.60332991E-01   2.30522429E-10   4.35738736E-04   3.43340575E-04   1.87039679E-04   6.07559887E-05   0.00000000E+00  
  38               1.35295621E-02   8.72741414E+02   8.38622416E-01   1.60328428E-01   3.63336937E-10   4.21707370E-04   3.57573245E-04   1.72834303E-04   6.07501924E-05   0.00000000E+00  
  39               1.66587236E-02   8.89447467E+02   8.38641644E-01   1.60323709E-01   5.81002380E-10   4.07209310E-04   3.72287473E-04   1.58145514E-04   6.07441624E-05   0.00000000E+00  
  40               2.05545033E-02   9.07260746E+02   8.38661198E-01   1.60318906E-01   9.42129713E-10   3.92470123E-04   3.87256759E-04   1.43199841E-04   6.07379266E-05   0.00000000E+00  
  41               2.54092778E-02   9.26239961E+02   8.38680729E-01   1.60314104E-01   1.54764139E-09   3.77751985E-04   4.02216241E-04   1.28262148E-04   6.07315162E-05   0.00000000E+00  
  42               3.14683766E-02   9.46620908E+02   8.38700358E-01   1.60309274E-01   2.58588594E-09   3.62963599E-04   4.17256074E-04   1.13242222E-04   6.07250049E-05   0.00000000E+00  
  43               3.90405079E-02   9.68386859E+02   8.38719351E-01   1.60304597E-01   4.37626354E-09   3.48656581E-04   4.31817028E-04   9.86994073E-05   6.07184009E-05   5.54921159E-16  
  44               4.85041361E-02   9.91782690E+02   8.38737731E-01   1.60300068E-01   7.52646407E-09   3.34812367E-04   4.45913660E-04   8.46191377E-05   6.07118037E-05   2.17584746E-15  
  45               6.03234580E-02   1.01703108E+03   8.38755306E-01   1.60295735E-01   1.31773530E-08   3.21573203E-04   4.59398131E-04   7.11493230E-05   6.07053253E-05   8.87799098E-15  
  46               7.50507343E-02   1.04430622E+03   8.38771733E-01   1.60291681E-01   2.34812671E-08   3.09194889E-04   4.72008131E-04   5.85524013E-05   6.06990820E-05   3.76243722E-14  
  47               9.33046430E-02   1.07351370E+03   8.38786400E-01   1.60288056E-01   4.22976831E-08   2.98133794E-04   4.83279266E-04   4.72929208E-05   6.06930982E-05   1.62605804E-13  
  48               1.15754740E-01   1.10504560E+03   8.38799458E-01   1.60284821E-01   7.73983192E-08   2.88268732E-04   4.93332247E-04   3.72502864E-05   6.06876409E-05   7.24574108E-13  
  49               1.43095909E-01   1.13884011E+03   8.38810554E-01   1.60282056E-01   1.43003807E-07   2.79853388E-04   5.01910345E-04   2.86814052E-05   6.06827735E-05   3.27601620E-12  
  50               1.76062655E-01   1.17480326E+03   8.38819554E-01   1.60279787E-01   2.65190457E-07   2.72970408E-04   5.08930829E-04   2.16691500E-05   6.06784986E-05   1.48010533E-11  
  51               2.15395553E-01   1.21279194E+03   8.38826500E-01   1.60277985E-01   4.90616404E-07   2.67552010E-04   5.14463979E-04   1.61433237E-05   6.06747669E-05   6.58525804E-11  
  52               2.61813260E-01   1.25256602E+03   8.38831530E-01   1.60276590E-01   8.99522299E-07   2.63435885E-04   5.18678230E-04   1.19354990E-05   6.06714664E-05   2.84101632E-10  
  53               3.15997535E-01   1.29389561E+03   8.38834785E-01   1.60275506E-01   1.62605500E-06   2.60401818E-04   5.21812192E-04   8.80700901E-06   6.06684811E-05   1.17498261E-09  
  54               3.78574798E-01   1.33680686E+03   8.38836143E-01   1.60274590E-01   2.89769301E-06   2.58251057E-04   5.24132245E-04   6.49128148E-06   6.06657967E-05   4.66006343E-09  
  55               4.50052034E-01   1.38120084E+03   8.38834943E-01   1.60273701E-01   5.08124119E-06   2.57150924E-04   5.25841692E-04   4.78467775E-06   6.06633490E-05   1.76369873E-08  
  56               5.31047690E-01   1.42732920E+03   8.38828755E-01   1.60272333E-01   8.79471186E-06   2.56980598E-04   5.27106070E-04   3.52024813E-06   6.06610169E-05   6.41898311E-08  
  57               6.21748445E-01   1.47543924E+03   8.38806600E-01   1.60268800E-01   1.50641018E-05   2.59872951E-04   5.28060885E-04   2.55666113E-06   6.06583468E-05   2.24162298E-07  
  58               7.19015201E-01   1.52586899E+03   8.38777446E-01   1.60267051E-01   2.56682750E-05   2.78068493E-04   5.28878675E-04   1.73267699E-06   6.06578744E-05   6.12361277E-07  
  59               8.20272300E-01   1.58139110E+03   8.38746871E-01   1.60263733E-01   4.47966526E-05   2.82885278E-04   5.29420805E-04   1.18174357E-06   6.06585945E-05   4.11608396E-06  
  60               9.19896247E-01   1.63101232E+03   8.38678007E-01   1.60256599E-01   7.12376828E-05   3.02226443E-04   5.29755969E-04   8.22106381E-07   6.06572926E-05   1.68787037E-05  
  61               1.01237435E+00   1.67319208E+03   8.38577592E-01   1.60247879E-01   1.03255823E-04   3.41972365E-04   5.29968466E-04   5.76679337E-07   6.06552026E-05   4.28346647E-05  
  62               1.09522337E+00   1.70845294E+03   8.38479165E-01   1.60239134E-01   1.38735817E-04   3.77428589E-04   5.30076160E-04   4.36467796E-07   6.06525596E-05   6.60042380E-05  
  63               1.16945135E+00   1.73811393E+03   8.38444885E-01   1.60236120E-01   1.76091621E-04   3.77297626E-04   5.30124843E-04   3.78928614E-07   6.06510540E-05   6.59568879E-05  
  64               1.23521201E+00   1.76320431E+03   8.38410062E-01   1.60233064E-01   2.14017144E-04   3.77194038E-04   5.30156264E-04   3.38149100E-07   6.06494433E-05   6.59154505E-05  
  65               1.31060404E+00   1.79052950E+03   8.38335260E-01   1.60223413E-01   2.62862112E-04   3.77074102E-04   5.30162428E-04   3.00657777E-07   6.06450964E-05   6.58662980E-05  
  66               1.37342457E+00   1.81239645E+03   8.38293401E-01   1.60219754E-01   3.08415990E-04   3.76992758E-04   5.30176575E-04   2.74757999E-07   6.06430583E-05   6.58277278E-05  
  67               1.42321530E+00   1.82906170E+03   8.38257606E-01   1.60216624E-01   3.47364866E-04   3.76933131E-04   5.30183885E-04   2.57272184E-07   6.06412780E-05   6.57974930E-05  
  68               1.48108864E+00   1.84795162E+03   8.38212510E-01   1.60212682E-01   3.96427496E-04   3.76867816E-04   5.30188966E-04   2.39274710E-07   6.06390688E-05   6.57625485E-05  
  69               1.54797063E+00   1.86893059E+03   8.38156387E-01   1.60207778E-01   4.57475054E-04   3.76798823E-04   5.30190524E-04   2.21521673E-07   6.06362985E-05   6.57226220E-05  
  70               1.62476910E+00   1.89222704E+03   8.38085795E-01   1.60201611E-01   5.34244634E-04   3.76727404E-04   5.30187579E-04   2.03977138E-07   6.06328709E-05   6.56771328E-05  
  71               1.71229567E+00   1.91756971E+03   8.37998234E-01   1.60193964E-01   6.29443633E-04   3.76658806E-04   5.30178681E-04   1.87322916E-07   6.06286262E-05   6.56259475E-05  
  72               1.81113590E+00   1.94502858E+03   8.37889213E-01   1.60184447E-01   7.47969419E-04   3.76599332E-04   5.30162555E-04   1.71522441E-07   6.06234388E-05   6.55687027E-05  
  73               1.92273679E+00   1.97441805E+03   8.37754693E-01   1.60172706E-01   8.94314531E-04   3.76488406E-04   5.30137559E-04   1.56999077E-07   6.06170826E-05   6.55049810E-05  
  74               2.04947183E+00   2.00618648E+03   8.37585870E-01   1.60157973E-01   1.07797427E-03   3.76364526E-04   5.30101414E-04   1.43444881E-07   6.06092570E-05   6.54334390E-05  
  75               2.19288518E+00   2.03999603E+03   8.37376666E-01   1.60139719E-01   1.30555889E-03   3.76227070E-04   5.30051954E-04   1.31212839E-07   6.05996633E-05   6.53537517E-05  
  76               2.35466423E+00   2.07600646E+03   8.37116110E-01   1.60116987E-01   1.58900287E-03   3.76072290E-04   5.29986173E-04   1.20097760E-07   6.05879403E-05   6.52650262E-05  
  77               2.53666714E+00   2.11381179E+03   8.36796269E-01   1.60089086E-01   1.93693658E-03   3.75898897E-04   5.29901495E-04   1.10319593E-07   6.05737171E-05   6.51669367E-05  
  78               2.74095103E+00   2.15356323E+03   8.36402478E-01   1.60054735E-01   2.36531326E-03   3.75701853E-04   5.29793882E-04   1.01630832E-07   6.05565029E-05   6.50584630E-05  
  79               2.96979982E+00   2.19482029E+03   8.35925238E-01   1.60013109E-01   2.88446264E-03   3.75479195E-04   5.29660397E-04   9.41540192E-08   6.05358641E-05   6.49392673E-05  
  80               3.22575232E+00   2.23774514E+03   8.35345984E-01   1.59962588E-01   3.51458133E-03   3.75224470E-04   5.29495870E-04   8.76355952E-08   6.05111685E-05   6.48081839E-05  
  81               3.51164094E+00   2.28181508E+03   8.34654021E-01   1.59902035E-01   4.26514901E-03   3.74935019E-04   5.29296349E-04   8.21754822E-08   6.04818380E-05   6.46648429E-05  
  82               3.83036186E+00   2.32717521E+03   8.33823891E-01   1.59830128E-01   5.15874020E-03   3.81164234E-04   5.29059338E-04   7.62012842E-08   6.04477975E-05   6.45082988E-05  
  83               4.18547036E+00   2.37330280E+03   8.32864784E-01   1.59746490E-01   6.20195788E-03   3.80873426E-04   5.28780065E-04   7.25053141E-08   6.04078580E-05   6.43384946E-05  
  84               4.58119287E+00   2.42050368E+03   8.31742557E-01   1.59648632E-01   7.42263094E-03   3.80513208E-04   5.28452062E-04   6.94645052E-08   6.03614203E-05   6.41537264E-05  
  85               5.02186734E+00   2.46818393E+03   8.30457887E-01   1.59536613E-01   8.82001497E-03   3.80086817E-04   5.28075316E-04   6.71656489E-08   6.03082843E-05   6.39542445E-05  
  86               5.51234905E+00   2.51669036E+03   8.28983069E-01   1.59408018E-01   1.04242404E-02   3.79587146E-04   5.27641903E-04   6.54037345E-08   6.02474183E-05   6.37384342E-05  
  87               6.05801373E+00   2.56542125E+03   8.27327588E-01   1.59263676E-01   1.22249842E-02   3.79019737E-04   5.27154312E-04   6.42745361E-08   6.01788388E-05   6.35068944E-05  
  88               6.66472671E+00   2.61475145E+03   8.25463145E-01   1.59101121E-01   1.42530210E-02   3.78376097E-04   5.26604376E-04   6.36061082E-08   6.01013881E-05   6.32580132E-05  
  89               7.33889983E+00   2.66405417E+03   8.23411980E-01   1.58922291E-01   1.64841542E-02   3.77665710E-04   5.25998215E-04   6.35079009E-08   6.00153769E-05   6.29929321E-05  
  90               8.08758665E+00   2.71382095E+03   8.21140446E-01   1.58724255E-01   1.89549749E-02   3.76877445E-04   5.25326062E-04   6.38127508E-08   5.99192758E-05   6.27097938E-05  
  91               8.91843707E+00   2.76329226E+03   8.18692601E-01   1.58510854E-01   2.16175533E-02   3.76028599E-04   5.24600240E-04   6.46742343E-08   5.98138718E-05   6.24106841E-05  
  92               9.83964300E+00   2.81311936E+03   8.16024135E-01   1.58278225E-01   2.45200786E-02   3.75103920E-04   5.23807857E-04   6.59112821E-08   5.96969071E-05   6.20933234E-05  
  93               1.08599214E+01   2.86255956E+03   8.13192204E-01   1.58031353E-01   2.76003723E-02   3.74125783E-04   5.22964955E-04   6.76833335E-08   5.95691819E-05   6.17603399E-05  
  94               1.19885583E+01   2.91228275E+03   8.10146650E-01   1.57765863E-01   3.09129845E-02   3.73076771E-04   5.22056867E-04   6.98227252E-08   5.94275023E-05   6.14093662E-05  
  95               1.32354667E+01   2.96148895E+03   8.06964005E-01   1.57488430E-01   3.43746579E-02   3.71986936E-04   5.21105132E-04   7.25158565E-08   5.92725717E-05   6.10438237E-05  
  96               1.46112094E+01   3.01098315E+03   8.03575838E-01   1.57193087E-01   3.80598193E-02   3.70831904E-04   5.20089733E-04   7.55745913E-08   5.90992038E-05   6.06607066E-05  
  97               1.61268546E+01   3.05982665E+03   8.00086440E-01   1.56888927E-01   4.18550163E-02   3.69652551E-04   5.19040098E-04   7.92339373E-08   5.89078599E-05   6.02645754E-05  
  98               1.77933809E+01   3.10890935E+03   7.96409711E-01   1.56568442E-01   4.58538931E-02   3.68417125E-04   5.17931045E-04   8.32810858E-08   5.86904094E-05   5.98519951E-05  
  99               1.96226436E+01   3.15726598E+03   7.92667092E-01   1.56242221E-01   4.99243437E-02   3.67173050E-04   5.16796848E-04   8.79755681E-08   5.84461387E-05   5.94281920E-05  
  100              2.16275450E+01   3.20591898E+03   7.88746538E-01   1.55900493E-01   5.41882285E-02   3.65877208E-04   5.15604715E-04   9.30738489E-08   5.81619195E-05   5.89887650E-05  
  101              2.38223176E+01   3.25379172E+03   7.84797397E-01   1.55556280E-01   5.84830883E-02   3.64587628E-04   5.14396791E-04   9.88999345E-08   5.78356573E-05   5.85398040E-05  
