# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  1                1.00000000E-05   5.62906550E+02   8.38332670E-01   1.60401360E-01   7.31948703E-16   6.42554383E-04   1.27625096E-04   3.98784700E-04   6.08359151E-05   0.00000000E+00  
  2                1.88068536E-05   5.88074968E+02   8.38421781E-01   1.60379705E-01   3.97936751E-15   5.75182616E-04   1.95307768E-04   3.31231642E-04   6.08272725E-05   0.00000000E+00  
  3                2.99112530E-05   5.95686377E+02   8.38373654E-01   1.60391118E-01   5.60389156E-15   6.11781187E-04   1.60663761E-04   3.66863173E-04   6.08304997E-05   0.00000000E+00  
  4                4.31195310E-05   6.05111400E+02   8.38367159E-01   1.60392578E-01   9.31811676E-15   6.16805983E-04   1.56584173E-04   3.71414741E-04   6.08301656E-05   0.00000000E+00  
  5                5.90390789E-05   6.09672473E+02   8.38330271E-01   1.60401384E-01   1.10429668E-14   6.44847221E-04   1.29719729E-04   3.98875942E-04   6.08322155E-05   0.00000000E+00  
  6                7.83644650E-05   6.18158298E+02   8.38332692E-01   1.60400742E-01   1.73882974E-14   6.43066255E-04   1.31943411E-04   3.96870859E-04   6.08310309E-05   0.00000000E+00  
  7                1.02036523E-04   6.22529866E+02   8.38307095E-01   1.60406856E-01   2.05804785E-14   6.62517113E-04   1.13269980E-04   4.15938649E-04   6.08318486E-05   0.00000000E+00  
  8                1.31127535E-04   6.31068402E+02   8.38314252E-01   1.60405092E-01   3.22667758E-14   6.57127807E-04   1.18886046E-04   4.10431705E-04   6.08301325E-05   0.00000000E+00  
  9                1.67058072E-04   6.35791975E+02   8.38295610E-01   1.60409468E-01   3.90373013E-14   6.71149731E-04   1.05408399E-04   4.24185195E-04   6.08300297E-05   0.00000000E+00  
  10               2.11507470E-04   6.44666559E+02   8.38305485E-01   1.60407056E-01   6.15414250E-14   6.63692143E-04   1.12990418E-04   4.16659883E-04   6.08279117E-05   0.00000000E+00  
  11               2.66654377E-04   6.49907826E+02   8.38291686E-01   1.60410354E-01   7.63299460E-14   6.74171217E-04   1.02910822E-04   4.26941506E-04   6.08270810E-05   0.00000000E+00  
  12               3.35121868E-04   6.59175200E+02   8.38303016E-01   1.60407595E-01   1.20742171E-13   6.65607820E-04   1.11552158E-04   4.18332479E-04   6.08246075E-05   0.00000000E+00  
  13               4.20266020E-04   6.64956171E+02   8.38292246E-01   1.60410170E-01   1.52900467E-13   6.73783631E-04   1.03683173E-04   4.26355996E-04   6.08231035E-05   0.00000000E+00  
  14               5.26172351E-04   6.74620864E+02   8.38304301E-01   1.60407236E-01   2.41820075E-13   6.64667924E-04   1.12857181E-04   4.17203294E-04   6.08202586E-05   0.00000000E+00  
  15               6.58022999E-04   6.80937697E+02   8.38295601E-01   1.60409316E-01   3.11302044E-13   6.71269951E-04   1.06499716E-04   4.23683091E-04   6.08180710E-05   0.00000000E+00  
  16               8.22150903E-04   6.90979869E+02   8.38307852E-01   1.60406335E-01   4.90348301E-13   6.62005488E-04   1.15816344E-04   4.14383431E-04   6.08148007E-05   0.00000000E+00  
  17               1.02652780E-03   6.97785471E+02   8.38300426E-01   1.60408110E-01   6.37977902E-13   6.67637343E-04   1.10386755E-04   4.19913219E-04   6.08118691E-05   0.00000000E+00  
  18               1.28088303E-03   7.08139316E+02   8.38312237E-01   1.60405235E-01   9.95513861E-13   6.58703777E-04   1.19373998E-04   4.10942436E-04   6.08080896E-05   0.00000000E+00  
  19               1.59735125E-03   7.15302721E+02   8.38305098E-01   1.60406943E-01   1.29718597E-12   6.64112875E-04   1.14139763E-04   4.16262452E-04   6.08043011E-05   0.00000000E+00  
  20               1.99069161E-03   7.25857553E+02   8.38315715E-01   1.60404355E-01   1.99263504E-12   6.56080394E-04   1.22231122E-04   4.08189081E-04   6.07998811E-05   0.00000000E+00  
  21               2.47921027E-03   7.33234228E+02   8.38308052E-01   1.60406191E-01   2.57931737E-12   6.61880711E-04   1.16587049E-04   4.13909264E-04   6.07950333E-05   0.00000000E+00  
  22               3.08504578E-03   7.43871430E+02   8.38316820E-01   1.60404049E-01   3.88014040E-12   6.55242189E-04   1.23290028E-04   4.07226339E-04   6.07897644E-05   0.00000000E+00  
  23               3.83570788E-03   7.51381999E+02   8.38308355E-01   1.60406079E-01   4.97155314E-12   6.61642837E-04   1.17030408E-04   4.13554328E-04   6.07835489E-05   0.00000000E+00  
  24               4.76447498E-03   7.62082842E+02   8.38315251E-01   1.60404388E-01   7.32723122E-12   6.56412691E-04   1.22327652E-04   4.08277893E-04   6.07771351E-05   0.00000000E+00  
  25               5.91294842E-03   7.69651210E+02   8.38305777E-01   1.60406662E-01   9.26616073E-12   6.63567489E-04   1.15301126E-04   4.15366567E-04   6.07691224E-05   0.00000000E+00  
  26               7.33157737E-03   7.80431928E+02   8.38310947E-01   1.60405384E-01   1.34063118E-11   6.59631022E-04   1.19304901E-04   4.11383257E-04   6.07611703E-05   0.00000000E+00  
  27               9.08327763E-03   7.88108833E+02   8.38300861E-01   1.60407804E-01   1.67820440E-11   6.67237215E-04   1.11814268E-04   4.18929738E-04   6.07508216E-05   0.00000000E+00  
  28               1.12439906E-02   7.99010000E+02   8.38304550E-01   1.60406878E-01   2.38982604E-11   6.64401831E-04   1.14715562E-04   4.16047809E-04   6.07408329E-05   0.00000000E+00  
  29               1.39086735E-02   8.06865068E+02   8.38294265E-01   1.60409340E-01   2.97085866E-11   6.72141129E-04   1.07079500E-04   4.23733418E-04   6.07274982E-05   0.00000000E+00  
  30               1.71930584E-02   8.18139633E+02   8.38297543E-01   1.60408501E-01   4.20852047E-11   6.69585012E-04   1.09697284E-04   4.21131695E-04   6.07150156E-05   0.00000000E+00  
  31               2.12420040E-02   8.26437862E+02   8.38288037E-01   1.60410760E-01   5.24813767E-11   6.76704577E-04   1.02668155E-04   4.28202887E-04   6.06981115E-05   0.00000000E+00  
  32               2.62319309E-02   8.38335051E+02   8.38291668E-01   1.60409811E-01   7.45835654E-11   6.73823276E-04   1.05606691E-04   4.25276150E-04   6.06827016E-05   0.00000000E+00  
  33               3.23850684E-02   8.47482152E+02   8.38284067E-01   1.60411577E-01   9.45622215E-11   6.79442872E-04   1.00065393E-04   4.30850754E-04   6.06618788E-05   0.00000000E+00  
  34               3.99739063E-02   8.60457797E+02   8.38289286E-01   1.60410190E-01   1.36698590E-10   6.75239146E-04   1.04322462E-04   4.26599633E-04   6.06434489E-05   0.00000000E+00  
  35               4.93389833E-02   8.70849523E+02   8.38284241E-01   1.60411262E-01   1.78020639E-10   6.78793846E-04   1.00837319E-04   4.30109205E-04   6.06186020E-05   0.00000000E+00  
  36               6.09026587E-02   8.85397874E+02   8.38292080E-01   1.60409114E-01   2.64895466E-10   6.72325174E-04   1.07358245E-04   4.23587463E-04   6.05974049E-05   0.00000000E+00  
  37               7.51956998E-02   8.97699083E+02   8.38291139E-01   1.60409136E-01   3.60114239E-10   6.72685612E-04   1.07063915E-04   4.23896372E-04   6.05692214E-05   0.00000000E+00  
  38               9.28833369E-02   9.14462836E+02   8.38303413E-01   1.60405822E-01   5.58514910E-10   6.62669965E-04   1.17139562E-04   4.13812264E-04   6.05460814E-05   0.00000000E+00  
  39               1.14800141E-01   9.29256363E+02   8.38308340E-01   1.60404606E-01   7.99286651E-10   6.58927788E-04   1.20954409E-04   4.10002752E-04   6.05155567E-05   0.00000000E+00  
  40               1.42030583E-01   9.48809975E+02   8.38327753E-01   1.60399867E-01   1.29870966E-09   6.44247384E-04   1.35721410E-04   3.95220245E-04   6.04913285E-05   0.00000000E+00  
  41               1.75955208E-01   9.66678326E+02   8.38339307E-01   1.60397035E-01   1.96288103E-09   6.35500712E-04   1.44559863E-04   3.86378475E-04   6.04592750E-05   0.00000000E+00  
  42               2.18382799E-01   9.89636808E+02   8.38366134E-01   1.60390484E-01   3.34505267E-09   6.15224206E-04   1.64958863E-04   3.65957766E-04   6.04344181E-05   0.00000000E+00  
  43               2.71657837E-01   1.01137397E+03   8.38385750E-01   1.60385684E-01   5.35921515E-09   6.00391081E-04   1.79918939E-04   3.50986633E-04   6.04016522E-05   7.45343936E-16  
  44               3.38899215E-01   1.03857197E+03   8.38420660E-01   1.60377155E-01   9.59043044E-09   5.74014508E-04   2.06469133E-04   3.24410261E-04   6.03764606E-05   3.21224046E-15  
  45               4.24133561E-01   1.06493940E+03   8.38448083E-01   1.60370444E-01   1.62262624E-08   5.53286548E-04   2.27370169E-04   3.03492972E-04   6.03429549E-05   1.20019792E-14  
  46               5.32706071E-01   1.09716447E+03   8.38489143E-01   1.60360403E-01   3.03061876E-08   5.22263423E-04   2.58617280E-04   2.72218346E-04   6.03169099E-05   5.76688161E-14  
  47               6.71548132E-01   1.12917635E+03   8.38522464E-01   1.60352243E-01   5.39543291E-08   4.97069673E-04   2.84021695E-04   2.46794868E-04   6.02825532E-05   2.44805292E-13  
  48               8.49628475E-01   1.16752101E+03   8.38565979E-01   1.60341586E-01   1.04669905E-07   4.64161116E-04   3.17175107E-04   2.13614640E-04   6.02553188E-05   1.29157787E-12  
  49               1.07860250E+00   1.20642490E+03   8.38601436E-01   1.60332881E-01   1.95029016E-07   4.37293620E-04   3.44255314E-04   1.86513994E-04   6.02200759E-05   6.12162961E-12  
  50               1.37304439E+00   1.25242377E+03   8.38642929E-01   1.60322671E-01   3.91793840E-07   4.05784646E-04   3.75982698E-04   1.54760425E-04   6.01919003E-05   3.49619316E-11  
  51               1.74962420E+00   1.29937233E+03   8.38675455E-01   1.60314591E-01   7.54303695E-07   3.80903383E-04   4.01038755E-04   1.29682429E-04   6.01557442E-05   1.77820890E-10  
