# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CH4              CO               N2               H2S             
  21               8.81843881E-04   5.53334976E+02   8.38152134E-01   1.60444018E-01   3.46159440E-17   7.80041925E-04   5.31267156E-04   1.19285261E-08   6.06008863E-05   2.29801958E-05  
  22               1.09499095E-03   5.62186047E+02   8.38152125E-01   1.60444020E-01   6.58584384E-17   7.80037599E-04   5.31262741E-04   1.62330201E-08   6.05898314E-05   2.29801961E-05  
  23               1.35938322E-03   5.69948202E+02   8.38152105E-01   1.60444025E-01   1.12089234E-16   7.80034116E-04   5.31259113E-04   1.98107953E-08   6.05712494E-05   2.29801968E-05  
  24               1.68731980E-03   5.78783778E+02   8.38152092E-01   1.60444028E-01   2.04167595E-16   7.80028112E-04   5.31252935E-04   2.58765558E-08   6.05562322E-05   2.29801971E-05  
  25               2.09404315E-03   5.86489566E+02   8.38152067E-01   1.60444034E-01   3.33920687E-16   7.80023783E-04   5.31248367E-04   3.04121081E-08   6.05326292E-05   2.29801980E-05  
  26               2.59843975E-03   5.95267309E+02   8.38152050E-01   1.60444037E-01   5.82671566E-16   7.80016252E-04   5.31240542E-04   3.81381221E-08   6.05124921E-05   2.29801985E-05  
  27               3.22391036E-03   6.02866638E+02   8.38152011E-01   1.60444045E-01   9.15692223E-16   7.80011590E-04   5.31235527E-04   4.31496122E-08   6.04822901E-05   2.29801996E-05  
  28               3.99942090E-03   6.11603525E+02   8.38151988E-01   1.60444050E-01   1.53850020E-15   7.80002908E-04   5.31226402E-04   5.22002625E-08   6.04558412E-05   2.29802004E-05  
  29               4.96081060E-03   6.19141516E+02   8.38151942E-01   1.60444061E-01   2.33888572E-15   7.79998407E-04   5.31221414E-04   5.72237637E-08   6.04175975E-05   2.29802019E-05  
  30               6.15252019E-03   6.27911292E+02   8.38151910E-01   1.60444068E-01   3.81476142E-15   7.79988893E-04   5.31211279E-04   6.73129153E-08   6.03836752E-05   2.29802029E-05  
  31               7.62971048E-03   6.35632145E+02   8.38151843E-01   1.60444079E-01   5.71578960E-15   7.79984082E-04   5.31205819E-04   7.28230707E-08   6.03371205E-05   2.29802045E-05  
  32               9.46046044E-03   6.44733155E+02   8.38151800E-01   1.60444088E-01   9.24009988E-15   7.79972700E-04   5.31193582E-04   8.50208480E-08   6.02962105E-05   2.29802057E-05  
  33               1.17286940E-02   6.52833988E+02   8.38151735E-01   1.60444103E-01   1.38139796E-14   7.79966768E-04   5.31186776E-04   9.18921623E-08   6.02411480E-05   2.29802079E-05  
  34               1.45375848E-02   6.62543943E+02   8.38151663E-01   1.60444107E-01   2.24854608E-14   7.79951597E-04   5.31170413E-04   1.08186511E-07   6.01943112E-05   2.29802085E-05  
  35               1.80137050E-02   6.71423388E+02   8.38151580E-01   1.60444120E-01   3.42758490E-14   7.79941634E-04   5.31159216E-04   1.19415883E-07   6.01332292E-05   2.29802103E-05  
  36               2.23118969E-02   6.82069826E+02   8.38151544E-01   1.60444128E-01   5.70232616E-14   7.79918724E-04   5.31134553E-04   1.43987746E-07   6.00830942E-05   2.29802114E-05  
  37               2.76208968E-02   6.92072908E+02   8.38151352E-01   1.60444116E-01   8.98742510E-14   7.79899736E-04   5.31113734E-04   1.64708072E-07   6.00195108E-05   2.29802096E-05  
  38               3.41699085E-02   7.04242213E+02   8.38151274E-01   1.60444102E-01   1.56652271E-13   7.79858245E-04   5.31069510E-04   2.08681081E-07   5.99727875E-05   2.29802077E-05  
  39               4.22361984E-02   7.15908086E+02   8.38151250E-01   1.60444107E-01   2.60278813E-13   7.79817355E-04   5.31025551E-04   2.52493907E-07   5.99138523E-05   2.29802083E-05  
  40               5.21531092E-02   7.30022680E+02   8.38151312E-01   1.60444090E-01   4.79546843E-13   7.79734492E-04   5.30938072E-04   3.39546723E-07   5.98765590E-05   2.29802058E-05  
  41               6.43194503E-02   7.43995648E+02   8.38151215E-01   1.60444039E-01   8.54775093E-13   7.79636084E-04   5.30834245E-04   4.42828025E-07   5.98312587E-05   2.29801982E-05  
  42               7.92096712E-02   7.60736855E+02   8.38151445E-01   1.60443980E-01   1.68941221E-12   7.79443923E-04   5.30633789E-04   6.42359467E-07   5.98116977E-05   2.29802941E-05  
  43               9.73987601E-02   7.77488551E+02   8.38151745E-01   1.60443902E-01   3.23303058E-12   7.79190662E-04   5.30370318E-04   9.04747332E-07   5.97854719E-05   2.29802825E-05  
  44               1.19583762E-01   7.97388932E+02   8.38152399E-01   1.60443734E-01   6.84814412E-12   7.78694022E-04   5.29858168E-04   1.41483072E-06   5.97868679E-05   2.29837332E-05  
  45               1.46595352E-01   8.17615438E+02   8.38153335E-01   1.60443491E-01   1.41141772E-11   7.77967815E-04   5.29112357E-04   2.15793791E-06   5.97832597E-05   2.29908034E-05  
  46               1.79421486E-01   8.41236919E+02   8.38155190E-01   1.60443005E-01   3.18162496E-11   7.76543176E-04   5.27658272E-04   3.60708012E-06   5.98046097E-05   2.30093469E-05  
  47               2.19233577E-01   8.65393660E+02   8.38157986E-01   1.60442247E-01   6.96359198E-11   7.74322416E-04   5.25400027E-04   5.85839485E-06   5.98202306E-05   2.30520539E-05  
  48               2.67456602E-01   8.93204100E+02   8.38163343E-01   1.60440758E-01   1.64430103E-10   7.69983905E-04   5.21006866E-04   1.02390993E-05   5.98559393E-05   2.31693557E-05  
  49               3.25837937E-01   9.21644396E+02   8.38171270E-01   1.60438342E-01   3.74255356E-10   7.63120851E-04   5.14075493E-04   1.71525438E-05   5.98831935E-05   2.34482401E-05  
  50               3.96696194E-01   9.53914738E+02   8.38186673E-01   1.60434072E-01   9.03283111E-10   7.50381869E-04   5.01241844E-04   2.99565653E-05   5.99234688E-05   2.42817468E-05  
  51               4.83327081E-01   9.87142802E+02   8.38212088E-01   1.60427862E-01   2.10003641E-09   7.31229722E-04   4.81947074E-04   4.92122636E-05   5.99529651E-05   2.42807439E-05  
  52               5.90651595E-01   1.02466961E+03   8.38253666E-01   1.60417714E-01   5.12156482E-09   6.99874458E-04   4.50389905E-04   8.07124375E-05   5.99881067E-05   2.42790830E-05  
  53               7.25840879E-01   1.06380329E+03   8.38307487E-01   1.60404579E-01   1.20740496E-08   6.59256618E-04   4.09518119E-04   1.21519900E-04   6.00098101E-05   2.42768712E-05  
  54               8.99685209E-01   1.10834275E+03   8.38379335E-01   1.60387042E-01   2.98317744E-08   6.05019253E-04   3.54943055E-04   1.76019888E-04   6.00323119E-05   2.42737720E-05  
  55               1.12736353E+00   1.15535507E+03   8.38453829E-01   1.60368845E-01   7.13287888E-08   5.48751305E-04   2.98305130E-04   2.32590397E-04   6.00397031E-05   2.42702130E-05  
  56               1.42943336E+00   1.20791792E+03   8.38530612E-01   1.60350064E-01   1.74133642E-07   4.90699162E-04   2.39865112E-04   2.90967981E-04   6.00420872E-05   2.42658231E-05  
  57               1.82941044E+00   1.26179499E+03   8.38592858E-01   1.60334786E-01   3.98102971E-07   4.43505195E-04   1.92348218E-04   3.38437421E-04   6.00261207E-05   2.42608609E-05  
  58               2.35125352E+00   1.31896394E+03   8.38644867E-01   1.60321915E-01   8.85199107E-07   4.03820182E-04   1.52394334E-04   3.78350174E-04   6.00013989E-05   2.42540996E-05  
  59               3.01601050E+00   1.37528819E+03   8.38681256E-01   1.60312674E-01   1.80463895E-06   3.75545626E-04   1.23893440E-04   4.06817307E-04   5.99602167E-05   2.42437588E-05  
  60               3.84013107E+00   1.43416067E+03   8.38710090E-01   1.60304799E-01   3.57861328E-06   3.52094846E-04   1.00112599E-04   4.30562587E-04   5.99159835E-05   2.42188891E-05  
  61               4.84299500E+00   1.49237989E+03   8.38726781E-01   1.60298398E-01   6.64481799E-06   3.35342721E-04   8.25908445E-05   4.48046517E-04   5.98618697E-05   2.41413612E-05  
  62               6.03207697E+00   1.55346624E+03   8.38724469E-01   1.60290073E-01   1.21431200E-05   3.22761656E-04   6.69504167E-05   4.63634783E-04   5.98091675E-05   2.38444835E-05  
  63               7.37794791E+00   1.61306864E+03   8.38714906E-01   1.60284511E-01   2.09096472E-05   3.28498938E-04   5.28738356E-05   4.77664859E-04   5.97574333E-05   2.21689191E-05  
  64               8.84485780E+00   1.67407209E+03   8.38705754E-01   1.60278989E-01   3.52351377E-05   3.21857345E-04   4.26977600E-05   4.87787221E-04   5.97129401E-05   2.20802101E-05  
  65               1.03598179E+01   1.73190865E+03   8.38659912E-01   1.60269979E-01   5.59487018E-05   3.27693719E-04   3.39489647E-05   4.96472444E-04   5.96737438E-05   2.17583658E-05  
  66               1.17268682E+01   1.78988454E+03   8.38566326E-01   1.60257750E-01   8.74100370E-05   3.61268424E-04   2.41405666E-05   5.06224284E-04   5.96671391E-05   2.09964056E-05  
  67               1.27951012E+01   1.83076525E+03   8.38484383E-01   1.60249554E-01   1.17481421E-04   3.95673422E-04   1.88621208E-05   5.11468387E-04   5.96598429E-05   2.04829658E-05  
  68               1.40005760E+01   1.87462817E+03   8.38438247E-01   1.60243176E-01   1.59028549E-04   3.92918048E-04   1.61386591E-05   5.14144537E-04   5.96437134E-05   2.04853337E-05  
  69               1.50100450E+01   1.90818145E+03   8.38404284E-01   1.60239517E-01   1.98289918E-04   3.91234972E-04   1.44768735E-05   5.15771796E-04   5.96276491E-05   2.04818137E-05  
  70               1.57976238E+01   1.93393689E+03   8.38373134E-01   1.60236317E-01   2.33766451E-04   3.90073398E-04   1.33313268E-05   5.16888897E-04   5.96158170E-05   2.04744190E-05  
  71               1.67267499E+01   1.96196624E+03   8.38333917E-01   1.60232460E-01   2.77858731E-04   3.89010492E-04   1.22837986E-05   5.17902321E-04   5.95992213E-05   2.04627644E-05  
  72               1.78140423E+01   1.99420555E+03   8.38250633E-01   1.60221606E-01   3.37074639E-04   3.87891987E-04   1.11922756E-05   5.18932458E-04   5.95785251E-05   2.04419041E-05  
  73               1.86594019E+01   2.01736127E+03   8.38206995E-01   1.60217552E-01   3.85359867E-04   3.87245638E-04   1.05328316E-05   5.19558447E-04   5.95622132E-05   2.04240373E-05  
  74               1.93047870E+01   2.03532145E+03   8.38169412E-01   1.60214070E-01   4.26901963E-04   3.86731910E-04   1.00347008E-05   5.20029499E-04   5.95508130E-05   2.04068579E-05  
  75               2.00809344E+01   2.05522012E+03   8.38124213E-01   1.60209940E-01   4.76614955E-04   3.86287462E-04   9.56264437E-06   5.20469087E-04   5.95351038E-05   2.03863293E-05  
  76               2.10079374E+01   2.07920839E+03   8.38063698E-01   1.60204444E-01   5.43180545E-04   3.85714507E-04   9.01077644E-06   5.20979919E-04   5.95175661E-05   2.03566434E-05  
  77               2.21120780E+01   2.10560701E+03   8.37989786E-01   1.60197800E-01   6.24251619E-04   3.85178745E-04   8.49773074E-06   5.21443451E-04   5.94945337E-05   2.03200649E-05  
  78               2.34188264E+01   2.13648939E+03   8.37891623E-01   1.60189024E-01   7.31761899E-04   3.84587905E-04   7.93499076E-06   5.21943988E-04   5.94681886E-05   2.02698238E-05  
  79               2.49557451E+01   2.16996068E+03   8.37771040E-01   1.60178324E-01   8.63562832E-04   3.84051582E-04   7.42855866E-06   5.22375381E-04   5.94348881E-05   2.02083170E-05  
  80               2.67527989E+01   2.20797543E+03   8.37612910E-01   1.60164348E-01   1.03621475E-03   3.83491997E-04   6.90487486E-06   5.22805501E-04   5.93964921E-05   2.01271356E-05  
  81               2.88426695E+01   2.24847608E+03   8.37419054E-01   1.60147295E-01   1.24760413E-03   3.83001053E-04   6.45133471E-06   5.23146481E-04   5.93493300E-05   2.00297636E-05  
  82               3.12614263E+01   2.29329945E+03   8.37166734E-01   1.60124949E-01   1.52039966E-03   3.82510693E-04   6.00542156E-06   5.23451905E-04   5.92947079E-05   1.99063379E-05  
  83               3.40481557E+01   2.34026961E+03   8.36854417E-01   1.60098134E-01   1.85156316E-03   3.88171629E-04   5.54763202E-06   5.23754245E-04   5.92327187E-05   1.97955722E-05  
  84               3.72475388E+01   2.39119318E+03   8.36468223E-01   1.60064387E-01   2.27174078E-03   3.87928742E-04   5.20063576E-06   5.23898821E-04   5.91577518E-05   1.96199398E-05  
  85               4.09103222E+01   2.44381897E+03   8.36005652E-01   1.60024025E-01   2.77488445E-03   3.87734362E-04   4.92615326E-06   5.23933007E-04   5.90691754E-05   1.94213825E-05  
  86               4.50930504E+01   2.50000438E+03   8.35429429E-01   1.59973775E-01   3.40159276E-03   3.87540965E-04   4.67535171E-06   5.23891939E-04   5.89674813E-05   1.91878388E-05  
  87               4.98609610E+01   2.55741683E+03   8.34751277E-01   1.59914684E-01   4.13904016E-03   3.87400707E-04   4.49050783E-06   5.23733813E-04   5.88489197E-05   1.89323591E-05  
  88               5.52919621E+01   2.61798041E+03   8.33923894E-01   1.59842611E-01   5.03871419E-03   3.87274587E-04   4.32946571E-06   5.23482952E-04   5.87131232E-05   1.86422078E-05  
  89               6.14766900E+01   2.67951037E+03   8.32965826E-01   1.59759192E-01   6.08037075E-03   3.87214252E-04   4.22568530E-06   5.23106921E-04   5.85562547E-05   1.83335439E-05  
  90               6.85195911E+01   2.74378268E+03   8.31822811E-01   1.59659685E-01   7.32304933E-03   3.87192476E-04   4.14604821E-06   5.22617296E-04   5.83767516E-05   1.79944805E-05  
  91               7.65390325E+01   2.80881849E+03   8.30521931E-01   1.59546470E-01   8.73722303E-03   3.87261223E-04   4.11687967E-06   5.21989395E-04   5.81706812E-05   1.76430636E-05  
  92               8.56703402E+01   2.87625811E+03   8.29003181E-01   1.59414308E-01   1.03881576E-02   3.87404171E-04   4.11166615E-06   5.21224283E-04   5.79349664E-05   1.72681903E-05  
  93               9.60658253E+01   2.94434358E+03   8.27303175E-01   1.59266408E-01   1.22359588E-02   3.87674906E-04   4.15195453E-06   5.20302317E-04   5.76650018E-05   1.68883342E-05  
  94               1.07897216E+02   3.01453032E+03   8.25359560E-01   1.59097330E-01   1.43484269E-02   3.88066938E-04   4.21680649E-06   5.19215370E-04   5.73551688E-05   1.64934164E-05  
  95               1.21347619E+02   3.08509864E+03   8.23226202E-01   1.58911787E-01   1.66669037E-02   3.88635161E-04   4.32604127E-06   5.17947697E-04   5.69990445E-05   1.61024686E-05  
  96               1.36592597E+02   3.15726542E+03   8.20843851E-01   1.58704609E-01   1.92558072E-02   3.89372610E-04   4.46124919E-06   5.16487446E-04   5.65870119E-05   1.57060950E-05  
  97               1.53815189E+02   3.22921307E+03   8.18293390E-01   1.58482862E-01   2.20271113E-02   3.90326799E-04   4.64178439E-06   5.14825451E-04   5.61090461E-05   1.53236418E-05  
  98               1.73212173E+02   3.30232665E+03   8.15505051E-01   1.58240456E-01   2.50566745E-02   3.91475730E-04   4.84853155E-06   5.12944562E-04   5.55458742E-05   1.49428723E-05  
  99               1.94998022E+02   3.37476884E+03   8.12585919E-01   1.57986737E-01   2.82279857E-02   3.92856170E-04   5.10278077E-06   5.10838305E-04   5.48786951E-05   1.45826501E-05  
  100              2.19409381E+02   3.44823956E+03   8.09441850E-01   1.57713488E-01   3.16434132E-02   3.94423078E-04   5.38314751E-06   5.08480674E-04   5.40684320E-05   1.42268293E-05  
  101              2.46710331E+02   3.52085908E+03   8.06204574E-01   1.57432200E-01   3.51596464E-02   3.96206371E-04   5.71398713E-06   5.05865633E-04   5.30811578E-05   1.38940160E-05  
