# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CH4              CO               N2               Mg              
  16               2.69104961E-04   5.83619272E+02   8.38154108E-01   1.60443573E-01   7.15904029E-16   7.78767020E-04   5.30142915E-04   1.09837397E-06   6.08046734E-05   0.00000000E+00  
  17               3.34399130E-04   5.76555457E+02   8.38154031E-01   1.60443589E-01   8.93399504E-16   7.78811227E-04   5.30183145E-04   1.06184564E-06   6.07982009E-05   0.00000000E+00  
  18               4.15467968E-04   5.99913308E+02   8.38154727E-01   1.60443421E-01   1.97612378E-15   7.78283994E-04   5.29664021E-04   1.57116138E-06   6.07973027E-05   0.00000000E+00  
  19               5.16006419E-04   5.93631423E+02   8.38154635E-01   1.60443438E-01   2.48927429E-15   7.78334301E-04   5.29709893E-04   1.52928572E-06   6.07899885E-05   0.00000000E+00  
  20               6.40756477E-04   6.16810638E+02   8.38155526E-01   1.60443220E-01   5.26682407E-15   7.77654511E-04   5.29038026E-04   2.19091329E-06   6.07884635E-05   0.00000000E+00  
  21               7.95401209E-04   6.11027542E+02   8.38155395E-01   1.60443245E-01   6.62911798E-15   7.77730942E-04   5.29109195E-04   2.12439648E-06   6.07799418E-05   0.00000000E+00  
  22               9.87225170E-04   6.33997201E+02   8.38156470E-01   1.60442981E-01   1.33537673E-14   7.76908297E-04   5.28293555E-04   2.92999776E-06   6.07775036E-05   0.00000000E+00  
  23               1.22508274E-03   6.28455849E+02   8.38156232E-01   1.60443021E-01   1.66701066E-14   7.77045514E-04   5.28424358E-04   2.80483783E-06   6.07672789E-05   0.00000000E+00  
  24               1.52024847E-03   6.51256934E+02   8.38157429E-01   1.60442718E-01   3.20295238E-14   7.76113478E-04   5.27497718E-04   3.72225399E-06   6.07635897E-05   0.00000000E+00  
  25               1.88641493E-03   6.45781679E+02   8.38157052E-01   1.60442790E-01   3.94570370E-14   7.76350960E-04   5.27727544E-04   3.49921215E-06   6.07510370E-05   0.00000000E+00  
  26               2.34088838E-03   6.68520135E+02   8.38158317E-01   1.60442467E-01   7.26168366E-14   7.75360193E-04   5.26740063E-04   4.47874190E-06   6.07457106E-05   0.00000000E+00  
  27               2.90481929E-03   6.62904978E+02   8.38157775E-01   1.60442580E-01   8.82969121E-14   7.75722463E-04   5.27093676E-04   4.13285588E-06   6.07301260E-05   0.00000000E+00  
  28               3.60473249E-03   6.85740112E+02   8.38159091E-01   1.60442256E-01   1.57174152E-13   7.74711091E-04   5.26083323E-04   5.13662356E-06   6.07227737E-05   0.00000000E+00  
  29               4.47312146E-03   6.80004727E+02   8.38158372E-01   1.60442407E-01   1.89360683E-13   7.75196374E-04   5.26559398E-04   4.66875723E-06   6.07034130E-05   0.00000000E+00  
  30               5.55051155E-03   7.03145146E+02   8.38159692E-01   1.60442071E-01   3.30908371E-13   7.74160508E-04   5.25522446E-04   5.70010015E-06   6.06937634E-05   0.00000000E+00  
  31               6.88657646E-03   6.97389913E+02   8.38158872E-01   1.60442251E-01   3.98333750E-13   7.74726479E-04   5.26079153E-04   5.15144481E-06   6.06700411E-05   0.00000000E+00  
  32               8.54286678E-03   7.21189091E+02   8.38160271E-01   1.60441895E-01   6.91609347E-13   7.73629353E-04   5.24978922E-04   6.24657728E-06   6.06579421E-05   0.00000000E+00  
  33               1.05947728E-02   7.15612681E+02   8.38159424E-01   1.60442082E-01   8.40671740E-13   7.74211640E-04   5.25552117E-04   5.68071698E-06   6.06295383E-05   0.00000000E+00  
  34               1.31355407E-02   7.40256710E+02   8.38161061E-01   1.60441682E-01   1.47230069E-12   7.72959514E-04   5.24294757E-04   6.93288544E-06   6.06151895E-05   0.00000000E+00  
  35               1.62784892E-02   7.35255662E+02   8.38160320E-01   1.60441859E-01   1.82668660E-12   7.73484699E-04   5.24810797E-04   6.42313120E-06   6.05822201E-05   0.00000000E+00  
  36               2.01637298E-02   7.61064735E+02   8.38162371E-01   1.60441357E-01   3.27444227E-12   7.71917171E-04   5.23235359E-04   7.99258727E-06   6.05662328E-05   0.00000000E+00  
  37               2.49608571E-02   7.56982729E+02   8.38161869E-01   1.60441474E-01   4.21122974E-12   7.72255614E-04   5.23563896E-04   7.66882778E-06   6.05297760E-05   0.00000000E+00  
  38               3.08828516E-02   7.84373908E+02   8.38164754E-01   1.60440767E-01   7.86123183E-12   7.70053395E-04   5.21349825E-04   9.87511603E-06   6.05134960E-05   0.00000000E+00  
  39               3.81850251E-02   7.81906818E+02   8.38164794E-01   1.60440745E-01   1.06394806E-11   7.69971961E-04   5.21256169E-04   9.97145911E-06   6.04755970E-05   0.00000000E+00  
  40               4.71881059E-02   8.11363870E+02   8.38169380E-01   1.60439613E-01   2.10516997E-11   7.66466207E-04   5.17732057E-04   1.34842514E-05   6.04611902E-05   0.00000000E+00  
  41               5.82722673E-02   8.11174464E+02   8.38170655E-01   1.60439268E-01   3.04439719E-11   7.65411746E-04   5.16660115E-04   1.45554792E-05   6.04249551E-05   0.00000000E+00  
  42               7.19237032E-02   8.43444902E+02   8.38178644E-01   1.60437264E-01   6.42424647E-11   7.59249929E-04   5.10468613E-04   2.07293040E-05   6.04145836E-05   0.00000000E+00  
  43               8.87150514E-02   8.46317050E+02   8.38182611E-01   1.60436166E-01   9.99046863E-11   7.55984295E-04   5.07174904E-04   2.40163911E-05   6.03828758E-05   0.00000000E+00  
  44               1.09407787E-01   8.81877813E+02   8.38197002E-01   1.60432415E-01   2.23382522E-10   7.44599780E-04   4.95740297E-04   3.54227862E-05   6.03777274E-05   0.00000000E+00  
  45               1.34904062E-01   8.88496877E+02   8.38206764E-01   1.60429795E-01   3.71021972E-10   7.36708244E-04   4.87800276E-04   4.33468380E-05   6.03516010E-05   0.00000000E+00  
  46               1.66471547E-01   9.27810460E+02   8.38233060E-01   1.60423166E-01   8.64393341E-10   7.16380235E-04   4.67377981E-04   6.37273292E-05   6.03505780E-05   0.00000000E+00  
  47               2.05666987E-01   9.38520076E+02   8.38253832E-01   1.60417905E-01   1.52208545E-09   7.00271319E-04   4.51174821E-04   7.99025902E-05   6.03289288E-05   4.95266818E-17  
  48               2.54842115E-01   9.82165624E+02   8.38296658E-01   1.60407344E-01   3.65872993E-09   6.67652870E-04   4.18386603E-04   1.12636533E-04   6.03292831E-05   9.23249675E-16  
  49               3.17003966E-01   9.97811586E+02   8.38332264E-01   1.60398654E-01   6.79100795E-09   6.40748744E-04   3.91311135E-04   1.39674699E-04   6.03094702E-05   3.31202667E-15  
  50               3.96601972E-01   1.04689689E+03   8.38391163E-01   1.60384283E-01   1.67241512E-08   5.96269156E-04   3.46563192E-04   1.84363410E-04   6.03082331E-05   4.48808958E-14  
  51               4.99379423E-01   1.06859366E+03   8.38438608E-01   1.60372692E-01   3.26173739E-08   5.60422440E-04   3.10461395E-04   2.20426065E-04   6.02878521E-05   1.84062327E-13  
  52               6.33577924E-01   1.12462531E+03   8.38505010E-01   1.60356465E-01   8.12612393E-08   5.10249178E-04   2.59951637E-04   2.70881753E-04   6.02829461E-05   2.42688484E-12  
  53               8.09364025E-01   1.15403926E+03   8.38554626E-01   1.60344312E-01   1.62766097E-07   4.72709161E-04   2.22123361E-04   3.08676458E-04   6.02599712E-05   1.07171782E-11  
  54               1.04034980E+00   1.21828948E+03   8.38615079E-01   1.60329469E-01   3.90236210E-07   4.26881367E-04   1.75969038E-04   3.54788167E-04   6.02493373E-05   1.14541901E-10  
  55               1.34212678E+00   1.25560012E+03   8.38655355E-01   1.60319475E-01   7.56316934E-07   3.96129882E-04   1.44968636E-04   3.85762308E-04   6.02207270E-05   4.57028237E-10  
  56               1.73131465E+00   1.32622431E+03   8.38698984E-01   1.60308443E-01   1.64437591E-06   3.62430023E-04   1.10933142E-04   4.19765390E-04   6.02014932E-05   3.38759896E-09  
  57               2.22296703E+00   1.36753155E+03   8.38723388E-01   1.60301539E-01   2.98551229E-06   3.42264262E-04   9.03892999E-05   4.40285955E-04   6.01648889E-05   1.16322935E-08  
  58               2.83029572E+00   1.44039193E+03   8.38743854E-01   1.60293733E-01   5.86857430E-06   3.22331912E-04   6.90178774E-05   4.61626433E-04   6.01368976E-05   6.18729147E-08  
  59               3.55957363E+00   1.48347513E+03   8.38747955E-01   1.60288545E-01   9.99088397E-06   3.14579450E-04   5.63957596E-05   4.74221135E-04   6.00954321E-05   1.56354135E-07  
  60               4.40706605E+00   1.55732556E+03   8.38746833E-01   1.60282653E-01   1.78334280E-05   3.07539031E-04   4.32828754E-05   4.87300074E-04   6.00653185E-05   1.02562246E-06  
  61               5.35309601E+00   1.60159595E+03   8.38728006E-01   1.60276991E-01   2.83012527E-05   3.07921936E-04   3.52479822E-05   4.95298881E-04   6.00279274E-05   3.45316362E-06  
  62               6.34452315E+00   1.67280002E+03   8.38679177E-01   1.60268886E-01   4.62702819E-05   3.23744288E-04   2.62769257E-05   5.04228296E-04   6.00084109E-05   1.63555265E-05  
  63               7.31210827E+00   1.71462798E+03   8.38625123E-01   1.60261800E-01   6.69477104E-05   3.41854277E-04   2.06922703E-05   5.09775209E-04   5.99855113E-05   2.91857479E-05  
  64               8.20638424E+00   1.78092036E+03   8.38565846E-01   1.60254235E-01   9.66905190E-05   3.56925898E-04   1.55743753E-05   5.14854649E-04   5.99764720E-05   4.19353256E-05  
  65               8.97140334E+00   1.80990749E+03   8.38505522E-01   1.60247494E-01   1.27445228E-04   3.72776330E-04   1.24687181E-05   5.17926135E-04   5.99628392E-05   5.38837333E-05  
  66               9.69147187E+00   1.85997586E+03   8.38444107E-01   1.60241239E-01   1.68505164E-04   3.86465828E-04   9.67836870E-06   5.20685074E-04   5.99589277E-05   6.42385128E-05  
  67               1.04140799E+01   1.88178834E+03   8.38403456E-01   1.60236388E-01   2.04627097E-04   3.85459879E-04   8.71076558E-06   5.21623262E-04   5.99449574E-05   6.40949129E-05  
  68               1.10800028E+01   1.92536854E+03   8.38355561E-01   1.60231075E-01   2.50800831E-04   3.84391049E-04   7.67996142E-06   5.22623777E-04   5.99379688E-05   6.39550826E-05  
  69               1.16337363E+01   1.93644383E+03   8.38314116E-01   1.60226553E-01   2.89205397E-04   3.83850969E-04   7.16762734E-06   5.23108847E-04   5.99240063E-05   6.38355981E-05  
  70               1.21625965E+01   1.97174666E+03   8.38261375E-01   1.60220985E-01   3.40081620E-04   3.83182650E-04   6.52558255E-06   5.23720689E-04   5.99166528E-05   6.37156192E-05  
  71               1.26932856E+01   1.98020178E+03   8.38216877E-01   1.60216285E-01   3.81499447E-04   3.82860231E-04   6.22078920E-06   5.23998142E-04   5.99026330E-05   6.36103879E-05  
  72               1.32430883E+01   2.01467948E+03   8.38160078E-01   1.60211136E-01   4.43902700E-04   3.82358815E-04   5.73762687E-06   5.24451610E-04   5.98942174E-05   6.34911176E-05  
  73               1.38468691E+01   2.02452200E+03   8.38107515E-01   1.60206454E-01   5.01379246E-04   3.82082431E-04   5.47558339E-06   5.24683855E-04   5.98781013E-05   6.33722479E-05  
  74               1.45628853E+01   2.06327006E+03   8.38024620E-01   1.60199052E-01   5.92098940E-04   3.81621957E-04   5.04426823E-06   5.25074065E-04   5.98653375E-05   6.32281020E-05  
  75               1.54080004E+01   2.07976870E+03   8.37940569E-01   1.60191630E-01   6.83828827E-04   3.81330974E-04   4.78443341E-06   5.25289616E-04   5.98438550E-05   6.30751772E-05  
  76               1.64007812E+01   2.12503509E+03   8.37810322E-01   1.60180120E-01   8.26012602E-04   3.80881185E-04   4.38439856E-06   5.25627974E-04   5.98236946E-05   6.28886396E-05  
  77               1.75607232E+01   2.14854705E+03   8.37671898E-01   1.60167968E-01   9.76873267E-04   3.80578198E-04   4.13308361E-06   5.25810983E-04   5.97938536E-05   6.26882165E-05  
  78               1.89099453E+01   2.20028727E+03   8.37466645E-01   1.60149947E-01   1.20056430E-03   3.80154113E-04   3.78240465E-06   5.26068622E-04   5.97633056E-05   6.24505689E-05  
  79               2.04714120E+01   2.23068497E+03   8.37243761E-01   1.60130413E-01   1.44279215E-03   3.79866823E-04   3.56314936E-06   5.26183738E-04   5.97220263E-05   6.21962155E-05  
  80               2.22711846E+01   2.28832705E+03   8.36924095E-01   1.60102519E-01   1.78853956E-03   3.80751998E-04   3.26748462E-06   5.26342207E-04   5.96781546E-05   6.19015716E-05  
  81               2.43374717E+01   2.32496281E+03   8.36575885E-01   1.60072196E-01   2.16512195E-03   3.81775841E-04   3.08495974E-06   5.26371558E-04   5.96223537E-05   6.15881012E-05  
  82               2.67032278E+01   2.38760546E+03   8.36097951E-01   1.60030549E-01   2.68282412E-03   3.82752673E-04   2.85920691E-06   5.26397197E-04   5.95604717E-05   6.12320223E-05  
  83               2.94043760E+01   2.42951637E+03   8.35577215E-01   1.59985223E-01   3.24689581E-03   3.83845141E-04   2.72734614E-06   5.26306023E-04   5.94851313E-05   6.08550934E-05  
  84               3.24830920E+01   2.49574763E+03   8.34888160E-01   1.59925258E-01   3.99447300E-03   3.84895370E-04   2.56760095E-06   5.26181392E-04   5.94002269E-05   6.04337424E-05  
  85               3.59856335E+01   2.54261127E+03   8.34141206E-01   1.59860189E-01   4.80669683E-03   3.84778998E-04   2.49323814E-06   5.25937967E-04   5.92993243E-05   5.99893973E-05  
  86               3.99683970E+01   2.61122559E+03   8.33185404E-01   1.59776916E-01   5.84606809E-03   3.84608878E-04   2.40095559E-06   5.25634245E-04   5.91846397E-05   5.94990517E-05  
  87               4.44933563E+01   2.66277100E+03   8.32149528E-01   1.59686707E-01   6.97239416E-03   3.84502816E-04   2.36873200E-06   5.25226901E-04   5.90518094E-05   5.89830196E-05  
  88               4.96354292E+01   2.73281864E+03   8.30871021E-01   1.59575359E-01   8.36255799E-03   3.84366667E-04   2.32714167E-06   5.24734151E-04   5.89001511E-05   5.84202242E-05  
  89               5.54765351E+01   2.78891833E+03   8.29486237E-01   1.59454792E-01   9.86814735E-03   3.84305377E-04   2.33296605E-06   5.24134832E-04   5.87264137E-05   5.78285606E-05  
  90               6.21142503E+01   2.85951476E+03   8.27840392E-01   1.59311492E-01   1.16575525E-02   3.84249539E-04   2.33768513E-06   5.23427067E-04   5.85275058E-05   5.71907569E-05  
  91               6.96527630E+01   2.92027719E+03   8.26063714E-01   1.59156836E-01   1.35890442E-02   3.84288850E-04   2.38088437E-06   5.22603460E-04   5.83003415E-05   5.65215982E-05  
  92               7.82127333E+01   2.99050591E+03   8.24033401E-01   1.58980107E-01   1.57961988E-02   3.84381019E-04   2.43155719E-06   5.21652210E-04   5.80394293E-05   5.58091648E-05  
  93               8.79238392E+01   3.05509166E+03   8.21852361E-01   1.58790294E-01   1.81670173E-02   3.84593744E-04   2.51414972E-06   5.20571257E-04   5.77399147E-05   5.50645905E-05  
  94               9.89185869E+01   3.12406941E+03   8.19453748E-01   1.58581565E-01   2.07741933E-02   3.84911022E-04   2.61280671E-06   5.19348104E-04   5.73935656E-05   5.42824144E-05  
  95               1.11334764E+02   3.19153787E+03   8.16905508E-01   1.58359853E-01   2.35437754E-02   3.85374950E-04   2.74015070E-06   5.17980182E-04   5.69907110E-05   5.34702146E-05  
  96               1.25324479E+02   3.25899554E+03   8.14161478E-01   1.58121131E-01   2.65259489E-02   3.85974978E-04   2.88729767E-06   5.16451861E-04   5.65160518E-05   5.26258875E-05  
  97               1.41050644E+02   3.32722430E+03   8.11273312E-01   1.57869907E-01   2.96644958E-02   3.86732865E-04   3.06112331E-06   5.14759221E-04   5.59515237E-05   5.17551824E-05  
  98               1.58687195E+02   3.39565846E+03   8.08212390E-01   1.57603686E-01   3.29904994E-02   3.87643783E-04   3.25955684E-06   5.12878739E-04   5.52657339E-05   5.08558465E-05  
  99               1.78418477E+02   3.46387238E+03   8.04993962E-01   1.57323798E-01   3.64873362E-02   3.88704884E-04   3.48410358E-06   5.10797799E-04   5.44231279E-05   4.99310704E-05  
  100              2.00826544E+02   3.53390894E+03   8.01751626E-01   1.57041828E-01   4.00102155E-02   3.89772700E-04   3.70599085E-06   5.08730427E-04   5.36281188E-05   4.90024416E-05  
  101              2.25795281E+02   3.60341440E+03   7.98250822E-01   1.56737448E-01   4.38131364E-02   3.91130445E-04   3.98840975E-06   5.06216367E-04   5.23890419E-05   4.80310606E-05  
