# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  51               1.25503700E+00   1.27989198E+03   8.38708889E-01   1.60306501E-01   6.49801334E-07   3.55873304E-04   4.26115406E-04   1.04579874E-04   6.02970580E-05   1.27528101E-10  
  52               1.52905300E+00   1.32050163E+03   8.38730503E-01   1.60301045E-01   1.12416048E-06   3.39156604E-04   4.42959493E-04   8.77219612E-05   6.02743309E-05   4.93392120E-10  
  53               1.85181598E+00   1.36547231E+03   8.38751559E-01   1.60295564E-01   2.00040974E-06   3.22535297E-04   4.59731767E-04   7.09333940E-05   6.02566652E-05   2.03183629E-09  
  54               2.22673606E+00   1.40634069E+03   8.38763624E-01   1.60292050E-01   3.23875264E-06   3.12318402E-04   4.70174814E-04   6.04770211E-05   6.02296872E-05   6.57126906E-09  
  55               2.65729097E+00   1.45149567E+03   8.38774494E-01   1.60288262E-01   5.38701584E-06   3.02119885E-04   4.80946966E-04   4.96879975E-05   6.02083983E-05   2.25306204E-08  
  56               3.14585021E+00   1.49243231E+03   8.38777087E-01   1.60285333E-01   8.25012283E-06   2.96358504E-04   4.87714485E-04   4.29034389E-05   6.01787041E-05   6.27090137E-08  
  57               3.69110022E+00   1.53794473E+03   8.38765070E-01   1.60279727E-01   1.30209452E-05   2.91980178E-04   4.95222712E-04   3.53667989E-05   6.01555523E-05   1.85353473E-07  
  58               4.28118299E+00   1.57918448E+03   8.38749990E-01   1.60277102E-01   1.91448894E-05   3.04607744E-04   5.01555068E-04   2.90151288E-05   6.01299132E-05   2.96126149E-07  
  59               4.90861312E+00   1.62534956E+03   8.38742896E-01   1.60274045E-01   2.91054175E-05   3.01044575E-04   5.06712103E-04   2.38352265E-05   6.01128383E-05   1.31880362E-06  
  60               5.56475571E+00   1.66822977E+03   8.38723171E-01   1.60270266E-01   4.19716410E-05   3.02345729E-04   5.10579138E-04   1.99421661E-05   6.00935698E-05   4.61612747E-06  
  61               6.20713712E+00   1.71741593E+03   8.38669459E-01   1.60262693E-01   6.33229315E-05   3.15829753E-04   5.15487447E-04   1.49984851E-05   6.00910327E-05   1.63137662E-05  
  62               6.78154840E+00   1.75811102E+03   8.38589180E-01   1.60253906E-01   8.73591497E-05   3.45482658E-04   5.19050028E-04   1.14022894E-05   6.00887848E-05   3.74435927E-05  
  63               7.25720341E+00   1.78969981E+03   8.38504766E-01   1.60246779E-01   1.10936292E-04   3.85794583E-04   5.21497477E-04   8.93061152E-06   6.00877806E-05   6.46678851E-05  
  64               7.76228958E+00   1.82155315E+03   8.38469315E-01   1.60242175E-01   1.39911052E-04   3.84682887E-04   5.22539184E-04   7.86499606E-06   6.00811381E-05   6.45439702E-05  
  65               8.18599289E+00   1.84689678E+03   8.38445114E-01   1.60239764E-01   1.67234496E-04   3.83930818E-04   5.23242010E-04   7.14665891E-06   6.00753592E-05   6.44428719E-05  
  66               8.51350124E+00   1.86585572E+03   8.38424359E-01   1.60237752E-01   1.90475215E-04   3.83427294E-04   5.23707477E-04   6.66857091E-06   6.00706180E-05   6.43657411E-05  
  67               8.88303516E+00   1.88641107E+03   8.38399082E-01   1.60235354E-01   2.18607280E-04   3.82936958E-04   5.24155516E-04   6.20572333E-06   6.00647585E-05   6.42801253E-05  
  68               9.29829934E+00   1.90880751E+03   8.38367926E-01   1.60232447E-01   2.53112824E-04   3.82454180E-04   5.24591288E-04   5.75245147E-06   6.00579123E-05   6.41851348E-05  
  69               9.76249604E+00   1.93277421E+03   8.38298066E-01   1.60222852E-01   2.94841086E-04   3.81986805E-04   5.24978933E-04   5.32404954E-06   6.00473925E-05   6.40784135E-05  
  70               1.00983647E+01   1.94965627E+03   8.38268322E-01   1.60220159E-01   3.27552060E-04   3.81686282E-04   5.25238135E-04   5.04931654E-06   6.00413379E-05   6.40038770E-05  
  71               1.03326038E+01   1.96105518E+03   8.38246740E-01   1.60218208E-01   3.51235322E-04   3.81509918E-04   5.25397866E-04   4.87845350E-06   6.00368647E-05   6.39525536E-05  
  72               1.06014364E+01   1.97402043E+03   8.38220601E-01   1.60215852E-01   3.79909507E-04   3.81303977E-04   5.25570257E-04   4.69284771E-06   6.00317640E-05   6.38938899E-05  
  73               1.09087603E+01   1.98836317E+03   8.38189666E-01   1.60213079E-01   4.13765661E-04   3.81116145E-04   5.25744718E-04   4.50295198E-06   6.00256404E-05   6.38277423E-05  
  74               1.12587060E+01   2.00444270E+03   8.38152293E-01   1.60209738E-01   4.54666490E-04   3.80890020E-04   5.25926693E-04   4.30270690E-06   6.00186431E-05   6.37529437E-05  
  75               1.16554305E+01   2.02201484E+03   8.38108038E-01   1.60205801E-01   5.02977342E-04   3.80708732E-04   5.26105558E-04   4.10254755E-06   6.00103505E-05   6.36694523E-05  
  76               1.21031513E+01   2.04141686E+03   8.38054809E-01   1.60201080E-01   5.61146839E-04   3.80471768E-04   5.26285274E-04   3.89773617E-06   6.00008963E-05   6.35761519E-05  
  77               1.26092380E+01   2.06246004E+03   8.37991617E-01   1.60195494E-01   6.30143670E-04   3.80236062E-04   5.26456040E-04   3.69761915E-06   5.99897514E-05   6.34725402E-05  
  78               1.31793665E+01   2.08550538E+03   8.37915241E-01   1.60188759E-01   7.13478713E-04   3.79994990E-04   5.26622263E-04   3.49668862E-06   5.99770200E-05   6.33573027E-05  
  79               1.38195512E+01   2.11020047E+03   8.37824716E-01   1.60180795E-01   8.12187158E-04   3.79759398E-04   5.26773148E-04   3.30528093E-06   5.99621554E-05   6.32305068E-05  
  80               1.45361781E+01   2.13690491E+03   8.37715675E-01   1.60171221E-01   9.31027371E-04   3.79522342E-04   5.26912819E-04   3.11780320E-06   5.99452339E-05   6.30908063E-05  
  81               1.53360804E+01   2.16519428E+03   8.37586884E-01   1.60159932E-01   1.07132536E-03   3.79293666E-04   5.27031486E-04   2.94346921E-06   5.99256574E-05   6.29384277E-05  
  82               1.62265667E+01   2.19544434E+03   8.37432454E-01   1.60146413E-01   1.23949751E-03   3.79065687E-04   5.27133191E-04   2.77627974E-06   5.99034690E-05   6.27719566E-05  
  83               1.72155059E+01   2.22714477E+03   8.37251117E-01   1.60130557E-01   1.43690895E-03   3.78847468E-04   5.27209094E-04   2.62443865E-06   5.98780074E-05   6.25918311E-05  
  84               1.83113917E+01   2.26069819E+03   8.37035116E-01   1.60111684E-01   1.67200625E-03   3.78630564E-04   5.27263003E-04   2.48157791E-06   5.98492673E-05   6.23965440E-05  
  85               1.95234550E+01   2.29550816E+03   8.36781613E-01   1.60089346E-01   1.94570931E-03   3.78422606E-04   5.27285828E-04   2.35495256E-06   5.98163860E-05   6.21866256E-05  
  86               2.08612055E+01   2.33202924E+03   8.36476150E-01   1.60063213E-01   2.26900182E-03   3.84423321E-04   5.27325519E-04   2.20169960E-06   5.97818284E-05   6.19607031E-05  
  87               2.23356456E+01   2.36958046E+03   8.36133546E-01   1.60033332E-01   2.64158952E-03   3.84335613E-04   5.27289791E-04   2.10147157E-06   5.97404337E-05   6.17196871E-05  
  88               2.39591993E+01   2.40872082E+03   8.35732347E-01   1.59998349E-01   3.07790455E-03   3.84233121E-04   5.27223726E-04   2.01007812E-06   5.96940940E-05   6.14615184E-05  
  89               2.57449668E+01   2.44867613E+03   8.35275022E-01   1.59958484E-01   3.57525145E-03   3.84123635E-04   5.27121405E-04   1.93363206E-06   5.96420058E-05   6.11874783E-05  
  90               2.77072654E+01   2.49009293E+03   8.34744664E-01   1.59912258E-01   4.15202502E-03   3.83998949E-04   5.26984428E-04   1.86502336E-06   5.95839295E-05   6.08953487E-05  
  91               2.98621109E+01   2.53210170E+03   8.34147454E-01   1.59860216E-01   4.80148632E-03   3.83869493E-04   5.26807897E-04   1.81027975E-06   5.95190469E-05   6.05867789E-05  
  92               3.22272579E+01   2.57546567E+03   8.33461811E-01   1.59800472E-01   5.54711449E-03   3.83726379E-04   5.26591845E-04   1.76231953E-06   5.94469449E-05   6.02591455E-05  
  93               3.48224006E+01   2.61921849E+03   8.32699423E-01   1.59734051E-01   6.37617959E-03   3.83582803E-04   5.26332718E-04   1.72723567E-06   5.93668221E-05   5.99145236E-05  
  94               3.76693163E+01   2.66425203E+03   8.31832739E-01   1.59658547E-01   7.31865192E-03   3.83428714E-04   5.26028580E-04   1.69795174E-06   5.92780196E-05   5.95498418E-05  
  95               4.07920916E+01   2.70949411E+03   8.30881159E-01   1.59575657E-01   8.35341240E-03   3.83280635E-04   5.25677651E-04   1.68078016E-06   5.91797829E-05   5.91677004E-05  
  96               4.42172562E+01   2.75594104E+03   8.29810557E-01   1.59482402E-01   9.51758041E-03   3.83127574E-04   5.25275651E-04   1.66878804E-06   5.90710945E-05   5.87646385E-05  
  97               4.79739387E+01   2.80243445E+03   8.28649832E-01   1.59381308E-01   1.07797040E-02   3.82989671E-04   5.24823099E-04   1.66843910E-06   5.89512648E-05   5.83438150E-05  
  98               5.20939011E+01   2.85011235E+03   8.27355530E-01   1.59268583E-01   1.21870466E-02   3.82854233E-04   5.24312804E-04   1.67263761E-06   5.88187236E-05   5.79012715E-05  
  99               5.66116328E+01   2.89771754E+03   8.25968286E-01   1.59147775E-01   1.36953890E-02   3.82745454E-04   5.23748022E-04   1.68815499E-06   5.86728075E-05   5.74408576E-05  
  100              6.15643808E+01   2.94646850E+03   8.24435626E-01   1.59014308E-01   1.53618019E-02   3.82649344E-04   5.23118442E-04   1.70795914E-06   5.85111061E-05   5.69583328E-05  
  101              6.69914535E+01   2.99501246E+03   8.22812131E-01   1.58872946E-01   1.71268984E-02   3.82593952E-04   5.22430658E-04   1.73912883E-06   5.83328945E-05   5.64583640E-05  
