# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   7.93294166E+02   8.38850205E-01   1.60272811E-01   6.30743348E-10   5.29996734E-04   2.49897043E-04   6.07894533E-05   3.93406468E-23   3.87601526E-15  
  2                3.70844089E-04   9.48614093E+02   8.38849464E-01   1.60272794E-01   2.52766512E-08   5.30394448E-04   2.50605705E-04   6.07886276E-05   2.07712695E-14   2.83245028E-12  
  3                7.32356410E-04   9.94246635E+02   8.38849293E-01   1.60272784E-01   6.54858224E-08   5.30446573E-04   2.50718019E-04   6.07882244E-05   2.25452317E-13   1.54961641E-11  
  4                1.12966051E-03   1.03893626E+03   8.38849076E-01   1.60272765E-01   1.67661400E-07   5.30493125E-04   2.50803756E-04   6.07880064E-05   1.40490771E-12   1.59425603E-10  
  5                1.57354445E-03   1.06095260E+03   8.38848952E-01   1.60272757E-01   2.42443128E-07   5.30506068E-04   2.50833467E-04   6.07876662E-05   5.71358525E-12   1.59425304E-10  
  6                2.07367322E-03   1.09365446E+03   8.38848674E-01   1.60272732E-01   4.49222763E-07   5.30530426E-04   2.50875037E-04   6.07874809E-05   1.90737126E-11   4.76938953E-10  
  7                2.63914466E-03   1.10953713E+03   8.38848529E-01   1.60272721E-01   5.65482031E-07   5.30536241E-04   2.50890488E-04   6.07871356E-05   4.59992883E-11   1.69028681E-09  
  8                3.28045594E-03   1.13783781E+03   8.38848121E-01   1.60272684E-01   9.25112371E-07   5.30552945E-04   2.50919770E-04   6.07869497E-05   1.21532371E-10   1.69028150E-09  
  9                4.00976371E-03   1.15111255E+03   8.38847925E-01   1.60272668E-01   1.09817126E-06   5.30556075E-04   2.50930472E-04   6.07865780E-05   2.34997311E-10   6.13331750E-09  
  10               4.84124594E-03   1.17750020E+03   8.38847312E-01   1.60272614E-01   1.68519069E-06   5.30568933E-04   2.50964587E-04   6.07863766E-05   5.48070261E-10   6.13329371E-09  
  11               5.79027015E-03   1.18972401E+03   8.38846995E-01   1.60272583E-01   1.94770030E-06   5.30570829E-04   2.50972894E-04   6.07859643E-05   9.57266846E-10   6.13327448E-09  
  12               6.87435323E-03   1.21545568E+03   8.38846029E-01   1.60272501E-01   2.88293747E-06   5.30581364E-04   2.51046110E-04   6.07857370E-05   2.06929362E-09   2.91015257E-08  
  13               8.11273782E-03   1.22748481E+03   8.38845508E-01   1.60272444E-01   3.29582288E-06   5.30582647E-04   2.51054577E-04   6.07852751E-05   3.46072468E-09   2.91014101E-08  
  14               9.52721953E-03   1.25321188E+03   8.38843854E-01   1.60272308E-01   4.76796664E-06   5.30591445E-04   2.51278817E-04   6.07850073E-05   7.09314299E-09   2.91012283E-08  
  15               1.11417786E-02   1.26550913E+03   8.38842801E-01   1.60272174E-01   5.43138139E-06   5.30592222E-04   2.51291110E-04   6.07844715E-05   1.16709052E-08   8.39975085E-08  
  16               1.29817761E-02   1.29172587E+03   8.38839867E-01   1.60271966E-01   7.74704243E-06   5.30599551E-04   2.52053222E-04   6.07841561E-05   2.29419478E-08   8.39968371E-08  
  17               1.50768748E-02   1.30476648E+03   8.38837208E-01   1.60271570E-01   8.85329894E-06   5.30599453E-04   2.52080269E-04   6.07834780E-05   3.80506408E-08   8.39961562E-08  
  18               1.74512724E-02   1.33187286E+03   8.38831398E-01   1.60271222E-01   1.25253240E-05   5.30605077E-04   2.54459762E-04   6.07830932E-05   7.22449469E-08   3.51249163E-07  
  19               2.01357307E-02   1.34589693E+03   8.38825649E-01   1.60270318E-01   1.43967458E-05   5.30603398E-04   2.54536875E-04   6.07821857E-05   1.21846875E-07   3.51244710E-07  
  20               2.31539176E-02   1.37410301E+03   8.38814742E-01   1.60269699E-01   2.02527696E-05   5.30606730E-04   2.59950429E-04   6.07816908E-05   2.22567342E-07   3.51239749E-07  
  21               2.65333169E-02   1.38947906E+03   8.38799183E-01   1.60267084E-01   2.35082098E-05   5.30599608E-04   2.60194102E-04   6.07801147E-05   3.86791529E-07   1.07092732E-06  
  22               3.02326808E-02   1.41911936E+03   8.38775152E-01   1.60266226E-01   3.30386062E-05   5.30599118E-04   2.76663434E-04   6.07795637E-05   6.73220155E-07   1.07090822E-06  
  23               3.42921326E-02   1.43609996E+03   8.38764439E-01   1.60264889E-01   3.88458684E-05   5.30596541E-04   2.77464455E-04   6.07784977E-05   1.21442725E-06   1.07088790E-06  
  24               3.87751354E-02   1.46743475E+03   8.38742392E-01   1.60262949E-01   5.45853439E-05   5.30595027E-04   2.81565176E-04   6.07775477E-05   3.91359469E-06   4.60430103E-06  
  25               4.35931280E-02   1.48579257E+03   8.38721223E-01   1.60260714E-01   6.46329987E-05   5.30588754E-04   2.86100251E-04   6.07761702E-05   6.88025901E-06   4.60417811E-06  
  26               4.87882287E-02   1.51861289E+03   8.38656019E-01   1.60254120E-01   9.05292202E-05   5.30568346E-04   3.04213400E-04   6.07735264E-05   1.87093918E-05   4.60390642E-06  
  27               5.39866768E-02   1.53888059E+03   8.38596400E-01   1.60247854E-01   1.08812802E-04   5.30546303E-04   3.22203880E-04   6.07707607E-05   3.04792283E-05   1.49982994E-05  
  28               5.87693573E-02   1.57131997E+03   8.38473825E-01   1.60238746E-01   1.49939826E-04   5.30509599E-04   3.77284932E-04   6.07673900E-05   6.66330243E-05   1.49971713E-05  
  29               6.35539580E-02   1.59180831E+03   8.38412192E-01   1.60229832E-01   1.79984510E-04   5.30482777E-04   3.77197530E-04   6.07637689E-05   6.66193217E-05   1.49961140E-05  
  30               6.82238197E-02   1.62006565E+03   8.38362761E-01   1.60225512E-01   2.33758607E-04   5.30472217E-04   3.77092980E-04   6.07621223E-05   6.66063454E-05   5.55430425E-05  
  31               7.23700444E-02   1.63567081E+03   8.38332902E-01   1.60222902E-01   2.66239355E-04   5.30465303E-04   3.77036336E-04   6.07609266E-05   6.65969619E-05   5.55414315E-05  
  32               7.70163448E-02   1.66075934E+03   8.38272895E-01   1.60217658E-01   3.31519127E-04   5.30450794E-04   3.76939708E-04   6.07589025E-05   6.65841158E-05   5.55386394E-05  
  33               8.22036887E-02   1.67934788E+03   8.38224217E-01   1.60213405E-01   3.84471109E-04   5.30438520E-04   3.76869324E-04   6.07570627E-05   6.65721447E-05   5.55362662E-05  
  34               8.79723973E-02   1.70787980E+03   8.38130135E-01   1.60205185E-01   4.86814316E-04   5.30414099E-04   3.76754148E-04   6.07538928E-05   6.65559017E-05   5.55322084E-05  
  35               9.43507028E-02   1.73076581E+03   8.38044446E-01   1.60197700E-01   5.80017814E-04   5.30391263E-04   3.76662910E-04   6.07508359E-05   6.65402487E-05   5.55284576E-05  
  36               1.01320989E-01   1.76808132E+03   8.37861083E-01   1.60181682E-01   7.79454537E-04   5.30341373E-04   3.76505152E-04   6.07448070E-05   6.65174374E-05   5.55212897E-05  
  37               1.08834645E-01   1.79505789E+03   8.37706586E-01   1.60168189E-01   9.47461225E-04   5.30298624E-04   3.76399808E-04   6.07394928E-05   6.64970257E-05   5.55151767E-05  
  38               1.16841500E-01   1.83273266E+03   8.37429890E-01   1.60144027E-01   1.24838269E-03   5.30221212E-04   3.76244577E-04   6.07303186E-05   6.64693597E-05   5.55049797E-05  
  39               1.25429444E-01   1.85971660E+03   8.37203769E-01   1.60124287E-01   1.49437567E-03   5.30157430E-04   3.76095117E-04   6.07225897E-05   6.64450435E-05   5.54965251E-05  
  40               1.34872521E-01   1.89844077E+03   8.36792098E-01   1.60088349E-01   1.94222829E-03   5.30040633E-04   3.75850131E-04   6.07088844E-05   6.64104816E-05   5.54819776E-05  
  41               1.45246066E-01   1.92697898E+03   8.36450039E-01   1.60058493E-01   2.31434554E-03   5.29943146E-04   3.75663593E-04   6.06972569E-05   6.63795819E-05   5.54697222E-05  
  42               1.56638274E-01   1.96707879E+03   8.35845038E-01   1.60005691E-01   2.97251366E-03   5.29770177E-04   3.75359360E-04   6.06770731E-05   6.63354701E-05   5.54489923E-05  
  43               1.69141404E-01   1.99678539E+03   8.35346458E-01   1.59962183E-01   3.51490199E-03   5.29627269E-04   3.75125333E-04   6.06601898E-05   6.62963679E-05   5.54316819E-05  
  44               1.82864819E-01   2.03773350E+03   8.34489942E-01   1.59887445E-01   4.44668002E-03   5.29381351E-04   3.74746203E-04   6.06315843E-05   6.62404856E-05   5.54029880E-05  
  45               1.97924062E-01   2.06820386E+03   8.33792907E-01   1.59826632E-01   5.20495563E-03   5.29180922E-04   3.74452966E-04   6.06080383E-05   6.61915091E-05   5.53793287E-05  
  46               2.14458624E-01   2.10949243E+03   8.32628825E-01   1.59725075E-01   6.47131228E-03   5.28845902E-04   3.73982462E-04   6.05691314E-05   6.61217008E-05   5.53409549E-05  
  47               2.32612264E-01   2.14046724E+03   8.31691271E-01   1.59643291E-01   7.49123000E-03   5.28575825E-04   3.73616612E-04   6.05375052E-05   6.60611195E-05   5.53096432E-05  
  48               2.52554913E-01   2.18177891E+03   8.30167193E-01   1.59510348E-01   9.14919668E-03   5.28136601E-04   3.73037027E-04   6.04865274E-05   6.59753061E-05   5.52599768E-05  
  49               2.74460809E-01   2.21303602E+03   8.28952968E-01   1.59404444E-01   1.04700790E-02   5.27786454E-04   3.72585355E-04   6.04455877E-05   6.59015876E-05   5.52198858E-05  
  50               2.98535672E-01   2.25406419E+03   8.27031476E-01   1.59236858E-01   1.25603526E-02   5.27232251E-04   3.71881286E-04   6.03812488E-05   6.57982334E-05   5.51577687E-05  
  51               3.24988559E-01   2.28545412E+03   8.25512767E-01   1.59104412E-01   1.42124516E-02   5.26794017E-04   3.71330990E-04   6.03300206E-05   6.57101284E-05   5.51080201E-05  
  52               3.54068121E-01   2.32583074E+03   8.23183166E-01   1.58901050E-01   1.67445224E-02   5.26121090E-04   3.70492691E-04   6.02518101E-05   6.55885993E-05   5.50330350E-05  
  53               3.85949786E-01   2.35709148E+03   8.21347280E-01   1.58741392E-01   1.87319932E-02   5.25591881E-04   3.76656268E-04   6.01900006E-05   6.54856815E-05   5.49733699E-05  
  54               4.20925056E-01   2.39653931E+03   8.18628810E-01   1.58504340E-01   2.16892001E-02   5.24807166E-04   3.75690491E-04   6.00986029E-05   6.53467887E-05   5.48862259E-05  
  55               4.59364479E-01   2.42777564E+03   8.16479587E-01   1.58316937E-01   2.40271573E-02   5.24186555E-04   3.74918366E-04   6.00258082E-05   6.52285244E-05   5.48164075E-05  
  56               5.01612899E-01   2.46639859E+03   8.13381558E-01   1.58046805E-01   2.73972458E-02   5.23292045E-04   3.73797000E-04   5.99212716E-05   6.50721094E-05   5.47172567E-05  
  57               5.47991744E-01   2.49763726E+03   8.10910330E-01   1.57831336E-01   3.00854763E-02   5.22578273E-04   3.72890145E-04   5.98372154E-05   6.49380514E-05   5.46371215E-05  
  58               5.98898486E-01   2.53535659E+03   8.07471397E-01   1.57531493E-01   3.38263914E-02   5.21585112E-04   3.71618031E-04   5.97205530E-05   6.47653400E-05   5.45270991E-05  
  59               6.54737300E-01   2.56668026E+03   8.04676377E-01   1.57287802E-01   3.68668343E-02   5.20777640E-04   3.70567461E-04   5.96248724E-05   6.46151842E-05   5.44365444E-05  
  60               7.15984648E-01   2.60347040E+03   8.00945467E-01   1.56962511E-01   4.09253491E-02   5.19699925E-04   3.69152789E-04   5.94972878E-05   6.44277158E-05   5.43170876E-05  
  61               7.83099973E-01   2.63491351E+03   7.97835976E-01   1.56691409E-01   4.43078607E-02   5.18801407E-04   3.67952965E-04   5.93898023E-05   6.42615559E-05   5.42163451E-05  
  62               8.56626206E-01   2.67074520E+03   7.93873322E-01   1.56345922E-01   4.86184475E-02   5.17656489E-04   3.66409277E-04   5.92526498E-05   6.40612940E-05   5.40892330E-05  
  63               9.37081313E-01   2.70238568E+03   7.90454141E-01   1.56047824E-01   5.23378241E-02   5.16668260E-04   3.65053099E-04   5.91327275E-05   6.38790985E-05   5.39783982E-05  
  64               1.02508306E+00   2.73723973E+03   7.86324622E-01   1.55687794E-01   5.68299019E-02   5.15474819E-04   3.63397933E-04   5.89871781E-05   6.36681989E-05   5.38455516E-05  
  65               1.12120866E+00   2.76909588E+03   7.82610771E-01   1.55364008E-01   6.08697986E-02   5.14401157E-04   3.61882887E-04   5.88540615E-05   6.34703662E-05   5.37250361E-05  
  66               1.22615948E+00   2.80288927E+03   7.78395422E-01   1.54996499E-01   6.54552137E-02   5.13182526E-04   3.60143222E-04   5.87013573E-05   6.32515995E-05   5.35888688E-05  
