# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   8.44537151E+02   8.38849715E-01   1.60272784E-01   4.82465208E-09   5.30203311E-04   2.50403196E-04   6.07894796E-05   2.78066481E-20   1.71574495E-13  
  2                1.49109733E-05   9.51994364E+02   8.38849125E-01   1.60272750E-01   1.39301193E-07   5.30425902E-04   2.50793711E-04   6.07894883E-05   6.54489696E-13   8.47062197E-11  
  3                2.00855791E-05   1.01166658E+03   8.38848464E-01   1.60272696E-01   6.28218330E-07   5.30491327E-04   2.50882632E-04   6.07894713E-05   2.45784589E-11   3.22992758E-09  
  4                2.59155248E-05   1.03623951E+03   8.38847996E-01   1.60272653E-01   1.03519663E-06   5.30511649E-04   2.50907340E-04   6.07894517E-05   8.38437014E-11   3.22992609E-09  
  5                3.25905539E-05   1.07404575E+03   8.38846730E-01   1.60272542E-01   2.29141760E-06   5.30537403E-04   2.50950645E-04   6.07894093E-05   4.18390015E-10   2.05448998E-08  
  6                4.02761496E-05   1.08928446E+03   8.38846031E-01   1.60272471E-01   2.92165715E-06   5.30546192E-04   2.50962468E-04   6.07893777E-05   1.04785174E-09   2.05448862E-08  
  7                4.91618786E-05   1.12090886E+03   8.38843595E-01   1.60272250E-01   5.29390730E-06   5.30561885E-04   2.51077390E-04   6.07892927E-05   3.58069535E-09   5.92319018E-08  
  8                5.94531162E-05   1.13283226E+03   8.38842483E-01   1.60272124E-01   6.19218679E-06   5.30566995E-04   2.51086867E-04   6.07892394E-05   6.55577365E-09   1.86610463E-07  
  9                7.14046227E-05   1.16174040E+03   8.38837977E-01   1.60271723E-01   1.01852420E-05   5.30577498E-04   2.51573753E-04   6.07890852E-05   2.93844505E-08   1.86609916E-07  
  10               8.53070839E-05   1.17216382E+03   8.38835840E-01   1.60271434E-01   1.14434975E-05   5.30580494E-04   2.51575868E-04   6.07889691E-05   2.93842190E-08   5.77913251E-07  
  11               1.01466741E-04   1.19988919E+03   8.38828165E-01   1.60270851E-01   1.78138197E-05   5.30587378E-04   2.53240103E-04   6.07887454E-05   1.09076477E-07   5.77910841E-07  
  12               1.20237985E-04   1.20972893E+03   8.38820675E-01   1.60269707E-01   1.96325816E-05   5.30586450E-04   2.53834227E-04   6.07883036E-05   1.09074915E-07   5.77906480E-07  
  13               1.41935105E-04   1.23703379E+03   8.38807618E-01   1.60268865E-01   2.95055822E-05   5.30589827E-04   2.58170519E-04   6.07879811E-05   3.60338299E-07   3.08349150E-06  
  14               1.67013000E-04   1.24678210E+03   8.38791314E-01   1.60266009E-01   3.22378692E-05   5.30583049E-04   2.58159318E-04   6.07868890E-05   3.60328812E-07   3.08343499E-06  
  15               1.95261136E-04   1.27411147E+03   8.38759994E-01   1.60264702E-01   4.73578391E-05   5.30578221E-04   2.77268998E-04   6.07863901E-05   8.95630399E-07   3.08340733E-06  
  16               2.27010824E-04   1.28413692E+03   8.38744569E-01   1.60262176E-01   5.17936424E-05   5.30572384E-04   2.77236843E-04   6.07854225E-05   8.95607544E-07   3.08335683E-06  
