# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   7.95549730E+02   8.38850176E-01   1.60272810E-01   6.93609502E-10   5.30008284E-04   2.49927662E-04   6.07894548E-05   1.45922529E-23   4.62771541E-15  
  2                2.41838270E-05   9.31824199E+02   8.38849306E-01   1.60272765E-01   5.96227853E-08   5.30396817E-04   2.50729059E-04   6.07894622E-05   9.54159442E-14   1.70327174E-11  
  3                3.83983774E-05   9.95711339E+02   8.38848874E-01   1.60272732E-01   2.97525082E-07   5.30476319E-04   2.50849001E-04   6.07894492E-05   4.71964990E-12   3.17826175E-10  
  4                5.39531623E-05   1.02444843E+03   8.38848567E-01   1.60272706E-01   5.33048409E-07   5.30502348E-04   2.50882637E-04   6.07894279E-05   1.99593652E-11   9.00774826E-10  
  5                7.13124707E-05   1.06208637E+03   8.38847868E-01   1.60272646E-01   1.16994041E-06   5.30530071E-04   2.50922778E-04   6.07894008E-05   9.19746224E-11   6.22478291E-09  
  6                9.08159357E-05   1.08006903E+03   8.38847421E-01   1.60272604E-01   1.57745448E-06   5.30541237E-04   2.50936409E-04   6.07893723E-05   2.83577987E-10   6.22477901E-09  
  7                1.12828063E-04   1.11092902E+03   8.38846188E-01   1.60272496E-01   2.81893484E-06   5.30557819E-04   2.50982166E-04   6.07893269E-05   8.85569652E-10   2.50147640E-08  
  8                1.37713677E-04   1.12527656E+03   8.38845429E-01   1.60272416E-01   3.47072994E-06   5.30564513E-04   2.50994562E-04   6.07892833E-05   1.94945901E-09   2.50147409E-08  
  9                1.65926011E-04   1.15329187E+03   8.38843243E-01   1.60272233E-01   5.64154563E-06   5.30576021E-04   2.51157462E-04   6.07892085E-05   5.08130583E-09   7.85136781E-08  
  10               1.97973499E-04   1.16604573E+03   8.38841613E-01   1.60272020E-01   6.66151828E-06   5.30580315E-04   2.51168841E-04   6.07891135E-05   9.57199169E-09   7.85135338E-08  
  11               2.34402910E-04   1.19285448E+03   8.38837616E-01   1.60271710E-01   1.02710086E-05   5.30588540E-04   2.51827550E-04   6.07889903E-05   2.23995245E-08   4.35924595E-07  
  12               2.75827666E-04   1.20507504E+03   8.38834634E-01   1.60271300E-01   1.18970419E-05   5.30591143E-04   2.51855953E-04   6.07888189E-05   3.92213561E-08   4.35923206E-07  
  13               3.22791278E-04   1.23150940E+03   8.38825844E-01   1.60270621E-01   1.77483800E-05   5.30595658E-04   2.54440345E-04   6.07885550E-05   8.48870322E-08   4.35920944E-07  
  14               3.75994752E-04   1.24373882E+03   8.38819090E-01   1.60269597E-01   2.03818378E-05   5.30595598E-04   2.54529794E-04   6.07881497E-05   1.43557524E-07   1.33946875E-06  
  15               4.35858825E-04   1.27027589E+03   8.38805130E-01   1.60268800E-01   2.97404999E-05   5.30597368E-04   2.60442864E-04   6.07878404E-05   2.91435832E-07   1.33946053E-06  
  16               5.03154167E-04   1.28284185E+03   8.38784882E-01   1.60265397E-01   3.40620254E-05   5.30588982E-04   2.60730006E-04   6.07865317E-05   4.85868725E-07   1.33943082E-06  
  17               5.77238104E-04   1.30974376E+03   8.38755791E-01   1.60264073E-01   4.89350969E-05   5.30584603E-04   2.77267157E-04   6.07860233E-05   9.42348671E-07   5.87736539E-06  
  18               6.58415568E-04   1.32284522E+03   8.38746142E-01   1.60263096E-01   5.61676981E-05   5.30583863E-04   2.78199377E-04   6.07856347E-05   1.56933301E-06   5.87732292E-06  
  19               7.49281165E-04   1.35041400E+03   8.38704884E-01   1.60258501E-01   7.97959229E-05   5.30572335E-04   2.83750543E-04   6.07838856E-05   5.22270164E-06   5.87714448E-06  
  20               8.49300713E-04   1.36441469E+03   8.38680291E-01   1.60255870E-01   9.19857539E-05   5.30564706E-04   2.88598960E-04   6.07828694E-05   8.39705745E-06   1.73992308E-05  
  21               9.55636459E-04   1.39255377E+03   8.38608224E-01   1.60249716E-01   1.29281789E-04   5.30542752E-04   3.10326906E-04   6.07805304E-05   2.26082154E-05   1.73985281E-05  
  22               1.06744653E-03   1.40736692E+03   8.38517825E-01   1.60237522E-01   1.49982270E-04   5.30500126E-04   3.26859518E-04   6.07758895E-05   3.34565017E-05   1.73971768E-05  
  23               1.17687906E-03   1.43641364E+03   8.38384279E-01   1.60227309E-01   2.10504758E-04   5.30457215E-04   3.77478050E-04   6.07720162E-05   6.67722609E-05   5.55549380E-05  
  24               1.28225289E-03   1.45111741E+03   8.38353510E-01   1.60224614E-01   2.43986401E-04   5.30450999E-04   3.77398409E-04   6.07709828E-05   6.67698568E-05   5.55539150E-05  
  25               1.40172535E-03   1.47649768E+03   8.38282409E-01   1.60218385E-01   3.21357977E-04   5.30434751E-04   3.77245290E-04   6.07686170E-05   6.67655763E-05   5.55516296E-05  
  26               1.53702340E-03   1.49243829E+03   8.38234814E-01   1.60214219E-01   3.73147889E-04   5.30423516E-04   3.77153843E-04   6.07670233E-05   6.67622930E-05   5.55500742E-05  
  27               1.69004063E-03   1.51946920E+03   8.38126362E-01   1.60204724E-01   4.91160214E-04   5.30396137E-04   3.76977697E-04   6.07634168E-05   6.67563354E-05   5.55466273E-05  
  28               1.86274414E-03   1.53730078E+03   8.38049194E-01   1.60197972E-01   5.75124222E-04   5.30376269E-04   3.76866916E-04   6.07608407E-05   6.67516490E-05   5.55441464E-05  
  29               2.05721313E-03   1.56648231E+03   8.37879642E-01   1.60183138E-01   7.59608183E-04   5.30330945E-04   3.76658660E-04   6.07552070E-05   6.67430927E-05   5.55388111E-05  
  30               2.27533689E-03   1.58682579E+03   8.37749316E-01   1.60171741E-01   9.01400037E-04   5.30295656E-04   3.76519218E-04   6.07508675E-05   6.67360859E-05   5.55346824E-05  
  31               2.51855635E-03   1.61885220E+03   8.37474088E-01   1.60147674E-01   1.20083632E-03   5.30219544E-04   3.76267622E-04   6.07417309E-05   6.67232547E-05   5.55261000E-05  
  32               2.78647964E-03   1.64278939E+03   8.37238674E-01   1.60127094E-01   1.45691049E-03   5.30153862E-04   3.76086633E-04   6.07339086E-05   6.67119905E-05   5.55187406E-05  
  33               3.07248476E-03   1.67920521E+03   8.36753902E-01   1.60084728E-01   1.98420774E-03   5.30017023E-04   3.75802671E-04   6.07178325E-05   6.66911165E-05   5.55037591E-05  
  34               3.37228002E-03   1.70626698E+03   8.36328797E-01   1.60047589E-01   2.44671063E-03   5.29896402E-04   3.75532410E-04   6.07037315E-05   6.66726733E-05   5.54906171E-05  
  35               3.70449233E-03   1.74406916E+03   8.35549550E-01   1.59979525E-01   3.29450039E-03   5.29674051E-04   3.75092194E-04   6.06779058E-05   6.66407743E-05   5.54666783E-05  
  36               4.07022947E-03   1.78127776E+03   8.34579825E-01   1.59894848E-01   4.34950004E-03   5.29396372E-04   3.74610346E-04   6.06457749E-05   6.66017850E-05   5.54369560E-05  
  37               4.47377643E-03   1.81811634E+03   8.33385809E-01   1.59790615E-01   5.64848898E-03   5.29053671E-04   3.74078916E-04   6.06062210E-05   6.65544551E-05   5.54004267E-05  
  38               4.91993073E-03   1.85410409E+03   8.31963577E-01   1.59666489E-01   7.19573081E-03   5.28644843E-04   3.73501909E-04   6.05591154E-05   6.64986461E-05   5.53569752E-05  
  39               5.41405071E-03   1.88961899E+03   8.30276974E-01   1.59519320E-01   9.03055571E-03   5.28159510E-04   3.72867478E-04   6.05032619E-05   6.64330152E-05   5.53055060E-05  
  40               5.96210975E-03   1.92425844E+03   8.28335673E-01   1.59349957E-01   1.11424350E-02   5.27600488E-04   3.72179916E-04   6.04389803E-05   6.63579141E-05   5.52463142E-05  
  41               6.57082373E-03   1.95833496E+03   8.26111089E-01   1.59155909E-01   1.35624634E-02   5.26959566E-04   3.71427370E-04   6.03653233E-05   6.62722769E-05   5.51785329E-05  
  42               7.24775866E-03   1.99144010E+03   8.23637472E-01   1.58940165E-01   1.62533807E-02   5.26246645E-04   3.70618169E-04   6.02834221E-05   6.61773473E-05   5.51031995E-05  
  43               8.00133130E-03   2.02416453E+03   8.20861947E-01   1.58698114E-01   1.92727053E-02   5.25446498E-04   3.69730641E-04   6.01915237E-05   6.60711660E-05   5.50187097E-05  
  44               8.84104087E-03   2.05597646E+03   8.17850830E-01   1.58435539E-01   2.25482961E-02   5.24578267E-04   3.68781184E-04   6.00918185E-05   6.59561453E-05   5.49270706E-05  
  45               9.77788090E-03   2.08743742E+03   8.14547736E-01   1.58147523E-01   2.61414927E-02   5.23625701E-04   3.67746670E-04   5.99824349E-05   6.58301968E-05   5.48265711E-05  
  46               1.08241690E-02   2.11807115E+03   8.11036719E-01   1.57841393E-01   2.99608577E-02   5.22613059E-04   3.66647973E-04   5.98661486E-05   6.56963713E-05   5.47197532E-05  
  47               1.19936935E-02   2.14839798E+03   8.07257253E-01   1.57511871E-01   3.40722355E-02   5.21522887E-04   3.65460911E-04   5.97409485E-05   6.55524306E-05   5.46047803E-05  
  48               1.33016098E-02   2.17825867E+03   8.03252928E-01   1.57162756E-01   3.84282069E-02   5.20367769E-04   3.64193828E-04   5.96082683E-05   6.53999436E-05   5.44829686E-05  
  49               1.47647710E-02   2.20786225E+03   7.99002035E-01   1.56792153E-01   4.30523915E-02   5.19141442E-04   3.62834826E-04   5.94673781E-05   6.52380943E-05   5.43536570E-05  
  50               1.64018637E-02   2.23705139E+03   7.94557087E-01   1.56404641E-01   4.78876627E-02   5.17859064E-04   3.61395474E-04   5.93200037E-05   6.50687743E-05   5.42184311E-05  
  51               1.82335428E-02   2.26605199E+03   7.89887497E-01   1.55997550E-01   5.29672952E-02   5.16511811E-04   3.59861294E-04   5.91651162E-05   6.48908450E-05   5.40763613E-05  
  52               2.02825759E-02   2.29469367E+03   7.85055518E-01   1.55576307E-01   5.82235716E-02   5.15117648E-04   3.58247690E-04   5.90047595E-05   6.47065513E-05   5.39293273E-05  
  53               2.25740473E-02   2.32315934E+03   7.80033641E-01   1.55138313E-01   6.36843282E-02   5.13667978E-04   3.56541212E-04   5.88379241E-05   6.45147853E-05   5.37764236E-05  
  54               2.51235995E-02   2.35116407E+03   7.74907252E-01   1.54691804E-01   6.92513814E-02   5.12189289E-04   3.61451826E-04   5.86676948E-05   6.43190063E-05   5.36205095E-05  
  55               2.79599290E-02   2.37895752E+03   7.69644246E-01   1.54232990E-01   7.49765544E-02   5.10670610E-04   3.59564782E-04   5.84926419E-05   6.41176061E-05   5.34602654E-05  
  56               3.11280231E-02   2.40653643E+03   7.64273361E-01   1.53764772E-01   8.08190766E-02   5.09120756E-04   3.57599425E-04   5.83138121E-05   6.39117291E-05   5.32966899E-05  
  57               3.46634175E-02   2.43408123E+03   7.58751817E-01   1.53283418E-01   8.68254872E-02   5.07527380E-04   3.55537358E-04   5.81297379E-05   6.36998013E-05   5.31284853E-05  
  58               3.86046444E-02   2.46142364E+03   7.53153189E-01   1.52795343E-01   9.29157511E-02   5.05911715E-04   3.53401613E-04   5.79428090E-05   6.34844781E-05   5.29578736E-05  
