# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                NH3              CO               H2S             
  13               1.51756875E-03   2.09085993E+02   8.38073922E-01   1.60463844E-01   7.81898585E-04   5.31345354E-04   2.24378275E-49   1.21724007E-04   6.33479386E-40   2.29797904E-05  
  14               1.86886462E-03   2.15725360E+02   8.38073922E-01   1.60463844E-01   7.81898585E-04   5.31345354E-04   5.65869768E-48   1.21724007E-04   8.89194103E-39   2.29797904E-05  
  15               2.29876942E-03   2.19450030E+02   8.38073922E-01   1.60463844E-01   7.81898585E-04   5.31345354E-04   3.70563379E-47   1.21724007E-04   3.98163030E-38   2.29797904E-05  
  16               2.82483702E-03   2.25944142E+02   8.38073922E-01   1.60463844E-01   7.81898585E-04   5.31345354E-04   7.23800325E-46   1.21724007E-04   4.42137228E-37   2.29797904E-05  
  17               3.46846713E-03   2.29626148E+02   8.38073922E-01   1.60463844E-01   7.81898585E-04   5.31345354E-04   4.42709132E-45   1.21724007E-04   1.86286016E-36   2.29797904E-05  
  18               4.25582862E-03   2.36234362E+02   8.38073922E-01   1.60463844E-01   7.81898585E-04   5.31345354E-04   7.63796389E-44   1.21724007E-04   1.85515936E-35   2.29797904E-05  
  19               5.21867097E-03   2.40107562E+02   8.38073922E-01   1.60463844E-01   7.81898585E-04   5.31345354E-04   4.71768522E-43   1.21724007E-04   7.88728103E-35   2.29797904E-05  
  20               6.39555289E-03   2.47061920E+02   8.38073922E-01   1.60463844E-01   7.81898585E-04   5.31345354E-04   7.46134747E-42   1.21724006E-04   7.32988164E-34   2.29797904E-05  
  21               7.83350247E-03   2.51344137E+02   8.38073922E-01   1.60463844E-01   7.81898585E-04   5.31345354E-04   4.59340870E-41   1.21724005E-04   3.11487384E-33   2.29797904E-05  
  22               9.58968155E-03   2.58729062E+02   8.38073922E-01   1.60463844E-01   7.81898585E-04   5.31345354E-04   6.52754220E-40   1.21724002E-04   2.65243240E-32   2.29797904E-05  
  23               1.17330835E-02   2.63430389E+02   8.38073922E-01   1.60463844E-01   7.81898585E-04   5.31345354E-04   3.89660771E-39   1.21723999E-04   1.09958766E-31   2.29797904E-05  
  24               1.43476686E-02   2.71228822E+02   8.38073922E-01   1.60463844E-01   7.81898585E-04   5.31345354E-04   4.83728668E-38   1.21723993E-04   8.34897190E-31   2.29797904E-05  
  25               1.75355617E-02   2.76311103E+02   8.38073922E-01   1.60463844E-01   7.81898585E-04   5.31345354E-04   2.72056029E-37   1.21723984E-04   3.28916206E-30   2.29797904E-05  
  26               2.14204782E-02   2.84464882E+02   8.38073922E-01   1.60463844E-01   7.81898585E-04   5.31345354E-04   2.95196320E-36   1.21723965E-04   2.22260032E-29   2.29797904E-05  
  27               2.61517711E-02   2.89860737E+02   8.38073922E-01   1.60463844E-01   7.81898572E-04   5.31345354E-04   1.58554299E-35   1.21723941E-04   8.41219268E-29   2.29797904E-05  
  28               3.19114870E-02   2.98382405E+02   8.38073922E-01   1.60463844E-01   7.81898559E-04   5.31345354E-04   1.56472359E-34   1.21723894E-04   5.24464190E-28   2.29797904E-05  
  29               3.89198809E-02   3.04166603E+02   8.38073922E-01   1.60463844E-01   7.81898510E-04   5.31345354E-04   8.25465971E-34   1.21723831E-04   1.95635878E-27   2.29797904E-05  
  30               4.74431213E-02   3.13202901E+02   8.38073922E-01   1.60463844E-01   7.81898460E-04   5.31345354E-04   7.66505580E-33   1.21723709E-04   1.16287608E-26   2.29797904E-05  
  31               5.78018391E-02   3.19530621E+02   8.38073923E-01   1.60463844E-01   7.81898302E-04   5.31345354E-04   4.04603055E-32   1.21723547E-04   4.35247330E-26   2.29797904E-05  
  32               7.03845101E-02   3.29246949E+02   8.38073923E-01   1.60463844E-01   7.81898157E-04   5.31345354E-04   3.57124876E-31   1.21723235E-04   2.49411216E-25   2.29797903E-05  
  33               8.56610390E-02   3.36274859E+02   8.38073923E-01   1.60463844E-01   7.81897704E-04   5.31345353E-04   1.88056315E-30   1.21722816E-04   9.35164951E-25   2.29797903E-05  
  34               1.04201034E-01   3.46783493E+02   8.38073920E-01   1.60463843E-01   7.81897285E-04   5.31345351E-04   1.58853456E-29   1.21722018E-04   5.19746450E-24   2.29797902E-05  
  35               1.26692742E-01   3.54598368E+02   8.38073921E-01   1.60463842E-01   7.81893219E-04   5.31345349E-04   8.53036781E-29   1.21720921E-04   1.99095460E-23   2.29797902E-05  
  36               1.53971335E-01   3.66043706E+02   8.38073923E-01   1.60463842E-01   7.81889261E-04   5.31345347E-04   7.22030450E-28   1.21718815E-04   1.12030620E-22   2.29797901E-05  
  37               1.87046082E-01   3.74914119E+02   8.38073926E-01   1.60463841E-01   7.81885301E-04   5.31345345E-04   4.14777807E-27   1.21715767E-04   4.58805645E-22   2.29797900E-05  
  38               2.27134915E-01   3.87709174E+02   8.38073873E-01   1.60463829E-01   7.81881596E-04   5.31345304E-04   3.61714541E-26   1.21709804E-04   2.69387263E-21   2.29797882E-05  
  39               2.75691482E-01   3.98159699E+02   8.38073888E-01   1.60463822E-01   7.81809669E-04   5.31345282E-04   2.22777288E-25   1.21700720E-04   1.18614335E-20   2.29797873E-05  
  40               3.34463929E-01   4.12730805E+02   8.38073904E-01   1.60463813E-01   7.81741757E-04   5.31345254E-04   2.00834789E-24   1.21682648E-04   7.30240744E-20   2.29797860E-05  
  41               4.05547752E-01   4.25129318E+02   8.38073905E-01   1.60463800E-01   7.81678056E-04   5.31345208E-04   1.36856961E-23   1.21653147E-04   3.56733788E-19   2.29797840E-05  
  42               4.91484521E-01   4.41938190E+02   8.38073776E-01   1.60463769E-01   7.81702095E-04   5.31345106E-04   1.30132043E-22   1.21592948E-04   2.35491185E-18   2.29797796E-05  
  43               5.95303395E-01   4.57080740E+02   8.38072883E-01   1.60463636E-01   7.82020844E-04   5.31344666E-04   9.43738823E-22   1.21490337E-04   1.23816966E-17   2.29797606E-05  
  44               7.20652789E-01   4.76901579E+02   8.38072606E-01   1.60463534E-01   7.81745172E-04   5.31344328E-04   8.94882151E-21   1.21281710E-04   8.27728087E-17   2.29797460E-05  
  45               8.71915346E-01   4.95173410E+02   8.38072431E-01   1.60463407E-01   7.81469004E-04   5.31343908E-04   6.66891155E-20   1.20919666E-04   4.51203029E-16   2.29797278E-05  
  46               1.05446501E+00   5.18351000E+02   8.38072509E-01   1.60463228E-01   7.81188351E-04   5.31343316E-04   6.04132048E-19   1.20210837E-04   2.94574750E-15   2.29797022E-05  
  47               1.27498287E+00   5.40330185E+02   8.38073050E-01   1.60462986E-01   7.80819573E-04   5.31342512E-04   4.33062451E-18   1.19028316E-04   1.56494752E-14   2.29796675E-05  
  48               1.54190477E+00   5.67330713E+02   8.38075033E-01   1.60462706E-01   7.80155429E-04   5.31341585E-04   3.47237008E-17   1.16953083E-04   9.20078478E-14   2.29796274E-05  
  49               1.86568198E+00   5.93204908E+02   8.38077061E-01   1.60462214E-01   7.80153122E-04   5.31339956E-04   2.19331587E-16   1.13887545E-04   4.35833226E-13   2.29795569E-05  
  50               2.25990864E+00   6.23916673E+02   8.38080029E-01   1.60461494E-01   7.80149821E-04   5.31337571E-04   1.43169328E-15   1.09402380E-04   2.11457216E-12   2.29794539E-05  
  51               2.74153279E+00   6.53179195E+02   8.38083720E-01   1.60460598E-01   7.80145866E-04   5.31334598E-04   7.41746561E-15   1.03822299E-04   8.29547680E-12   2.29793256E-05  
  52               3.33156748E+00   6.86694163E+02   8.38088219E-01   1.60459505E-01   7.80141369E-04   5.31330953E-04   3.85297146E-14   9.70163073E-05   3.23238973E-11   2.29791690E-05  
  53               4.05449874E+00   7.18221379E+02   8.38092976E-01   1.60458333E-01   7.80137151E-04   5.31326994E-04   1.66848152E-13   8.97617250E-05   1.06623548E-10   2.29790011E-05  
  54               4.93999542E+00   7.53860338E+02   8.38097996E-01   1.60457077E-01   7.80133731E-04   5.31322583E-04   7.33920029E-13   8.20395509E-05   3.54154466E-10   2.29788211E-05  
  55               6.01992780E+00   7.87745405E+02   8.38102785E-01   1.60455876E-01   7.80132281E-04   5.31317897E-04   2.85288306E-12   7.46627413E-05   1.05416586E-09   2.29786487E-05  
  56               7.32917088E+00   8.26539579E+02   8.38107507E-01   1.60454686E-01   7.80133381E-04   5.31311796E-04   1.13814537E-11   6.73730823E-05   3.20375980E-09   2.29803247E-05  
  57               8.90665505E+00   8.64547893E+02   8.38111756E-01   1.60453599E-01   7.80136942E-04   5.31302453E-04   4.09302426E-11   6.07556641E-05   8.92171429E-09   2.29881745E-05  
  58               1.07942521E+01   9.08422572E+02   8.38115735E-01   1.60452548E-01   7.80139060E-04   5.31283118E-04   1.46129046E-10   5.44426742E-05   2.47267381E-08   2.30212700E-05  
  59               1.30251555E+01   9.51747346E+02   8.38118986E-01   1.60451587E-01   7.80129435E-04   5.31242654E-04   4.63194863E-10   4.89195304E-05   6.19220786E-08   2.31328895E-05  
  60               1.56287813E+01   1.00025749E+03   8.38121678E-01   1.60450669E-01   7.80085089E-04   5.31153080E-04   1.39795793E-09   4.39075592E-05   1.48283015E-07   2.33940113E-05  
  61               1.86494428E+01   1.04694025E+03   8.38123869E-01   1.60449867E-01   7.79982379E-04   5.30980775E-04   3.71770288E-09   3.97937545E-05   3.17629625E-07   2.36532739E-05  
  62               2.21331129E+01   1.09700888E+03   8.38125845E-01   1.60449120E-01   7.79754938E-04   5.30654893E-04   9.27763448E-09   3.63124568E-05   6.40490470E-07   2.39063317E-05  
  63               2.61190193E+01   1.14347951E+03   8.38127615E-01   1.60448456E-01   7.79347401E-04   5.30123653E-04   2.07296253E-08   3.36767452E-05   1.16863583E-06   2.41340831E-05  
  64               3.06495303E+01   1.19201867E+03   8.38129666E-01   1.60447813E-01   7.78649267E-04   5.29273532E-04   4.37978446E-08   3.15997906E-05   2.01513689E-06   2.42832004E-05  
  65               3.58018349E+01   1.23611770E+03   8.38131984E-01   1.60447182E-01   7.77624669E-04   5.28077968E-04   8.48893323E-08   3.01654417E-05   3.20635267E-06   2.42826581E-05  
  66               4.16687106E+01   1.28212012E+03   8.38134662E-01   1.60446450E-01   7.76119409E-04   5.26390988E-04   1.58072651E-07   2.91018706E-05   4.88739698E-06   2.42818768E-05  
  67               4.83249959E+01   1.32374628E+03   8.38137624E-01   1.60445633E-01   7.74153568E-04   5.24243018E-04   2.76818613E-07   2.84565569E-05   7.02759723E-06   2.42808146E-05  
  68               5.58298572E+01   1.36797012E+03   8.38141262E-01   1.60444624E-01   7.71518768E-04   5.21420264E-04   4.74223662E-07   2.80043151E-05   9.83939677E-06   2.42792936E-05  
  69               6.42440934E+01   1.40861084E+03   8.38145417E-01   1.60443451E-01   7.68284424E-04   5.17997387E-04   7.81032114E-07   2.77931330E-05   1.32475851E-05   2.42771749E-05  
  70               7.37313208E+01   1.45319636E+03   8.38150597E-01   1.60441957E-01   7.64098426E-04   5.13601734E-04   1.27824392E-06   2.76385284E-05   1.76221173E-05   2.42738802E-05  
  71               8.44427811E+01   1.49544574E+03   8.38156524E-01   1.60440153E-01   7.59036423E-04   5.08303506E-04   2.04382747E-06   2.75975749E-05   2.28912640E-05   2.42685122E-05  
  72               9.64767599E+01   1.54297190E+03   8.38163746E-01   1.60437780E-01   7.52553525E-04   5.01481113E-04   3.27864207E-06   2.75210930E-05   2.96710405E-05   2.42577666E-05  
  73               1.09867262E+02   1.58911961E+03   8.38168791E-01   1.60434219E-01   7.44785022E-04   4.93094598E-04   5.20237549E-06   2.74596036E-05   3.79952959E-05   2.42338184E-05  
  74               1.24568553E+02   1.64135519E+03   8.38171756E-01   1.60429929E-01   7.38998228E-04   4.82692444E-04   8.11542924E-06   2.73662669E-05   4.83118879E-05   2.40449588E-05  
  75               1.40530650E+02   1.69370641E+03   8.38175034E-01   1.60425066E-01   7.31920464E-04   4.70901208E-04   1.23435882E-05   2.73134414E-05   5.99904281E-05   2.38556279E-05  
  76               1.57811278E+02   1.74566538E+03   8.38177736E-01   1.60419562E-01   7.23834163E-04   4.57748383E-04   1.83295024E-05   2.72719830E-05   7.29972470E-05   2.36626124E-05  
  77               1.76455367E+02   1.79656039E+03   8.38176980E-01   1.60413448E-01   7.16059240E-04   4.43927331E-04   2.64354490E-05   2.73187944E-05   8.66366710E-05   2.34602501E-05  
  78               1.96413340E+02   1.84689461E+03   8.38172391E-01   1.60407067E-01   7.10165098E-04   4.29565225E-04   3.71717934E-05   2.74473065E-05   1.00778763E-04   2.32377832E-05  
  79               2.17491367E+02   1.89545859E+03   8.38157736E-01   1.60399309E-01   7.05475499E-04   4.14952163E-04   5.09767406E-05   2.76519132E-05   1.15129135E-04   2.31198740E-05  
  80               2.39941651E+02   1.94363744E+03   8.38124420E-01   1.60389862E-01   7.10218047E-04   3.99268041E-04   6.83286451E-05   2.79132037E-05   1.30509424E-04   2.29022257E-05  
  81               2.63549949E+02   1.99018872E+03   8.38087422E-01   1.60380397E-01   7.15190648E-04   3.84145508E-04   8.97136782E-05   2.82307939E-05   1.45285858E-04   2.26872094E-05  
  82               2.87988268E+02   2.03542961E+03   8.38047926E-01   1.60371113E-01   7.19834238E-04   3.69716344E-04   1.15583872E-04   2.85884721E-05   1.59326066E-04   2.24831477E-05  
  83               3.13948790E+02   2.07983339E+03   8.38006377E-01   1.60362041E-01   7.23085112E-04   3.56540985E-04   1.45487674E-04   2.89785245E-05   1.72078963E-04   2.23087359E-05  
  84               3.40495673E+02   2.12276203E+03   8.37970211E-01   1.60354250E-01   7.22527991E-04   3.44947654E-04   1.79540839E-04   2.93854591E-05   1.83220007E-04   2.21907891E-05  
  85               3.65788049E+02   2.16081684E+03   8.37944007E-01   1.60348017E-01   7.13786795E-04   3.35716981E-04   2.17849893E-04   2.98135076E-05   1.91965850E-04   2.21694998E-05  
  86               3.91240299E+02   2.19753066E+03   8.37912210E-01   1.60341669E-01   7.05913772E-04   3.27314593E-04   2.60989421E-04   3.02527686E-05   1.99846772E-04   2.21459691E-05  
  87               4.17907134E+02   2.23350204E+03   8.37874626E-01   1.60335166E-01   6.98943565E-04   3.19778646E-04   3.08684882E-04   3.07070354E-05   2.06828927E-04   2.21208637E-05  
  88               4.46334650E+02   2.27035971E+03   8.37826802E-01   1.60327696E-01   6.93494955E-04   3.12698629E-04   3.61042679E-04   3.11673996E-05   2.13322981E-04   2.20959554E-05  
  89               4.75152965E+02   2.30529150E+03   8.37774137E-01   1.60320129E-01   6.88768568E-04   3.06286199E-04   4.17609092E-04   3.16397296E-05   2.19122273E-04   2.20700882E-05  
  90               5.02718629E+02   2.33758484E+03   8.37716488E-01   1.60312369E-01   6.84620850E-04   3.00397091E-04   4.78773901E-04   3.21157488E-05   2.24368664E-04   2.20430442E-05  
  91               5.30382727E+02   2.36797542E+03   8.37654147E-01   1.60304482E-01   6.81138155E-04   2.95126050E-04   5.44090395E-04   3.26018463E-05   2.28972358E-04   2.20154414E-05  
  92               5.59073502E+02   2.39861038E+03   8.37585939E-01   1.60296310E-01   6.78097899E-04   2.90231622E-04   6.15587893E-04   3.31005136E-05   2.33156753E-04   2.19863515E-05  
  93               5.89497864E+02   2.42904660E+03   8.37515927E-01   1.60288737E-01   6.74576433E-04   2.85785211E-04   6.96480397E-04   3.36429619E-05   2.36820231E-04   2.19531605E-05  
  94               6.23340663E+02   2.46187755E+03   8.37432511E-01   1.60280050E-01   6.71234927E-04   2.81398968E-04   7.91693530E-04   3.42436705E-05   2.40307396E-04   2.19157905E-05  
  95               6.63276284E+02   2.49798994E+03   8.37331900E-01   1.60269993E-01   6.68170034E-04   2.77133871E-04   9.05164821E-04   3.49304538E-05   2.43524358E-04   2.18735968E-05  
  96               7.10247633E+02   2.53865719E+03   8.37208323E-01   1.60258028E-01   6.65309986E-04   2.72863500E-04   1.04327178E-03   3.57163460E-05   2.46548170E-04   2.18247950E-05  
  97               7.65279437E+02   2.58267244E+03   8.37057364E-01   1.60243859E-01   6.62852607E-04   2.68748088E-04   1.21051640E-03   3.66250623E-05   2.49184410E-04   2.17691415E-05  
  98               8.29466390E+02   2.63118743E+03   8.36872811E-01   1.60226953E-01   6.60830509E-04   2.64767588E-04   1.41361271E-03   3.76593700E-05   2.51407195E-04   2.17054744E-05  
  99               9.03952590E+02   2.68271739E+03   8.36650834E-01   1.60207081E-01   6.59484894E-04   2.61130201E-04   1.65636772E-03   3.88330518E-05   2.52982328E-04   2.16343903E-05  
  100              9.90507411E+02   2.73868266E+03   8.36432410E-01   1.60187421E-01   6.57908839E-04   2.57297336E-04   1.89559725E-03   3.99959757E-05   2.54776935E-04   2.15623094E-05  
  101              1.08970133E+03   2.79690128E+03   8.36125564E-01   1.60160850E-01   6.58183983E-04   2.54522995E-04   2.22817960E-03   4.14607729E-05   2.54808650E-04   2.14763654E-05  
