# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                NH3              N2              
  1                1.00000000E-05   6.56794723E+01   8.38829398E-01   1.60608488E-01   5.89506410E-16   5.31824314E-04   3.72302094E-103  3.16582371E-109  3.00278561E-06   6.57152629E-37  
  2                8.62443393E-05   8.18328385E+01   8.38829398E-01   1.60608488E-01   5.90121732E-16   5.31824314E-04   5.01057258E-105  1.07800662E-109  3.00278561E-06   8.83496942E-39  
  3                1.67841847E-04   9.56361051E+01   8.38823896E-01   1.60607434E-01   5.93772094E-16   5.31820826E-04   1.33114768E-105  7.72740644E-110  3.01019022E-06   2.34427112E-39  
  4                2.50926405E-04   1.04250225E+02   8.38729731E-01   1.60589405E-01   4.66757388E-15   5.31761125E-04   7.08957548E-101  2.58705310E-105  9.66600628E-06   6.11529311E-37  
  5                2.97585129E-04   1.12713888E+02   8.38729731E-01   1.60589405E-01   3.07787063E-13   5.31761125E-04   8.30700925E-92   3.35858606E-97   1.21819255E-04   8.85678290E-32  
  6                3.18915467E-04   1.18226390E+02   8.38729731E-01   1.60589405E-01   3.52439707E-12   5.31761125E-04   1.49553337E-86   1.56056945E-92   1.21819255E-04   4.78490953E-30  
  7                3.43775405E-04   1.23800243E+02   8.38729731E-01   1.60589405E-01   3.29660460E-11   5.31761125E-04   1.01149293E-81   3.07745731E-88   1.21819255E-04   1.86484867E-28  
  8                3.72795835E-04   1.27630568E+02   8.38729730E-01   1.60589404E-01   1.32535856E-10   5.31761124E-04   1.09668826E-78   1.64217770E-85   1.21819255E-04   1.80891781E-27  
  9                4.06707996E-04   1.32132732E+02   8.38729730E-01   1.60589404E-01   1.66939120E-09   5.31761124E-04   6.64187462E-75   1.65878941E-82   1.21819255E-04   2.23345718E-26  
  10               4.46363478E-04   1.35357975E+02   8.38729720E-01   1.60589402E-01   1.68033516E-09   5.31761118E-04   4.06381727E-73   1.74597231E-80   1.21819253E-04   1.14400072E-25  
  11               4.92755193E-04   1.39508337E+02   8.38729720E-01   1.60589402E-01   1.34180409E-08   5.31761118E-04   5.01366156E-70   5.13146830E-78   1.21819253E-04   8.66672932E-25  
  12               5.47037988E-04   1.42602892E+02   8.38729662E-01   1.60589391E-01   1.34823050E-08   5.31761081E-04   1.67091052E-68   2.81706270E-76   1.21819245E-04   3.40219078E-24  
  13               6.10560866E-04   1.46728058E+02   8.38729662E-01   1.60589391E-01   8.24142766E-08   5.31761081E-04   9.08222673E-66   4.56862725E-74   1.21819245E-04   2.02303171E-23  
  14               6.84900758E-04   1.49741634E+02   8.38729399E-01   1.60589341E-01   8.27059629E-08   5.31760914E-04   1.92126004E-64   1.54573295E-72   1.21819207E-04   6.49431456E-23  
  15               7.71898723E-04   1.53971043E+02   8.38729399E-01   1.60589341E-01   3.95727787E-07   5.31760914E-04   5.82676109E-62   1.74662556E-70   1.21819207E-04   3.32151304E-22  
  16               8.73720376E-04   1.56704143E+02   8.38728413E-01   1.60589152E-01   3.96820895E-07   5.31760289E-04   6.86971902E-61   3.15685663E-69   1.21819063E-04   8.25230609E-22  
  17               9.92892740E-04   1.60928658E+02   8.38728413E-01   1.60589152E-01   1.57204848E-06   5.31760289E-04   1.16770348E-58   2.34702058E-67   1.21819063E-04   3.55391796E-21  
  18               1.13236658E-03   1.63572742E+02   8.38725489E-01   1.60588592E-01   1.57526944E-06   5.31758435E-04   1.00105241E-57   3.02539233E-66   1.21818639E-04   7.66067515E-21  
  19               1.29557637E-03   1.67808844E+02   8.38725489E-01   1.60588592E-01   5.05816245E-06   5.31758435E-04   9.98373998E-56   1.59014377E-64   1.21818639E-04   2.86157185E-20  
  20               1.48653458E-03   1.70123539E+02   8.38717273E-01   1.60587019E-01   5.06706470E-06   5.31753226E-04   5.33050443E-55   1.23321384E-63   1.21817445E-04   5.01199788E-20  
  21               1.70987502E-03   1.74454800E+02   8.38717273E-01   1.60587019E-01   1.48537057E-05   5.31753226E-04   3.94959940E-53   5.19740701E-62   1.21817445E-04   1.70911963E-19  
  22               1.97091085E-03   1.76798332E+02   8.38693203E-01   1.60582411E-01   1.48785258E-05   5.31737966E-04   1.85424641E-52   3.52178461E-61   1.21813949E-04   2.82288345E-19  
  23               2.27563474E-03   1.81257512E+02   8.38693203E-01   1.60582411E-01   4.35513069E-05   5.31737966E-04   1.16321805E-50   1.24182345E-59   1.21813949E-04   8.95738270E-19  
  24               2.63052093E-03   1.84040381E+02   8.38608430E-01   1.60566179E-01   4.36236727E-05   5.31684219E-04   6.51862692E-50   1.02095441E-58   1.21801637E-04   1.59420474E-18  
  25               3.04193169E-03   1.89187683E+02   8.38608430E-01   1.60566179E-01   1.44625415E-04   5.31684219E-04   5.73218892E-48   4.51774671E-57   1.21801637E-04   5.55577134E-18  
  26               3.51536054E-03   1.92640636E+02   8.38073953E-01   1.60463844E-01   1.44533791E-04   5.31345356E-04   4.23362786E-47   4.99377127E-56   1.21724008E-04   1.11737521E-17  
  27               4.04719810E-03   1.97856250E+02   8.38073953E-01   1.60463844E-01   7.81871045E-04   5.31345356E-04   4.73937826E-45   1.66378820E-54   1.21724008E-04   3.53222710E-17  
  28               4.62012650E-03   2.03377690E+02   8.38073953E-01   1.60463844E-01   7.81871045E-04   5.31345356E-04   1.00992566E-43   5.62353357E-53   1.21724008E-04   1.14369866E-16  
  29               5.27258293E-03   2.14167625E+02   8.38073953E-01   1.60463844E-01   7.81871045E-04   5.31345356E-04   3.16961789E-41   3.42124479E-50   1.21724008E-04   1.19537847E-15  
  30               6.02995327E-03   2.20535119E+02   8.38073953E-01   1.60463844E-01   7.81871045E-04   5.31345356E-04   6.43733218E-40   1.08711636E-48   1.21724008E-04   3.81057902E-15  
  31               6.90963238E-03   2.30447991E+02   8.38073953E-01   1.60463844E-01   7.81871045E-04   5.31345356E-04   5.69150846E-38   1.66985988E-46   1.21724008E-04   2.31105044E-14  
  32               7.93146513E-03   2.36399722E+02   8.38073953E-01   1.60463844E-01   7.81871045E-04   5.31345356E-04   6.22619980E-37   2.71789073E-45   1.21724008E-04   5.63524745E-14  
  33               9.11878051E-03   2.45882166E+02   8.38073953E-01   1.60463844E-01   7.81871045E-04   5.31345356E-04   2.55052842E-35   1.81221424E-43   1.21724007E-04   2.45343353E-13  
  34               1.04981897E-02   2.51813602E+02   8.38073953E-01   1.60463844E-01   7.81871045E-04   5.31345356E-04   2.01460789E-34   2.07376176E-42   1.21724007E-04   5.19472597E-13  
