# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  1                1.00000000E-05   4.02300496E+02   8.38154391E-01   1.60443993E-01   5.61296802E-24   7.77899425E-04   2.52506656E-12   5.31279617E-04   6.06934861E-05   0.00000000E+00  
  2                3.53984347E-05   4.69914535E+02   8.38152620E-01   1.60443961E-01   3.65381237E-20   7.79799981E-04   1.85299946E-09   5.31277217E-04   6.07842665E-05   0.00000000E+00  
  3                6.22704555E-05   5.00743325E+02   8.38152677E-01   1.60443948E-01   8.70434177E-19   7.79780892E-04   1.74612168E-08   5.31259767E-04   6.07979373E-05   0.00000000E+00  
  4                9.21172741E-05   5.14086843E+02   8.38152692E-01   1.60443944E-01   2.80795067E-18   7.79766399E-04   3.04550356E-08   5.31245952E-04   6.07932308E-05   0.00000000E+00  
  5                1.25689024E-04   5.31504762E+02   8.38152789E-01   1.60443921E-01   1.29221743E-17   7.79705296E-04   8.52802350E-08   5.31187796E-04   6.07976052E-05   0.00000000E+00  
  6                1.63650426E-04   5.39251171E+02   8.38152801E-01   1.60443918E-01   2.31112683E-17   7.79688696E-04   1.01454333E-07   5.31171320E-04   6.07916284E-05   0.00000000E+00  
  7                2.06724065E-04   5.53130247E+02   8.38152972E-01   1.60443877E-01   7.02434196E-17   7.79568362E-04   2.13102337E-07   5.31055022E-04   6.07946433E-05   0.00000000E+00  
  8                2.55672586E-04   5.59071842E+02   8.38152979E-01   1.60443874E-01   1.04911034E-16   7.79552254E-04   2.29756212E-07   5.31038530E-04   6.07886699E-05   0.00000000E+00  
  9                3.11369676E-04   5.71648975E+02   8.38153273E-01   1.60443804E-01   2.68838743E-16   7.79338244E-04   4.31972624E-07   5.30829943E-04   6.07914552E-05   0.00000000E+00  
  10               3.74772450E-04   5.76962358E+02   8.38153290E-01   1.60443800E-01   3.75065301E-16   7.79317301E-04   4.54069763E-07   5.30808271E-04   6.07857689E-05   0.00000000E+00  
  11               4.46986843E-04   5.89076678E+02   8.38153782E-01   1.60443677E-01   8.80946372E-16   7.78945582E-04   8.09550557E-07   5.30443947E-04   6.07886089E-05   0.00000000E+00  
  12               5.29240842E-04   5.94167897E+02   8.38153816E-01   1.60443669E-01   1.18922656E-15   7.78911834E-04   8.44947012E-07   5.30409153E-04   6.07831867E-05   0.00000000E+00  
  13               6.22959792E-04   6.06133660E+02   8.38154661E-01   1.60443466E-01   2.63870225E-15   7.78280840E-04   1.45372064E-06   5.29788182E-04   6.07860519E-05   0.00000000E+00  
  14               7.29714514E-04   6.11338942E+02   8.38154691E-01   1.60443432E-01   3.53501904E-15   7.78204782E-04   1.53125583E-06   5.29711025E-04   6.07810089E-05   0.00000000E+00  
  15               8.51335303E-04   6.23505038E+02   8.38156146E-01   1.60443082E-01   7.61399133E-15   7.77111921E-04   2.59269319E-06   5.28632210E-04   6.07840240E-05   0.00000000E+00  
  16               9.89866417E-04   6.29103939E+02   8.38156398E-01   1.60443021E-01   1.03015960E-14   7.76915098E-04   2.78962036E-06   5.28434738E-04   6.07795217E-05   0.00000000E+00  
