# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   6.81293020E+02   8.38853749E-01   1.60273586E-01   2.57787528E-12   5.27636892E-04   2.48066847E-04   6.07894891E-05   0.00000000E+00   0.00000000E+00  
  2                1.62973082E-05   7.76653048E+02   8.38850563E-01   1.60272845E-01   2.41014169E-10   5.29884387E-04   2.49507042E-04   6.07893778E-05   0.00000000E+00   6.22756554E-16  
  3                2.31101453E-05   8.22882189E+02   8.38850011E-01   1.60272807E-01   1.38495109E-09   5.30122176E-04   2.50093464E-04   6.07893834E-05   0.00000000E+00   1.58640245E-14  
  4                3.08822532E-05   8.49734518E+02   8.38849809E-01   1.60272796E-01   3.32923578E-09   5.30214856E-04   2.50301233E-04   6.07893723E-05   0.00000000E+00   7.95136398E-14  
  5                3.98578533E-05   8.78028371E+02   8.38849641E-01   1.60272787E-01   8.04601312E-09   5.30291462E-04   2.50468329E-04   6.07893674E-05   8.89355255E-16   1.01803581E-12  
  6                5.02723339E-05   8.96522625E+02   8.38849556E-01   1.60272783E-01   1.33996713E-08   5.30332126E-04   2.50546592E-04   6.07893517E-05   3.13868906E-15   1.01803564E-12  
  7                6.23926379E-05   9.19527893E+02   8.38849454E-01   1.60272777E-01   2.53132668E-08   5.30375349E-04   2.50631757E-04   6.07893433E-05   9.41591638E-15   6.37952088E-12  
  8                7.65227809E-05   9.34825373E+02   8.38849394E-01   1.60272774E-01   3.67453678E-08   5.30399936E-04   2.50674398E-04   6.07893245E-05   3.75313017E-14   6.37951966E-12  
  9                9.30423044E-05   9.55434686E+02   8.38849303E-01   1.60272768E-01   6.16907177E-08   5.30429226E-04   2.50728102E-04   6.07893129E-05   9.16030351E-14   2.82315983E-11  
  10               1.12385328E-04   9.69260830E+02   8.38849244E-01   1.60272764E-01   8.36256534E-08   5.30446447E-04   2.50755831E-04   6.07892907E-05   2.84364003E-13   2.82315915E-11  
  11               1.35058780E-04   9.88856608E+02   8.38849140E-01   1.60272757E-01   1.31711634E-07   5.30468415E-04   2.50794026E-04   6.07892757E-05   6.19881073E-13   1.03401261E-10  
  12               1.61645566E-04   1.00210347E+03   8.38849068E-01   1.60272751E-01   1.72090499E-07   5.30481594E-04   2.50814144E-04   6.07892495E-05   1.68190451E-12   1.03401228E-10  
  13               1.92826744E-04   1.02137040E+03   8.38848929E-01   1.60272740E-01   2.60630526E-07   5.30499020E-04   2.50843236E-04   6.07892305E-05   3.41479900E-12   3.37119676E-10  
  14               2.29386815E-04   1.03450369E+03   8.38848827E-01   1.60272732E-01   3.33201011E-07   5.30509640E-04   2.50858816E-04   6.07891995E-05   8.55272622E-12   3.37119534E-10  
  15               2.72240449E-04   1.05381058E+03   8.38848625E-01   1.60272715E-01   4.91264912E-07   5.30523914E-04   2.50882098E-04   6.07891752E-05   1.65149113E-11   1.01332509E-09  
  16               3.22439911E-04   1.06709140E+03   8.38848471E-01   1.60272702E-01   6.19252024E-07   5.30532729E-04   2.50894679E-04   6.07891380E-05   3.92540297E-11   1.01332452E-09  
  17               3.81207106E-04   1.08668951E+03   8.38848163E-01   1.60272676E-01   8.95510174E-07   5.30544660E-04   2.50914957E-04   6.07891068E-05   7.29530648E-11   2.87808101E-09  
  18               4.49943117E-04   1.10032849E+03   8.38847911E-01   1.60272652E-01   1.11888861E-06   5.30552125E-04   2.50925664E-04   6.07890611E-05   1.67707171E-10   2.87807878E-09  
  19               5.30270372E-04   1.12037915E+03   8.38847420E-01   1.60272610E-01   1.59379352E-06   5.30562205E-04   2.50948524E-04   6.07890199E-05   3.02396255E-10   1.42579542E-08  
  20               6.24076549E-04   1.13447229E+03   8.38847016E-01   1.60272573E-01   1.97777028E-06   5.30568574E-04   2.50958954E-04   6.07889634E-05   6.77128653E-10   1.42579392E-08  
  21               7.33655683E-04   1.15504017E+03   8.38846175E-01   1.60272497E-01   2.77909024E-06   5.30577070E-04   2.51003373E-04   6.07889052E-05   1.18521378E-09   1.42579170E-08  
  22               8.61655167E-04   1.16974374E+03   8.38845457E-01   1.60272426E-01   3.43409895E-06   5.30582501E-04   2.51018685E-04   6.07888294E-05   2.60948326E-09   5.28591679E-08  
  23               1.01111995E-03   1.19106651E+03   8.38844057E-01   1.60272311E-01   4.78099274E-06   5.30589672E-04   2.51158398E-04   6.07887508E-05   4.46132099E-09   5.28590556E-08  
  24               1.18555702E-03   1.20660590E+03   8.38842483E-01   1.60272125E-01   5.90312013E-06   5.30594069E-04   2.51199216E-04   6.07886245E-05   9.77405217E-09   5.28589208E-08  
