# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  1                1.00000000E-05   5.10419855E+02   8.38155491E-01   1.60443256E-01   5.89493937E-18   7.77856036E-04   1.78942751E-06   5.29296407E-04   6.08469618E-05   0.00000000E+00  
  2                1.23140782E-05   5.25493512E+02   8.38160257E-01   1.60442151E-01   2.33955924E-17   7.74211743E-04   4.99828794E-06   5.25868457E-04   6.08474295E-05   0.00000000E+00  
  3                1.51858126E-05   5.49330736E+02   8.38190461E-01   1.60435067E-01   1.86292840E-16   7.51144088E-04   2.60679024E-05   5.03792131E-04   6.08463468E-05   0.00000000E+00  
  4                1.87603923E-05   5.45100917E+02   8.38170801E-01   1.60439667E-01   1.15430400E-16   7.66159411E-04   1.24102478E-05   5.18133282E-04   6.08464497E-05   0.00000000E+00  
  5                2.32414806E-05   5.63858755E+02   8.38204505E-01   1.60431692E-01   5.19672913E-16   7.40474904E-04   3.64349995E-05   4.93269867E-04   6.08443581E-05   0.00000000E+00  
  6                2.88343773E-05   5.59108699E+02   8.38177176E-01   1.60438137E-01   3.13376679E-16   7.61312058E-04   1.71050525E-05   5.13360063E-04   6.08448387E-05   0.00000000E+00  
  7                3.58293636E-05   5.76743265E+02   8.38212063E-01   1.60429841E-01   1.19214926E-15   7.34765967E-04   4.22750901E-05   4.87492511E-04   6.08425150E-05   0.00000000E+00  
  8                4.45590579E-05   5.72560119E+02   8.38182500E-01   1.60436835E-01   7.64911919E-16   7.57255323E-04   2.11441986E-05   5.09310009E-04   6.08428994E-05   0.00000000E+00  
  9                5.54678662E-05   5.89797641E+02   8.38218438E-01   1.60428256E-01   2.64188907E-15   7.29940037E-04   4.73068481E-05   4.82560760E-04   6.08404464E-05   0.00000000E+00  
  10               6.90797970E-05   5.86463421E+02   8.38188324E-01   1.60435413E-01   1.83483698E-15   7.52833047E-04   2.55785850E-05   5.04879132E-04   6.08405698E-05   0.00000000E+00  
  11               8.60863313E-05   6.03520127E+02   8.38225582E-01   1.60426492E-01   5.87651095E-15   7.24541714E-04   5.29004050E-05   4.77061261E-04   6.08379775E-05   0.00000000E+00  
  12               1.07304879E-04   6.01049052E+02   8.38195034E-01   1.60433722E-01   4.39580687E-15   7.47646899E-04   3.07847219E-05   4.99679730E-04   6.08377616E-05   0.00000000E+00  
  13               1.33813579E-04   6.18010670E+02   8.38233764E-01   1.60424424E-01   1.31704685E-14   7.18261094E-04   5.93582309E-05   4.70687523E-04   6.08350058E-05   0.00000000E+00  
  14               1.66885465E-04   6.16362612E+02   8.38202999E-01   1.60431760E-01   1.05178659E-14   7.41574082E-04   3.68844982E-05   4.93589287E-04   6.08344031E-05   0.00000000E+00  
  15               2.08209903E-04   6.33312464E+02   8.38243324E-01   1.60422059E-01   2.97076555E-14   7.10997569E-04   6.67845092E-05   4.63336919E-04   6.08314573E-05   0.00000000E+00  
