# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  1                1.00000000E-05   3.76038865E+02   8.38153997E-01   1.60444082E-01   5.85489690E-26   7.77929773E-04   3.13204372E-14   5.31279915E-04   6.04184747E-05   0.00000000E+00  
  2                1.07783978E-04   4.44748861E+02   8.38152062E-01   1.60444081E-01   8.78520733E-22   7.79867789E-04   9.14261020E-12   5.31279900E-04   6.04204872E-05   0.00000000E+00  
  3                2.13943661E-04   4.67967329E+02   8.38152047E-01   1.60444085E-01   1.17700909E-20   7.79867779E-04   4.04165747E-11   5.31279875E-04   6.04087541E-05   0.00000000E+00  
  4                3.34959035E-04   4.87144170E+02   8.38152077E-01   1.60444077E-01   8.63178790E-20   7.79867641E-04   1.43373096E-10   5.31279734E-04   6.04313685E-05   0.00000000E+00  
  5                4.74322832E-04   4.98002899E+02   8.38152031E-01   1.60444089E-01   2.36049084E-19   7.79867622E-04   2.26667537E-10   5.31279681E-04   6.03961935E-05   0.00000000E+00  
  6                6.35656519E-04   5.10836192E+02   8.38152037E-01   1.60444087E-01   7.71182353E-19   7.79867386E-04   4.64461227E-10   5.31279419E-04   6.04008070E-05   0.00000000E+00  
  7                8.22992715E-04   5.18118134E+02   8.38151979E-01   1.60444101E-01   1.40039527E-18   7.79867377E-04   5.64586931E-10   5.31279362E-04   6.03570086E-05   0.00000000E+00  
  8                1.04102075E-03   5.28682169E+02   8.38151978E-01   1.60444101E-01   3.44454780E-18   7.79867009E-04   9.58396196E-10   5.31278947E-04   6.03560194E-05   0.00000000E+00  
  9                1.29510177E-03   5.34576689E+02   8.38151915E-01   1.60444116E-01   5.35491109E-18   7.79867014E-04   1.06375016E-09   5.31278892E-04   6.03081793E-05   0.00000000E+00  
  10               1.59144363E-03   5.44327448E+02   8.38151914E-01   1.60444117E-01   1.16991060E-17   7.79866443E-04   1.68214424E-09   5.31278248E-04   6.03067767E-05   0.00000000E+00  
  11               1.93722015E-03   5.49772948E+02   8.38151849E-01   1.60444132E-01   1.71437636E-17   7.79866432E-04   1.82219440E-09   5.31278160E-04   6.02579157E-05   0.00000000E+00  
  12               2.34078022E-03   5.59306117E+02   8.38151850E-01   1.60444132E-01   3.53652080E-17   7.79865533E-04   2.79745147E-09   5.31277151E-04   6.02578459E-05   0.00000000E+00  
  13               2.81184187E-03   5.64544139E+02   8.38151783E-01   1.60444148E-01   5.00095204E-17   7.79865496E-04   2.98724920E-09   5.31277017E-04   6.02071699E-05   0.00000000E+00  
