# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               NH3              N2              
  1                1.00000000E-05   1.04160178E+02   8.38729728E-01   1.60589405E-01   1.11406217E-13   5.31761126E-04   1.04420002E-104  8.76101876E-97   1.21819255E-04   5.63450421E-32  
  2                1.94990267E-04   1.33761088E+02   8.38729716E-01   1.60589403E-01   2.24905540E-09   5.31761119E-04   2.64786591E-81   3.48913773E-73   1.21819253E-04   2.46078452E-25  
  3                4.08036368E-04   1.42501320E+02   8.38729370E-01   1.60589336E-01   1.75329041E-08   5.31760899E-04   2.86303082E-76   3.46638767E-68   1.21819203E-04   5.81266145E-24  
  4                6.56817426E-04   1.56924025E+02   8.38729370E-01   1.60589336E-01   4.30165997E-07   5.31760899E-04   4.59808476E-69   1.63250850E-60   1.21819203E-04   1.60015140E-21  
  5                9.48560759E-04   1.57388024E+02   8.38726815E-01   1.60588847E-01   4.32989298E-07   5.31759279E-04   6.24779072E-69   1.23569712E-60   1.21818832E-04   9.29843635E-22  
  6                1.29218200E-03   1.63266772E+02   8.38726815E-01   1.60588847E-01   3.47590270E-06   5.31759279E-04   2.09997845E-66   1.28856641E-57   1.21818832E-04   5.22988235E-21  
  7                1.69578201E-03   1.68980122E+02   8.38721299E-01   1.60587791E-01   3.48192722E-06   5.31755782E-04   4.08681026E-64   1.08217816E-55   1.21818031E-04   2.55604899E-20  
  8                2.17030024E-03   1.72052602E+02   8.38721299E-01   1.60587791E-01   1.00521463E-05   5.31755782E-04   5.70558729E-63   2.41956552E-54   1.21818031E-04   4.64108933E-20  
  9                2.72808447E-03   1.76464821E+02   8.38706699E-01   1.60584996E-01   1.00676184E-05   5.31746526E-04   2.26421083E-61   5.06255787E-53   1.21815910E-04   1.31905563E-19  
  10               3.38235127E-03   1.80867182E+02   8.38706699E-01   1.60584996E-01   2.74594378E-05   5.31746526E-04   7.46330375E-60   2.49152833E-51   1.21815910E-04   3.58332478E-19  
  11               4.15106088E-03   1.84010800E+02   8.38666985E-01   1.60577392E-01   2.74980336E-05   5.31721347E-04   7.94445276E-59   1.61560761E-50   1.21810142E-04   6.34428446E-19  
  12               5.05103104E-03   1.89108138E+02   8.38666985E-01   1.60577392E-01   7.48097462E-05   5.31721347E-04   3.30820008E-57   1.01903566E-48   1.21810142E-04   1.96873347E-18  
  13               6.10107226E-03   1.91997785E+02   8.38558321E-01   1.60556586E-01   7.48892498E-05   5.31652453E-04   2.40820563E-56   4.78364295E-48   1.21794359E-04   3.09517608E-18  
  14               7.31933407E-03   1.97159796E+02   8.38558321E-01   1.60556586E-01   2.04368312E-04   5.31652453E-04   7.76088321E-55   2.45573408E-46   1.21794359E-04   8.95259742E-18  
  15               8.72698649E-03   2.00536245E+02   8.38073947E-01   1.60463844E-01   2.04250764E-04   5.31345356E-04   6.61991988E-54   1.36515857E-45   1.21724008E-04   1.54054471E-17  
  16               1.03078804E-02   2.05590792E+02   8.38073947E-01   1.60463844E-01   7.81876344E-04   5.31345356E-04   1.50203408E-52   7.32233749E-44   1.21724008E-04   4.00862879E-17  
  17               1.20135946E-02   2.12309889E+02   8.38073947E-01   1.60463844E-01   7.81876344E-04   5.31345356E-04   7.78696857E-51   2.26210563E-42   1.21724008E-04   1.49525018E-16  
  18               1.40048173E-02   2.22937737E+02   8.38073947E-01   1.60463844E-01   7.81876344E-04   5.31345356E-04   2.56104603E-48   3.92304881E-40   1.21724008E-04   1.18678331E-15  
  19               1.63304060E-02   2.28426197E+02   8.38073947E-01   1.60463844E-01   7.81876344E-04   5.31345356E-04   3.97653984E-47   3.99173529E-39   1.21724008E-04   2.74727368E-15  
  20               1.90477878E-02   2.37942076E+02   8.38073947E-01   1.60463844E-01   7.81876344E-04   5.31345356E-04   3.59432351E-45   2.11031918E-37   1.21724008E-04   1.31042250E-14  
  21               2.22231555E-02   2.42861592E+02   8.38073947E-01   1.60463844E-01   7.81876344E-04   5.31345356E-04   3.08863778E-44   1.24434169E-36   1.21724008E-04   2.39863344E-14  
  22               2.59336922E-02   2.52110282E+02   8.38073947E-01   1.60463844E-01   7.81876344E-04   5.31345356E-04   1.49114519E-42   3.70241704E-35   1.21724008E-04   8.95283212E-14  
  23               3.02689370E-02   2.56996578E+02   8.38073947E-01   1.60463844E-01   7.81876344E-04   5.31345356E-04   9.94299973E-42   1.73078736E-34   1.21724007E-04   1.48439693E-13  
  24               3.53338304E-02   2.66259580E+02   8.38073947E-01   1.60463844E-01   7.81876344E-04   5.31345356E-04   3.18822643E-40   3.54390077E-33   1.21724007E-04   4.72765044E-13  
  25               4.12495390E-02   2.71330023E+02   8.38073947E-01   1.60463844E-01   7.81876344E-04   5.31345356E-04   1.85506291E-39   1.46493659E-32   1.21724006E-04   7.44611298E-13  
  26               4.81570089E-02   2.80922802E+02   8.38073947E-01   1.60463844E-01   7.81876344E-04   5.31345356E-04   4.64240760E-38   2.39846119E-31   1.21724003E-04   2.16031088E-12  
  27               5.62185119E-02   2.86492486E+02   8.38073947E-01   1.60463844E-01   7.81876344E-04   5.31345356E-04   2.63479489E-37   9.73600091E-31   1.21724001E-04   3.38573022E-12  
  28               6.56244282E-02   2.96614960E+02   8.38073947E-01   1.60463844E-01   7.81876344E-04   5.31345356E-04   5.53558899E-36   1.36466687E-29   1.21723989E-04   9.22080763E-12  
