# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               NH3              N2              
  29               7.65954534E-02   3.02805819E+02   8.38073947E-01   1.60463844E-01   7.81876344E-04   5.31345356E-04   3.12200633E-35   5.53858376E-29   1.21723979E-04   1.44994493E-11  
  30               8.93894133E-02   3.13652821E+02   8.38073947E-01   1.60463844E-01   7.81876256E-04   5.31345356E-04   5.77605388E-34   6.95189910E-28   1.21723932E-04   3.78127189E-11  
  31               1.04304009E-01   3.20785486E+02   8.38073947E-01   1.60463844E-01   7.81876255E-04   5.31345356E-04   3.43338015E-33   2.98456923E-27   1.21723885E-04   6.12001918E-11  
  32               1.21684294E-01   3.32684380E+02   8.38073948E-01   1.60463844E-01   7.81875905E-04   5.31345356E-04   5.92633916E-32   3.54463317E-26   1.21723694E-04   1.56667420E-10  
  33               1.41928580E-01   3.41033321E+02   8.38073947E-01   1.60463844E-01   7.81875904E-04   5.31345355E-04   3.78583404E-31   1.64178775E-25   1.21723481E-04   2.63491536E-10  
  34               1.65502224E-01   3.54245756E+02   8.38073948E-01   1.60463844E-01   7.81874494E-04   5.31345355E-04   6.19150034E-30   1.87365963E-24   1.21722674E-04   6.66994778E-10  
  35               1.92945683E-01   3.64206444E+02   8.38073936E-01   1.60463841E-01   7.81874481E-04   5.31345346E-04   4.35566982E-29   9.59711561E-24   1.21721646E-04   1.17969557E-09  
  36               2.24883231E-01   3.79303174E+02   8.38073953E-01   1.60463842E-01   7.81858486E-04   5.31345348E-04   7.12349613E-28   1.10930633E-22   1.21717955E-04   3.02561147E-09  
  37               2.62021775E-01   3.91442917E+02   8.38073956E-01   1.60463841E-01   7.81858482E-04   5.31345345E-04   5.65935907E-27   6.45038302E-22   1.21712603E-04   5.70118756E-09  
  38               3.05172811E-01   4.08909653E+02   8.38073696E-01   1.60463786E-01   7.81858218E-04   5.31345163E-04   9.24152900E-26   7.55538619E-21   1.21694300E-04   1.48319557E-08  
  39               3.55253277E-01   4.23865340E+02   8.38074014E-01   1.60463807E-01   7.81533345E-04   5.31345233E-04   8.28947290E-25   4.99872253E-20   1.21664275E-04   2.98524155E-08  
  40               4.13328455E-01   4.44744203E+02   8.38074057E-01   1.60463787E-01   7.81537079E-04   5.31345166E-04   1.41772495E-23   6.22916401E-19   1.21562806E-04   8.05793426E-08  
  41               4.80597280E-01   4.64493424E+02   8.38073714E-01   1.60463680E-01   7.81630480E-04   5.31344813E-04   1.62998530E-22   5.32903942E-18   1.21356697E-04   1.83593000E-07  
  42               5.58528346E-01   4.87132821E+02   8.38069424E-01   1.60463062E-01   7.83467954E-04   5.31342766E-04   2.11107874E-21   5.17610624E-17   1.20837398E-04   4.43008117E-07  
  43               6.48941697E-01   5.08571817E+02   8.38073107E-01   1.60463179E-01   7.80135430E-04   5.31343154E-04   1.91783366E-20   3.56002416E-16   1.19900748E-04   9.11377558E-07  
  44               7.54201595E-01   5.33309000E+02   8.38074494E-01   1.60462843E-01   7.80133802E-04   5.31342040E-04   1.97321378E-19   2.79690107E-15   1.17805059E-04   1.95909442E-06  
  45               8.77345571E-01   5.56907553E+02   8.38076663E-01   1.60462317E-01   7.80131261E-04   5.31340299E-04   1.49049003E-18   1.63059866E-14   1.14528664E-04   3.59709280E-06  
  46               1.02281378E+00   5.84476200E+02   8.38080755E-01   1.60461325E-01   7.80126483E-04   5.31337014E-04   1.29360115E-17   1.09384585E-13   1.08345680E-04   6.68820836E-06  
  47               1.19642699E+00   6.11296684E+02   8.38085962E-01   1.60460063E-01   7.80120443E-04   5.31332832E-04   8.70379110E-17   5.71208621E-13   1.00476490E-04   1.06223243E-05  
  48               1.40624717E+00   6.43093079E+02   8.38093667E-01   1.60458195E-01   7.80111629E-04   5.31326643E-04   6.82508866E-16   3.46916896E-12   8.88339548E-05   1.64428836E-05  
  49               1.66158313E+00   6.73759452E+02   8.38100956E-01   1.60456427E-01   7.80103580E-04   5.31320776E-04   4.09199350E-15   1.61005573E-11   7.78176694E-05   2.19503557E-05  
  50               1.97215443E+00   7.07712030E+02   8.38108616E-01   1.60454566E-01   7.80095744E-04   5.31314554E-04   2.48004057E-14   7.54326248E-11   6.62318716E-05   2.77425490E-05  
  51               2.34755074E+00   7.41745745E+02   8.38114979E-01   1.60453008E-01   7.80090397E-04   5.31309169E-04   1.26970536E-13   2.98674279E-10   5.65636088E-05   3.25760895E-05  
  52               2.79662397E+00   7.80095431E+02   8.38121016E-01   1.60451462E-01   7.80087152E-04   5.31303102E-04   6.76336849E-13   1.23480217E-09   4.71522977E-05   3.72811584E-05  
  53               3.32797706E+00   8.19166729E+02   8.38125741E-01   1.60450219E-01   7.80087277E-04   5.31295720E-04   3.15047674E-12   4.48669022E-09   3.96784718E-05   4.10176000E-05  
  54               3.94909305E+00   8.62550209E+02   8.38130215E-01   1.60449121E-01   7.80088736E-04   5.31279927E-04   1.48241467E-11   1.66012857E-08   3.28884236E-05   4.44122074E-05  
  55               4.66651961E+00   9.05846793E+02   8.38133500E-01   1.60448280E-01   7.80078578E-04   5.31240671E-04   5.97046902E-11   5.29840521E-08   2.78220017E-05   4.69450981E-05  
  56               5.48419342E+00   9.51486266E+02   8.38136059E-01   1.60447515E-01   7.80015408E-04   5.31130314E-04   2.26184948E-10   1.60606417E-07   2.36040685E-05   4.90537701E-05  
  57               6.40723494E+00   9.95397098E+02   8.38137056E-01   1.60446754E-01   7.79821516E-04   5.30874715E-04   7.21905420E-10   4.13307018E-07   2.06131474E-05   5.05489298E-05  
  58               7.44217754E+00   1.03970947E+03   8.38137529E-01   1.60446031E-01   7.79320520E-04   5.30306092E-04   2.10469859E-09   9.78820546E-07   1.82371502E-05   5.17366219E-05  
  59               8.60005721E+00   1.08099524E+03   8.38139792E-01   1.60445439E-01   7.78444964E-04   5.29295830E-04   5.23396639E-09   1.98599942E-06   1.66334570E-05   5.25381763E-05  
  60               9.89548073E+00   1.12180352E+03   8.38142780E-01   1.60444664E-01   7.76849768E-04   5.27544000E-04   1.20219398E-08   3.73348491E-06   1.53814438E-05   5.31637521E-05  
  61               1.13447815E+01   1.15941372E+03   8.38146413E-01   1.60443728E-01   7.74532955E-04   5.25066924E-04   2.43852171E-08   6.20509017E-06   1.45879946E-05   5.35598928E-05  
  62               1.29674706E+01   1.19691304E+03   8.38151433E-01   1.60442448E-01   7.71081569E-04   5.21441720E-04   4.71133641E-08   9.82267915E-06   1.39543277E-05   5.38758509E-05  
  63               1.47839114E+01   1.23178675E+03   8.38157302E-01   1.60440960E-01   7.66836450E-04   5.17029373E-04   8.33079256E-08   1.42259633E-05   1.35965244E-05   5.40536208E-05  
  64               1.68211821E+01   1.26731275E+03   8.38165038E-01   1.60439006E-01   7.61132091E-04   5.11148882E-04   1.44019818E-07   2.00943450E-05   1.32950758E-05   5.42027280E-05  
  65               1.91104414E+01   1.30096127E+03   8.38173530E-01   1.60436863E-01   7.54738198E-04   5.04589837E-04   2.34014608E-07   2.66395811E-05   1.31743756E-05   5.42610868E-05  
  66               2.16818700E+01   1.33612883E+03   8.38184395E-01   1.60434123E-01   7.46510050E-04   4.96187733E-04   3.78851773E-07   3.50234301E-05   1.30513500E-05   5.43198204E-05  
  67               2.45632402E+01   1.37023820E+03   8.38196027E-01   1.60431179E-01   7.37591010E-04   4.87104426E-04   5.88107728E-07   4.40858681E-05   1.30425377E-05   5.43208395E-05  
  68               2.77831348E+01   1.40667306E+03   8.38210790E-01   1.60427432E-01   7.26236017E-04   4.75572140E-04   9.20761969E-07   5.55902463E-05   1.29909726E-05   5.43419054E-05  
  69               3.13766681E+01   1.44278133E+03   8.38226478E-01   1.60423409E-01   7.14026350E-04   4.63185856E-04   1.40060601E-06   6.79438899E-05   1.30120626E-05   5.43255693E-05  
  70               3.53955121E+01   1.48177118E+03   8.38245797E-01   1.60418396E-01   6.98879656E-04   4.47826815E-04   2.15837636E-06   8.32592886E-05   1.29825234E-05   5.43323587E-05  
  71               3.98864200E+01   1.52084134E+03   8.38265210E-01   1.60413037E-01   6.83054704E-04   4.31721520E-04   3.24915166E-06   9.93127205E-05   1.30145010E-05   5.43065799E-05  
  72               4.48824208E+01   1.56301498E+03   8.38288175E-01   1.60406696E-01   6.64628036E-04   4.12461881E-04   4.95047726E-06   1.18504091E-04   1.29958681E-05   5.43027449E-05  
  73               5.03973283E+01   1.60547223E+03   8.38310456E-01   1.60399981E-01   6.45208074E-04   3.92822043E-04   7.38734987E-06   1.38061981E-04   1.30199826E-05   5.42746609E-05  
  74               5.64191855E+01   1.65112487E+03   8.38319177E-01   1.60389232E-01   6.24038962E-04   3.70020977E-04   1.11355525E-05   1.60746272E-04   1.29828306E-05   5.42710680E-05  
  75               6.28834535E+01   1.69716847E+03   8.38329170E-01   1.60380376E-01   6.18094181E-04   3.43955230E-04   1.64723900E-05   1.86682899E-04   1.29581615E-05   5.42586375E-05  
  76               6.97863898E+01   1.74654868E+03   8.38353909E-01   1.60371320E-01   5.93276002E-04   3.18287000E-04   2.45809903E-05   2.12188209E-04   1.28644204E-05   5.42734958E-05  
  77               7.71046864E+01   1.79446320E+03   8.38368584E-01   1.60362146E-01   5.72172231E-04   2.94724236E-04   3.54319743E-05   2.35565421E-04   1.28306431E-05   5.42545530E-05  
  78               8.46615174E+01   1.84064924E+03   8.38370260E-01   1.60352492E-01   5.56951803E-04   2.72575154E-04   4.94627087E-05   2.57508135E-04   1.28289790E-05   5.42165651E-05  
  79               9.21280929E+01   1.88281020E+03   8.38350121E-01   1.60341577E-01   5.51824764E-04   2.52205899E-04   6.60303900E-05   2.77664921E-04   1.28673094E-05   5.41591031E-05  
  80               1.00118988E+02   1.92528452E+03   8.38296530E-01   1.60326731E-01   5.60260077E-04   2.30084002E-04   8.71547802E-05   2.99554570E-04   1.29271785E-05   5.40896567E-05  
  81               1.07610529E+02   1.96238458E+03   8.38231976E-01   1.60313504E-01   5.85309247E-04   2.08626294E-04   1.09865874E-04   3.20820235E-04   1.30089436E-05   5.40180662E-05  
  82               1.14257181E+02   1.99380503E+03   8.38224157E-01   1.60308476E-01   5.75298914E-04   1.98421628E-04   1.32731192E-04   3.30832172E-04   1.30891208E-05   5.39443198E-05  
  83               1.21588604E+02   2.02649253E+03   8.38211166E-01   1.60303231E-01   5.65810637E-04   1.88718312E-04   1.60452678E-04   3.40318514E-04   1.31937653E-05   5.38549432E-05  
  84               1.29660393E+02   2.06088631E+03   8.38181060E-01   1.60295479E-01   5.56582640E-04   1.79252250E-04   1.94551636E-04   3.49530345E-04   1.33139959E-05   5.37527269E-05  
  85               1.36422273E+02   2.08813627E+03   8.38161323E-01   1.60290905E-01   5.49939115E-04   1.72402603E-04   2.25485283E-04   3.56169050E-04   1.34256484E-05   5.36624532E-05  
  86               1.41689316E+02   2.10877775E+03   8.38143661E-01   1.60287303E-01   5.45176308E-04   1.67465040E-04   2.51490754E-04   3.60937803E-04   1.35125361E-05   5.35918763E-05  
  87               1.47656458E+02   2.13114852E+03   8.38121639E-01   1.60283320E-01   5.40388137E-04   1.62496723E-04   2.82264678E-04   3.65713457E-04   1.36188627E-05   5.35082673E-05  
  88               1.54399266E+02   2.15573090E+03   8.38093886E-01   1.60278752E-01   5.35413140E-04   1.57299644E-04   3.19522697E-04   3.70687433E-04   1.37384757E-05   5.34137555E-05  
  89               1.61984803E+02   2.18215819E+03   8.38059597E-01   1.60273645E-01   5.30506098E-04   1.52134891E-04   3.63768499E-04   3.75597760E-04   1.38796429E-05   5.33043531E-05  
  90               1.70482688E+02   2.21071506E+03   8.37986152E-01   1.60261889E-01   5.25560408E-04   1.46893833E-04   4.16922551E-04   3.80527313E-04   1.40377159E-05   5.31793728E-05  
  91               1.76900713E+02   2.23134825E+03   8.37951727E-01   1.60257556E-01   5.22271931E-04   1.43398971E-04   4.58949211E-04   3.83799232E-04   1.41615915E-05   5.30846591E-05  
  92               1.81583801E+02   2.24614013E+03   8.37925105E-01   1.60254266E-01   5.20002418E-04   1.40976095E-04   4.91117547E-04   3.86056090E-04   1.42508406E-05   5.30159070E-05  
  93               1.86974306E+02   2.26261370E+03   8.37893419E-01   1.60250498E-01   5.17640862E-04   1.38437513E-04   5.28914545E-04   3.88402917E-04   1.43571073E-05   5.29352568E-05  
  94               1.93161249E+02   2.28117155E+03   8.37855071E-01   1.60246066E-01   5.15081281E-04   1.35671092E-04   5.74234992E-04   3.90945391E-04   1.44774594E-05   5.28432997E-05  
  95               2.00241489E+02   2.30163767E+03   8.37809412E-01   1.60240980E-01   5.12474973E-04   1.32826280E-04   6.27561263E-04   3.93532101E-04   1.46188642E-05   5.27365165E-05  
  96               2.08320256E+02   2.32438443E+03   8.37752350E-01   1.60234640E-01   5.09735934E-04   1.29810573E-04   6.91312211E-04   3.96246650E-04   1.47787445E-05   5.26150950E-05  
  97               2.17510741E+02   2.34926668E+03   8.37680106E-01   1.60227381E-01   5.11729846E-04   1.25864381E-04   7.66569079E-04   3.99880929E-04   1.49636635E-05   5.24811840E-05  
  98               2.27936970E+02   2.37663585E+03   8.37600833E-01   1.60219288E-01   5.09026324E-04   1.22672973E-04   8.56576807E-04   4.02676133E-04   1.51701722E-05   5.23251085E-05  
  99               2.39733650E+02   2.40624955E+03   8.37506588E-01   1.60209930E-01   5.06408421E-04   1.19510515E-04   9.62729548E-04   4.05383617E-04   1.54058440E-05   5.21477947E-05  
  100              2.53048204E+02   2.43842926E+03   8.37393558E-01   1.60198948E-01   5.03817773E-04   1.16308056E-04   1.08926304E-03   4.08060940E-04   1.56683593E-05   5.19491840E-05  
  101              2.68043538E+02   2.47288754E+03   8.37259744E-01   1.60186237E-01   5.01405418E-04   1.13213015E-04   1.23812718E-03   4.10554486E-04   1.59651128E-05   5.17253366E-05  
