# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   6.29635064E+02   8.38822670E-01   1.60282028E-01   1.06236921E-13   5.00743791E-04   2.72055274E-04   6.07922949E-05   0.00000000E+00   0.00000000E+00  
  2                1.03004226E-04   7.03317885E+02   8.38811565E-01   1.60284156E-01   2.71650333E-12   4.95685624E-04   2.80889943E-04   6.07911379E-05   0.00000000E+00   0.00000000E+00  
  3                2.07184418E-04   7.36824424E+02   8.38821408E-01   1.60281502E-01   1.06466261E-11   5.04205341E-04   2.73470981E-04   6.07892252E-05   0.00000000E+00   0.00000000E+00  
  4                3.30650631E-04   7.54627653E+02   8.38818239E-01   1.60282012E-01   1.97184836E-11   5.02508180E-04   2.75587716E-04   6.07883300E-05   0.00000000E+00   0.00000000E+00  
  5                4.77034445E-04   7.75425663E+02   8.38823446E-01   1.60280419E-01   4.21988677E-11   5.07382962E-04   2.71232238E-04   6.07870242E-05   0.00000000E+00   0.00000000E+00  
  6                6.51302646E-04   7.87343729E+02   8.38819934E-01   1.60280963E-01   6.06703018E-11   5.05369446E-04   2.73451839E-04   6.07861248E-05   0.00000000E+00   0.00000000E+00  
  7                8.58794395E-04   8.04731631E+02   8.38823167E-01   1.60279650E-01   1.09590162E-10   5.09136189E-04   2.70055505E-04   6.07849423E-05   0.00000000E+00   0.00000000E+00  
  8                1.10617054E-03   8.14473073E+02   8.38820303E-01   1.60280320E-01   1.43372633E-10   5.07081262E-04   2.72242347E-04   6.07839706E-05   0.00000000E+00   0.00000000E+00  
  9                1.40094864E-03   8.30339024E+02   8.38824078E-01   1.60279337E-01   2.37807065E-10   5.10168402E-04   2.69451761E-04   6.07828536E-05   0.00000000E+00   0.00000000E+00  
  10               1.75230214E-03   8.38960479E+02   8.38821159E-01   1.60280027E-01   2.95576235E-10   5.08039142E-04   2.71673175E-04   6.07816995E-05   0.00000000E+00   0.00000000E+00  
  11               2.17073761E-03   8.54058632E+02   8.38824392E-01   1.60279185E-01   4.65355870E-10   5.10678131E-04   2.69282489E-04   6.07805267E-05   0.00000000E+00   1.51919160E-15  
  12               2.66895871E-03   8.62022677E+02   8.38821363E-01   1.60279907E-01   5.59783873E-10   5.08445969E-04   2.71581708E-04   6.07791302E-05   0.00000000E+00   4.52290891E-15  
  13               3.26165936E-03   8.76737254E+02   8.38824225E-01   1.60279162E-01   8.50560343E-10   5.10776360E-04   2.69464861E-04   6.07778412E-05   0.00000000E+00   4.52288410E-15  
  14               3.96651571E-03   8.84364159E+02   8.38821106E-01   1.60279909E-01   1.00241273E-09   5.08464453E-04   2.71828005E-04   6.07761403E-05   0.00000000E+00   1.60823326E-14  
  15               4.80404890E-03   8.98959702E+02   8.38823728E-01   1.60279227E-01   1.48578501E-09   5.10592682E-04   2.69887108E-04   6.07746816E-05   0.00000000E+00   1.60822466E-14  
  16               5.79869399E-03   9.06395945E+02   8.38820483E-01   1.60280008E-01   1.72489493E-09   5.08176819E-04   2.72342694E-04   6.07726049E-05   0.00000000E+00   1.60823092E-14  
  17               6.97901208E-03   9.21080341E+02   8.38822976E-01   1.60279361E-01   2.51329685E-09   5.10192734E-04   2.70493897E-04   6.07709257E-05   0.00000000E+00   7.90968167E-14  
  18               8.37934046E-03   9.28563817E+02   8.38819691E-01   1.60280153E-01   2.89668969E-09   5.07741810E-04   2.72978213E-04   6.07684027E-05   0.00000000E+00   7.90971066E-14  
  19               1.00405119E-02   9.43534015E+02   8.38822143E-01   1.60279519E-01   4.17483625E-09   5.09715448E-04   2.71155809E-04   6.07664532E-05   0.00000000E+00   7.90966454E-14  
  20               1.20112369E-02   9.51234403E+02   8.38818866E-01   1.60280309E-01   4.79929031E-09   5.07268775E-04   2.73632344E-04   6.07634005E-05   0.00000000E+00   2.48474803E-13  
  21               1.43489656E-02   9.66757991E+02   8.38821403E-01   1.60279658E-01   6.89125340E-09   5.09298256E-04   2.71742355E-04   6.07611406E-05   8.29393683E-16   2.48473177E-13  
  22               1.71222419E-02   9.74896101E+02   8.38818248E-01   1.60280417E-01   7.94476245E-09   5.06945166E-04   2.74124541E-04   6.07574796E-05   2.49117034E-15   2.48473804E-13  
  23               2.04111165E-02   9.91078317E+02   8.38820858E-01   1.60279750E-01   1.13828833E-08   5.09023083E-04   2.72175091E-04   6.07548536E-05   5.76784405E-15   1.18369069E-12  
  24               2.43111284E-02   9.99799277E+02   8.38817896E-01   1.60280462E-01   1.31956868E-08   5.06817178E-04   2.74410344E-04   6.07504971E-05   5.76748016E-15   1.18369246E-12  
  25               2.89347561E-02   1.01700815E+03   8.38820739E-01   1.60279738E-01   1.90160742E-08   5.09068373E-04   2.72279856E-04   6.07475037E-05   1.02116715E-14   1.18368195E-12  
  26               3.44170923E-02   1.02672823E+03   8.38818232E-01   1.60280338E-01   2.23643246E-08   5.07211534E-04   2.74169499E-04   6.07424328E-05   3.28349899E-14   4.18189995E-12  
  27               4.09143273E-02   1.04519296E+03   8.38821295E-01   1.60279561E-01   3.25023670E-08   5.09627607E-04   2.71866373E-04   6.07390672E-05   6.60717572E-14   4.18185522E-12  
  28               4.86133335E-02   1.05612129E+03   8.38819326E-01   1.60280028E-01   3.88633539E-08   5.08183407E-04   2.73346461E-04   6.07332523E-05   1.29257984E-13   4.18184477E-12  
  29               5.77295996E-02   1.07620558E+03   8.38822628E-01   1.60279191E-01   5.72367738E-08   5.10782806E-04   2.70852695E-04   6.07295687E-05   2.59639678E-13   1.18761985E-11  
  30               6.85226497E-02   1.08887766E+03   8.38821412E-01   1.60279471E-01   7.01842724E-08   5.09918234E-04   2.71757535E-04   6.07231155E-05   5.56589712E-13   1.18761306E-11  
  31               8.12844613E-02   1.11107136E+03   8.38824917E-01   1.60278579E-01   1.05348083E-07   5.12681015E-04   2.69092987E-04   6.07192483E-05   1.12667951E-12   3.65698324E-11  
  32               9.63606298E-02   1.12586836E+03   8.38824454E-01   1.60278670E-01   1.32859744E-07   5.12400701E-04   2.69416376E-04   6.07122958E-05   2.67297924E-12   3.65694736E-11  
  33               1.14149191E-01   1.15068279E+03   8.38828005E-01   1.60277756E-01   2.04036380E-07   5.15222356E-04   2.66684579E-04   6.07084360E-05   5.43610186E-12   1.25116508E-10  
  34               1.35137759E-01   1.16841090E+03   8.38828296E-01   1.60277649E-01   2.67128139E-07   5.15544534E-04   2.66407741E-04   6.07013207E-05   1.47448330E-11   1.25114590E-10  
  35               1.59854302E-01   1.19661978E+03   8.38831652E-01   1.60276755E-01   4.22179892E-07   5.18278524E-04   2.63755320E-04   6.06977488E-05   3.04276019E-11   4.81258407E-10  
  36               1.88906842E-01   1.21793174E+03   8.38832401E-01   1.60276503E-01   5.75230922E-07   5.19020412E-04   2.63058525E-04   6.06908129E-05   9.50021726E-11   4.81247588E-10  
