# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               H                He               CO               H2O              Mg               Fe               N2              
  22               6.76327509E-03   1.89531523E+03   8.30819600E-01   8.44019204E-03   1.59566708E-01   5.28316691E-04   3.73091159E-04   6.64448195E-05   5.53212931E-05   6.05211336E-05  
  23               7.68871301E-03   1.92646040E+03   8.29405570E-01   9.97846366E-03   1.59443348E-01   5.27909792E-04   3.72582085E-04   6.63872041E-05   5.52779162E-05   6.04742797E-05  
  24               8.73338640E-03   1.93709057E+03   8.29277531E-01   1.01177267E-02   1.59432199E-01   5.27873371E-04   3.72546909E-04   6.63768246E-05   5.52735488E-05   6.04699770E-05  
  25               9.91193519E-03   1.96891566E+03   8.27628644E-01   1.19114759E-02   1.59288368E-01   5.27398575E-04   3.71975031E-04   6.63097856E-05   5.52229724E-05   6.04153398E-05  
  26               1.12391817E-02   1.98119885E+03   8.27375024E-01   1.21873525E-02   1.59266266E-01   5.27325908E-04   3.71896176E-04   6.62939366E-05   5.52147093E-05   6.04068664E-05  
  27               1.27326132E-02   2.01406937E+03   8.25415469E-01   1.43190474E-02   1.59095355E-01   5.26761348E-04   3.71235835E-04   6.62146069E-05   5.51546246E-05   6.03419320E-05  
  28               1.44095243E-02   2.02857743E+03   8.24949618E-01   1.48257972E-02   1.59054744E-01   5.26627427E-04   3.71085580E-04   6.61900057E-05   5.51398256E-05   6.03264166E-05  
  29               1.62904312E-02   2.06313783E+03   8.22542076E-01   1.74448150E-02   1.58844781E-01   5.25933481E-04   3.70290996E-04   6.60932707E-05   5.50660602E-05   6.02466323E-05  
  30               1.83949876E-02   2.08097496E+03   8.21682443E-01   1.83799351E-02   1.58769831E-01   5.25685914E-04   3.70011047E-04   6.60531550E-05   5.50392079E-05   6.02180600E-05  
  31               2.07447094E-02   2.11932270E+03   8.18440239E-01   2.19069112E-02   1.58487102E-01   5.24751008E-04   3.68955204E-04   6.59247790E-05   5.49400341E-05   6.01106115E-05  
  32               2.33352977E-02   2.15764496E+03   8.14754552E-01   2.59163031E-02   1.58165720E-01   5.23688017E-04   3.67761567E-04   6.57798271E-05   5.48273895E-05   5.99884473E-05  
  33               2.61958412E-02   2.19439562E+03   8.10839621E-01   3.01750562E-02   1.57824369E-01   5.22558764E-04   3.66492335E-04   6.56261436E-05   5.47077657E-05   5.98586456E-05  
  34               2.93612308E-02   2.22967760E+03   8.06740373E-01   3.46342983E-02   1.57466962E-01   5.21376231E-04   3.65154971E-04   6.54653173E-05   5.45825161E-05   5.97226793E-05  
  35               3.28691897E-02   2.26397989E+03   8.02428737E-01   3.93245675E-02   1.57091050E-01   5.20132332E-04   3.63734287E-04   6.52962666E-05   5.44507825E-05   5.95796014E-05  
  36               3.67606828E-02   2.29721889E+03   7.97964619E-01   4.41785900E-02   1.56701652E-01   5.18843693E-04   3.62244044E-04   6.51210534E-05   5.43143028E-05   5.94312994E-05  
  37               4.10621048E-02   2.32957012E+03   7.93346753E-01   4.91923996E-02   1.56299463E-01   5.17511844E-04   3.67450993E-04   6.49399752E-05   5.41733173E-05   5.92780030E-05  
  38               4.58205137E-02   2.36097764E+03   7.88649448E-01   5.43022037E-02   1.55889948E-01   5.16156467E-04   3.65810878E-04   6.47552719E-05   5.40297170E-05   5.91217854E-05  
  39               5.11076015E-02   2.39195621E+03   7.83793856E-01   5.95841918E-02   1.55466637E-01   5.14755356E-04   3.64083962E-04   6.45641416E-05   5.38812437E-05   5.89601398E-05  
  40               5.69800929E-02   2.42238386E+03   7.78839293E-01   6.49738374E-02   1.55034701E-01   5.13325632E-04   3.62287339E-04   6.43687134E-05   5.37296876E-05   5.87949926E-05  
  41               6.34991355E-02   2.45254722E+03   7.73736780E-01   7.05244227E-02   1.54589868E-01   5.11853158E-04   3.60400677E-04   6.41671720E-05   5.35735605E-05   5.86246632E-05  
  42               7.07277358E-02   2.48224633E+03   7.68564376E-01   7.61510329E-02   1.54138942E-01   5.10360463E-04   3.58448834E-04   6.39623380E-05   5.34152207E-05   5.84516842E-05  
  43               7.87262773E-02   2.51173035E+03   7.63267798E-01   8.19127187E-02   1.53677191E-01   5.08831881E-04   3.56409674E-04   6.37522320E-05   5.32530228E-05   5.82741712E-05  
  44               8.75749812E-02   2.54079780E+03   7.57932643E-01   8.77163668E-02   1.53212075E-01   5.07292115E-04   3.54312271E-04   6.35399295E-05   5.30895509E-05   5.80948839E-05  
  45               9.73603171E-02   2.56977022E+03   7.52477370E-01   9.36506777E-02   1.52736486E-01   5.05717630E-04   3.52123880E-04   6.33224347E-05   5.29223322E-05   5.79109823E-05  
  46               1.08175432E-01   2.59838878E+03   7.47007385E-01   9.96009907E-02   1.52259611E-01   5.04138847E-04   3.49882550E-04   6.31035431E-05   5.27545501E-05   5.77258521E-05  
  47               1.20120390E-01   2.62697777E+03   7.41428115E-01   1.05670182E-01   1.51773206E-01   5.02528468E-04   3.47549874E-04   6.28797955E-05   5.25833383E-05   5.75361477E-05  
  48               1.33302573E-01   2.65523558E+03   7.35863630E-01   1.11723289E-01   1.51288087E-01   5.00922301E-04   3.45173180E-04   6.26556625E-05   5.24124448E-05   5.73458336E-05  
  49               1.47836911E-01   2.68351316E+03   7.30198941E-01   1.17885395E-01   1.50794228E-01   4.99287154E-04   3.42705132E-04   6.24269550E-05   5.22383867E-05   5.71507749E-05  
  50               1.63846287E-01   2.71148831E+03   7.24569854E-01   1.24008768E-01   1.50303468E-01   4.97662223E-04   3.40200036E-04   6.21985658E-05   5.20652668E-05   5.69552678E-05  
  51               1.81461902E-01   2.73953448E+03   7.18842114E-01   1.30239454E-01   1.49804103E-01   4.96008753E-04   3.37601352E-04   6.19656201E-05   5.18890203E-05   5.67543682E-05  
  52               2.00824014E-01   2.76729448E+03   7.13169735E-01   1.36409912E-01   1.49309560E-01   4.94371198E-04   3.34973416E-04   6.17336639E-05   5.17143004E-05   5.65529059E-05  
  53               2.22082754E-01   2.79515967E+03   7.07402003E-01   1.42684091E-01   1.48806697E-01   4.92706048E-04   3.32251118E-04   6.14972391E-05   5.15365458E-05   5.63451448E-05  
  54               2.45399016E-01   2.82274492E+03   7.01709775E-01   1.48876128E-01   1.48310412E-01   4.91062618E-04   3.29508831E-04   6.12624901E-05   5.13609179E-05   5.61363873E-05  
  55               2.70945247E-01   2.85046759E+03   6.95923261E-01   1.55170723E-01   1.47805901E-01   4.89391893E-04   3.26671180E-04   6.10232818E-05   5.11822796E-05   5.59199022E-05  
  56               2.98906294E-01   2.87793380E+03   6.90222102E-01   1.61372457E-01   1.47308825E-01   4.87745723E-04   3.23819340E-04   6.07860638E-05   5.10060568E-05   5.57011590E-05  
  57               3.29480667E-01   2.90557724E+03   6.84421828E-01   1.67682000E-01   1.46803102E-01   4.86070851E-04   3.20868916E-04   6.05441850E-05   5.08266698E-05   5.54724163E-05  
  58               3.62882255E-01   2.93296936E+03   6.78722685E-01   1.73881518E-01   1.46306189E-01   4.84425076E-04   3.17913663E-04   6.03048200E-05   5.06501654E-05   5.52397139E-05  
  59               3.99342164E-01   2.96056022E+03   6.72926926E-01   1.80186119E-01   1.45800845E-01   4.82751307E-04   3.14860513E-04   6.00608523E-05   5.04705639E-05   5.49941419E-05  
  60               4.39110920E-01   2.98789482E+03   6.67252475E-01   1.86358743E-01   1.45306072E-01   4.81112444E-04   3.11815119E-04   5.98200685E-05   5.02944438E-05   5.47422256E-05  
  61               4.82460800E-01   3.01544287E+03   6.61487761E-01   1.92629535E-01   1.44803420E-01   4.79447402E-04   3.08675154E-04   5.95748668E-05   5.01154081E-05   5.44735893E-05  
  62               5.29679404E-01   3.04272865E+03   6.55864345E-01   1.98746599E-01   1.44313082E-01   4.77823019E-04   3.05556738E-04   5.93335019E-05   4.99404454E-05   5.41951453E-05  
  63               5.81073365E-01   3.07025609E+03   6.50148206E-01   2.04964499E-01   1.43814651E-01   4.76171724E-04   3.02343528E-04   5.90875938E-05   4.97624830E-05   5.38943164E-05  
  64               6.36976963E-01   3.09754038E+03   6.44579107E-01   2.11022417E-01   1.43329032E-01   4.74562722E-04   2.99159377E-04   5.88456640E-05   4.95887543E-05   5.35782051E-05  
  65               6.97754469E-01   3.12511773E+03   6.38904155E-01   2.17195445E-01   1.42834176E-01   4.72922987E-04   2.95874787E-04   5.85986757E-05   4.94116180E-05   5.32315333E-05  
  66               7.63802384E-01   3.15248608E+03   6.33375201E-01   2.23209615E-01   1.42352041E-01   4.71325215E-04   2.92623307E-04   5.83555485E-05   4.92386684E-05   5.28617799E-05  
  67               8.35552548E-01   3.18020422E+03   6.27725288E-01   2.29355316E-01   1.41859350E-01   4.69692310E-04   2.89264295E-04   5.81067675E-05   4.90618418E-05   5.24503600E-05  
  68               9.13474928E-01   3.20775609E+03   6.22215991E-01   2.35348003E-01   1.41378911E-01   4.68099774E-04   2.85939908E-04   5.78615641E-05   4.88890219E-05   5.20051023E-05  
  69               9.98080619E-01   3.23572263E+03   6.16566913E-01   2.41492679E-01   1.40886272E-01   4.66466621E-04   2.82498330E-04   5.76099753E-05   4.87117419E-05   5.15030611E-05  
  70               1.08992571E+00   3.26355066E+03   6.11060151E-01   2.47482475E-01   1.40406033E-01   4.64874277E-04   2.79096485E-04   5.73619220E-05   4.85385001E-05   5.09532879E-05  
  71               1.18961745E+00   3.29182728E+03   6.05410728E-01   2.53627375E-01   1.39913341E-01   4.63240419E-04   2.75576296E-04   5.71073090E-05   4.83606941E-05   5.03278947E-05  
  72               1.29781867E+00   3.31997637E+03   5.99914124E-01   2.59605950E-01   1.39433964E-01   4.61650338E-04   2.72106055E-04   5.68564832E-05   4.81872202E-05   4.96375341E-05  
  73               1.41525473E+00   3.34860001E+03   5.94277196E-01   2.65737063E-01   1.38942335E-01   4.60019335E-04   2.68519484E-04   5.65990928E-05   4.80092325E-05   4.88480256E-05  
  74               1.54271870E+00   3.37710216E+03   5.88806637E-01   2.71687090E-01   1.38465201E-01   4.58435938E-04   2.64995202E-04   5.63458259E-05   4.78359586E-05   4.79727103E-05  
  75               1.68107947E+00   3.40610381E+03   5.83199786E-01   2.77785240E-01   1.37976165E-01   4.56812681E-04   2.61357879E-04   5.60860316E-05   4.76582689E-05   4.69699189E-05  
  76               1.83128678E+00   3.43500438E+03   5.77765951E-01   2.83695049E-01   1.37502200E-01   4.55238842E-04   2.57791385E-04   5.58304325E-05   4.74854624E-05   4.58567387E-05  
  77               1.99437808E+00   3.46446033E+03   5.72185020E-01   2.89764701E-01   1.37015389E-01   4.53621889E-04   2.54106325E-04   5.55678135E-05   4.73078885E-05   4.45820799E-05  
  78               2.17148225E+00   3.49386186E+03   5.66770099E-01   2.95653606E-01   1.36543037E-01   4.52052197E-04   2.50492120E-04   5.53089753E-05   4.71349532E-05   4.31692784E-05  
  79               2.36382989E+00   3.52388574E+03   5.61191714E-01   3.01720125E-01   1.36056406E-01   4.50434493E-04   2.46749847E-04   5.50424353E-05   4.69567304E-05   4.15584363E-05  
  80               2.57276048E+00   3.55390234E+03   5.55771451E-01   3.07614454E-01   1.35583545E-01   4.48861599E-04   2.43077157E-04   5.47792307E-05   4.67828737E-05   3.97841927E-05  
  81               2.79973688E+00   3.58459976E+03   5.50176028E-01   3.13699093E-01   1.35095383E-01   4.47237096E-04   2.39269049E-04   5.45078109E-05   4.66033490E-05   3.77812442E-05  
  82               3.04635298E+00   3.61533530E+03   5.44731717E-01   3.19619155E-01   1.34620378E-01   4.45655158E-04   2.35529048E-04   5.42393101E-05   4.64279426E-05   3.56022501E-05  
  83               3.31435213E+00   3.64680639E+03   5.39103390E-01   3.25739149E-01   1.34129298E-01   4.44018773E-04   2.31647465E-04   5.39621835E-05   4.62465727E-05   3.31835951E-05  
  84               3.60563975E+00   3.67834691E+03   5.33626713E-01   3.31694002E-01   1.33651423E-01   4.42424823E-04   2.27836623E-04   5.36878123E-05   4.60692975E-05   3.06067363E-05  
  85               3.92230879E+00   3.71066356E+03   5.27965803E-01   3.37849052E-01   1.33157456E-01   4.40775992E-04   2.23883144E-04   5.34046969E-05   4.58860213E-05   2.78213154E-05  
  86               4.26665141E+00   3.74307121E+03   5.22462973E-01   3.43832031E-01   1.32677262E-01   4.39171069E-04   2.20006446E-04   5.31243566E-05   4.57069899E-05   2.49461486E-05  
  87               4.64118698E+00   3.77629162E+03   5.16779456E-01   3.50011437E-01   1.32181292E-01   4.37511779E-04   2.15988403E-04   5.28352707E-05   4.55220303E-05   2.19548072E-05  
  88               5.04867521E+00   3.80963550E+03   5.11256162E-01   3.56016558E-01   1.31699293E-01   4.35896455E-04   2.12050219E-04   5.25488159E-05   4.53413333E-05   1.89997119E-05  
  89               5.49214765E+00   3.84384948E+03   5.05547511E-01   3.62223327E-01   1.31201123E-01   4.34224647E-04   2.07966689E-04   5.22533316E-05   4.51545329E-05   1.60773110E-05  
  90               5.97492332E+00   3.87823849E+03   4.99993113E-01   3.68262455E-01   1.30716417E-01   4.32594211E-04   2.03960605E-04   5.19600532E-05   4.49717664E-05   1.33490467E-05  
  91               6.50065097E+00   3.91356194E+03   4.94247269E-01   3.74510008E-01   1.30215024E-01   4.30904335E-04   1.99804415E-04   5.16574180E-05   4.47826768E-05   1.08150796E-05  
  92               7.07333374E+00   3.94910334E+03   4.88655064E-01   3.80590709E-01   1.29727051E-01   4.29254294E-04   1.95726884E-04   5.13567333E-05   4.45975470E-05   8.60191340E-06  
  93               7.69738226E+00   3.98563901E+03   4.82869722E-01   3.86881774E-01   1.29222252E-01   4.27542487E-04   1.91498096E-04   5.10465074E-05   4.44060005E-05   6.68253393E-06  
  94               8.37764103E+00   4.02243872E+03   4.77237489E-01   3.93006597E-01   1.28730832E-01   4.25868318E-04   1.87349880E-04   5.07379628E-05   4.42183338E-05   5.11458267E-06  
  95               9.11945773E+00   4.06027708E+03   4.71419796E-01   3.99333436E-01   1.28223254E-01   4.24131927E-04   1.83056864E-04   5.04199888E-05   4.40244281E-05   3.83865588E-06  
  96               9.92871639E+00   4.09841145E+03   4.65762574E-01   4.05485977E-01   1.27729693E-01   4.22432402E-04   1.78852798E-04   5.01036580E-05   4.38345463E-05   2.85379913E-06  
  97               1.08119132E+01   4.13763611E+03   4.59926385E-01   4.11833412E-01   1.27220536E-01   4.20668763E-04   1.74511521E-04   4.97779538E-05   4.36385595E-05   2.09064654E-06  
  98               1.17761859E+01   4.17721557E+03   4.54247377E-01   4.18010046E-01   1.26725101E-01   4.18936956E-04   1.70261948E-04   4.94534930E-05   4.34464150E-05   1.52445878E-06  
  99               1.28293909E+01   4.21798719E+03   4.48376103E-01   4.24395974E-01   1.26212902E-01   4.17131803E-04   1.65871696E-04   4.91190937E-05   4.32477075E-05   1.09932340E-06  
  100              1.39801367E+01   4.25921922E+03   4.42640284E-01   4.30634664E-01   1.25712526E-01   4.15346290E-04   1.61565324E-04   4.87849794E-05   4.30521123E-05   7.91412535E-07  
  101              1.52378871E+01   4.30175875E+03   4.36696305E-01   4.37099883E-01   1.25193995E-01   4.13475046E-04   1.57115886E-04   4.84403364E-05   4.28494230E-05   5.64692822E-07  
