# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CH4              H2O              NH3              H2S              H2O(s)           Ar              
  1                1.00000000E-05   2.83311485E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.61492955E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  2                1.55821580E-04   3.34359183E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   3.43399489E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  3                3.27941178E-04   3.88517588E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   3.01862558E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  4                5.31112149E-04   4.01702788E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.04992922E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  5                7.70847498E-04   4.16962941E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.01247776E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  6                1.05363240E-03   4.42217287E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   3.59068804E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  7                1.38702229E-03   4.51845357E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   3.42736948E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  8                1.77986536E-03   4.74170747E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   3.27294618E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  9                2.24259569E-03   4.82579202E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   3.14277359E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  10               2.78713632E-03   5.03714300E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   3.04593768E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  11               3.42740947E-03   5.12829031E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.27669150E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  12               4.17985032E-03   5.33901258E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.19121490E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  13               5.06311321E-03   5.43867966E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.09505573E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  14               6.09833978E-03   5.63369629E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   3.68737288E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  15               7.31066384E-03   5.74594066E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.33968861E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  16               8.72889521E-03   5.95082571E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   3.02984051E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  17               1.03852508E-02   6.08151209E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.10100284E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  18               1.23156009E-02   6.30859064E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.33918400E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  19               1.45613352E-02   6.46023808E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.51877773E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  20               1.71703498E-02   6.71283749E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.66650771E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  21               2.01976155E-02   6.90234142E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.79879306E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  22               2.37060321E-02   7.19910875E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.56133738E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  23               2.77595330E-02   7.46256041E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.65688325E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
  24               3.24346906E-02   7.78982955E+01   8.38832076E-01   1.60608802E-01   5.31825355E-04   2.74444098E-18   7.22458345E-09   2.30017906E-05   0.00000000E+00   4.22443193E-06  
