# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   5.96105831E+02   8.38666485E-01   1.60320663E-01   1.00010557E-14   3.78334023E-04   3.89479199E-04   6.08063954E-05   0.00000000E+00   0.00000000E+00  
  2                1.47340214E-05   6.20179075E+02   8.38751688E-01   1.60299627E-01   4.61133002E-14   4.45330961E-04   3.25391044E-04   6.07984365E-05   0.00000000E+00   0.00000000E+00  
  3                2.17265760E-05   6.43819639E+02   8.38798435E-01   1.60288003E-01   1.81970734E-13   4.82545477E-04   2.90309020E-04   6.07940025E-05   0.00000000E+00   0.00000000E+00  
  4                3.08469955E-05   6.54657848E+02   8.38797004E-01   1.60288260E-01   3.01705168E-13   4.82044052E-04   2.91474773E-04   6.07938268E-05   0.00000000E+00   0.00000000E+00  
  5                4.22319934E-05   6.71735162E+02   8.38813466E-01   1.60284117E-01   7.21263958E-13   4.95366699E-04   2.79159390E-04   6.07921400E-05   0.00000000E+00   0.00000000E+00  
  6                5.63289409E-05   6.79449810E+02   8.38808293E-01   1.60285324E-01   9.77366765E-13   4.91736000E-04   2.83104275E-04   6.07922601E-05   0.00000000E+00   0.00000000E+00  
  7                7.36511832E-05   6.94711330E+02   8.38819517E-01   1.60282481E-01   2.01380749E-12   5.00837705E-04   2.74704920E-04   6.07910471E-05   0.00000000E+00   0.00000000E+00  
  8                9.49189376E-05   7.01274295E+02   8.38814278E-01   1.60283713E-01   2.53540182E-12   4.97067733E-04   2.78672418E-04   6.07911165E-05   0.00000000E+00   0.00000000E+00  
  9                1.20936198E-04   7.15787400E+02   8.38823096E-01   1.60281459E-01   4.83575023E-12   5.04243260E-04   2.72053620E-04   6.07901055E-05   0.00000000E+00   0.00000000E+00  
  10               1.52762102E-04   7.21831697E+02   8.38818142E-01   1.60282617E-01   5.86831526E-12   5.00661306E-04   2.75776165E-04   6.07900747E-05   0.00000000E+00   0.00000000E+00  
  11               1.91602043E-04   7.36093665E+02   8.38825496E-01   1.60280706E-01   1.06822050E-11   5.06701693E-04   2.70208607E-04   6.07891665E-05   0.00000000E+00   0.00000000E+00  
  12               2.39009011E-04   7.41971601E+02   8.38820903E-01   1.60281757E-01   1.27267423E-11   5.03406860E-04   2.73612877E-04   6.07890094E-05   0.00000000E+00   0.00000000E+00  
  13               2.96765912E-04   7.56257712E+02   8.38827168E-01   1.60280075E-01   2.24540578E-11   5.08663491E-04   2.68774056E-04   6.07881540E-05   0.00000000E+00   0.00000000E+00  
  14               3.67142272E-04   7.62094128E+02   8.38822796E-01   1.60281033E-01   2.64171371E-11   5.05592455E-04   2.71932959E-04   6.07878555E-05   0.00000000E+00   0.00000000E+00  
  15               4.52796012E-04   7.76501149E+02   8.38828043E-01   1.60279531E-01   4.54189241E-11   5.10204068E-04   2.67696545E-04   6.07870207E-05   0.00000000E+00   0.00000000E+00  
