# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CH4              H2O              NH3              H2S              H2O(s)           Ar              
  31               1.01775415E-01   1.27896111E+02   8.38729720E-01   1.60589414E-01   5.31761154E-04   5.35856047E-13   2.17820501E-05   2.29984001E-05   2.10017810E-12   4.22392197E-06  
  32               1.09225538E-01   1.33589077E+02   8.38729720E-01   1.60589414E-01   5.31761154E-04   2.63603415E-12   1.21819261E-04   2.29984001E-05   0.00000000E+00   4.22392197E-06  
  33               1.13863547E-01   1.32663849E+02   8.38729720E-01   1.60589414E-01   5.31761154E-04   2.64407277E-12   1.21819261E-04   2.29984001E-05   8.62084640E-12   4.22392197E-06  
  34               1.19584077E-01   1.37595023E+02   8.38729720E-01   1.60589414E-01   5.31761154E-04   1.12649192E-11   1.21819261E-04   2.29984001E-05   0.00000000E+00   4.22392197E-06  
  35               1.26634593E-01   1.37336743E+02   8.38729719E-01   1.60589413E-01   5.31761154E-04   1.13219115E-11   1.21819261E-04   2.29984001E-05   6.11201693E-11   4.22392197E-06  
  36               1.35317474E-01   1.43242578E+02   8.38729719E-01   1.60589413E-01   5.31761154E-04   7.24420808E-11   1.21819261E-04   2.29984001E-05   0.00000000E+00   4.22392197E-06  
  37               1.46002017E-01   1.43841593E+02   8.38729719E-01   1.60589413E-01   5.31761154E-04   7.29910360E-11   1.21819261E-04   2.29984001E-05   5.88715474E-10   4.22392196E-06  
  38               1.59139269E-01   1.50994943E+02   8.38729719E-01   1.60589413E-01   5.31761154E-04   6.61706510E-10   1.21819261E-04   2.29984001E-05   0.00000000E+00   4.22392196E-06  
  39               1.75280825E-01   1.52443456E+02   8.38729716E-01   1.60589413E-01   5.31761152E-04   6.65536924E-10   1.21819261E-04   2.29984000E-05   4.10787154E-09   4.22392195E-06  
  40               1.95103246E-01   1.59535134E+02   8.38729716E-01   1.60589413E-01   5.31761152E-04   4.77340847E-09   1.21819261E-04   2.29984000E-05   0.00000000E+00   4.22392195E-06  
  41               2.19431504E-01   1.61298758E+02   8.38729692E-01   1.60589408E-01   5.31761137E-04   4.79902151E-09   1.21819258E-04   2.29983993E-05   2.74694192E-08   4.22392183E-06  
  42               2.49269842E-01   1.68066314E+02   8.38729692E-01   1.60589408E-01   5.31761137E-04   3.22684408E-08   1.21819258E-04   2.29983993E-05   0.00000000E+00   4.22392183E-06  
  43               2.85844814E-01   1.71106204E+02   8.38729573E-01   1.60589385E-01   5.31761061E-04   3.24016048E-08   1.21819240E-04   2.29983960E-05   1.42845773E-07   4.22392123E-06  
  44               3.30665633E-01   1.77726416E+02   8.38729573E-01   1.60589385E-01   5.31761061E-04   1.75247378E-07   1.21819240E-04   2.29983960E-05   0.00000000E+00   4.22392123E-06  
  45               3.85591226E-01   1.81183556E+02   8.38728891E-01   1.60589255E-01   5.31760629E-04   1.76003530E-07   1.21819141E-04   2.29983774E-05   8.12096549E-07   4.22391779E-06  
  46               4.52917535E-01   1.88138594E+02   8.38728891E-01   1.60589255E-01   5.31760629E-04   9.88100079E-07   1.21819141E-04   2.29983774E-05   0.00000000E+00   4.22391779E-06  
  47               5.35410646E-01   1.92925061E+02   8.38722382E-01   1.60588009E-01   5.31756502E-04   9.95241445E-07   1.21818196E-04   2.29981989E-05   7.75350858E-06   4.22388501E-06  
  48               6.36261323E-01   2.02912741E+02   8.38722382E-01   1.60588009E-01   5.31756502E-04   8.74875002E-06   1.21818196E-04   2.29981989E-05   0.00000000E+00   4.22388501E-06  
  49               7.59230723E-01   2.09547259E+02   8.38699404E-01   1.60583609E-01   5.31741934E-04   8.77285444E-06   1.21814858E-04   2.29975688E-05   2.73715413E-05   4.22376930E-06  
  50               9.08785270E-01   2.21615320E+02   8.38616024E-01   1.60567644E-01   5.31689070E-04   3.62173874E-05   1.21802748E-04   2.29952825E-05   9.93399217E-05   4.22334938E-06  
  51               1.08868284E+00   2.34280902E+02   8.38073892E-01   1.60463844E-01   5.31345355E-04   1.35470236E-04   1.21724007E-04   2.29804170E-05   6.46458834E-04   4.22061916E-06  
  52               1.29647152E+00   2.47230960E+02   8.38073892E-01   1.60463844E-01   5.31345355E-04   7.81929070E-04   1.21724007E-04   2.29804170E-05   0.00000000E+00   4.22061916E-06  
  53               1.52782959E+00   2.59911983E+02   8.38073892E-01   1.60463844E-01   5.31345355E-04   7.81929070E-04   1.21724007E-04   2.29804170E-05   0.00000000E+00   4.22061916E-06  
  54               1.80966456E+00   2.73699557E+02   8.38073892E-01   1.60463844E-01   5.31345355E-04   7.81929070E-04   1.21724007E-04   2.29804170E-05   0.00000000E+00   4.22061916E-06  
  55               2.15241570E+00   2.88436054E+02   8.38073892E-01   1.60463844E-01   5.31345355E-04   7.81929070E-04   1.21724007E-04   2.29804170E-05   0.00000000E+00   4.22061916E-06  
  56               2.56828919E+00   3.04312907E+02   8.38073892E-01   1.60463844E-01   5.31345355E-04   7.81929070E-04   1.21724007E-04   2.29804170E-05   0.00000000E+00   4.22061916E-06  
  57               3.07160965E+00   3.21146044E+02   8.38073892E-01   1.60463844E-01   5.31345355E-04   7.81929053E-04   1.21724007E-04   2.29804170E-05   0.00000000E+00   4.22061916E-06  
  58               3.67869770E+00   3.39123732E+02   8.38073892E-01   1.60463844E-01   5.31345355E-04   7.81928995E-04   1.21724007E-04   2.29804170E-05   0.00000000E+00   4.22061916E-06  
  59               4.40975924E+00   3.58068324E+02   8.38073891E-01   1.60463844E-01   5.31345354E-04   7.81928808E-04   1.21724005E-04   2.29804169E-05   0.00000000E+00   4.22061915E-06  
  60               5.28903687E+00   3.78232846E+02   8.38073893E-01   1.60463844E-01   5.31345354E-04   7.81926656E-04   1.21723997E-04   2.29804169E-05   0.00000000E+00   4.22061915E-06  
  61               6.34261141E+00   3.99372965E+02   8.38073570E-01   1.60463782E-01   5.31345150E-04   7.81926355E-04   1.21723926E-04   2.29804081E-05   0.00000000E+00   4.22061753E-06  
  62               7.59718304E+00   4.21658446E+02   8.38073924E-01   1.60463813E-01   5.31345252E-04   7.81541962E-04   1.21723871E-04   2.29804125E-05   0.00000000E+00   4.22061834E-06  
  63               9.08496507E+00   4.44817318E+02   8.38073922E-01   1.60463813E-01   5.31345251E-04   7.81542139E-04   1.21723648E-04   2.29804125E-05   0.00000000E+00   4.22061833E-06  
  64               1.08415091E+01   4.69087313E+02   8.38073847E-01   1.60463800E-01   5.31345208E-04   7.81550980E-04   1.21723042E-04   2.29804106E-05   0.00000000E+00   4.22061799E-06  
  65               1.29022690E+01   4.94110334E+02   8.38073192E-01   1.60463735E-01   5.31344993E-04   7.81868606E-04   1.21721542E-04   2.29804013E-05   0.00000000E+00   4.22061629E-06  
  66               1.53037305E+01   5.20093619E+02   8.38071583E-01   1.60463734E-01   5.31344991E-04   7.83479912E-04   1.21718215E-04   2.29804012E-05   0.00000000E+00   4.22061627E-06  
  67               1.81029024E+01   5.46811416E+02   8.38068831E-01   1.60463205E-01   5.31343240E-04   7.83477329E-04   1.21710784E-04   2.29803255E-05   0.00000000E+00   4.22060236E-06  
  68               2.13668264E+01   5.74679373E+02   8.38071863E-01   1.60463467E-01   5.31344106E-04   7.80189539E-04   1.21696697E-04   2.29803630E-05   0.00000000E+00   4.22060924E-06  
  69               2.51553639E+01   6.03301665E+02   8.38071881E-01   1.60463463E-01   5.31344092E-04   7.80189536E-04   1.21669835E-04   2.29803623E-05   0.00000000E+00   4.22060913E-06  
  70               2.95188778E+01   6.32896902E+02   8.38071913E-01   1.60463455E-01   5.31344065E-04   7.80189540E-04   1.21621366E-04   2.29803612E-05   0.00000000E+00   4.22060892E-06  
  71               3.45276202E+01   6.63059892E+02   8.38071967E-01   1.60463442E-01   5.31344022E-04   7.80189568E-04   1.21540140E-04   2.29803594E-05   0.00000000E+00   4.22060858E-06  
  72               4.02910113E+01   6.94336322E+02   8.38072054E-01   1.60463420E-01   5.31343949E-04   7.80189657E-04   1.21407165E-04   2.29803563E-05   0.00000000E+00   4.22060802E-06  
  73               4.69086491E+01   7.26309084E+02   8.38072188E-01   1.60463388E-01   5.31343839E-04   7.80189878E-04   1.21203572E-04   2.29803516E-05   0.00000000E+00   4.22060715E-06  
  74               5.44738211E+01   7.59348288E+02   8.38072386E-01   1.60463338E-01   5.31343671E-04   7.80190359E-04   1.20899188E-04   2.29803445E-05   0.00000000E+00   4.22060585E-06  
  75               6.30893497E+01   7.92935713E+02   8.38072658E-01   1.60463268E-01   5.31343433E-04   7.80191297E-04   1.20474022E-04   2.29803344E-05   0.00000000E+00   4.22060402E-06  
  76               7.29650037E+01   8.27832959E+02   8.38073022E-01   1.60463169E-01   5.31343088E-04   7.80193030E-04   1.19884839E-04   2.29803201E-05   0.00000000E+00   4.22060140E-06  
  77               8.43296570E+01   8.63716439E+02   8.38073295E-01   1.60463000E-01   5.31342494E-04   7.80195841E-04   1.19115064E-04   2.29802956E-05   0.00000000E+00   4.22059697E-06  
  78               9.73579701E+01   9.01021056E+02   8.38073940E-01   1.60462840E-01   5.31341882E-04   7.80200248E-04   1.18123913E-04   2.29802719E-05   0.00000000E+00   4.22059276E-06  
  79               1.12154746E+02   9.38894302E+02   8.38074535E-01   1.60462615E-01   5.31340956E-04   7.80206712E-04   1.16939481E-04   2.29842515E-05   0.00000000E+00   4.22058684E-06  
  80               1.28788854E+02   9.77594256E+02   8.38075413E-01   1.60462386E-01   5.31339804E-04   7.80217757E-04   1.15548181E-04   2.29881159E-05   0.00000000E+00   4.22058081E-06  
  81               1.47522760E+02   1.01665056E+03   8.38076323E-01   1.60462125E-01   5.31338138E-04   7.80230021E-04   1.14015466E-04   2.30115419E-05   0.00000000E+00   4.22057396E-06  
  82               1.68659949E+02   1.05682746E+03   8.38077195E-01   1.60461818E-01   5.31335515E-04   7.80243034E-04   1.12320297E-04   2.30729718E-05   0.00000000E+00   4.22056587E-06  
  83               1.92442667E+02   1.09739801E+03   8.38077773E-01   1.60461456E-01   5.31331326E-04   7.80252970E-04   1.10569891E-04   2.32235502E-05   0.00000000E+00   4.22055634E-06  
  84               2.19070126E+02   1.13891333E+03   8.38077733E-01   1.60460993E-01   5.31324367E-04   7.80254004E-04   1.08748723E-04   2.35749392E-05   0.00000000E+00   4.22054417E-06  
  85               2.48712023E+02   1.18047022E+03   8.38077599E-01   1.60460599E-01   5.31313926E-04   7.80240516E-04   1.06986828E-04   2.42856722E-05   0.00000000E+00   4.22053382E-06  
  86               2.81734270E+02   1.22292460E+03   8.38078679E-01   1.60460307E-01   5.31297788E-04   7.80313819E-04   1.05237593E-04   2.42855123E-05   0.00000000E+00   4.22052613E-06  
  87               3.18816539E+02   1.26586179E+03   8.38079672E-01   1.60460030E-01   5.31273073E-04   7.80388912E-04   1.03609600E-04   2.42852895E-05   0.00000000E+00   4.22051883E-06  
  88               3.60464738E+02   1.31014582E+03   8.38080615E-01   1.60459755E-01   5.31234995E-04   7.80464400E-04   1.02039466E-04   2.42849658E-05   0.00000000E+00   4.22051161E-06  
  89               4.07070119E+02   1.35478580E+03   8.38081423E-01   1.60459502E-01   5.31179785E-04   7.80533548E-04   1.00652133E-04   2.42845081E-05   0.00000000E+00   4.22050495E-06  
  90               4.58960336E+02   1.40049974E+03   8.38082137E-01   1.60459253E-01   5.31099811E-04   7.80590779E-04   9.93703882E-05   2.42838481E-05   0.00000000E+00   4.22049840E-06  
  91               5.16638012E+02   1.44630569E+03   8.38082674E-01   1.60459024E-01   5.30991032E-04   7.80627515E-04   9.83063382E-05   2.42829243E-05   0.00000000E+00   4.22049238E-06  
  92               5.79220121E+02   1.49214130E+03   8.38083062E-01   1.60458797E-01   5.30845823E-04   7.80636446E-04   9.73827276E-05   2.42816214E-05   0.00000000E+00   4.22048642E-06  
  93               6.48593928E+02   1.53805181E+03   8.38083210E-01   1.60458580E-01   5.30659883E-04   7.80615280E-04   9.66747596E-05   2.42797474E-05   0.00000000E+00   4.22048069E-06  
  94               7.26847171E+02   1.58588676E+03   8.38083108E-01   1.60458338E-01   5.30413686E-04   7.80561695E-04   9.60731516E-05   2.42767522E-05   0.00000000E+00   4.22047433E-06  
  95               8.16358241E+02   1.63520461E+03   8.38082512E-01   1.60458061E-01   5.30102049E-04   7.80476017E-04   9.56780130E-05   2.42715369E-05   0.00000000E+00   4.22046706E-06  
  96               9.20017285E+02   1.68771462E+03   8.38064248E-01   1.60454456E-01   5.29683164E-04   7.80400436E-04   9.53965979E-05   2.42603808E-05   0.00000000E+00   4.22037224E-06  
  97               1.04153389E+03   1.74285572E+03   8.38042008E-01   1.60454060E-01   5.29118786E-04   8.01446003E-04   9.53385166E-05   2.34388460E-05   0.00000000E+00   4.22036182E-06  
  98               1.18529901E+03   1.80233769E+03   8.38039208E-01   1.60453559E-01   5.28446966E-04   8.00988449E-04   9.54256514E-05   2.34614700E-05   0.00000000E+00   4.22034864E-06  
  99               1.35447221E+03   1.86454134E+03   8.38033638E-01   1.60452761E-01   5.27636551E-04   8.00698574E-04   9.57573213E-05   2.34758096E-05   0.00000000E+00   4.22032765E-06  
  100              1.55301262E+03   1.93060187E+03   8.38024564E-01   1.60451639E-01   5.26638096E-04   8.00824573E-04   9.62447461E-05   2.34822717E-05   0.00000000E+00   4.22029815E-06  
  101              1.78582705E+03   1.99901036E+03   8.37933650E-01   1.60435779E-01   5.25424935E-04   8.03439688E-04   9.69610293E-05   2.34554854E-05   0.00000000E+00   4.21988097E-06  
