# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                NH3              N2              
  30               4.68071473E-03   3.17540516E+02   8.38074248E-01   1.60463837E-01   7.81601434E-04   5.31345332E-04   6.69840196E-25   7.02718532E-33   1.21681431E-04   2.12854640E-08  
  31               5.37651739E-03   3.31764171E+02   8.38074317E-01   1.60463821E-01   7.81600487E-04   5.31345278E-04   1.47367848E-23   2.26533413E-31   1.21578177E-04   7.29063975E-08  
  32               6.17319153E-03   3.33455973E+02   8.38074306E-01   1.60463823E-01   7.81600496E-04   5.31345284E-04   1.63819260E-23   3.15806836E-31   1.21592639E-04   6.56763734E-08  
  33               7.08553923E-03   3.48797034E+02   8.38074505E-01   1.60463772E-01   7.81597951E-04   5.31345118E-04   3.37931304E-22   9.40039935E-30   1.21285375E-04   2.19289171E-07  
  34               8.12971218E-03   3.51542046E+02   8.38074506E-01   1.60463774E-01   7.81590753E-04   5.31345124E-04   4.50109878E-22   1.57969166E-29   1.21294689E-04   2.14632642E-07  
  35               9.32647304E-03   3.68019837E+02   8.38075040E-01   1.60463608E-01   7.81589942E-04   5.31344573E-04   8.40268655E-21   4.18295435E-28   1.20358461E-04   6.82683951E-07  
  36               1.06973669E-02   3.72080444E+02   8.38075192E-01   1.60463602E-01   7.81488701E-04   5.31344553E-04   1.34791858E-20   8.51211570E-28   1.20270054E-04   7.26884665E-07  
  37               1.22753686E-02   3.90150638E+02   8.38077129E-01   1.60463132E-01   7.81486416E-04   5.31342998E-04   2.37144641E-19   2.09324704E-26   1.17342970E-04   2.19024875E-06  
  38               1.40927611E-02   3.96112364E+02   8.38077618E-01   1.60463014E-01   7.81485842E-04   5.31342605E-04   4.77645866E-19   5.38591713E-26   1.16604050E-04   2.55966401E-06  
  39               1.62187862E-02   4.16487315E+02   8.38080403E-01   1.60461042E-01   7.81476671E-04   5.31336078E-04   8.28000950E-18   1.29203373E-24   1.07882314E-04   6.91978391E-06  
  40               1.87210995E-02   4.25226577E+02   8.38085930E-01   1.60460767E-01   7.77913185E-04   5.31335166E-04   2.17146401E-17   4.40488016E-24   1.04424779E-04   8.64844725E-06  
  41               2.17730733E-02   4.49268629E+02   8.38098371E-01   1.60457550E-01   7.78064022E-04   5.31324513E-04   3.98715234E-16   1.12123402E-22   8.48152150E-05   1.84520089E-05  
  42               2.55491031E-02   4.63031395E+02   8.38102819E-01   1.60456043E-01   7.79826270E-04   5.31319522E-04   1.58004422E-15   5.91059718E-22   7.54214353E-05   2.31483271E-05  
  43               3.03771311E-02   4.93066308E+02   8.38119148E-01   1.60452084E-01   7.79807037E-04   5.31306414E-04   3.29080169E-14   1.73608026E-20   5.07488924E-05   3.54830971E-05  
  44               3.65135350E-02   5.12268304E+02   8.38125483E-01   1.60450548E-01   7.79799583E-04   5.31301329E-04   1.62169206E-13   1.17549982E-19   4.11779794E-05   4.02679712E-05  
  45               4.41996680E-02   5.48420355E+02   8.38136153E-01   1.60447962E-01   7.79787071E-04   5.31292760E-04   3.11477394E-12   3.18816311E-18   2.50557528E-05   4.83281034E-05  
  46               5.35677896E-02   5.74651223E+02   8.38140268E-01   1.60446964E-01   7.79782336E-04   5.31289439E-04   1.85550623E-11   2.60942172E-17   1.88365874E-05   5.14373075E-05  
  47               6.45939706E-02   6.14439154E+02   8.38144977E-01   1.60445822E-01   7.79777154E-04   5.31285427E-04   2.43917881E-10   4.67389477E-16   1.17203931E-05   5.49949715E-05  
  48               7.72219125E-02   6.41197060E+02   8.38146581E-01   1.60445428E-01   7.79775406E-04   5.31283339E-04   1.01845602E-09   2.57881052E-15   9.28327607E-06   5.62133809E-05  
  49               9.14560720E-02   6.81848176E+02   8.38148590E-01   1.60444929E-01   7.79768941E-04   5.31274167E-04   8.46307706E-09   2.78117189E-14   6.21854699E-06   5.77455560E-05  
  50               1.07344965E-01   7.07629480E+02   8.38149057E-01   1.60444725E-01   7.79755196E-04   5.31256499E-04   2.53324150E-08   1.05840108E-13   5.22915177E-06   5.82401762E-05  
  51               1.24950024E-01   7.48518243E+02   8.38149985E-01   1.60444409E-01   7.79645984E-04   5.31134346E-04   1.45791085E-07   7.60835787E-13   3.74765569E-06   5.89808042E-05  
  52               1.44356154E-01   7.73140879E+02   8.38150516E-01   1.60444272E-01   7.79463486E-04   5.30938947E-04   3.39941181E-07   2.19133310E-12   3.30310546E-06   5.92030272E-05  
  53               1.65742104E-01   8.14323961E+02   8.38152504E-01   1.60443768E-01   7.78353844E-04   5.29792399E-04   1.48109419E-06   1.16383369E-11   2.49677488E-06   5.96059996E-05  
  54               1.89319774E-01   8.38234340E+02   8.38154374E-01   1.60443253E-01   7.76964867E-04   5.28373326E-04   2.89484637E-06   2.76546478E-11   2.27515296E-06   5.97166131E-05  
  55               2.15395383E-01   8.80288581E+02   8.38163868E-01   1.60440791E-01   7.69779540E-04   5.21109512E-04   1.01351566E-05   1.18271309E-10   1.78987010E-06   5.99583078E-05  
  56               2.44302905E-01   9.04202764E+02   8.38172261E-01   1.60438271E-01   7.62634528E-04   5.13908651E-04   1.73158014E-05   2.47348256E-10   1.66882037E-06   6.00178604E-05  
  57               2.76881163E-01   9.48156686E+02   8.38211949E-01   1.60428004E-01   7.31452683E-04   4.82582464E-04   4.85658705E-05   9.12238048E-10   1.35251735E-06   6.01720410E-05  
  58               3.14106438E-01   9.73939119E+02   8.38245070E-01   1.60419931E-01   7.06473227E-04   4.57479825E-04   7.36180716E-05   1.80502334E-09   1.27682637E-06   6.02067401E-05  
  59               3.58729477E-01   1.02312563E+03   8.38354032E-01   1.60393391E-01   6.24265917E-04   3.74918900E-04   1.56037174E-04   6.31837251E-09   1.05297118E-06   6.03082699E-05  
  60               4.13852575E-01   1.05612403E+03   8.38425460E-01   1.60375975E-01   5.70345866E-04   3.20708005E-04   2.10176454E-04   1.33174686E-08   9.92102432E-07   6.03317382E-05  
  61               4.86404646E-01   1.11811023E+03   8.38577277E-01   1.60338937E-01   4.55756329E-04   2.05453401E-04   3.25306199E-04   5.01216332E-08   8.22530542E-07   6.04013773E-05  
  62               5.84571847E-01   1.16801490E+03   8.38658369E-01   1.60319108E-01   3.94500979E-04   1.43768687E-04   3.86942000E-04   1.27427410E-07   7.65845289E-07   6.04209483E-05  
  63               7.10420960E-01   1.21776417E+03   8.38713899E-01   1.60305482E-01   3.52454712E-04   1.01411466E-04   4.29270762E-04   2.95705299E-07   7.36295730E-07   6.04289672E-05  
  64               8.63679380E-01   1.25774177E+03   8.38739894E-01   1.60299037E-01   3.32625486E-04   8.14148064E-05   4.49256127E-04   5.40978173E-07   7.51161595E-07   6.04174720E-05  
  65               1.04387166E+00   1.30109459E+03   8.38763148E-01   1.60293186E-01   3.14698383E-04   6.33376102E-05   4.67321895E-04   1.00375658E-06   7.59697603E-07   6.04089499E-05  
  66               1.25147915E+00   1.33754615E+03   8.38774793E-01   1.60290107E-01   3.05404227E-04   5.39326424E-05   4.76720299E-04   1.61153075E-06   7.90906948E-07   6.03900549E-05  
  67               1.48680310E+00   1.37912827E+03   8.38787243E-01   1.60286609E-01   2.95090112E-04   4.34309111E-05   4.87212765E-04   2.71468055E-06   8.07200234E-07   6.03779723E-05  
  68               1.75084684E+00   1.41560602E+03   8.38793156E-01   1.60284426E-01   2.89286332E-04   3.72900000E-05   4.93345905E-04   4.14134018E-06   8.37985735E-07   6.03590051E-05  
  69               2.04477466E+00   1.45837278E+03   8.38798447E-01   1.60281620E-01   2.82783097E-04   2.99396983E-05   5.00685138E-04   6.70443992E-06   8.51087019E-07   6.03481448E-05  
  70               2.36930895E+00   1.49713192E+03   8.38796023E-01   1.60279054E-01   2.79640401E-04   2.52314903E-05   5.05380906E-04   1.00627688E-05   8.74876904E-07   6.03319129E-05  
  71               2.72145939E+00   1.54273942E+03   8.38780334E-01   1.60274292E-01   2.79132097E-04   1.96339658E-05   5.10957638E-04   1.60166451E-05   8.79703252E-07   6.03241851E-05  
  72               3.08999937E+00   1.58483141E+03   8.38762255E-01   1.60271999E-01   2.91467583E-04   1.52588786E-05   5.15319346E-04   2.39549617E-05   8.89457303E-07   6.03160820E-05  
  73               3.46586313E+00   1.63345777E+03   8.38744198E-01   1.60268445E-01   2.91536504E-04   1.15609205E-05   5.18999817E-04   3.76269916E-05   8.79267302E-07   6.03163386E-05  
  74               3.83731569E+00   1.67890461E+03   8.38705453E-01   1.60263511E-01   3.00991894E-04   8.77052764E-06   5.21768570E-04   5.60487518E-05   8.70932339E-07   6.03163056E-05  
  75               4.18158098E+00   1.71786771E+03   8.38630778E-01   1.60254755E-01   3.23463728E-04   6.72414803E-06   5.23782356E-04   7.74693862E-05   8.66766489E-07   6.03145748E-05  
  76               4.47988474E+00   1.74968617E+03   8.38519964E-01   1.60246114E-01   3.81839807E-04   4.91108761E-06   5.25565818E-04   9.97718203E-05   8.64871215E-07   6.03154144E-05  
  77               4.73213758E+00   1.77514196E+03   8.38500847E-01   1.60244226E-01   3.81277941E-04   4.39187278E-06   5.26075674E-04   1.21291651E-04   8.64795262E-07   6.03129338E-05  
  78               5.00863227E+00   1.80187249E+03   8.38466919E-01   1.60240030E-01   3.80761573E-04   3.92549896E-06   5.26524513E-04   1.47965442E-04   8.65555392E-07   6.03089897E-05  
  79               5.24422709E+00   1.82356594E+03   8.38444272E-01   1.60237920E-01   3.80398628E-04   3.59984387E-06   5.26839892E-04   1.73045847E-04   8.67143101E-07   6.03057161E-05  
  80               5.43181993E+00   1.84037800E+03   8.38424506E-01   1.60236101E-01   3.80142397E-04   3.37265025E-06   5.27058343E-04   1.94857485E-04   8.68613178E-07   6.03029526E-05  
  81               5.63990212E+00   1.85832018E+03   8.38401133E-01   1.60233972E-01   3.79893684E-04   3.15489495E-06   5.27265925E-04   2.20575537E-04   8.70857775E-07   6.02995377E-05  
  82               5.87002059E+00   1.87766481E+03   8.38373029E-01   1.60231432E-01   3.79647148E-04   2.94154707E-06   5.27467306E-04   2.51429366E-04   8.73491870E-07   6.02956128E-05  
  83               6.12350948E+00   1.89812162E+03   8.38308386E-01   1.60222447E-01   3.79401184E-04   2.74043166E-06   5.27634625E-04   2.87805483E-04   8.76985196E-07   6.02886460E-05  
  84               6.30847064E+00   1.91271511E+03   8.38282277E-01   1.60220126E-01   3.79241560E-04   2.60853166E-06   5.27755822E-04   3.16370196E-04   8.79579769E-07   6.02851437E-05  
  85               6.43819540E+00   1.92261996E+03   8.38263390E-01   1.60218446E-01   3.79147519E-04   2.52587692E-06   5.27830753E-04   3.37010705E-04   8.81717482E-07   6.02825073E-05  
  86               6.58423728E+00   1.93372771E+03   8.38240965E-01   1.60216454E-01   3.79036659E-04   2.43659966E-06   5.27910975E-04   3.61517220E-04   8.83971664E-07   6.02795743E-05  
  87               6.74817386E+00   1.94580464E+03   8.38215101E-01   1.60214162E-01   3.78937095E-04   2.34643369E-06   5.27990749E-04   3.89743033E-04   8.86847786E-07   6.02760887E-05  
  88               6.93166846E+00   1.95919773E+03   8.38184451E-01   1.60211451E-01   3.78815275E-04   2.25127089E-06   5.28073751E-04   4.23197449E-04   8.89937673E-07   6.02721910E-05  
  89               7.13635747E+00   1.97363476E+03   8.38149046E-01   1.60208327E-01   3.78719869E-04   2.15674767E-06   5.28154321E-04   4.61777912E-04   8.93771417E-07   6.02676131E-05  
  90               7.36392510E+00   1.98945666E+03   8.38107216E-01   1.60204639E-01   3.78589990E-04   2.05930412E-06   5.28235481E-04   5.07389121E-04   8.97926932E-07   6.02624866E-05  
  91               7.61625178E+00   2.00635816E+03   8.38058894E-01   1.60200389E-01   3.78499198E-04   1.96422901E-06   5.28311891E-04   5.59998401E-04   9.02966290E-07   6.02565260E-05  
  92               7.89509644E+00   2.02468059E+03   8.38001961E-01   1.60195389E-01   3.78364292E-04   1.86828428E-06   5.28386111E-04   6.22049986E-04   9.08447856E-07   6.02498530E-05  
  93               8.20400129E+00   2.04416595E+03   8.37936019E-01   1.60189604E-01   3.78229773E-04   1.77616768E-06   5.28453244E-04   6.93895310E-04   9.14999380E-07   6.02421205E-05  
  94               8.54539050E+00   2.06518546E+03   8.37857992E-01   1.60182767E-01   3.78090777E-04   1.68434438E-06   5.28515873E-04   7.78885209E-04   9.22169406E-07   6.02334281E-05  
  95               8.92182460E+00   2.08734455E+03   8.37767746E-01   1.60174867E-01   3.77953021E-04   1.59780873E-06   5.28568887E-04   8.77155425E-04   9.30599711E-07   6.02234311E-05  
  96               9.33601069E+00   2.11103234E+03   8.37661241E-01   1.60165551E-01   3.77811361E-04   1.51302404E-06   5.28614577E-04   9.93108660E-04   9.39804658E-07   6.02122095E-05  
  97               9.79082768E+00   2.13579584E+03   8.37538421E-01   1.60154816E-01   3.77671208E-04   1.43454117E-06   5.28648283E-04   1.12679824E-03   9.50472154E-07   6.01993945E-05  
  98               1.02893439E+01   2.16204490E+03   8.37394042E-01   1.60142204E-01   3.77527084E-04   1.35883474E-06   5.28671925E-04   1.28393236E-03   9.62084509E-07   6.01850355E-05  
  99               1.08348483E+01   2.18927708E+03   8.37228249E-01   1.60127728E-01   3.77384030E-04   1.28992052E-06   5.28681417E-04   1.46434791E-03   9.75366351E-07   6.01687472E-05  
  100              1.14308799E+01   2.21791052E+03   8.37034476E-01   1.60110814E-01   3.77236389E-04   1.22444332E-06   5.28678105E-04   1.67519156E-03   9.89792543E-07   6.01505301E-05  
  101              1.20812610E+01   2.24741398E+03   8.36811225E-01   1.60091129E-01   3.77087876E-04   1.16579756E-06   5.28657352E-04   1.91593204E-03   1.00610065E-06   6.01298539E-05  
