# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  1                1.00000000E-05   4.84171429E+02   8.38152909E-01   1.60443872E-01   3.58366989E-19   7.79744884E-04   1.16234509E-07   5.31142249E-04   6.08407631E-05   0.00000000E+00  
  2                1.21070745E-05   5.24496385E+02   8.38159968E-01   1.60442249E-01   2.14466249E-17   7.74403871E-04   4.71181258E-06   5.26171803E-04   6.08474353E-05   0.00000000E+00  
  3                1.45982106E-05   5.40042699E+02   8.38172056E-01   1.60439418E-01   8.31373105E-17   7.65157972E-04   1.30775694E-05   5.17362761E-04   6.08472247E-05   0.00000000E+00  
  4                1.76480263E-05   5.55445151E+02   8.38198577E-01   1.60433158E-01   2.93343401E-16   7.44926291E-04   3.18646634E-05   4.97846607E-04   6.08454875E-05   0.00000000E+00  
  5                2.14165587E-05   5.64721800E+02   8.38216242E-01   1.60428936E-01   5.81544257E-16   7.31468585E-04   4.46980377E-05   4.84696363E-04   6.08438232E-05   0.00000000E+00  
  6                2.61207739E-05   5.76711331E+02   8.38252695E-01   1.60420222E-01   1.39272670E-15   7.03752151E-04   7.13104919E-05   4.57522317E-04   6.08406495E-05   0.00000000E+00  
  7                3.19985818E-05   5.84530414E+02   8.38268639E-01   1.60416312E-01   2.32275500E-15   6.91565290E-04   8.33402781E-05   4.45409194E-04   6.08388670E-05   0.00000000E+00  
  8                3.93800942E-05   5.95694680E+02   8.38309023E-01   1.60406569E-01   4.88675480E-15   6.60906033E-04   1.13380393E-04   4.15047952E-04   6.08351202E-05   0.00000000E+00  
  9                4.86467232E-05   6.03343981E+02   8.38323323E-01   1.60403086E-01   7.71844262E-15   6.50101648E-04   1.24302158E-04   4.04179799E-04   6.08333699E-05   0.00000000E+00  
  10               6.03050313E-05   6.14257608E+02   8.38363421E-01   1.60393383E-01   1.51052855E-14   6.19745239E-04   1.54448656E-04   3.73915336E-04   6.08295053E-05   0.00000000E+00  
  11               7.49293273E-05   6.21675695E+02   8.38372421E-01   1.60391079E-01   2.26549984E-14   6.12823186E-04   1.61664680E-04   3.66841600E-04   6.08280460E-05   0.00000000E+00  
  12               9.32368275E-05   6.32124577E+02   8.38406200E-01   1.60382875E-01   4.10452326E-14   5.87280279E-04   1.87278181E-04   3.41250227E-04   6.08245867E-05   0.00000000E+00  
  13               1.16059614E-04   6.39181926E+02   8.38408848E-01   1.60382188E-01   5.84106747E-14   5.85318679E-04   1.89596996E-04   3.39106344E-04   6.08235461E-05   0.00000000E+00  
  14               1.44432209E-04   6.49336254E+02   8.38436724E-01   1.60375400E-01   1.00069166E-13   5.64253979E-04   2.10846387E-04   3.17935835E-04   6.08204620E-05   0.00000000E+00  
  15               1.79597524E-04   6.56239132E+02   8.38435331E-01   1.60375695E-01   1.37808970E-13   5.65346420E-04   2.10096469E-04   3.18853766E-04   6.08195860E-05   0.00000000E+00  
  16               2.23079115E-04   6.66275528E+02   8.38458962E-01   1.60369933E-01   2.27113908E-13   5.47497658E-04   2.28162194E-04   3.00882239E-04   6.08167219E-05   0.00000000E+00  
  17               2.76713542E-04   6.73092393E+02   8.38454727E-01   1.60370921E-01   3.05033115E-13   5.50734695E-04   2.25232335E-04   3.03962641E-04   6.08158657E-05   0.00000000E+00  
  18               3.42720099E-04   6.83061770E+02   8.38474857E-01   1.60366007E-01   4.86899973E-13   5.35533452E-04   2.40650588E-04   2.88637572E-04   6.08131254E-05   0.00000000E+00  
  19               4.23796143E-04   6.89840187E+02   8.38468602E-01   1.60367489E-01   6.41089176E-13   5.40292838E-04   2.36160019E-04   2.93259568E-04   6.08121661E-05   0.00000000E+00  
  20               5.23198238E-04   6.99833680E+02   8.38486221E-01   1.60363185E-01   9.98855837E-13   5.26987967E-04   2.49668525E-04   2.79836145E-04   6.08094281E-05   0.00000000E+00  
  21               6.44905043E-04   7.06654642E+02   8.38478777E-01   1.60364959E-01   1.29695635E-12   5.32640421E-04   2.44249436E-04   2.85368735E-04   6.08082363E-05   0.00000000E+00  
  22               7.93706809E-04   7.16761668E+02   8.38494660E-01   1.60361075E-01   1.98474199E-12   5.20643190E-04   2.56433657E-04   2.73259454E-04   6.08053903E-05   0.00000000E+00  
  23               9.75474094E-04   7.23706295E+02   8.38486644E-01   1.60362989E-01   2.55373582E-12   5.26721664E-04   2.50558077E-04   2.79232808E-04   6.08038460E-05   0.00000000E+00  
  24               1.19724626E-03   7.33998357E+02   8.38501278E-01   1.60359407E-01   3.85464561E-12   5.15662051E-04   2.61789062E-04   2.68066764E-04   6.08007961E-05   0.00000000E+00  
  25               1.46763260E-03   7.41113313E+02   8.38492940E-01   1.60361399E-01   4.92647789E-12   5.21974710E-04   2.55654019E-04   2.74286289E-04   6.07987936E-05   0.00000000E+00  
  26               1.79703248E-03   7.51696419E+02   8.38506940E-01   1.60357966E-01   7.37238132E-12   5.11382967E-04   2.66403855E-04   2.63591955E-04   6.07954323E-05   0.00000000E+00  
  27               2.19824044E-03   7.59100200E+02   8.38498896E-01   1.60359884E-01   9.40777792E-12   5.17460705E-04   2.60482909E-04   2.69585737E-04   6.07928375E-05   0.00000000E+00  
  28               2.68684189E-03   7.70076512E+02   8.38512655E-01   1.60356500E-01   1.40124294E-11   5.07029465E-04   2.71062431E-04   2.59053347E-04   6.07890647E-05   0.00000000E+00  
  29               3.28225767E-03   7.77927690E+02   8.38505555E-01   1.60358179E-01   1.79585151E-11   5.12370417E-04   2.65861900E-04   2.64316390E-04   6.07857380E-05   0.00000000E+00  
  30               4.00838787E-03   7.89553038E+02   8.38520142E-01   1.60354574E-01   2.68738270E-11   5.01269523E-04   2.77105820E-04   2.53111758E-04   6.07814282E-05   0.00000000E+00  
  31               4.89499285E-03   7.98084253E+02   8.38514804E-01   1.60355800E-01   3.48531756E-11   5.05233787E-04   2.73270460E-04   2.57000191E-04   6.07772308E-05   0.00000000E+00  
