# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                NH3              N2              
  1                1.00000000E-05   9.53621037E+01   8.38729751E-01   1.60589384E-01   9.96604577E-15   5.31761057E-04   6.29553943E-102  3.16563566E-109  1.21819239E-04   1.08194242E-33  
  2                2.88082950E-05   1.23188885E+02   8.38729732E-01   1.60589381E-01   3.08409076E-10   5.31761045E-04   5.20188814E-79   3.73860597E-88   1.21819237E-04   1.77653572E-26  
  3                5.03421197E-05   1.36668844E+02   8.38729661E-01   1.60589367E-01   2.29330570E-08   5.31761001E-04   2.35862061E-69   3.30037565E-79   1.21819226E-04   1.84035408E-23  
  4                7.55405557E-05   1.42929132E+02   8.38729321E-01   1.60589302E-01   1.07638043E-07   5.31760785E-04   1.02501203E-65   1.15096745E-75   1.21819177E-04   2.09874476E-22  
  5                1.05142507E-04   1.49569987E+02   8.38727942E-01   1.60589038E-01   5.14133250E-07   5.31759911E-04   4.21935759E-62   3.23003064E-72   1.21818977E-04   2.54872830E-21  
  6                1.39984597E-04   1.52996585E+02   8.38727942E-01   1.60589038E-01   2.15678025E-06   5.31759911E-04   3.58795448E-60   1.39345609E-70   1.21818977E-04   6.62006001E-21  
  7                1.81034486E-04   1.57192004E+02   8.38723640E-01   1.60588214E-01   2.16150185E-06   5.31757183E-04   1.40076498E-58   1.16295507E-68   1.21818352E-04   2.35398194E-20  
  8                2.29418785E-04   1.59753894E+02   8.38723640E-01   1.60588214E-01   7.28585482E-06   5.31757183E-04   3.38925565E-57   1.48122095E-67   1.21818352E-04   4.16680325E-20  
  9                2.86448075E-04   1.63336873E+02   8.38723640E-01   1.60588214E-01   7.28585482E-06   5.31757183E-04   5.85424498E-56   4.77702061E-66   1.21818352E-04   1.09338617E-19  
  10               3.53620486E-04   1.65211774E+02   8.38700745E-01   1.60583830E-01   7.30995808E-06   5.31742667E-04   2.04224947E-55   2.63739961E-65   1.21815026E-04   1.46502757E-19  
  11               4.32618115E-04   1.68709726E+02   8.38700745E-01   1.60583830E-01   3.45840476E-05   5.31742667E-04   1.31502725E-53   6.31619049E-64   1.21815026E-04   3.56184179E-19  
  12               5.25801532E-04   1.72321608E+02   8.38700745E-01   1.60583830E-01   3.45840476E-05   5.31742667E-04   1.76415413E-52   1.46908460E-62   1.21815026E-04   8.68371139E-19  
