# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   5.67991179E+02   8.38383353E-01   1.60389310E-01   1.11412880E-15   1.64450208E-04   6.03687489E-04   6.08315661E-05   0.00000000E+00   0.00000000E+00  
  2                1.33412442E-05   6.19622641E+02   8.38763277E-01   1.60296814E-01   4.66395879E-14   4.54097211E-04   3.16628096E-04   6.07974805E-05   0.00000000E+00   0.00000000E+00  
  3                1.93677360E-05   6.37293744E+02   8.38789045E-01   1.60290351E-01   1.26504638E-13   4.74997253E-04   2.97342668E-04   6.07949132E-05   0.00000000E+00   0.00000000E+00  
  4                2.72058370E-05   6.57461247E+02   8.38814778E-01   1.60283903E-01   3.81745179E-13   4.95727182E-04   2.78075064E-04   6.07924164E-05   0.00000000E+00   0.00000000E+00  
  5                3.68918272E-05   6.66606349E+02   8.38812381E-01   1.60284416E-01   5.69729615E-13   4.94324302E-04   2.79943528E-04   6.07923575E-05   0.00000000E+00   0.00000000E+00  
  6                4.86156137E-05   6.82695485E+02   8.38824601E-01   1.60281317E-01   1.26640179E-12   5.04293937E-04   2.70814037E-04   6.07910944E-05   0.00000000E+00   0.00000000E+00  
  7                6.27535541E-05   6.89595426E+02   8.38820795E-01   1.60282197E-01   1.64378816E-12   5.01645533E-04   2.73710877E-04   6.07911312E-05   0.00000000E+00   0.00000000E+00  
  8                7.97026899E-05   7.04129330E+02   8.38829179E-01   1.60280046E-01   3.22534361E-12   5.08533111E-04   2.67439941E-04   6.07902143E-05   0.00000000E+00   0.00000000E+00  
  9                1.00005076E-04   7.09900100E+02   8.38825235E-01   1.60280964E-01   3.91081614E-12   5.05714440E-04   2.70413870E-04   6.07902174E-05   0.00000000E+00   0.00000000E+00  
  10               1.24251790E-04   7.23684106E+02   8.38831731E-01   1.60279270E-01   7.14880852E-12   5.11103805E-04   2.65525694E-04   6.07894586E-05   0.00000000E+00   0.00000000E+00  
  11               1.53203128E-04   7.28848253E+02   8.38827888E-01   1.60280157E-01   8.34784940E-12   5.08345553E-04   2.68390196E-04   6.07893923E-05   0.00000000E+00   0.00000000E+00  
  12               1.87708833E-04   7.42336430E+02   8.38833267E-01   1.60278716E-01   1.46157651E-11   5.12885113E-04   2.64283366E-04   6.07887125E-05   0.00000000E+00   0.00000000E+00  
  13               2.28833533E-04   7.47203501E+02   8.38829580E-01   1.60279542E-01   1.67097653E-11   5.10267170E-04   2.66979317E-04   6.07885566E-05   0.00000000E+00   0.00000000E+00  
  14               2.77783918E-04   7.60690761E+02   8.38834172E-01   1.60278253E-01   2.84792958E-11   5.14271759E-04   2.63362734E-04   6.07879149E-05   0.00000000E+00   0.00000000E+00  
  15               3.36068796E-04   7.65427267E+02   8.38830601E-01   1.60279011E-01   3.21369787E-11   5.11801412E-04   2.65892751E-04   6.07876538E-05   0.00000000E+00   0.00000000E+00  
