# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                NH3              N2              
  11               8.11405724E-04   1.34660245E+02   8.38729728E-01   1.60589402E-01   2.27305084E-09   5.31761115E-04   2.64302134E-70   1.59434911E-77   1.21819252E-04   1.49375506E-25  
  12               9.07999113E-04   1.36383446E+02   8.38729719E-01   1.60589400E-01   4.03838375E-09   5.31761109E-04   2.09995029E-69   1.78286906E-76   1.21819251E-04   4.15393848E-25  
  13               1.02178811E-03   1.41865641E+02   8.38729710E-01   1.60589398E-01   1.49258541E-08   5.31761103E-04   3.42986981E-66   1.04429404E-73   1.21819250E-04   3.03787039E-24  
  14               1.15582569E-03   1.43728176E+02   8.38729667E-01   1.60589390E-01   2.56382380E-08   5.31761077E-04   2.60775836E-65   1.12329590E-72   1.21819244E-04   8.06322426E-24  
  15               1.31372899E-03   1.49090265E+02   8.38729627E-01   1.60589382E-01   7.59374574E-08   5.31761051E-04   1.49400164E-62   2.87250860E-70   1.21819238E-04   4.37615095E-23  
  16               1.49972031E-03   1.51115644E+02   8.38729463E-01   1.60589351E-01   1.24829792E-07   5.31760947E-04   8.73964743E-62   2.30677279E-69   1.21819214E-04   1.03317435E-22  
  17               1.71881830E-03   1.56278970E+02   8.38729307E-01   1.60589321E-01   3.20147788E-07   5.31760848E-04   2.11324262E-59   2.83308101E-67   1.21819191E-04   4.23552485E-22  
  18               1.97690206E-03   1.58196198E+02   8.38728756E-01   1.60589216E-01   5.06779260E-07   5.31760499E-04   1.23490915E-58   2.28352353E-66   1.21819111E-04   9.54418265E-22  
  19               2.28092075E-03   1.63146619E+02   8.38728239E-01   1.60589116E-01   1.16329416E-06   5.31760171E-04   1.98301083E-56   2.09860548E-64   1.21819036E-04   3.49720235E-21  
  20               2.63894643E-03   1.65248625E+02   8.38726587E-01   1.60588800E-01   1.78145964E-06   5.31759124E-04   9.36531813E-56   1.32766985E-63   1.21818796E-04   7.24129853E-21  
  21               3.06045830E-03   1.70332841E+02   8.38725058E-01   1.60588508E-01   3.75047002E-06   5.31758154E-04   9.83492211E-54   8.81783270E-62   1.21818574E-04   2.32859894E-20  
  22               3.55661051E-03   1.72309550E+02   8.38719916E-01   1.60587523E-01   5.57685353E-06   5.31754895E-04   4.10370909E-53   4.83750068E-61   1.21817827E-04   4.52568462E-20  
  23               4.14034375E-03   1.77495904E+02   8.38715169E-01   1.60586614E-01   1.17069142E-05   5.31751885E-04   3.68523994E-51   2.63329929E-59   1.21817138E-04   1.33621577E-19  
  24               4.82654594E-03   1.79438137E+02   8.38698666E-01   1.60583454E-01   1.73779718E-05   5.31741421E-04   1.95330188E-50   1.90236198E-58   1.21814741E-04   2.71451404E-19  
  25               5.63201108E-03   1.84842947E+02   8.38683297E-01   1.60580512E-01   3.70532265E-05   5.31731677E-04   1.25309855E-48   6.85054799E-57   1.21812509E-04   7.34438709E-19  
  26               6.57507079E-03   1.87394401E+02   8.38553837E-01   1.60555724E-01   5.53637795E-05   5.31649599E-04   1.02962602E-47   8.04050827E-56   1.21793706E-04   1.64928673E-18  
  27               7.67002951E-03   1.92618283E+02   8.38427991E-01   1.60531629E-01   2.09712072E-04   5.31569811E-04   4.30398199E-44   9.62252797E-53   1.21775427E-04   1.44093838E-17  
  28               8.91221861E-03   1.96201119E+02   8.38302144E-01   1.60507533E-01   3.59756252E-04   5.31490024E-04   7.25027648E-43   2.48487749E-51   1.21757149E-04   5.04103857E-17  
  29               1.03191080E-02   2.07489789E+02   8.38188053E-01   1.60485689E-01   5.09789514E-04   5.31417689E-04   2.09775113E-40   1.42043122E-48   1.21740578E-04   4.22766369E-16  
  30               1.19124381E-02   2.13042409E+02   8.38073963E-01   1.60463844E-01   6.45817340E-04   5.31345355E-04   2.45259388E-39   2.41886939E-47   1.21724008E-04   1.31879064E-15  
  31               1.37198944E-02   2.24869456E+02   8.38073963E-01   1.60463844E-01   7.81858887E-04   5.31345355E-04   2.68286833E-37   4.80170330E-45   1.21724007E-04   7.49831136E-15  
  32               1.57854075E-02   2.30508860E+02   8.38073963E-01   1.60463844E-01   7.81858887E-04   5.31345355E-04   1.87530556E-36   4.61770973E-44   1.21724007E-04   1.90682648E-14  
  33               1.81972534E-02   2.42059998E+02   8.38073963E-01   1.60463844E-01   7.81858887E-04   5.31345355E-04   9.83556825E-35   4.19069567E-42   1.21724007E-04   7.86488278E-14  
  34               2.10137391E-02   2.47158642E+02   8.38073963E-01   1.60463844E-01   7.81858887E-04   5.31345355E-04   6.09877183E-34   3.53006646E-41   1.21724007E-04   1.83852595E-13  
  35               2.43028213E-02   2.58581682E+02   8.38073963E-01   1.60463844E-01   7.81858887E-04   5.31345355E-04   2.09983081E-32   2.02581301E-39   1.21724006E-04   6.39352300E-13  
  36               2.81423354E-02   2.64027894E+02   8.38073963E-01   1.60463844E-01   7.81858887E-04   5.31345355E-04   1.25579508E-31   1.63896746E-38   1.21724005E-04   1.43124319E-12  
  37               3.26238303E-02   2.75793416E+02   8.38073963E-01   1.60463844E-01   7.81858887E-04   5.31345355E-04   3.35652355E-30   7.08927277E-37   1.21723998E-04   4.52185255E-12  
  38               3.78520275E-02   2.81877551E+02   8.38073963E-01   1.60463844E-01   7.81858887E-04   5.31345355E-04   2.15162432E-29   6.18119404E-36   1.21723987E-04   1.01291722E-11  
  39               4.39492786E-02   2.94384574E+02   8.38073963E-01   1.60463844E-01   7.81858853E-04   5.31345355E-04   5.43977092E-28   2.47371272E-34   1.21723944E-04   3.15301020E-11  
  40               5.10553635E-02   3.01639736E+02   8.38073963E-01   1.60463844E-01   7.81858819E-04   5.31345355E-04   4.27042727E-27   2.67577946E-33   1.21723857E-04   7.49812857E-11  
  41               5.93323160E-02   3.15657937E+02   8.38073963E-01   1.60463844E-01   7.81858504E-04   5.31345354E-04   1.21704117E-25   1.18357626E-31   1.21723508E-04   2.49475448E-10  
  42               6.89640199E-02   3.24982634E+02   8.38073963E-01   1.60463844E-01   7.81858189E-04   5.31345353E-04   1.80083289E-24   2.49937204E-30   1.21722528E-04   7.39594460E-10  
  43               8.01619976E-02   3.41646778E+02   8.38073924E-01   1.60463835E-01   7.81857237E-04   5.31345325E-04   4.00582104E-23   8.14525193E-29   1.21719088E-04   2.45614982E-09  
  44               9.31555928E-02   3.56005536E+02   8.38073934E-01   1.60463830E-01   7.81806625E-04   5.31345307E-04   4.63306421E-22   1.30271392E-27   1.21710413E-04   6.79156745E-09  
  45               1.08234159E-01   3.74140420E+02   8.38073956E-01   1.60463821E-01   7.81756002E-04   5.31345279E-04   7.68440603E-21   3.06434852E-26   1.21683539E-04   2.02257407E-08  
  46               1.25730000E-01   3.89753175E+02   8.38074000E-01   1.60463807E-01   7.81705691E-04   5.31345233E-04   7.11390973E-20   3.81910261E-25   1.21622071E-04   5.09540436E-08  
  47               1.46027466E-01   4.09505479E+02   8.38074101E-01   1.60463774E-01   7.81658171E-04   5.31345122E-04   9.08227404E-19   6.72583607E-24   1.21452556E-04   1.35698915E-07  
  48               1.69574790E-01   4.26483342E+02   8.38073667E-01   1.60463596E-01   7.81665668E-04   5.31344533E-04   6.97167572E-18   6.80406225E-23   1.21099972E-04   3.11923528E-07  
  49               1.96931009E-01   4.48033498E+02   8.38073823E-01   1.60463387E-01   7.81367738E-04   5.31343843E-04   7.17004207E-17   9.47272210E-22   1.20240329E-04   7.41665999E-07  
  50               2.28800043E-01   4.66638007E+02   8.38074465E-01   1.60463061E-01   7.81069234E-04   5.31342762E-04   4.78308330E-16   8.22529030E-21   1.18645478E-04   1.53896775E-06  
  51               2.66123903E-01   4.90421537E+02   8.38076205E-01   1.60462469E-01   7.80769378E-04   5.31340801E-04   4.23382553E-15   9.72890964E-20   1.15392229E-04   3.16536739E-06  
  52               3.10181861E-01   5.11247595E+02   8.38079170E-01   1.60461585E-01   7.80465227E-04   5.31337875E-04   2.61209059E-14   7.79849809E-19   1.10310613E-04   5.70584056E-06  
  53               3.62811444E-01   5.38181532E+02   8.38084785E-01   1.60460352E-01   7.80104270E-04   5.31333790E-04   2.11671813E-13   8.44230838E-18   1.02279812E-04   9.72077295E-06  
  54               4.26526180E-01   5.62455850E+02   8.38091485E-01   1.60458727E-01   7.80096443E-04   5.31328410E-04   1.24735354E-12   6.49829400E-17   9.21558070E-05   1.47821595E-05  
  55               5.04630515E-01   5.94098755E+02   8.38099738E-01   1.60456726E-01   7.80086916E-04   5.31321776E-04   9.21385095E-12   6.41954225E-16   7.96857375E-05   2.10164354E-05  
  56               6.01063459E-01   6.23307090E+02   8.38108211E-01   1.60454670E-01   7.80077375E-04   5.31314928E-04   4.94290740E-11   4.49611097E-15   6.68763585E-05   2.74203451E-05  
  57               7.20261837E-01   6.60859074E+02   8.38116742E-01   1.60452595E-01   7.80068325E-04   5.31307796E-04   3.05794387E-10   3.68356723E-14   5.39608926E-05   3.38772908E-05  
  58               8.66618421E-01   6.95399259E+02   8.38123905E-01   1.60450819E-01   7.80061370E-04   5.31300858E-04   1.35712022E-09   2.10001781E-13   4.30025328E-05   3.93557972E-05  
  59               1.04381284E+00   7.38373077E+02   8.38130098E-01   1.60449277E-01   7.80054890E-04   5.31290636E-04   6.45123271E-09   1.29137129E-12   3.35110890E-05   4.41009341E-05  
  60               1.25422999E+00   7.76586433E+02   8.38134651E-01   1.60448127E-01   7.80044132E-04   5.31270574E-04   2.26549405E-08   5.68406571E-12   2.64984379E-05   4.76068233E-05  
  61               1.50000585E+00   8.22756885E+02   8.38138289E-01   1.60447182E-01   7.80000676E-04   5.31207645E-04   8.23222444E-08   2.60452505E-11   2.08897132E-05   5.04108264E-05  
  62               1.78301914E+00   8.62428960E+02   8.38140769E-01   1.60446462E-01   7.79878671E-04   5.31054518E-04   2.32785973E-07   9.02610272E-11   1.69923353E-05   5.23592392E-05  
  63               2.10505881E+00   9.10045442E+02   8.38142843E-01   1.60445755E-01   7.79486801E-04   5.30612625E-04   6.71693266E-07   3.22154575E-10   1.39059938E-05   5.39021325E-05  
  64               2.46803151E+00   9.49847860E+02   8.38144710E-01   1.60445028E-01   7.78636523E-04   5.29691511E-04   1.58925284E-06   9.22701823E-10   1.17711605E-05   5.49692513E-05  
  65               2.87542002E+00   9.98146238E+02   8.38148005E-01   1.60443947E-01   7.76527102E-04   5.27472478E-04   3.80237927E-06   2.72166513E-09   1.00277074E-05   5.58405054E-05  
  66               3.33193650E+00   1.03790808E+03   8.38153278E-01   1.60442390E-01   7.72698262E-04   5.23503353E-04   7.76269560E-06   6.76730789E-09   8.80114960E-06   5.64530649E-05  
  67               3.84401306E+00   1.08719444E+03   8.38163907E-01   1.60439576E-01   7.64849196E-04   5.15465438E-04   1.57849141E-05   1.73995400E-08   7.75320270E-06   5.69756655E-05  
  68               4.42089713E+00   1.12758217E+03   8.38180339E-01   1.60435450E-01   7.52691968E-04   5.03088065E-04   2.81398563E-05   3.91400648E-08   7.00206058E-06   5.73491153E-05  
  69               5.07447102E+00   1.17892269E+03   8.38204406E-01   1.60429519E-01   7.34832183E-04   4.84976917E-04   4.62197449E-05   8.28585277E-08   6.37746990E-06   5.76581848E-05  
  70               5.81966061E+00   1.22118041E+03   8.38233993E-01   1.60422237E-01   7.12666105E-04   4.62557775E-04   6.86014321E-05   1.58992974E-07   5.96146486E-06   5.78619516E-05  
  71               6.67856199E+00   1.26546431E+03   8.38270199E-01   1.60413326E-01   6.85402289E-04   4.35032542E-04   9.60815565E-05   2.95359134E-07   5.63202610E-06   5.80210538E-05  
  72               7.67415536E+00   1.30434583E+03   8.38308329E-01   1.60403926E-01   6.56534378E-04   4.05922869E-04   1.25143818E-04   5.15778126E-07   5.45555424E-06   5.81026790E-05  
  73               8.83275198E+00   1.34734696E+03   8.38349065E-01   1.60393842E-01   6.25541148E-04   3.74691074E-04   1.56323856E-04   8.87594822E-07   5.34070273E-06   5.81520423E-05  
  74               1.01805183E+01   1.38679321E+03   8.38388529E-01   1.60383983E-01   5.95291157E-04   3.44196607E-04   1.86765302E-04   1.47094434E-06   5.29567367E-06   5.81653156E-05  
  75               1.17456839E+01   1.43124721E+03   8.38428331E-01   1.60373853E-01   5.64409768E-04   3.13028476E-04   2.17874851E-04   2.43078501E-06   5.27056003E-06   5.81666687E-05  
  76               1.35543040E+01   1.47323027E+03   8.38464662E-01   1.60364191E-01   5.35482585E-04   2.83678537E-04   2.47162507E-04   3.91348889E-06   5.28239637E-06   5.81477950E-05  
  77               1.56265089E+01   1.52079431E+03   8.38496648E-01   1.60353866E-01   5.07065655E-04   2.54295741E-04   2.76472101E-04   6.30862932E-06   5.29412499E-06   5.81260105E-05  
  78               1.79775022E+01   1.56633451E+03   8.38521905E-01   1.60343852E-01   4.83806254E-04   2.26301375E-04   3.04385791E-04   9.95349533E-06   5.32117032E-06   5.80943905E-05  
  79               2.06017515E+01   1.61772299E+03   8.38543709E-01   1.60333677E-01   4.61330174E-04   1.98695654E-04   3.31897798E-04   1.57230945E-05   5.33037042E-06   5.80682318E-05  
  80               2.34553658E+01   1.66697647E+03   8.38556700E-01   1.60323564E-01   4.42458121E-04   1.73164275E-04   3.57324771E-04   2.42504921E-05   5.33669003E-06   5.80409034E-05  
  81               2.64605986E+01   1.72200026E+03   8.38557201E-01   1.60312945E-01   4.28880295E-04   1.49063409E-04   3.81312266E-04   3.60851530E-05   5.33208889E-06   5.80174713E-05  
  82               2.95142937E+01   1.77335610E+03   8.38541265E-01   1.60302209E-01   4.24359425E-04   1.27418055E-04   4.02844887E-04   5.14061302E-05   5.33097992E-06   5.79933891E-05  
  83               3.25155755E+01   1.81962445E+03   8.38511206E-01   1.60291383E-01   4.25802302E-04   1.08509225E-04   4.21644688E-04   7.04577801E-05   5.32813028E-06   5.79719075E-05  
  84               3.53691149E+01   1.86068122E+03   8.38474298E-01   1.60281670E-01   4.30636533E-04   9.34334851E-05   4.36618151E-04   9.26229266E-05   5.34011903E-06   5.79448791E-05  
  85               3.81730477E+01   1.89831808E+03   8.38432755E-01   1.60272863E-01   4.37165613E-04   8.16592364E-05   4.48298644E-04   1.16861297E-04   5.36225753E-06   5.79150257E-05  
  86               4.07777063E+01   1.93137888E+03   8.38394183E-01   1.60265660E-01   4.42560636E-04   7.27888388E-05   4.57084487E-04   1.42570793E-04   5.39004998E-06   5.78841710E-05  
  87               4.30297208E+01   1.95848855E+03   8.38364524E-01   1.60260432E-01   4.43459948E-04   6.65974807E-05   4.63196801E-04   1.69484440E-04   5.42174718E-06   5.78518132E-05  
  88               4.51379263E+01   1.98286628E+03   8.38342061E-01   1.60256493E-01   4.39375332E-04   6.24556529E-05   4.67260650E-04   1.97436528E-04   5.45542678E-06   5.78180573E-05  
  89               4.72207815E+01   2.00594360E+03   8.38317283E-01   1.60252668E-01   4.36012817E-04   5.90379431E-05   4.70602194E-04   2.26863239E-04   5.49119744E-06   5.77839262E-05  
  90               4.93211659E+01   2.02843512E+03   8.38291986E-01   1.60249206E-01   4.33087014E-04   5.60551031E-05   4.73509432E-04   2.58526304E-04   5.52915617E-06   5.77489334E-05  
  91               5.15389581E+01   2.05123465E+03   8.38258461E-01   1.60244533E-01   4.30534422E-04   5.34441771E-05   4.76040995E-04   2.91744334E-04   5.56849904E-06   5.77130550E-05  
  92               5.37709733E+01   2.07342483E+03   8.38223468E-01   1.60239878E-01   4.28300103E-04   5.11538090E-05   4.78252930E-04   3.26091712E-04   5.60821347E-06   5.76773763E-05  
  93               5.57342212E+01   2.09223216E+03   8.38187426E-01   1.60235259E-01   4.26363374E-04   4.91566604E-05   4.80173125E-04   3.61150629E-04   5.64808137E-06   5.76421076E-05  
  94               5.75719458E+01   2.10939793E+03   8.38150792E-01   1.60230706E-01   4.24694006E-04   4.74306335E-05   4.81824467E-04   3.96471271E-04   5.68718757E-06   5.76078532E-05  
  95               5.93622050E+01   2.12559899E+03   8.38113485E-01   1.60226192E-01   4.23248183E-04   4.59319043E-05   4.83250187E-04   4.32207576E-04   5.72597560E-06   5.75742594E-05  
  96               6.11541374E+01   2.14146224E+03   8.38080047E-01   1.60222719E-01   4.21909395E-04   4.45421658E-05   4.84568512E-04   4.70437184E-04   5.76634074E-06   5.75400166E-05  
  97               6.30540545E+01   2.15776980E+03   8.38042572E-01   1.60218911E-01   4.20623381E-04   4.32019201E-05   4.85831682E-04   5.12989266E-04   5.81024985E-06   5.75030601E-05  
  98               6.52211635E+01   2.17593641E+03   8.37999145E-01   1.60214589E-01   4.19336513E-04   4.18627024E-05   4.87084884E-04   5.62015253E-04   5.85908657E-06   5.74620904E-05  
  99               6.76875577E+01   2.19594532E+03   8.37947400E-01   1.60209498E-01   4.18036850E-04   4.05036076E-05   4.88345662E-04   6.19666133E-04   5.91466134E-06   5.74156276E-05  
  100              7.04974000E+01   2.21810558E+03   8.37898022E-01   1.60204686E-01   4.16716719E-04   3.91248977E-05   4.89628384E-04   6.75636482E-04   5.96925386E-06   5.73699801E-05  
  101              7.36753576E+01   2.24224348E+03   8.37824944E-01   1.60197561E-01   4.15377243E-04   3.77086952E-05   4.90915621E-04   7.54803243E-04   6.04089361E-06   5.73102458E-05  
