# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CH4              CO               N2               H2S             
  26               8.17249271E-03   5.87899124E+02   8.38150896E-01   1.60444331E-01   1.88315492E-16   7.79999282E-04   5.31278448E-04   2.22210093E-09   5.96387688E-05   2.29780480E-05  
  27               1.01393099E-02   5.88527158E+02   8.38150535E-01   1.60444418E-01   1.77376457E-16   7.80000390E-04   5.31279469E-04   1.51384700E-09   5.93663762E-05   2.29780605E-05  
  28               1.25749234E-02   6.03692799E+02   8.38150628E-01   1.60444396E-01   4.92331165E-16   7.79999176E-04   5.31277867E-04   3.01028650E-09   5.94355210E-05   2.29780573E-05  
  29               1.55898216E-02   6.04298017E+02   8.38150205E-01   1.60444498E-01   4.62000053E-16   7.80000582E-04   5.31279195E-04   2.04564182E-09   5.91179422E-05   2.29780719E-05  
  30               1.93195216E-02   6.19884381E+02   8.38150303E-01   1.60444474E-01   1.24745658E-15   7.79999097E-04   5.31277159E-04   3.97030271E-09   5.91906629E-05   2.29780684E-05  
  31               2.39305263E-02   6.20685722E+02   8.38149819E-01   1.60444591E-01   1.18434300E-15   7.80000819E-04   5.31278811E-04   2.73327141E-09   5.88263265E-05   2.29780853E-05  
  32               2.96277474E-02   6.37075575E+02   8.38149937E-01   1.60444562E-01   3.18752818E-15   7.79998907E-04   5.31276110E-04   5.30540767E-09   5.89130731E-05   2.29780811E-05  
  33               3.66631634E-02   6.38602099E+02   8.38149399E-01   1.60444688E-01   3.16461476E-15   7.80000911E-04   5.31278035E-04   3.82451282E-09   5.85155876E-05   2.29780992E-05  
  34               4.53437322E-02   6.56264446E+02   8.38149554E-01   1.60444650E-01   8.68502413E-15   7.79998153E-04   5.31274096E-04   7.59641933E-09   5.86297875E-05   2.29780938E-05  
  35               5.60443302E-02   6.58950335E+02   8.38149008E-01   1.60444783E-01   9.20873707E-15   7.80000490E-04   5.31276298E-04   5.85865631E-09   5.82190694E-05   2.29781127E-05  
  36               6.92213035E-02   6.78355333E+02   8.38149218E-01   1.60444731E-01   2.61700458E-14   7.79995893E-04   5.31269831E-04   1.20998264E-08   5.83733434E-05   2.29781053E-05  
  37               8.54284240E-02   6.82715166E+02   8.38148669E-01   1.60444854E-01   3.02321586E-14   7.79998530E-04   5.31272170E-04   1.01927650E-08   5.79785661E-05   2.29781229E-05  
  38               1.05333993E-01   7.04120249E+02   8.38148940E-01   1.60444787E-01   8.86423181E-14   7.79989708E-04   5.31260232E-04   2.18288604E-08   5.81736308E-05   2.29781133E-05  
  39               1.29744602E-01   7.10627631E+02   8.38148296E-01   1.60444866E-01   1.12763876E-13   7.79992205E-04   5.31262024E-04   2.03220358E-08   5.78228078E-05   2.29781246E-05  
  40               1.59627165E-01   7.34560490E+02   8.38148641E-01   1.60444781E-01   3.43122059E-13   7.79972180E-04   5.31236484E-04   4.54432137E-08   5.80619219E-05   2.29781123E-05  
  41               1.96126446E-01   7.43715302E+02   8.38148209E-01   1.60444860E-01   4.82961798E-13   7.79972741E-04   5.31235156E-04   4.70438187E-08   5.77787709E-05   2.29781235E-05  
  42               2.40606969E-01   7.70418722E+02   8.38148464E-01   1.60444720E-01   1.50328393E-12   7.79920767E-04   5.31173076E-04   1.08407980E-07   5.80478724E-05   2.29781031E-05  
  43               2.94739493E-01   7.82646387E+02   8.38148201E-01   1.60444780E-01   2.32803233E-12   7.79909713E-04   5.31157412E-04   1.24242085E-07   5.78417106E-05   2.29781114E-05  
  44               3.60539292E-01   8.12577746E+02   8.38148775E-01   1.60444631E-01   7.35608904E-12   7.79759223E-04   5.30987846E-04   2.92797289E-07   5.81268802E-05   2.29850725E-05  
  45               4.40345934E-01   8.28432027E+02   8.38148677E-01   1.60444644E-01   1.24545289E-11   7.79693707E-04   5.30911281E-04   3.69253666E-07   5.79972425E-05   2.29850734E-05  
  46               5.36955637E-01   8.62074189E+02   8.38149643E-01   1.60444378E-01   3.95229980E-11   7.79217602E-04   5.30398383E-04   8.80108533E-07   5.82824591E-05   2.30049745E-05  
  47               6.53541782E-01   8.82033479E+02   8.38149809E-01   1.60444267E-01   7.20879832E-11   7.78916762E-04   5.30073586E-04   1.20400306E-06   5.82179478E-05   2.30293569E-05  
  48               7.93824916E-01   9.19684304E+02   8.38151874E-01   1.60443598E-01   2.25431312E-10   7.77340322E-04   5.28429872E-04   2.84276449E-06   5.84854651E-05   2.31630724E-05  
  49               9.61965079E-01   9.43950618E+02   8.38152357E-01   1.60443014E-01   4.31703643E-10   7.76119219E-04   5.27161877E-04   4.10721336E-06   5.84656001E-05   2.33485418E-05  
  50               1.16366794E+00   9.85881232E+02   8.38157814E-01   1.60441092E-01   1.30730514E-09   7.70964015E-04   5.21896403E-04   9.35992085E-06   5.87024447E-05   2.42827998E-05  
  51               1.40551443E+00   1.01483700E+03   8.38163702E-01   1.60439630E-01   2.57818911E-09   7.66544610E-04   5.17372674E-04   1.38745166E-05   5.87075582E-05   2.42825254E-05  
  52               1.69683300E+00   1.06151679E+03   8.38184310E-01   1.60434561E-01   7.47965665E-09   7.51215748E-04   5.01820555E-04   2.93963189E-05   5.89049731E-05   2.42815957E-05  
  53               2.04870119E+00   1.09558792E+03   8.38201924E-01   1.60430233E-01   1.49176467E-08   7.37947856E-04   4.88380498E-04   4.28130356E-05   5.89157688E-05   2.42807486E-05  
  54               2.47964451E+00   1.14785845E+03   8.38250686E-01   1.60418294E-01   4.13225086E-08   7.01290259E-04   4.51395030E-04   7.97373575E-05   5.90684214E-05   2.42784018E-05  
  55               3.01215044E+00   1.18804037E+03   8.38288478E-01   1.60409036E-01   8.26794338E-08   6.72739812E-04   4.22597301E-04   1.08492082E-04   5.90685907E-05   2.42763398E-05  
  56               3.68261144E+00   1.24665484E+03   8.38366648E-01   1.60389904E-01   2.16571376E-07   6.13713597E-04   3.63169935E-04   1.67834516E-04   5.91676607E-05   2.42717388E-05  
  57               4.53125249E+00   1.29196863E+03   8.38413236E-01   1.60378452E-01   4.16182465E-07   5.78344314E-04   3.27542485E-04   2.03413387E-04   5.91300453E-05   2.42679858E-05  
  58               5.60837244E+00   1.35437940E+03   8.38488935E-01   1.60359791E-01   9.77709025E-07   5.20771845E-04   2.69620344E-04   2.61255126E-04   5.91606779E-05   2.42603071E-05  
  59               6.95520126E+00   1.40163467E+03   8.38522722E-01   1.60351238E-01   1.71798167E-06   4.94536539E-04   2.43173521E-04   2.87658988E-04   5.90720844E-05   2.42530195E-05  
  60               8.61469242E+00   1.46576031E+03   8.38577438E-01   1.60337128E-01   3.58555088E-06   4.51685543E-04   1.99859837E-04   3.30896911E-04   5.90489692E-05   2.42312698E-05  
  61               1.06309459E+01   1.51491970E+03   8.38596525E-01   1.60330886E-01   5.87207993E-06   4.34293447E-04   1.81954800E-04   3.48750868E-04   5.89279384E-05   2.41917759E-05  
  62               1.30270672E+01   1.58087311E+03   8.38626347E-01   1.60319403E-01   1.11772082E-05   4.05064512E-04   1.50311014E-04   3.80303436E-04   5.88726295E-05   2.39997871E-05  
  63               1.57745235E+01   1.63129380E+03   8.38621465E-01   1.60312205E-01   1.72517295E-05   3.96847718E-04   1.36512015E-04   3.94024175E-04   5.87395391E-05   2.35824253E-05  
  64               1.88131463E+01   1.69677861E+03   8.38624669E-01   1.60302313E-01   3.00105737E-05   3.87770438E-04   1.10823907E-04   4.19602506E-04   5.86789211E-05   2.24758905E-05  
  65               2.20611128E+01   1.74655413E+03   8.38609239E-01   1.60295696E-01   4.37276760E-05   3.82982666E-04   1.00013242E-04   4.30314361E-04   5.85602572E-05   2.23429367E-05  
  66               2.53337654E+01   1.81085662E+03   8.38547502E-01   1.60279447E-01   7.09100270E-05   3.89614309E-04   7.81866310E-05   4.52003949E-04   5.85272891E-05   2.17778842E-05  
  67               2.82815108E+01   1.86388585E+03   8.38442567E-01   1.60264129E-01   1.02908016E-04   4.35861592E-04   5.91282722E-05   4.70979566E-04   5.85055453E-05   2.08442361E-05  
  68               3.07356362E+01   1.90436345E+03   8.38421787E-01   1.60259549E-01   1.34661725E-04   4.29453205E-04   5.26674322E-05   4.77359222E-04   5.84710653E-05   2.08297577E-05  
  69               3.35456766E+01   1.94799941E+03   8.38379253E-01   1.60252205E-01   1.77602206E-04   4.23592542E-04   4.67557670E-05   4.83169187E-04   5.84287146E-05   2.08103970E-05  
  70               3.59225612E+01   1.98232821E+03   8.38346502E-01   1.60247698E-01   2.18705742E-04   4.19720421E-04   4.28376830E-05   4.87005936E-04   5.83901682E-05   2.07926353E-05  
  71               3.78204223E+01   2.00867234E+03   8.38316294E-01   1.60243929E-01   2.55309048E-04   4.17066568E-04   4.01456123E-05   4.89631566E-04   5.83589987E-05   2.07764224E-05  
  72               4.00583008E+01   2.03809870E+03   8.38276878E-01   1.60239379E-01   3.01842598E-04   4.14457930E-04   3.74886408E-05   4.92209214E-04   5.83202041E-05   2.07559366E-05  
  73               4.26765487E+01   2.07108503E+03   8.38194161E-01   1.60227863E-01   3.61981525E-04   4.11843403E-04   3.48245409E-05   4.94758756E-04   5.82721604E-05   2.07281930E-05  
  74               4.46966266E+01   2.09531222E+03   8.38150298E-01   1.60223353E-01   4.11987441E-04   4.10157446E-04   3.30828376E-05   4.96425851E-04   5.82357514E-05   2.07057341E-05  
  75               4.62209772E+01   2.11313199E+03   8.38114737E-01   1.60219765E-01   4.52233562E-04   4.09019694E-04   3.18876007E-05   4.97563630E-04   5.82082250E-05   2.06875717E-05  
  76               4.80599188E+01   2.13385446E+03   8.38069783E-01   1.60215329E-01   5.02855923E-04   4.07774323E-04   3.06118698E-05   4.98769190E-04   5.81741918E-05   2.06646308E-05  
  77               5.02688960E+01   2.15802181E+03   8.38012009E-01   1.60209738E-01   5.67548770E-04   4.06431240E-04   2.92318258E-05   5.00063237E-04   5.81331998E-05   2.06352388E-05  
  78               5.29058774E+01   2.18559744E+03   8.37938709E-01   1.60202787E-01   6.49155276E-04   4.05058816E-04   2.78143629E-05   5.01376179E-04   5.80832437E-05   2.05984774E-05  
  79               5.60341786E+01   2.21699501E+03   8.37844865E-01   1.60194037E-01   7.53137366E-04   4.03653786E-04   2.63544290E-05   5.02708903E-04   5.80236552E-05   2.05519276E-05  
  80               5.97228887E+01   2.25201158E+03   8.37726311E-01   1.60183159E-01   8.83912706E-04   4.02291552E-04   2.49249739E-05   5.03984654E-04   5.79520983E-05   2.04943716E-05  
  81               6.40475234E+01   2.29095098E+03   8.37573662E-01   1.60169129E-01   1.04953301E-03   4.00971197E-04   2.35230703E-05   5.05199383E-04   5.78675482E-05   2.04227779E-05  
  82               6.90902631E+01   2.33332152E+03   8.37377903E-01   1.60152047E-01   1.25562062E-03   4.05432443E-04   2.19291806E-05   5.06592940E-04   5.77728268E-05   2.03663377E-05  
  83               7.49424981E+01   2.37968256E+03   8.37139879E-01   1.60130895E-01   1.51568741E-03   4.04492146E-04   2.06992597E-05   5.07557459E-04   5.76572687E-05   2.02608817E-05  
  84               8.17073619E+01   2.42890490E+03   8.36848480E-01   1.60105185E-01   1.83351666E-03   4.03733006E-04   1.96385569E-05   5.08301929E-04   5.75211676E-05   2.01376518E-05  
  85               8.94998372E+01   2.48193093E+03   8.36484445E-01   1.60073202E-01   2.23016728E-03   4.03076402E-04   1.86604335E-05   5.08900229E-04   5.73648890E-05   1.99905435E-05  
  86               9.84495613E+01   2.53743238E+03   8.36044998E-01   1.60034751E-01   2.70850513E-03   4.02624890E-04   1.78594464E-05   5.09250716E-04   5.71832873E-05   1.98233311E-05  
  87               1.08715272E+02   2.59600153E+03   8.35509953E-01   1.59988051E-01   3.29053703E-03   4.02338391E-04   1.71793624E-05   5.09394095E-04   5.69750163E-05   1.96320157E-05  
  88               1.20482789E+02   2.65723727E+03   8.34867216E-01   1.59932063E-01   3.98936005E-03   4.02253754E-04   1.66373356E-05   5.09299128E-04   5.67360445E-05   1.94177544E-05  
  89               1.33973125E+02   2.72089558E+03   8.34103499E-01   1.59865637E-01   4.81937698E-03   4.02399954E-04   1.62370489E-05   5.08945317E-04   5.64621369E-05   1.91818985E-05  
  90               1.49441529E+02   2.78725663E+03   8.33196519E-01   1.59786829E-01   5.80481311E-03   4.02782152E-04   1.59530474E-05   5.08335635E-04   5.61494988E-05   1.89232797E-05  
  91               1.67184506E+02   2.85567178E+03   8.32140029E-01   1.59695117E-01   6.95236609E-03   4.03461972E-04   1.58107818E-05   5.07424962E-04   5.57920372E-05   1.86471380E-05  
  92               1.87543475E+02   2.92673999E+03   8.30903823E-01   1.59587861E-01   8.29487730E-03   4.04443121E-04   1.57722809E-05   5.06219777E-04   5.53848818E-05   1.83511392E-05  
  93               2.10912942E+02   2.99943831E+03   8.29495069E-01   1.59465719E-01   9.82441895E-03   4.05812557E-04   1.58792981E-05   5.04656118E-04   5.49197033E-05   1.80444945E-05  
  94               2.37736523E+02   3.07470375E+03   8.27873654E-01   1.59325187E-01   1.15846056E-02   4.07569044E-04   1.60819801E-05   5.02741105E-04   5.43892972E-05   1.77226822E-05  
  95               2.68453614E+02   3.15095806E+03   8.26072613E-01   1.59169180E-01   1.35393648E-02   4.09808022E-04   1.64361737E-05   5.00400132E-04   5.37831584E-05   1.73993037E-05  
  96               3.03532040E+02   3.22940720E+03   8.24041649E-01   1.58993296E-01   1.57434122E-02   4.12500629E-04   1.68761358E-05   4.97648218E-04   5.30900926E-05   1.70666339E-05  
  97               3.43473612E+02   3.30817470E+03   8.21842310E-01   1.58802938E-01   1.81296781E-02   4.15729010E-04   1.74677350E-05   4.94405302E-04   5.22937834E-05   1.67405360E-05  
  98               3.88814712E+02   3.38869455E+03   8.19414277E-01   1.58592823E-01   2.07637958E-02   4.19433130E-04   1.81394240E-05   4.90683282E-04   5.13706598E-05   1.64103390E-05  
  99               4.40126148E+02   3.46911929E+03   8.16838457E-01   1.58370033E-01   2.35576706E-02   4.23663966E-04   1.89565910E-05   4.86405574E-04   5.02918046E-05   1.60912883E-05  
  100              4.98019554E+02   3.55106911E+03   8.14040695E-01   1.58128070E-01   2.65919875E-02   4.28328200E-04   1.98431329E-05   4.81579984E-04   4.90077394E-05   1.57702945E-05  
  101              5.63261452E+02   3.63264680E+03   8.11125846E-01   1.57876102E-01   2.97525911E-02   4.33476439E-04   2.08763179E-05   4.76120502E-04   4.74664630E-05   1.54634268E-05  
