# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CH4              CO               N2               H2S             
  18               6.17398019E-03   4.52935388E+02   8.38130282E-01   1.60449509E-01   3.38408357E-22   7.82414623E-04   5.31297888E-04   7.90656560E-15   4.41325127E-05   2.29800715E-05  
  19               7.57538267E-03   4.62125617E+02   8.38129185E-01   1.60448864E-01   9.70959590E-22   7.82411478E-04   5.31295752E-04   1.61749662E-14   4.48897714E-05   2.29799791E-05  
  20               9.28247030E-03   4.66820869E+02   8.38130120E-01   1.60449397E-01   1.55615081E-21   7.79908634E-04   5.31297515E-04   1.87674889E-14   4.38573086E-05   2.29800554E-05  
  21               1.13589853E-02   4.76071632E+02   8.38130961E-01   1.60449193E-01   4.21196552E-21   7.79907644E-04   5.31296840E-04   3.65048484E-14   4.44926041E-05   2.29800262E-05  
  22               1.38814851E-02   4.80798884E+02   8.38129505E-01   1.60449546E-01   6.56579200E-21   7.79909362E-04   5.31298009E-04   4.15727336E-14   4.33922214E-05   2.29800767E-05  
  23               1.69431873E-02   4.90294914E+02   8.38130284E-01   1.60449357E-01   1.71832013E-20   7.79908445E-04   5.31297383E-04   7.87256492E-14   4.39813376E-05   2.29800497E-05  
  24               2.06580844E-02   4.95177966E+02   8.38128787E-01   1.60449720E-01   2.64437297E-20   7.79910212E-04   5.31298585E-04   8.89407068E-14   4.28499906E-05   2.29801017E-05  
  25               2.51620794E-02   5.05044001E+02   8.38129552E-01   1.60449534E-01   6.78025656E-20   7.79909314E-04   5.31297971E-04   1.65955763E-13   4.34280336E-05   2.29800751E-05  
  26               3.06246603E-02   5.10406351E+02   8.38128149E-01   1.60449875E-01   1.06375804E-19   7.79910971E-04   5.31299097E-04   1.91786461E-13   4.23679542E-05   2.29801238E-05  
  27               3.72521363E-02   5.21095918E+02   8.38129066E-01   1.60449652E-01   2.78441212E-19   7.79909898E-04   5.31298361E-04   3.66708137E-13   4.30611605E-05   2.29800919E-05  
  28               4.52996411E-02   5.27240159E+02   8.38127864E-01   1.60449943E-01   4.55535586E-19   7.79911320E-04   5.31299325E-04   4.42691802E-13   4.21530582E-05   2.29801337E-05  
  29               5.50755944E-02   5.39022957E+02   8.38128977E-01   1.60449674E-01   1.23394582E-18   7.79910025E-04   5.31298432E-04   8.78202179E-13   4.29935501E-05   2.29800951E-05  
  30               6.69653058E-02   5.46337593E+02   8.38128093E-01   1.60449888E-01   2.15584540E-18   7.79911077E-04   5.31299140E-04   1.13277228E-12   4.23263715E-05   2.29801257E-05  
  31               8.14328392E-02   5.59547416E+02   8.38129431E-01   1.60449564E-01   6.11920140E-18   7.79909534E-04   5.31298066E-04   2.35876732E-12   4.33364237E-05   2.29800793E-05  
  32               9.90479356E-02   5.68240927E+02   8.38128874E-01   1.60449699E-01   1.14241691E-17   7.79910216E-04   5.31298512E-04   3.25209474E-12   4.29160486E-05   2.29800986E-05  
  33               1.20491840E-01   5.83000686E+02   8.38130358E-01   1.60449339E-01   3.36148255E-17   7.79908536E-04   5.31297316E-04   7.03451867E-12   4.40373340E-05   2.29800471E-05  
  34               1.46607700E-01   5.93396315E+02   8.38130149E-01   1.60449389E-01   6.74343545E-17   7.79908842E-04   5.31297479E-04   1.04293570E-11   4.38798224E-05   2.29800543E-05  
  35               1.78401324E-01   6.10170793E+02   8.38131796E-01   1.60448990E-01   2.08109430E-16   7.79907053E-04   5.31296144E-04   2.37218207E-11   4.51238669E-05   2.29799971E-05  
  36               2.17096342E-01   6.22727790E+02   8.38131950E-01   1.60448952E-01   4.52197510E-16   7.79907018E-04   5.31296004E-04   3.81570228E-11   4.52408160E-05   2.29799917E-05  
  37               2.64161069E-01   6.41892406E+02   8.38133693E-01   1.60448530E-01   1.45805842E-15   7.79905303E-04   5.31294551E-04   9.10164701E-11   4.65578872E-05   2.29799312E-05  
  38               3.21399374E-01   6.56980188E+02   8.38134139E-01   1.60448420E-01   3.40875881E-15   7.79905123E-04   5.31294119E-04   1.57969719E-10   4.68978558E-05   2.29799154E-05  
  39               3.90920915E-01   6.78893845E+02   8.38135881E-01   1.60447997E-01   1.13588305E-14   7.79903806E-04   5.31292483E-04   3.91299965E-10   4.82139355E-05   2.29798549E-05  
  40               4.75232169E-01   6.96948573E+02   8.38136514E-01   1.60447831E-01   2.83257004E-14   7.79903782E-04   5.31291594E-04   7.27699801E-10   4.87141779E-05   2.29798311E-05  
  41               5.77214516E-01   7.21907415E+02   8.38138153E-01   1.60447433E-01   9.57967533E-14   7.79903176E-04   5.31289154E-04   1.84187150E-09   4.99523611E-05   2.29797741E-05  
  42               7.00175812E-01   7.43199656E+02   8.38138700E-01   1.60447208E-01   2.49355627E-13   7.79903282E-04   5.31286639E-04   3.60064185E-09   5.05254164E-05   2.29797417E-05  
  43               8.47778015E-01   7.71356022E+02   8.38140154E-01   1.60446853E-01   8.35121679E-13   7.79902083E-04   5.31279930E-04   9.10980451E-09   5.16229675E-05   2.29796908E-05  
  44               1.02451983E+00   7.96093477E+02   8.38140718E-01   1.60446627E-01   2.21607038E-12   7.79899306E-04   5.31269928E-04   1.83279008E-08   5.21969705E-05   2.29796580E-05  
  45               1.23563007E+00   8.27753880E+02   8.38141970E-01   1.60446316E-01   7.24186779E-12   7.79885128E-04   5.31241434E-04   4.57075452E-08   5.31316144E-05   2.29796125E-05  
  46               1.48681005E+00   8.56106350E+02   8.38142678E-01   1.60446128E-01   1.91500941E-11   7.79855533E-04   5.31193854E-04   9.25495417E-08   5.36525745E-05   2.29853478E-05  
  47               1.78413242E+00   8.91215113E+02   8.38143740E-01   1.60445830E-01   5.95617166E-11   7.79757080E-04   5.31063102E-04   2.22045897E-07   5.44082330E-05   2.30060782E-05  
  48               2.13442071E+00   9.22967779E+02   8.38144318E-01   1.60445579E-01   1.52420816E-10   7.79576494E-04   5.30844115E-04   4.39832642E-07   5.48420588E-05   2.30584407E-05  
  49               2.54547954E+00   9.61338406E+02   8.38145074E-01   1.60445108E-01   4.42611065E-10   7.79080662E-04   5.30286294E-04   9.95281209E-07   5.54307095E-05   2.32430124E-05  
  50               3.02656800E+00   9.96318877E+02   8.38145343E-01   1.60444538E-01   1.07678843E-09   7.78250029E-04   5.29388143E-04   1.89044410E-06   5.57720840E-05   2.36783622E-05  
  51               3.58810923E+00   1.03787468E+03   8.38147485E-01   1.60443617E-01   2.89636663E-09   7.76269158E-04   5.27291336E-04   3.98194319E-06   5.62192504E-05   2.42831339E-05  
  52               4.24284818E+00   1.07598069E+03   8.38151860E-01   1.60442508E-01   6.63916189E-09   7.73255140E-04   5.24130095E-04   7.13656519E-06   5.64756259E-05   2.42828560E-05  
  53               5.00693404E+00   1.12080219E+03   8.38160939E-01   1.60440238E-01   1.65439527E-08   7.66772324E-04   5.17439750E-04   1.38138101E-05   5.68084217E-05   2.42822826E-05  
  54               5.89929961E+00   1.16232643E+03   8.38173194E-01   1.60437194E-01   3.58360437E-08   7.57732532E-04   5.08189615E-04   2.30469807E-05   5.69943254E-05   2.42814674E-05  
  55               6.94600837E+00   1.21066142E+03   8.38195840E-01   1.60431599E-01   8.30613279E-08   7.40879898E-04   4.91064575E-04   4.01418301E-05   5.72329617E-05   2.42799258E-05  
  56               8.17978167E+00   1.25540878E+03   8.38222469E-01   1.60425030E-01   1.68885915E-07   7.20850680E-04   4.70780973E-04   6.03907717E-05   5.73467516E-05   2.42779151E-05  
  57               9.64651734E+00   1.30622339E+03   8.38262484E-01   1.60415166E-01   3.58032731E-07   6.90649629E-04   4.40284182E-04   9.08360337E-05   5.74844269E-05   2.42745842E-05  
  58               1.13946624E+01   1.35232642E+03   8.38299653E-01   1.60405967E-01   6.65438310E-07   6.62379735E-04   4.11766438E-04   1.19304390E-04   5.75065972E-05   2.42706901E-05  
  59               1.34755804E+01   1.40395988E+03   8.38346285E-01   1.60394365E-01   1.27408985E-06   6.26747942E-04   3.75860643E-04   1.55145123E-04   5.75452560E-05   2.42644923E-05  
  60               1.59416745E+01   1.45041027E+03   8.38382047E-01   1.60385284E-01   2.16846231E-06   5.98964967E-04   3.47832168E-04   1.83115502E-04   5.74881475E-05   2.42565959E-05  
  61               1.88560533E+01   1.50225626E+03   8.38422680E-01   1.60374685E-01   3.79280081E-06   5.66909083E-04   3.15374648E-04   2.15497345E-04   5.74482393E-05   2.42403172E-05  
  62               2.22651968E+01   1.54854867E+03   8.38448614E-01   1.60367128E-01   5.97936486E-06   5.45039772E-04   2.92867288E-04   2.37934866E-04   5.73268017E-05   2.42099503E-05  
  63               2.61904608E+01   1.60048842E+03   8.38476148E-01   1.60357763E-01   9.72393694E-06   5.19776428E-04   2.66203894E-04   2.64502609E-04   5.72335938E-05   2.41214179E-05  
  64               3.06177954E+01   1.64720956E+03   8.38478968E-01   1.60348623E-01   1.45387362E-05   5.04128062E-04   2.47367586E-04   2.83236482E-04   5.70828578E-05   2.39240368E-05  
  65               3.55087665E+01   1.70040227E+03   8.38489027E-01   1.60339245E-01   2.25999375E-05   4.95516627E-04   2.20459149E-04   3.10016505E-04   5.69815951E-05   2.28619955E-05  
  66               4.08292633E+01   1.74937749E+03   8.38496202E-01   1.60331967E-01   3.29578341E-05   4.79979399E-04   2.02793275E-04   3.27546421E-04   5.68451337E-05   2.28046768E-05  
  67               4.64761769E+01   1.80649770E+03   8.38490775E-01   1.60320307E-01   5.04885702E-05   4.64573440E-04   1.78167853E-04   3.51984154E-04   5.67739242E-05   2.26055475E-05  
  68               5.21473430E+01   1.86292881E+03   8.38439079E-01   1.60303243E-01   7.52176413E-05   4.66659630E-04   1.51865453E-04   3.78080035E-04   5.67225483E-05   2.21114211E-05  
  69               5.74865622E+01   1.90931450E+03   8.38350975E-01   1.60287080E-01   1.02181977E-04   5.04109519E-04   1.27451982E-04   4.02349918E-04   5.66599841E-05   2.12905114E-05  
  70               6.22435268E+01   1.95008293E+03   8.38337564E-01   1.60281197E-01   1.32344344E-04   4.93258114E-04   1.16448686E-04   4.13195840E-04   5.66025640E-05   2.12592120E-05  
  71               6.76021583E+01   1.99063686E+03   8.38304722E-01   1.60273425E-01   1.68847527E-04   4.84492119E-04   1.07530004E-04   4.21934863E-04   5.65169380E-05   2.12304014E-05  
  72               7.20774127E+01   2.02456859E+03   8.38280035E-01   1.60268239E-01   2.05756009E-04   4.77453900E-04   1.00351404E-04   4.28958988E-04   5.64548068E-05   2.12016390E-05  
  73               7.55269253E+01   2.04765972E+03   8.38259114E-01   1.60264750E-01   2.34011808E-04   4.73582472E-04   9.63781086E-05   4.32817969E-04   5.63945735E-05   2.11839929E-05  
  74               7.95470732E+01   2.07574124E+03   8.38229593E-01   1.60260059E-01   2.73108688E-04   4.68681100E-04   9.13466006E-05   4.37706006E-04   5.63353869E-05   2.11575902E-05  
  75               8.42051623E+01   2.10469200E+03   8.38193514E-01   1.60255157E-01   3.18131845E-04   4.64589315E-04   8.71079331E-05   4.41783640E-04   5.62535915E-05   2.11319305E-05  
  76               8.95694518E+01   2.13855596E+03   8.38112274E-01   1.60242719E-01   3.78872159E-04   4.59783836E-04   8.21280626E-05   4.46546260E-04   5.61669064E-05   2.10953837E-05  
  77               9.36121146E+01   2.16140247E+03   8.38073843E-01   1.60238309E-01   4.24241332E-04   4.57200058E-04   7.93891823E-05   4.49140348E-04   5.60943623E-05   2.10720295E-05  
  78               9.65711134E+01   2.17914207E+03   8.38041102E-01   1.60234502E-01   4.63016631E-04   4.54970048E-04   7.70673533E-05   4.51348420E-04   5.60483555E-05   2.10504372E-05  
  79               1.00091580E+02   2.19782246E+03   8.38003940E-01   1.60230487E-01   5.06018561E-04   4.53126788E-04   7.51202775E-05   4.53166211E-04   5.59841218E-05   2.10293850E-05  
  80               1.04260226E+02   2.22099565E+03   8.37953326E-01   1.60225017E-01   5.64585821E-04   4.50634998E-04   7.24981935E-05   4.55625736E-04   5.59161423E-05   2.09991218E-05  
  81               1.09171770E+02   2.24566030E+03   8.37894324E-01   1.60218983E-01   6.31726832E-04   4.48506489E-04   7.02196871E-05   4.57717045E-04   5.58275333E-05   2.09675478E-05  
  82               1.14930408E+02   2.27495460E+03   8.37816144E-01   1.60211077E-01   7.20387362E-04   4.45915841E-04   6.74448366E-05   4.60261678E-04   5.57303667E-05   2.09251997E-05  
  83               1.21649101E+02   2.30618761E+03   8.37721497E-01   1.60201698E-01   8.24251515E-04   4.43687528E-04   6.50027205E-05   4.62435449E-04   5.56097123E-05   2.08790622E-05  
  84               1.29451505E+02   2.34191135E+03   8.37594720E-01   1.60189925E-01   9.57836997E-04   4.46381684E-04   6.16467581E-05   4.65501640E-04   5.54811493E-05   2.08440073E-05  
  85               1.38473676E+02   2.37980039E+03   8.37451818E-01   1.60176632E-01   1.11588378E-03   4.44459438E-04   5.92727867E-05   4.67504898E-04   5.53202957E-05   2.07793756E-05  
  86               1.48866798E+02   2.42199825E+03   8.37270659E-01   1.60159983E-01   1.31560795E-03   4.42481286E-04   5.67838433E-05   4.69550484E-04   5.51396336E-05   2.06998195E-05  
  87               1.60797795E+02   2.46633925E+03   8.37055278E-01   1.60140551E-01   1.55190358E-03   4.40931939E-04   5.46724182E-05   4.71145894E-04   5.49278174E-05   2.06113415E-05  
  88               1.74454187E+02   2.51471633E+03   8.36786820E-01   1.60116532E-01   1.84579289E-03   4.39462483E-04   5.25640437E-05   4.72641601E-04   5.46901587E-05   2.05055971E-05  
  89               1.90054438E+02   2.56508868E+03   8.36469985E-01   1.60088513E-01   2.19157908E-03   4.38466109E-04   5.08483660E-05   4.73644677E-04   5.44158600E-05   2.03891634E-05  
  90               2.07854763E+02   2.61924948E+03   8.36081095E-01   1.60054298E-01   2.61543520E-03   4.37658787E-04   4.92073431E-05   4.74443235E-04   5.41085702E-05   2.02536322E-05  
  91               2.28153398E+02   2.67527615E+03   8.35626217E-01   1.60014562E-01   3.11027484E-03   4.37368718E-04   4.79533746E-05   4.74717269E-04   5.37575629E-05   2.01065253E-05  
  92               2.51301564E+02   2.73485961E+03   8.35076513E-01   1.59966684E-01   3.70779156E-03   4.37373228E-04   4.68184123E-05   4.74697197E-04   5.33646232E-05   1.99396520E-05  
  93               2.77711905E+02   2.79625163E+03   8.34439686E-01   1.59911455E-01   4.39919741E-03   4.37947830E-04   4.60492359E-05   4.74122460E-04   5.29189535E-05   1.97613679E-05  
  94               3.07869209E+02   2.86101445E+03   8.33682015E-01   1.59845855E-01   5.22140540E-03   4.38931177E-04   4.54251552E-05   4.73166449E-04   5.24200981E-05   1.95640302E-05  
  95               3.42338891E+02   2.92755744E+03   8.32813885E-01   1.59770891E-01   6.16276715E-03   4.40562065E-04   4.51443655E-05   4.71609606E-04   5.18569022E-05   1.93567377E-05  
  96               3.81784266E+02   2.99746284E+03   8.31794370E-01   1.59682927E-01   7.26797115E-03   4.42715790E-04   4.50073360E-05   4.69590600E-04   5.12267069E-05   1.91315704E-05  
  97               4.26968128E+02   3.06898195E+03   8.30643589E-01   1.59583821E-01   8.51477895E-03   4.45632192E-04   4.52103665E-05   4.66886829E-04   5.05166725E-05   1.88997284E-05  
  98               4.78646784E+02   3.14354514E+03   8.29317427E-01   1.59469664E-01   9.95132706E-03   4.49196490E-04   4.55642146E-05   4.63619080E-04   4.97230092E-05   1.86533353E-05  
  99               5.37679792E+02   3.21929261E+03   8.27849401E-01   1.59343467E-01   1.15408603E-02   4.53606045E-04   4.62428187E-05   4.59589820E-04   4.88325837E-05   1.84046155E-05  
  100              6.05034971E+02   3.29776876E+03   8.26188845E-01   1.59200752E-01   1.33386337E-02   4.58737278E-04   4.70600116E-05   4.54904416E-04   4.78360699E-05   1.81443539E-05  
  101              6.81478691E+02   3.37675060E+03   8.24392655E-01   1.59046550E-01   1.52825438E-02   4.64726361E-04   4.81818105E-05   4.49394175E-04   4.67196843E-05   1.78864557E-05  
