# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  1                1.00000000E-05   5.68403121E+02   8.38387203E-01   1.60388299E-01   1.15232651E-15   6.01277297E-04   1.67758537E-04   3.57973789E-04   6.08311997E-05   0.00000000E+00  
  2                1.28866437E-05   5.77201061E+02   8.38411661E-01   1.60382252E-01   2.06164226E-15   5.82742186E-04   1.86794248E-04   3.39180861E-04   6.08287052E-05   0.00000000E+00  
  3                1.69515951E-05   5.97072243E+02   8.38542790E-01   1.60350418E-01   8.25249989E-15   4.83572890E-04   2.86143949E-04   2.39881482E-04   6.08168135E-05   0.00000000E+00  
  4                2.21233019E-05   5.94549126E+02   8.38442971E-01   1.60374455E-01   5.98592886E-15   5.59180845E-04   2.11777490E-04   3.14896542E-04   6.08251419E-05   0.00000000E+00  
  5                2.85546006E-05   6.11687446E+02   8.38542600E-01   1.60350234E-01   1.83204448E-14   4.83869808E-04   2.87502035E-04   2.39344593E-04   6.08160601E-05   0.00000000E+00  
  6                3.65714346E-05   6.08814386E+02   8.38445782E-01   1.60373603E-01   1.31995994E-14   5.57220544E-04   2.15126952E-04   3.12236516E-04   6.08239442E-05   0.00000000E+00  
  7                4.65074606E-05   6.25570751E+02   8.38538764E-01   1.60351005E-01   3.74850544E-14   4.86927884E-04   2.85741949E-04   2.41747801E-04   6.08154958E-05   0.00000000E+00  
  8                5.89090026E-05   6.23130686E+02   8.38449999E-01   1.60372371E-01   2.82212607E-14   5.54034582E-04   2.19419062E-04   3.08490913E-04   6.08224246E-05   0.00000000E+00  
  9                7.43369600E-05   6.39908431E+02   8.38538589E-01   1.60350842E-01   7.65038438E-14   4.87059488E-04   2.86672263E-04   2.41339883E-04   6.08144002E-05   0.00000000E+00  
  10               9.36574978E-05   6.38148767E+02   8.38458539E-01   1.60370187E-01   6.08074614E-14   5.47681052E-04   2.26673197E-04   3.01677783E-04   6.08203427E-05   0.00000000E+00  
  11               1.17772752E-04   6.55024764E+02   8.38542224E-01   1.60349848E-01   1.57921570E-13   4.84417332E-04   2.90206474E-04   2.38239749E-04   6.08127688E-05   0.00000000E+00  
  12               1.48026069E-04   6.53945105E+02   8.38469447E-01   1.60367445E-01   1.31761424E-13   5.39519245E-04   2.35595988E-04   2.93123288E-04   6.08177835E-05   0.00000000E+00  
  13               1.85827564E-04   6.70874460E+02   8.38547295E-01   1.60348519E-01   3.26825068E-13   4.80671975E-04   2.94712498E-04   2.34098820E-04   6.08107163E-05   0.00000000E+00  
  14               2.33229849E-04   6.70356580E+02   8.38480080E-01   1.60364780E-01   2.82951089E-13   5.31552207E-04   2.44222887E-04   2.84811573E-04   6.08148911E-05   0.00000000E+00  
  15               2.92408413E-04   6.87316143E+02   8.38551922E-01   1.60347310E-01   6.70258136E-13   4.77248557E-04   2.98789303E-04   2.30330505E-04   6.08083183E-05   0.00000000E+00  
  16               3.66486243E-04   6.87255163E+02   8.38489019E-01   1.60362535E-01   5.96631010E-13   5.24855464E-04   2.51496570E-04   2.77809236E-04   6.08116814E-05   0.00000000E+00  
  17               4.58835947E-04   7.04319203E+02   8.38555667E-01   1.60346323E-01   1.35775754E-12   4.74478878E-04   3.02123437E-04   2.27257276E-04   6.08055090E-05   0.00000000E+00  
  18               5.74219580E-04   7.04664288E+02   8.38496368E-01   1.60360681E-01   1.23624404E-12   5.19348473E-04   2.57508621E-04   2.72029843E-04   6.08080242E-05   0.00000000E+00  
  19               7.17864084E-04   7.21930356E+02   8.38558723E-01   1.60345509E-01   2.72028510E-12   4.72216879E-04   3.04876961E-04   2.24724584E-04   6.08021500E-05   0.00000000E+00  
  20               8.96991185E-04   7.22617379E+02   8.38502285E-01   1.60359177E-01   2.52000380E-12   5.14911018E-04   2.62390102E-04   2.67347370E-04   6.08037570E-05   0.00000000E+00  
  21               1.11959740E-03   7.40130157E+02   8.38560817E-01   1.60344929E-01   5.37859565E-12   4.70665252E-04   3.06860291E-04   2.22928492E-04   6.07981048E-05   0.00000000E+00  
  22               1.39655806E-03   7.41082712E+02   8.38506508E-01   1.60358083E-01   5.04285983E-12   5.11735123E-04   2.65959065E-04   2.63948795E-04   6.07987061E-05   0.00000000E+00  
  23               1.73991003E-03   7.58830017E+02   8.38561361E-01   1.60344721E-01   1.04440144E-11   4.70261894E-04   3.07645706E-04   2.22302321E-04   6.07932109E-05   0.00000000E+00  
  24               2.16604481E-03   7.59997734E+02   8.38508702E-01   1.60357474E-01   9.87729026E-12   5.10067318E-04   2.67977354E-04   2.62076772E-04   6.07926486E-05   0.00000000E+00  
  25               2.69315952E-03   7.77952447E+02   8.38559939E-01   1.60344979E-01   1.98477784E-11   4.71308992E-04   3.06939270E-04   2.23144878E-04   6.07872289E-05   0.00000000E+00  
  26               3.34586147E-03   7.79258424E+02   8.38508284E-01   1.60357484E-01   1.88554268E-11   5.10332620E-04   2.68026881E-04   2.62153725E-04   6.07852898E-05   0.00000000E+00  
