# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  23               2.75058031E-03   6.12031382E+02   8.38152559E-01   1.60443988E-01   1.91211494E-15   7.79621252E-04   1.13653423E-07   5.31163337E-04   6.05819513E-05   0.00000000E+00  
  24               3.20179550E-03   6.18162102E+02   8.38152551E-01   1.60443987E-01   2.72074325E-15   7.79606803E-04   1.28356861E-07   5.31148505E-04   6.05676156E-05   0.00000000E+00  
  25               3.72320114E-03   6.30729754E+02   8.38152691E-01   1.60443950E-01   5.92003128E-15   7.79512530E-04   2.21454819E-07   5.31053958E-04   6.05814380E-05   0.00000000E+00  
  26               4.32535465E-03   6.37891828E+02   8.38152706E-01   1.60443936E-01   8.79796550E-15   7.79471999E-04   2.62139258E-07   5.31012861E-04   6.05706137E-05   0.00000000E+00  
  27               5.02040012E-03   6.51584809E+02   8.38152982E-01   1.60443862E-01   1.95345517E-14   7.79268582E-04   4.63395998E-07   5.30809065E-04   6.05862390E-05   0.00000000E+00  
  28               5.82192760E-03   6.60072681E+02   8.38152984E-01   1.60443798E-01   3.05924186E-14   7.79151691E-04   5.79913690E-07   5.30691379E-04   6.05795873E-05   0.00000000E+00  
  29               6.74551462E-03   6.75237142E+02   8.38153595E-01   1.60443625E-01   6.99967362E-14   7.78666865E-04   1.06017488E-06   5.30206222E-04   6.05971705E-05   0.00000000E+00  
  30               7.80844505E-03   6.85374763E+02   8.38154061E-01   1.60443512E-01   1.16255249E-13   7.78313966E-04   1.41134592E-06   5.29852231E-04   6.05949885E-05   0.00000000E+00  
  31               9.03076449E-03   7.02214408E+02   8.38155570E-01   1.60443066E-01   2.73322235E-13   7.77057321E-04   2.65741930E-06   5.28595980E-04   6.06136841E-05   0.00000000E+00  
  32               1.04345287E-02   7.14268589E+02   8.38157034E-01   1.60442710E-01   4.80961603E-13   7.75953365E-04   3.75494881E-06   5.27491137E-04   6.06154288E-05   0.00000000E+00  
  33               1.20463689E-02   7.33106886E+02   8.38161722E-01   1.60441571E-01   1.16269289E-12   7.72429507E-04   7.25326657E-06   5.23970488E-04   6.06344305E-05   0.00000000E+00  
  34               1.38960793E-02   7.47414028E+02   8.38166448E-01   1.60440422E-01   2.16500521E-12   7.68857784E-04   1.08048320E-05   5.20399892E-04   6.06391271E-05   0.00000000E+00  
  35               1.60249389E-02   7.68444424E+02   8.38179874E-01   1.60437159E-01   5.33126285E-12   7.58713038E-04   2.08893186E-05   5.10265568E-04   6.06566376E-05   0.00000000E+00  
  36               1.84856891E-02   7.85097103E+02   8.38194172E-01   1.60433672E-01   1.03356171E-11   7.47873279E-04   3.16799216E-05   4.99430568E-04   6.06619134E-05   0.00000000E+00  
  37               2.13659168E-02   8.08506523E+02   8.38229225E-01   1.60425127E-01   2.56275786E-11   7.21296600E-04   5.81479515E-05   4.72866337E-04   6.06753765E-05   0.00000000E+00  
  38               2.47793642E-02   8.27761218E+02   8.38264474E-01   1.60416459E-01   5.11570147E-11   6.94430672E-04   8.49473823E-05   4.45989717E-04   6.06784597E-05   0.00000000E+00  
  39               2.89247381E-02   8.53912291E+02   8.38333268E-01   1.60399488E-01   1.26767084E-10   6.41897071E-04   1.37406762E-04   3.93405867E-04   6.06855411E-05   0.00000000E+00  
  40               3.40575835E-02   8.76217179E+02   8.38391351E-01   1.60384917E-01   2.58447375E-10   5.97089012E-04   1.82245433E-04   3.48492139E-04   6.06845949E-05   0.00000000E+00  
  41               4.05789823E-02   9.05691559E+02   8.38479560E-01   1.60363092E-01   6.37166728E-10   5.29627642E-04   2.49860577E-04   2.80792148E-04   6.06858811E-05   0.00000000E+00  
  42               4.89799501E-02   9.31862217E+02   8.38543323E-01   1.60347543E-01   1.32615320E-09   4.81480323E-04   2.98252794E-04   2.32366136E-04   6.06819979E-05   0.00000000E+00  
  43               5.99315261E-02   9.65568381E+02   8.38621833E-01   1.60328372E-01   3.25873704E-09   4.22227463E-04   3.57907400E-04   1.72682673E-04   6.06805424E-05   0.00000000E+00  
  44               7.42090855E-02   9.95983608E+02   8.38670408E-01   1.60316481E-01   6.81697569E-09   3.85587019E-04   3.94907078E-04   1.35679352E-04   6.06752630E-05   1.61625603E-15  
  45               9.26240313E-02   1.03334123E+03   8.38721919E-01   1.60303858E-01   1.61050605E-08   3.46742317E-04   4.34169278E-04   9.64153528E-05   6.06726761E-05   1.43040358E-14  
  46               1.15969263E-01   1.06691175E+03   8.38751108E-01   1.60296686E-01   3.25132556E-08   3.24727483E-04   4.56477631E-04   7.41128447E-05   6.06667908E-05   8.34808361E-14  
  47               1.44837267E-01   1.10631814E+03   8.38779687E-01   1.60289654E-01   7.11492255E-08   3.03155447E-04   4.78333970E-04   5.22615852E-05   6.06637810E-05   5.87965252E-13  
  48               1.79703417E-01   1.14078167E+03   8.38794775E-01   1.60285917E-01   1.32827097E-07   2.91729296E-04   4.89940083E-04   4.06621589E-05   6.06575344E-05   2.74919175E-12  
  49               2.20922673E-01   1.18040806E+03   8.38809508E-01   1.60282244E-01   2.63869619E-07   2.80514121E-04   5.01322685E-04   2.92850986E-05   6.06543406E-05   1.47969144E-11  
  50               2.68978368E-01   1.21484453E+03   8.38817122E-01   1.60280294E-01   4.55780006E-07   2.74612933E-04   5.07330930E-04   2.32821956E-05   6.06480798E-05   5.60708069E-11  
  51               3.24248781E-01   1.25435733E+03   8.38824631E-01   1.60278308E-01   8.33455723E-07   2.68653563E-04   5.13395167E-04   1.72224291E-05   6.06448594E-05   2.41592333E-10  
  52               3.87188746E-01   1.28908122E+03   8.38828365E-01   1.60277185E-01   1.35916908E-06   2.65410703E-04   5.16719446E-04   1.39018486E-05   6.06389188E-05   7.85434933E-10  
  53               4.58164866E-01   1.32964143E+03   8.38831804E-01   1.60275947E-01   2.36292356E-06   2.62023493E-04   5.20237909E-04   1.03863913E-05   6.06362900E-05   2.95058511E-09  
  54               5.37609505E-01   1.36577205E+03   8.38832465E-01   1.60275100E-01   3.72895479E-06   2.60256431E-04   5.22244119E-04   8.38200888E-06   6.06311724E-05   8.76172385E-09  
  55               6.25841450E-01   1.40796446E+03   8.38831222E-01   1.60274037E-01   6.24608145E-06   2.58932389E-04   5.24342010E-04   6.28489751E-06   6.06291717E-05   2.96803313E-08  
  56               7.23281832E-01   1.44582861E+03   8.38825037E-01   1.60272682E-01   9.59958859E-06   2.58942962E-04   5.25570086E-04   5.05478385E-06   6.06246295E-05   8.16637420E-08  
  57               8.29618903E-01   1.49004240E+03   8.38803868E-01   1.60269175E-01   1.56054937E-05   2.61812996E-04   5.26857033E-04   3.75805032E-06   6.06224725E-05   2.51809624E-07  
  58               9.41466278E-01   1.52986219E+03   8.38779589E-01   1.60267869E-01   2.34942390E-05   2.78931180E-04   5.27789163E-04   2.82013169E-06   6.06200642E-05   4.78823386E-07  
  59               1.05735321E+00   1.57640767E+03   8.38760206E-01   1.60265625E-01   3.73773795E-05   2.81126039E-04   5.28519746E-04   2.08351776E-06   6.06203710E-05   2.39860053E-06  
  60               1.17387922E+00   1.62170692E+03   8.38715250E-01   1.60260690E-01   5.73278197E-05   2.91570857E-04   5.29060737E-04   1.52603123E-06   6.06200911E-05   9.51895178E-06  
  61               1.28232091E+00   1.66037366E+03   8.38648083E-01   1.60254384E-01   8.09559708E-05   3.15030716E-04   5.29425337E-04   1.13849305E-06   6.06188737E-05   2.49436099E-05  
  62               1.37429528E+00   1.69147947E+03   8.38565402E-01   1.60247222E-01   1.05605358E-04   3.48780725E-04   5.29664010E-04   8.72731945E-07   6.06173283E-05   4.69939419E-05  
  63               1.46684371E+00   1.72073896E+03   8.38483134E-01   1.60239663E-01   1.34284719E-04   3.77668280E-04   5.29811236E-04   6.97667537E-07   6.06149913E-05   6.58723075E-05  
  64               1.54899987E+00   1.74582037E+03   8.38455967E-01   1.60237261E-01   1.63933466E-04   3.77531346E-04   5.29881865E-04   6.19628899E-07   6.06137216E-05   6.58268128E-05  
  65               1.61779619E+00   1.76563880E+03   8.38431120E-01   1.60235071E-01   1.91025762E-04   3.77432075E-04   5.29927261E-04   5.67251753E-07   6.06123430E-05   6.57894640E-05  
  66               1.69483344E+00   1.78743719E+03   8.38399785E-01   1.60232316E-01   2.25173091E-04   3.77328612E-04   5.29969814E-04   5.15759541E-07   6.06107052E-05   6.57477545E-05  
  67               1.78079926E+00   1.81039025E+03   8.38331708E-01   1.60223218E-01   2.66386177E-04   3.77213696E-04   5.29986123E-04   4.69342872E-07   6.06063371E-05   6.56997610E-05  
  68               1.84911099E+00   1.82838452E+03   8.38298000E-01   1.60220268E-01   3.03080222E-04   3.77139943E-04   5.30009264E-04   4.36370688E-07   6.06045356E-05   6.56635617E-05  
  69               1.90087461E+00   1.84129173E+03   8.38271628E-01   1.60217959E-01   3.31787553E-04   3.77085970E-04   5.30022425E-04   4.15433154E-07   6.06029836E-05   6.56366629E-05  
  70               1.95955305E+00   1.85604110E+03   8.38238804E-01   1.60215086E-01   3.67503350E-04   3.77033356E-04   5.30035641E-04   3.92532813E-07   6.06012290E-05   6.56059604E-05  
  71               2.02582522E+00   1.87179572E+03   8.38200746E-01   1.60211757E-01   4.08924785E-04   3.76970024E-04   5.30046045E-04   3.70821559E-07   6.05990291E-05   6.55719900E-05  
  72               2.10047298E+00   1.88951172E+03   8.38153550E-01   1.60207630E-01   4.60269310E-04   3.76907299E-04   5.30054983E-04   3.47853040E-07   6.05964960E-05   6.55335963E-05  
  73               2.18409997E+00   1.90826132E+03   8.38098596E-01   1.60202828E-01   5.20038760E-04   3.76846465E-04   5.30059929E-04   3.26484245E-07   6.05933911E-05   6.54914445E-05  
  74               2.27732215E+00   1.92895210E+03   8.38030982E-01   1.60196919E-01   5.93554928E-04   3.76785638E-04   5.30061582E-04   3.04621447E-07   6.05897938E-05   6.54444312E-05  
  75               2.38043567E+00   1.95052727E+03   8.37952605E-01   1.60190075E-01   6.78746640E-04   3.76747492E-04   5.30057943E-04   2.84756600E-07   6.05854898E-05   6.53934747E-05  
  76               2.49441434E+00   1.97396869E+03   8.37857009E-01   1.60181728E-01   7.82756612E-04   3.76656801E-04   5.30049050E-04   2.65000247E-07   6.05804958E-05   6.53372514E-05  
  77               2.62120801E+00   1.99847955E+03   8.37745047E-01   1.60171956E-01   9.04566831E-04   3.76561929E-04   5.30033241E-04   2.47178680E-07   6.05745355E-05   6.52759908E-05  
  78               2.76189068E+00   2.02500502E+03   8.37607923E-01   1.60159988E-01   1.05374777E-03   3.76456834E-04   5.30009593E-04   2.29680502E-07   6.05675427E-05   6.52083043E-05  
  79               2.91761117E+00   2.05250585E+03   8.37447643E-01   1.60146003E-01   1.22811563E-03   3.76345948E-04   5.29976948E-04   2.14173389E-07   6.05592948E-05   6.51349665E-05  
  80               3.08960855E+00   2.08191634E+03   8.37252770E-01   1.60129000E-01   1.44011262E-03   3.76222650E-04   5.29933400E-04   1.99256048E-07   6.05496276E-05   6.50544829E-05  
  81               3.27921928E+00   2.11217415E+03   8.37025990E-01   1.60109216E-01   1.68681436E-03   3.76091228E-04   5.29878336E-04   1.86246670E-07   6.05383457E-05   6.49676999E-05  
  82               3.48789735E+00   2.14420339E+03   8.36752669E-01   1.60085374E-01   1.98414319E-03   3.75944270E-04   5.29808726E-04   1.73936775E-07   6.05251652E-05   6.48729973E-05  
  83               3.71723625E+00   2.17691869E+03   8.36436860E-01   1.60057828E-01   2.32768762E-03   3.75786195E-04   5.29724617E-04   1.63376414E-07   6.05099363E-05   6.47713170E-05  
  84               3.96897543E+00   2.21127888E+03   8.36059657E-01   1.60024929E-01   2.73801453E-03   3.75608307E-04   5.29621600E-04   1.53492458E-07   6.04922271E-05   6.46608295E-05  
  85               4.24501200E+00   2.24613478E+03   8.35628004E-01   1.59987283E-01   3.20756745E-03   3.75415817E-04   5.29500711E-04   1.45175662E-07   6.04719711E-05   6.45426729E-05  
  86               4.54741764E+00   2.28248688E+03   8.35117967E-01   1.59942803E-01   3.76238372E-03   3.75198462E-04   5.29355959E-04   1.37471442E-07   6.04485614E-05   6.44147804E-05  
  87               4.87845846E+00   2.31909183E+03   8.34539872E-01   1.59892186E-01   4.38907609E-03   3.74962265E-04   5.29188765E-04   1.31174363E-07   6.04219436E-05   6.42784577E-05  
  88               5.24031912E+00   2.35699201E+03   8.33859570E-01   1.59833356E-01   5.11964988E-03   3.81271726E-04   5.28996114E-04   1.23251678E-07   6.03921444E-05   6.41316609E-05  
  89               5.63568796E+00   2.39496417E+03   8.33110094E-01   1.59768003E-01   5.93484023E-03   3.81048573E-04   5.28776880E-04   1.18757042E-07   6.03582758E-05   6.39760976E-05  
  90               6.06777987E+00   2.43406107E+03   8.32248195E-01   1.59692850E-01   6.87232974E-03   3.80779368E-04   5.28523806E-04   1.14738632E-07   6.03198064E-05   6.38090871E-05  
  91               6.53975094E+00   2.47312327E+03   8.31297237E-01   1.59609934E-01   7.90670064E-03   3.80473963E-04   5.28243001E-04   1.11731855E-07   6.02771895E-05   6.36324756E-05  
  92               7.05514746E+00   2.51310373E+03   8.30219950E-01   1.59516006E-01   9.07848968E-03   3.80120974E-04   5.27924183E-04   1.09160052E-07   6.02292719E-05   6.34437422E-05  
  93               7.61780572E+00   2.55297449E+03   8.29044230E-01   1.59413499E-01   1.03573476E-02   3.79731892E-04   5.27574863E-04   1.07450481E-07   6.01766536E-05   6.32447670E-05  
  94               8.23190479E+00   2.59362704E+03   8.27729560E-01   1.59298880E-01   1.17873460E-02   3.79293542E-04   5.27183691E-04   1.06127148E-07   6.01180009E-05   6.30329910E-05  
  95               8.90195859E+00   2.63401652E+03   8.26314498E-01   1.59175513E-01   1.33265370E-02   3.78821148E-04   5.26761252E-04   1.05599305E-07   6.00542206E-05   6.28107165E-05  
  96               9.63282914E+00   2.67508241E+03   8.24751332E-01   1.59039237E-01   1.50268166E-02   3.78298577E-04   5.26294057E-04   1.05420095E-07   5.99836543E-05   6.25751089E-05  
  97               1.04297158E+01   2.71576825E+03   8.23090370E-01   1.58894440E-01   1.68334580E-02   3.77745274E-04   5.25796064E-04   1.05989603E-07   5.99075281E-05   6.23289319E-05  
  98               1.12981553E+01   2.75709731E+03   8.21272954E-01   1.58736006E-01   1.88102624E-02   3.77140982E-04   5.25250581E-04   1.06864791E-07   5.98236736E-05   6.20689315E-05  
  99               1.22440868E+01   2.79781803E+03   8.19373669E-01   1.58570442E-01   2.08760939E-02   3.76514091E-04   5.24678475E-04   1.08518084E-07   5.97339941E-05   6.17989578E-05  
  100              1.32737703E+01   2.83925489E+03   8.17307020E-01   1.58390290E-01   2.31239476E-02   3.75834542E-04   5.24055345E-04   1.10415366E-07   5.96351821E-05   6.15145661E-05  
  101              1.43938314E+01   2.87999646E+03   8.15171971E-01   1.58204182E-01   2.54461669E-02   3.75139817E-04   5.23409000E-04   1.13092511E-07   5.95297807E-05   6.12206597E-05  
