# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CH4              CO               N2               H2S             
  14               2.07999587E-04   4.34677099E+02   8.38151182E-01   1.60444304E-01   1.60480387E-22   7.79827298E-04   5.31280652E-04   6.48980475E-13   5.97239981E-05   2.29786694E-05  
  15               2.59292927E-04   4.40303595E+02   8.38151109E-01   1.60444322E-01   3.11608271E-22   7.79827385E-04   5.31280710E-04   8.84473711E-13   5.96689494E-05   2.29786719E-05  
  16               3.23062074E-04   4.48831446E+02   8.38151160E-01   1.60444310E-01   8.69431756E-22   7.79827325E-04   5.31280668E-04   1.71675842E-12   5.97080483E-05   2.29786701E-05  
  17               4.02323847E-04   4.54720229E+02   8.38151084E-01   1.60444328E-01   1.66551360E-21   7.79827415E-04   5.31280728E-04   2.31655546E-12   5.96507042E-05   2.29786728E-05  
  18               5.00819827E-04   4.63437370E+02   8.38151124E-01   1.60444318E-01   4.43744425E-21   7.79827369E-04   5.31280694E-04   4.31542525E-12   5.96807793E-05   2.29786714E-05  
  19               6.23179470E-04   4.69611018E+02   8.38151045E-01   1.60444338E-01   8.39836800E-21   7.79827463E-04   5.31280756E-04   5.77165939E-12   5.96206828E-05   2.29786742E-05  
  20               7.75146618E-04   4.78408608E+02   8.38151068E-01   1.60444332E-01   2.11295734E-20   7.79827436E-04   5.31280732E-04   1.02033296E-11   5.96382798E-05   2.29786734E-05  
  21               9.63816958E-04   4.84845019E+02   8.38150982E-01   1.60444353E-01   3.93707681E-20   7.79827539E-04   5.31280797E-04   1.34768205E-11   5.95734323E-05   2.29786763E-05  
  22               1.19799049E-03   4.93668188E+02   8.38150987E-01   1.60444352E-01   9.33113413E-20   7.79827534E-04   5.31280784E-04   2.25483648E-11   5.95769041E-05   2.29786762E-05  
  23               1.48853888E-03   5.00216433E+02   8.38150886E-01   1.60444376E-01   1.68425717E-19   7.79827654E-04   5.31280857E-04   2.89456883E-11   5.95010656E-05   2.29786797E-05  
  24               1.84892851E-03   5.09026740E+02   8.38150870E-01   1.60444380E-01   3.76358554E-19   7.79827672E-04   5.31280852E-04   4.58571673E-11   5.94889500E-05   2.29786802E-05  
  25               2.29585639E-03   5.15566325E+02   8.38150748E-01   1.60444410E-01   6.51678559E-19   7.79827819E-04   5.31280939E-04   5.66551223E-11   5.93962311E-05   2.29786845E-05  
  26               2.85012210E-03   5.24244806E+02   8.38150704E-01   1.60444420E-01   1.36445778E-18   7.79827867E-04   5.31280945E-04   8.44277534E-11   5.93635052E-05   2.29786860E-05  
  27               3.53748097E-03   5.30674676E+02   8.38150550E-01   1.60444457E-01   2.25375628E-18   7.79828055E-04   5.31281053E-04   9.97810905E-11   5.92469850E-05   2.29786913E-05  
  28               4.38978538E-03   5.39333860E+02   8.38150481E-01   1.60444474E-01   4.49592830E-18   7.79828132E-04   5.31281064E-04   1.42100753E-10   5.91947754E-05   2.29786937E-05  
  29               5.44641406E-03   5.45711116E+02   8.38150291E-01   1.60444520E-01   7.15154927E-18   7.79828367E-04   5.31281196E-04   1.62105814E-10   5.90515570E-05   2.29787003E-05  
  30               6.75591783E-03   5.54520640E+02   8.38150200E-01   1.60444542E-01   1.38498517E-17   7.79828470E-04   5.31281204E-04   2.24689655E-10   5.89826042E-05   2.29787035E-05  
  31               8.37816796E-03   5.61189889E+02   8.38149985E-01   1.60444594E-01   2.19039633E-17   7.79828739E-04   5.31281345E-04   2.55321051E-10   5.88206524E-05   2.29787109E-05  
  32               1.03867674E-02   5.70476494E+02   8.38149884E-01   1.60444618E-01   4.23288505E-17   7.79828848E-04   5.31281325E-04   3.53953100E-10   5.87445599E-05   2.29787144E-05  
  33               1.28722159E-02   5.77653831E+02   8.38149653E-01   1.60444674E-01   6.76040088E-17   7.79829143E-04   5.31281456E-04   4.06972966E-10   5.85701052E-05   2.29787224E-05  
  34               1.59456197E-02   5.87720781E+02   8.38149558E-01   1.60444698E-01   1.32989440E-16   7.79829231E-04   5.31281361E-04   5.75752147E-10   5.84978158E-05   2.29787257E-05  
  35               1.97432699E-02   5.95666408E+02   8.38149324E-01   1.60444754E-01   2.17767576E-16   7.79829528E-04   5.31281442E-04   6.80270579E-10   5.83213602E-05   2.29787338E-05  
  36               2.44316960E-02   6.06615629E+02   8.38149238E-01   1.60444775E-01   4.36211473E-16   7.79829564E-04   5.31281203E-04   9.82920872E-10   5.82566084E-05   2.29787368E-05  
  37               3.02141097E-02   6.15745607E+02   8.38149027E-01   1.60444826E-01   7.48757058E-16   7.79829802E-04   5.31281131E-04   1.22069445E-09   5.80970948E-05   2.29787441E-05  
  38               3.73386162E-02   6.28097966E+02   8.38148978E-01   1.60444837E-01   1.56802715E-15   7.79829648E-04   5.31280529E-04   1.85040798E-09   5.80611651E-05   2.29787456E-05  
  39               4.61103356E-02   6.38889716E+02   8.38148818E-01   1.60444875E-01   2.87501686E-15   7.79829663E-04   5.31280038E-04   2.46269482E-09   5.79402686E-05   2.29787512E-05  
  40               5.69010596E-02   6.53132472E+02   8.38148822E-01   1.60444870E-01   6.38900506E-15   7.79828929E-04   5.31278491E-04   3.97705667E-09   5.79490286E-05   2.29787504E-05  
  41               7.01614585E-02   6.66338893E+02   8.38148751E-01   1.60444887E-01   1.28524381E-14   7.79828095E-04   5.31276679E-04   5.82942113E-09   5.78941778E-05   2.29787528E-05  
  42               8.64344762E-02   6.83053641E+02   8.38148799E-01   1.60444857E-01   3.06394533E-14   7.79825286E-04   5.31272227E-04   1.01478338E-08   5.79584828E-05   2.29787485E-05  
  43               1.06367950E-01   6.99031615E+02   8.38148819E-01   1.60444851E-01   6.70600417E-14   7.79821201E-04   5.31266048E-04   1.62671489E-08   5.79692977E-05   2.29787477E-05  
  44               1.30735138E-01   7.18664933E+02   8.38148789E-01   1.60444772E-01   1.70536209E-13   7.79810261E-04   5.31251568E-04   3.04002883E-08   5.80838424E-05   2.29787362E-05  
  45               1.60442211E-01   7.38030053E+02   8.38148911E-01   1.60444740E-01   4.05614551E-13   7.79791923E-04   5.31228420E-04   5.33292829E-08   5.81576546E-05   2.29787315E-05  
  46               1.96545480E-01   7.60976613E+02   8.38148979E-01   1.60444638E-01   1.08435055E-12   7.79747085E-04   5.31175548E-04   1.05639508E-07   5.83067945E-05   2.29787167E-05  
  47               2.40305625E-01   7.84015272E+02   8.38149238E-01   1.60444570E-01   2.73573895E-12   7.79665083E-04   5.31082325E-04   1.98307865E-07   5.84209911E-05   2.29787064E-05  
  48               2.93268328E-01   8.10839324E+02   8.38149713E-01   1.60444443E-01   7.60352352E-12   7.79468783E-04   5.30867521E-04   4.12046470E-07   5.85886713E-05   2.29824096E-05  
  49               3.57215558E-01   8.38094010E+02   8.38150359E-01   1.60444262E-01   2.00258528E-11   7.79090765E-04   5.30463752E-04   8.14203101E-07   5.87233333E-05   2.29918929E-05  
  50               4.34202413E-01   8.69154576E+02   8.38151627E-01   1.60443892E-01   5.65300515E-11   7.78211371E-04   5.29543752E-04   1.73102419E-06   5.88885380E-05   2.30227796E-05  
  51               5.26605940E-01   9.00835588E+02   8.38153677E-01   1.60443220E-01   1.50890576E-10   7.76506190E-04   5.27783856E-04   3.48559356E-06   5.90216686E-05   2.31120745E-05  
  52               6.37234104E-01   9.36316318E+02   8.38157629E-01   1.60441742E-01   4.21219477E-10   7.72730301E-04   5.23927989E-04   7.33085477E-06   5.91688282E-05   2.33981671E-05  
  53               7.69713785E-01   9.72674107E+02   8.38165542E-01   1.60439257E-01   1.11261865E-09   7.65664816E-04   5.16762792E-04   1.44790730E-05   5.92866454E-05   2.42825273E-05  
  54               9.29188228E-01   1.01326165E+03   8.38184740E-01   1.60434545E-01   3.04366434E-09   7.51316389E-04   5.02240463E-04   2.89712455E-05   5.94094787E-05   2.42817278E-05  
  55               1.12317989E+00   1.05537776E+03   8.38216845E-01   1.60426688E-01   7.93931673E-09   7.27188988E-04   4.77892281E-04   5.32742597E-05   5.95049635E-05   2.42803715E-05  
  56               1.36345700E+00   1.10236692E+03   8.38270395E-01   1.60413602E-01   2.12545627E-08   6.86851960E-04   4.37257240E-04   9.38420787E-05   5.95955435E-05   2.42780438E-05  
  57               1.66761683E+00   1.15166939E+03   8.38340195E-01   1.60396551E-01   5.44432209E-08   6.34192968E-04   3.84244997E-04   1.46776953E-04   5.96575519E-05   2.42748021E-05  
  58               2.06163833E+00   1.20554049E+03   8.38422469E-01   1.60376442E-01   1.38765991E-07   5.72048981E-04   3.21702214E-04   2.09238291E-04   5.97023115E-05   2.42704693E-05  
  59               2.57825393E+00   1.26016347E+03   8.38496703E-01   1.60358258E-01   3.26195144E-07   5.15854647E-04   2.65146790E-04   2.65726060E-04   5.97119227E-05   2.42654875E-05  
  60               3.25158107E+00   1.31696532E+03   8.38560729E-01   1.60342490E-01   7.29732797E-07   4.67172734E-04   2.16155512E-04   3.14659419E-04   5.96993653E-05   2.42591940E-05  
  61               4.11172866E+00   1.37315457E+03   8.38608584E-01   1.60330524E-01   1.49914910E-06   4.30372942E-04   1.79103260E-04   3.51663939E-04   5.96604853E-05   2.42505516E-05  
  62               5.18856087E+00   1.43144713E+03   8.38647267E-01   1.60320431E-01   2.97063662E-06   3.99810205E-04   1.48222618E-04   3.82496874E-04   5.96110075E-05   2.42332692E-05  
  63               6.50891313E+00   1.48938228E+03   8.38673775E-01   1.60312433E-01   5.52637214E-06   3.77061096E-04   1.24713360E-04   4.05957494E-04   5.95459724E-05   2.41859609E-05  
  64               8.08638809E+00   1.54932592E+03   8.38689320E-01   1.60304523E-01   1.00105956E-05   3.58575266E-04   1.04355397E-04   4.26257091E-04   5.94779988E-05   2.40167767E-05  
  65               9.91563653E+00   1.60804743E+03   8.38686534E-01   1.60296423E-01   1.71145014E-05   3.48601800E-04   8.79213640E-05   4.42623290E-04   5.94017732E-05   2.34694309E-05  
  66               1.19488643E+01   1.66744134E+03   8.38678214E-01   1.60289731E-01   2.84227085E-05   3.48882254E-04   7.20820542E-05   4.58393648E-04   5.93334675E-05   2.22867760E-05  
  67               1.41070494E+01   1.72558623E+03   8.38659165E-01   1.60282317E-01   4.52687713E-05   3.44586288E-04   6.00813587E-05   4.70315218E-04   5.92710364E-05   2.21027148E-05  
  68               1.62395860E+01   1.78465931E+03   8.38590270E-01   1.60269178E-01   7.10485453E-05   3.58818485E-04   4.65772650E-05   4.83730868E-04   5.92359595E-05   2.15506680E-05  
  69               1.82124142E+01   1.84525675E+03   8.38473572E-01   1.60254720E-01   1.10661729E-04   4.08835834E-04   3.20504326E-05   4.98195701E-04   5.92412681E-05   2.06192049E-05  
  70               1.99777015E+01   1.88439840E+03   8.38437820E-01   1.60249214E-01   1.43543531E-04   4.05578470E-04   2.87933931E-05   5.01393037E-04   5.92020212E-05   2.06211941E-05  
  71               2.14797292E+01   1.92562883E+03   8.38401470E-01   1.60244362E-01   1.88653809E-04   4.01650677E-04   2.48627410E-05   5.05269146E-04   5.91932314E-05   2.06072159E-05  
  72               2.26580920E+01   1.94688983E+03   8.38379109E-01   1.60241987E-01   2.14384709E-04   4.00612367E-04   2.38210079E-05   5.06274641E-04   5.91616968E-05   2.06049897E-05  
  73               2.40451277E+01   1.98187733E+03   8.38334585E-01   1.60236991E-01   2.66481862E-04   3.98007499E-04   2.12122786E-05   5.08830361E-04   5.91504758E-05   2.05844926E-05  
  74               2.56635267E+01   2.01019602E+03   8.38260184E-01   1.60226599E-01   3.13126914E-04   3.96817716E-04   2.00256444E-05   5.09941835E-04   5.91090702E-05   2.05708659E-05  
  75               2.68490857E+01   2.03791996E+03   8.38211573E-01   1.60221687E-01   3.68243306E-04   3.95188208E-04   1.83734094E-05   5.11545787E-04   5.90978516E-05   2.05461048E-05  
  76               2.76895729E+01   2.04946218E+03   8.38190850E-01   1.60219803E-01   3.91026686E-04   3.94965744E-04   1.81481511E-05   5.11743511E-04   5.90728846E-05   2.05401984E-05  
  77               2.87049345E+01   2.07228277E+03   8.38142921E-01   1.60215119E-01   4.44742055E-04   3.93810969E-04   1.69477543E-05   5.12900470E-04   5.90627487E-05   2.05149780E-05  
  78               2.99228224E+01   2.09004815E+03   8.38104353E-01   1.60211596E-01   4.87240348E-04   3.93377072E-04   1.65104660E-05   5.13294104E-04   5.90312738E-05   2.04996811E-05  
  79               3.13804601E+01   2.11864539E+03   8.38031962E-01   1.60204797E-01   5.67611417E-04   3.92186919E-04   1.53248787E-05   5.14416635E-04   5.90103964E-05   2.04617924E-05  
  80               3.31131449E+01   2.14383392E+03   8.37963342E-01   1.60198593E-01   6.43004523E-04   3.91590550E-04   1.47240750E-05   5.14949686E-04   5.89694964E-05   2.04305954E-05  
  81               3.51609857E+01   2.17873141E+03   8.37852120E-01   1.60188462E-01   7.65443082E-04   3.90493525E-04   1.36296257E-05   5.15952449E-04   5.89338029E-05   2.03734779E-05  
  82               3.75651681E+01   2.21202051E+03   8.37734162E-01   1.60177935E-01   8.94580257E-04   3.89817128E-04   1.29461504E-05   5.16532860E-04   5.88799084E-05   2.03171699E-05  
  83               4.03738081E+01   2.25293391E+03   8.37564463E-01   1.60162800E-01   1.08031521E-03   3.88903214E-04   1.20286521E-05   5.17318005E-04   5.88243082E-05   2.02332558E-05  
  84               4.36366739E+01   2.29386224E+03   8.37369628E-01   1.60145399E-01   1.29081013E-03   3.88267238E-04   1.13790580E-05   5.17813220E-04   5.87516580E-05   2.01426779E-05  
  85               4.74110068E+01   2.34065062E+03   8.37103544E-01   1.60122460E-01   1.57231233E-03   3.93484046E-04   1.04952700E-05   5.18522647E-04   5.86759798E-05   2.00549302E-05  
  86               5.17588638E+01   2.38851719E+03   8.36799888E-01   1.60095852E-01   1.90290459E-03   3.93121915E-04   9.94967396E-06   5.18847154E-04   5.85793155E-05   1.99210001E-05  
  87               5.67546835E+01   2.44032864E+03   8.36417628E-01   1.60062417E-01   2.31892748E-03   3.92782015E-04   9.43256679E-06   5.19096282E-04   5.84689256E-05   1.97589828E-05  
  88               6.24772805E+01   2.49469420E+03   8.35953438E-01   1.60021894E-01   2.82390446E-03   3.92523631E-04   9.00039691E-06   5.19208925E-04   5.83410293E-05   1.95728568E-05  
  89               6.90215790E+01   2.55077438E+03   8.35403338E-01   1.59973949E-01   3.42211915E-03   3.92376178E-04   8.67293881E-06   5.19159446E-04   5.81926114E-05   1.93662607E-05  
  90               7.64968459E+01   2.61036660E+03   8.34727987E-01   1.59915122E-01   4.15643884E-03   3.92277424E-04   8.37872073E-06   5.19001382E-04   5.80239464E-05   1.91281674E-05  
  91               8.50333134E+01   2.67046717E+03   8.33955518E-01   1.59847913E-01   4.99610768E-03   3.92339144E-04   8.20904433E-06   5.18645471E-04   5.78285761E-05   1.88772069E-05  
  92               9.47847846E+01   2.73350446E+03   8.33032002E-01   1.59767588E-01   5.99986607E-03   3.92491844E-04   8.08067837E-06   5.18149746E-04   5.76063908E-05   1.85988944E-05  
  93               1.05923786E+02   2.79837375E+03   8.31958957E-01   1.59674300E-01   7.16598392E-03   3.92788891E-04   8.02238760E-06   5.17476131E-04   5.73525980E-05   1.83017519E-05  
  94               1.18658035E+02   2.86428668E+03   8.30741621E-01   1.59568520E-01   8.48869626E-03   3.93275956E-04   8.05080194E-06   5.16597542E-04   5.70623439E-05   1.79940526E-05  
  95               1.33229928E+02   2.93134078E+03   8.29369759E-01   1.59449362E-01   9.97909486E-03   3.93976969E-04   8.15955758E-06   5.15502623E-04   5.67309147E-05   1.76781417E-05  
  96               1.49905234E+02   3.00069407E+03   8.27798118E-01   1.59312876E-01   1.16863834E-02   3.94890218E-04   8.31738917E-06   5.14191832E-04   5.63531809E-05   1.73472372E-05  
  97               1.68976373E+02   3.07089463E+03   8.26060609E-01   1.59162044E-01   1.35735792E-02   3.96087622E-04   8.55790753E-06   5.12622835E-04   5.59215023E-05   1.70156675E-05  
  98               1.90728823E+02   3.14314404E+03   8.24105212E-01   1.58992323E-01   1.56972443E-02   3.97562264E-04   8.84676835E-06   5.10793375E-04   5.54279127E-05   1.66750821E-05  
  99               2.15467836E+02   3.21566857E+03   8.21992822E-01   1.58809046E-01   1.79910547E-02   3.99381350E-04   9.22140535E-06   5.08662431E-04   5.48620543E-05   1.63422051E-05  
  100              2.43527790E+02   3.28992810E+03   8.19658074E-01   1.58606506E-01   2.05260931E-02   4.01520894E-04   9.64327661E-06   5.06222912E-04   5.42080478E-05   1.60054824E-05  
  101              2.75275419E+02   3.36413630E+03   8.17181764E-01   1.58391766E-01   2.32144061E-02   4.04033513E-04   1.01523775E-05   5.03432365E-04   5.34475284E-05   1.56814625E-05  
