# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   6.07465142E+02   8.38743762E-01   1.60301717E-01   2.29248118E-14   4.38153649E-04   3.31213295E-04   6.07994388E-05   0.00000000E+00   0.00000000E+00  
  2                2.49092118E-05   6.68127247E+02   8.38836485E-01   1.60278500E-01   7.59009936E-13   5.12813553E-04   2.61753876E-04   6.07906532E-05   0.00000000E+00   0.00000000E+00  
  3                4.47160864E-05   6.96714757E+02   8.38842871E-01   1.60276706E-01   2.88429839E-12   5.18821924E-04   2.57068651E-04   6.07897423E-05   0.00000000E+00   0.00000000E+00  
  4                6.77116974E-05   7.14787389E+02   8.38843873E-01   1.60276260E-01   6.13619137E-12   5.20297436E-04   2.56248222E-04   6.07893123E-05   0.00000000E+00   0.00000000E+00  
  5                9.42955836E-05   7.31431102E+02   8.38845144E-01   1.60275744E-01   1.21005390E-11   5.21950216E-04   2.55140736E-04   6.07889044E-05   0.00000000E+00   0.00000000E+00  
  6                1.25040726E-04   7.43788758E+02   8.38845019E-01   1.60275584E-01   1.92028858E-11   5.22357447E-04   2.55077724E-04   6.07885851E-05   0.00000000E+00   0.00000000E+00  
  7                1.60603082E-04   7.57041979E+02   8.38845261E-01   1.60275245E-01   3.16539943E-11   5.23309091E-04   2.54485443E-04   6.07882448E-05   0.00000000E+00   0.00000000E+00  
  8                2.01771146E-04   7.67174206E+02   8.38844600E-01   1.60275106E-01   4.48862384E-11   5.23440222E-04   2.54587632E-04   6.07879170E-05   0.00000000E+00   0.00000000E+00  
  9                2.49461621E-04   7.78934622E+02   8.38843928E-01   1.60274791E-01   6.80956125E-11   5.24115869E-04   2.54186577E-04   6.07875730E-05   0.00000000E+00   0.00000000E+00  
  10               3.04745785E-04   7.88057268E+02   8.38843785E-01   1.60274789E-01   9.14491168E-11   5.24153157E-04   2.54329331E-04   6.07872714E-05   0.00000000E+00   0.00000000E+00  
  11               3.68865413E-04   7.99200339E+02   8.38844278E-01   1.60274620E-01   1.33037487E-10   5.24707675E-04   2.54004670E-04   6.07869646E-05   0.00000000E+00   0.00000000E+00  
  12               4.43252514E-04   8.07948832E+02   8.38844144E-01   1.60274621E-01   1.73996984E-10   5.24727013E-04   2.54136113E-04   6.07866341E-05   0.00000000E+00   0.00000000E+00  
  13               5.29551992E-04   8.18850399E+02   8.38844568E-01   1.60274474E-01   2.46746026E-10   5.25203773E-04   2.53858082E-04   6.07863114E-05   0.00000000E+00   0.00000000E+00  
  14               6.29671780E-04   8.27400995E+02   8.38844429E-01   1.60274480E-01   3.16567036E-10   5.25201492E-04   2.53988977E-04   6.07859428E-05   0.00000000E+00   8.08917335E-16  
  15               7.45804705E-04   8.38263771E+02   8.38844804E-01   1.60274350E-01   4.41282324E-10   5.25621634E-04   2.53743811E-04   6.07855955E-05   0.00000000E+00   2.28283133E-15  
