# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               NH3              N2              
  23               2.69435353E-03   2.44788969E+02   8.38073932E-01   1.60463844E-01   7.81891036E-04   5.31345356E-04   3.80027230E-42   1.41190845E-33   1.21724003E-04   2.42220153E-12  
  24               3.30808695E-03   2.44648978E+02   8.38073932E-01   1.60463844E-01   7.81891036E-04   5.31345356E-04   7.55504227E-42   2.40411338E-33   1.21724001E-04   3.24566072E-12  
  25               4.06224564E-03   2.56048785E+02   8.38073932E-01   1.60463844E-01   7.81891036E-04   5.31345356E-04   3.34092344E-40   5.04600795E-32   1.21723993E-04   7.45985955E-12  
  26               4.98843227E-03   2.56327943E+02   8.38073932E-01   1.60463844E-01   7.81891036E-04   5.31345356E-04   7.08572704E-40   9.03647335E-32   1.21723987E-04   1.01551829E-11  
  27               6.12535138E-03   2.68324763E+02   8.38073932E-01   1.60463844E-01   7.81891036E-04   5.31345356E-04   2.59642648E-38   1.62959104E-30   1.21723963E-04   2.25051877E-11  
  28               7.52026642E-03   2.68985198E+02   8.38073932E-01   1.60463844E-01   7.81891036E-04   5.31345356E-04   5.73838980E-38   3.01139576E-30   1.21723946E-04   3.06995545E-11  
  29               9.23126701E-03   2.81450042E+02   8.38073932E-01   1.60463844E-01   7.81891035E-04   5.31345356E-04   1.70904183E-36   4.56525454E-29   1.21723878E-04   6.48168662E-11  
  30               1.13285825E-02   2.82423345E+02   8.38073932E-01   1.60463844E-01   7.81891035E-04   5.31345356E-04   3.92349274E-36   8.68071644E-29   1.21723832E-04   8.80662703E-11  
  31               1.38983541E-02   2.95358201E+02   8.38073932E-01   1.60463844E-01   7.81891035E-04   5.31345356E-04   9.80193366E-35   1.13786817E-27   1.21723651E-04   1.78119290E-10  
  32               1.70455651E-02   2.96679956E+02   8.38073932E-01   1.60463844E-01   7.81891035E-04   5.31345356E-04   2.34810540E-34   2.23547085E-27   1.21723525E-04   2.41401734E-10  
  33               2.08984150E-02   3.10196203E+02   8.38073933E-01   1.60463844E-01   7.81890985E-04   5.31345355E-04   5.17653390E-33   2.65683861E-26   1.21723058E-04   4.74616855E-10  
  34               2.56114883E-02   3.11952474E+02   8.38073933E-01   1.60463844E-01   7.81890935E-04   5.31345355E-04   1.32399456E-32   5.50076235E-26   1.21722712E-04   6.47964089E-10  
  35               3.13740198E-02   3.26262372E+02   8.38073933E-01   1.60463844E-01   7.81890757E-04   5.31345354E-04   2.64757902E-31   6.10349518E-25   1.21721498E-04   1.25482215E-09  
  36               3.84148579E-02   3.28677901E+02   8.38073934E-01   1.60463844E-01   7.81890179E-04   5.31345353E-04   7.40669875E-31   1.36070555E-24   1.21720519E-04   1.74428309E-09  
  37               4.70125024E-02   3.43928990E+02   8.38073932E-01   1.60463842E-01   7.81889595E-04   5.31345349E-04   1.35997110E-29   1.43075668E-23   1.21717288E-04   3.35882652E-09  
  38               5.75015764E-02   3.47289433E+02   8.38073934E-01   1.60463841E-01   7.81883958E-04   5.31345346E-04   4.16078240E-29   3.44142509E-23   1.21714458E-04   4.77388806E-09  
  39               7.02934351E-02   3.63624438E+02   8.38073941E-01   1.60463839E-01   7.81878316E-04   5.31345340E-04   7.14360807E-28   3.48640951E-22   1.21705602E-04   9.20121333E-09  
  40               8.58844843E-02   3.68102318E+02   8.38073947E-01   1.60463838E-01   7.81872802E-04   5.31345334E-04   2.47146183E-27   9.32900607E-22   1.21696971E-04   1.35156942E-08  
  41               1.04880297E-01   3.85823283E+02   8.38073914E-01   1.60463823E-01   7.81867630E-04   5.31345287E-04   4.18155863E-26   9.59523496E-21   1.21670889E-04   2.65514422E-08  
  42               1.28004173E-01   3.91920037E+02   8.38073943E-01   1.60463814E-01   7.81802302E-04   5.31345257E-04   1.68402047E-25   2.94236331E-20   1.21642169E-04   4.09081604E-08  
  43               1.56136268E-01   4.11600108E+02   8.38074001E-01   1.60463796E-01   7.81742904E-04   5.31345195E-04   2.86638561E-24   3.14359020E-19   1.21557829E-04   8.30710693E-08  
  44               1.90327203E-01   4.19929684E+02   8.38073990E-01   1.60463758E-01   7.81688155E-04   5.31345071E-04   1.40918561E-23   1.15896208E-18   1.21450461E-04   1.36740717E-07  
  45               2.31870335E-01   4.42213708E+02   8.38073163E-01   1.60463583E-01   7.82014770E-04   5.31344489E-04   2.33244594E-22   1.25301177E-17   1.21151877E-04   2.85966236E-07  
  46               2.82317916E-01   4.53831600E+02   8.38073078E-01   1.60463452E-01   7.81672294E-04   5.31344055E-04   1.30750653E-21   5.22819984E-17   1.20736920E-04   4.93395097E-07  
  47               3.43644328E-01   4.79174076E+02   8.38073366E-01   1.60463212E-01   7.81389472E-04   5.31343262E-04   2.03174996E-20   5.45402511E-16   1.19675608E-04   1.02396005E-06  
  48               4.18285818E-01   4.94343704E+02   8.38073962E-01   1.60462899E-01   7.81105422E-04   5.31342224E-04   1.25409302E-19   2.50726091E-15   1.18151693E-04   1.78579845E-06  
  49               5.09528183E-01   5.23506323E+02   8.38075799E-01   1.60462320E-01   7.80815350E-04   5.31340308E-04   1.73818249E-18   2.39042418E-14   1.14880449E-04   3.42120117E-06  
  50               6.21715232E-01   5.42995068E+02   8.38079321E-01   1.60461669E-01   7.80142905E-04   5.31338152E-04   1.11289195E-17   1.13627941E-13   1.10488440E-04   5.61695877E-06  
  51               7.60965805E-01   5.76563960E+02   8.38084114E-01   1.60460507E-01   7.80137341E-04   5.31334304E-04   1.30427529E-16   9.29401875E-13   1.03246233E-04   9.23762141E-06  
  52               9.35155199E-01   6.01011340E+02   8.38089613E-01   1.60459174E-01   7.80131039E-04   5.31329885E-04   7.77399012E-16   4.11094691E-12   9.49366586E-05   1.33919030E-05  
  53               1.15474332E+00   6.39469922E+02   8.38096670E-01   1.60457462E-01   7.80123211E-04   5.31324193E-04   7.02768801E-15   2.62200501E-11   8.42700249E-05   1.87245706E-05  
  54               1.43248437E+00   6.68502856E+02   8.38103442E-01   1.60455814E-01   7.80116131E-04   5.31318662E-04   3.58650808E-14   9.98123163E-11   7.40160755E-05   2.38509203E-05  
  55               1.78351645E+00   7.11145791E+02   8.38110692E-01   1.60454034E-01   7.80109522E-04   5.31312370E-04   2.47950182E-13   4.93813250E-10   6.29845789E-05   2.93659935E-05  
  56               2.22369751E+00   7.43826398E+02   8.38116558E-01   1.60452572E-01   7.80105581E-04   5.31306364E-04   1.09800789E-12   1.64920861E-09   5.39809399E-05   3.38672583E-05  
  57               2.76967862E+00   7.90418158E+02   8.38122232E-01   1.60451152E-01   7.80102958E-04   5.31296557E-04   6.13367127E-12   6.73552562E-09   4.52596367E-05   3.82273712E-05  
  58               3.43847146E+00   8.27212950E+02   8.38126427E-01   1.60450076E-01   7.80099536E-04   5.31279305E-04   2.42088132E-11   2.03861817E-08   3.87342765E-05   4.14896427E-05  
  59               4.24739458E+00   8.78661248E+02   8.38130264E-01   1.60449036E-01   7.80073055E-04   5.31226046E-04   1.10672701E-10   7.01043804E-08   3.26217204E-05   4.45455243E-05  
  60               5.21361102E+00   9.20553988E+02   8.38132847E-01   1.60448210E-01   7.79992567E-04   5.31106074E-04   3.76716678E-10   1.87149302E-07   2.81577276E-05   4.67772010E-05  
  61               6.35202222E+00   9.76596743E+02   8.38135239E-01   1.60447357E-01   7.79720156E-04   5.30766358E-04   1.36272615E-09   5.23596061E-07   2.40678572E-05   4.88217912E-05  
  62               7.67885479E+00   1.02213387E+03   8.38137225E-01   1.60446595E-01   7.79164075E-04   5.30114626E-04   3.81651660E-09   1.17204415E-06   2.11824262E-05   5.02641689E-05  
  63               9.21839098E+00   1.07993852E+03   8.38140007E-01   1.60445640E-01   7.77864301E-04   5.28675507E-04   1.07891797E-08   2.60647931E-06   1.86494382E-05   5.15301718E-05  
  64               1.09980011E+01   1.12534483E+03   8.38143370E-01   1.60444583E-01   7.75790897E-04   5.26436930E-04   2.48395462E-08   4.83928565E-06   1.69836092E-05   5.23624482E-05  
  65               1.30500015E+01   1.18136016E+03   8.38149029E-01   1.60443053E-01   7.72051733E-04   5.22491836E-04   5.70537102E-08   8.77540730E-06   1.55862520E-05   5.30600507E-05  
  66               1.54135533E+01   1.22374051E+03   8.38156054E-01   1.60441263E-01   7.67153154E-04   5.17379936E-04   1.12198777E-07   1.38761764E-05   1.47809750E-05   5.34612402E-05  
  67               1.81459789E+01   1.27681738E+03   8.38166188E-01   1.60438695E-01   7.59790486E-04   5.09785011E-04   2.21237283E-07   2.14544962E-05   1.41232421E-05   5.37877640E-05  
  68               2.13102445E+01   1.31598188E+03   8.38177356E-01   1.60435860E-01   7.51400225E-04   5.01178590E-04   3.89825886E-07   3.00414014E-05   1.38504276E-05   5.39211984E-05  
  69               2.49672207E+01   1.36708998E+03   8.38192217E-01   1.60432079E-01   7.40092113E-04   4.89640433E-04   6.96926611E-07   4.15518501E-05   1.36191033E-05   5.40323605E-05  
  70               2.91735952E+01   1.40497013E+03   8.38207419E-01   1.60428164E-01   7.28271102E-04   4.77602205E-04   1.15044628E-06   5.35582769E-05   1.36370188E-05   5.40179051E-05  
  71               3.40121333E+01   1.45657579E+03   8.38226683E-01   1.60423113E-01   7.13103768E-04   4.62170754E-04   1.94962317E-06   6.89446918E-05   1.36197482E-05   5.40184331E-05  
  72               3.95889797E+01   1.49608419E+03   8.38245516E-01   1.60417927E-01   6.97735498E-04   4.46483794E-04   3.12572233E-06   8.45783857E-05   1.37557199E-05   5.39404976E-05  
  73               4.59865528E+01   1.55099796E+03   8.38265530E-01   1.60410687E-01   6.78522557E-04   4.26600247E-04   5.17870050E-06   1.04383435E-04   1.38006954E-05   5.39032474E-05  
  74               5.32353147E+01   1.59506036E+03   8.38282011E-01   1.60403032E-01   6.62257417E-04   4.05690697E-04   8.24139521E-06   1.25196748E-04   1.39261522E-05   5.38222870E-05  
  75               6.13091823E+01   1.65538004E+03   8.38302485E-01   1.60393531E-01   6.41302811E-04   3.79814431E-04   1.35667090E-05   1.50936364E-04   1.39191079E-05   5.37997918E-05  
  76               7.01537872E+01   1.70586190E+03   8.38317557E-01   1.60383959E-01   6.22084729E-04   3.54989382E-04   2.09449731E-05   1.75600614E-04   1.39880034E-05   5.37349755E-05  
  77               7.97241236E+01   1.77320085E+03   8.38327235E-01   1.60372426E-01   6.02774843E-04   3.26762677E-04   3.23928481E-05   2.03618018E-04   1.39609594E-05   5.37095647E-05  
  78               8.98961892E+01   1.82172530E+03   8.38323054E-01   1.60361026E-01   5.90772446E-04   3.01297551E-04   4.66062427E-05   2.28857426E-04   1.40306162E-05   5.36338661E-05  
  79               1.00402536E+02   1.88368618E+03   8.38302761E-01   1.60347578E-01   5.84151479E-04   2.74153705E-04   6.64589161E-05   2.55740485E-04   1.40515352E-05   5.35775115E-05  
  80               1.10839070E+02   1.92425921E+03   8.38273024E-01   1.60335898E-01   5.83085778E-04   2.52839695E-04   8.87601992E-05   2.76795946E-04   1.41984642E-05   5.34599882E-05  
  81               1.21508743E+02   1.97899617E+03   8.38237388E-01   1.60323821E-01   5.81841518E-04   2.32050059E-04   1.17007273E-04   2.97300109E-04   1.42898764E-05   5.33664813E-05  
  82               1.31931865E+02   2.01281642E+03   8.38200019E-01   1.60314153E-01   5.82977753E-04   2.17016618E-04   1.45900578E-04   3.12067877E-04   1.44766037E-05   5.32301726E-05  
  83               1.41526795E+02   2.05767452E+03   8.38166705E-01   1.60305313E-01   5.79871518E-04   2.02599624E-04   1.81697881E-04   3.26193179E-04   1.46008126E-05   5.31211733E-05  
  84               1.50997467E+02   2.08347670E+03   8.38142605E-01   1.60299485E-01   5.71672624E-04   1.94127496E-04   2.17450967E-04   3.34385239E-04   1.48077109E-05   5.29737492E-05  
  85               1.60830270E+02   2.12537676E+03   8.38111857E-01   1.60292733E-01   5.62731266E-04   1.84874974E-04   2.61552777E-04   3.43323964E-04   1.49516641E-05   5.28531036E-05  
  86               1.71232171E+02   2.15093575E+03   8.38074313E-01   1.60286242E-01   5.56804850E-04   1.78656533E-04   3.03637814E-04   3.49245845E-04   1.51679294E-05   5.27008230E-05  
  87               1.81490565E+02   2.19079226E+03   8.38030125E-01   1.60278739E-01   5.49895882E-04   1.71424933E-04   3.54406504E-04   3.56148944E-04   1.53203081E-05   5.25759477E-05  
  88               1.90780489E+02   2.21013003E+03   8.37986162E-01   1.60272390E-01   5.45549338E-04   1.66785897E-04   4.01188965E-04   3.60485559E-04   1.55377665E-05   5.24241413E-05  
  89               1.99789893E+02   2.24367949E+03   8.37934908E-01   1.60264976E-01   5.40252320E-04   1.61168647E-04   4.57327927E-04   3.65770099E-04   1.56915226E-05   5.22999333E-05  
  90               2.08902541E+02   2.26063398E+03   8.37884529E-01   1.60258537E-01   5.37068099E-04   1.57693510E-04   5.08995627E-04   3.68934964E-04   1.59090114E-05   5.21488874E-05  
  91               2.18382679E+02   2.29335579E+03   8.37827085E-01   1.60251667E-01   5.33622475E-04   1.52791345E-04   5.75818876E-04   3.73479631E-04   1.60826614E-05   5.20133134E-05  
  92               2.28806806E+02   2.31204632E+03   8.37765931E-01   1.60245124E-01   5.31680438E-04   1.49357232E-04   6.44472264E-04   3.76541899E-04   1.63348684E-05   5.18386149E-05  
  93               2.41119765E+02   2.34895303E+03   8.37684215E-01   1.60236263E-01   5.28590149E-04   1.44648614E-04   7.37174729E-04   3.80785024E-04   1.65679297E-05   5.16614711E-05  
  94               2.55608499E+02   2.37570800E+03   8.37591249E-01   1.60226949E-01   5.26686665E-04   1.41048420E-04   8.40345643E-04   3.83864833E-04   1.68913163E-05   5.14346940E-05  
  95               2.72595874E+02   2.41896405E+03   8.37467802E-01   1.60214609E-01   5.23888606E-04   1.36391250E-04   9.78403678E-04   3.87868335E-04   1.72212549E-05   5.11888716E-05  
  96               2.92428128E+02   2.45464052E+03   8.37323941E-01   1.60200911E-01   5.21195222E-04   1.32830052E-04   1.13852832E-03   3.90670737E-04   1.76451350E-05   5.08864241E-05  
  97               3.15508496E+02   2.50393147E+03   8.37138818E-01   1.60183432E-01   5.18097432E-04   1.28691783E-04   1.34411030E-03   3.93881356E-04   1.80997959E-05   5.05507068E-05  
  98               3.42276641E+02   2.54913781E+03   8.36916233E-01   1.60163089E-01   5.15890663E-04   1.25294214E-04   1.58909891E-03   3.96193243E-04   1.86485884E-05   5.01541611E-05  
  99               3.73267619E+02   2.60363208E+03   8.36640261E-01   1.60138145E-01   5.13814074E-04   1.21805394E-04   1.89194168E-03   3.98380572E-04   1.92583316E-05   4.97070487E-05  
  100              4.09387019E+02   2.65929089E+03   8.36374502E-01   1.60114130E-01   5.11813050E-04   1.18442976E-04   2.18356394E-03   4.00481992E-04   1.98679379E-05   4.92629580E-05  
  101              4.51139961E+02   2.71848052E+03   8.35986739E-01   1.60080106E-01   5.11252629E-04   1.15998548E-04   2.60571169E-03   4.01165791E-04   2.06670869E-05   4.86827072E-05  
