# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               NH3              N2              
  1                1.00000000E-05   9.33714404E+01   8.38729731E-01   1.60589401E-01   2.84733577E-52   5.31761114E-04   3.16563563E-109  1.79865898E-139  1.21819252E-04   1.08194273E-33  
  2                3.53318551E-04   1.10869438E+02   8.38729729E-01   1.60589401E-01   1.21865884E-09   5.31761113E-04   3.40152516E-79   7.15906045E-72   1.21819252E-04   9.96585422E-26  
  3                6.27833900E-04   1.38402435E+02   8.38729725E-01   1.60589400E-01   2.44039033E-09   5.31761110E-04   2.66944615E-78   3.10848278E-71   1.21819251E-04   2.09536516E-25  
  4                8.99367266E-04   1.39964677E+02   8.38729723E-01   1.60589400E-01   6.99558195E-09   5.31761109E-04   3.91347783E-76   6.23402764E-69   1.21819251E-04   6.90212113E-25  
  5                1.19513009E-03   1.44028850E+02   8.38729702E-01   1.60589396E-01   1.03518913E-08   5.31761096E-04   5.49927802E-75   5.06029964E-68   1.21819248E-04   1.41665671E-24  
  6                1.54330177E-03   1.46211139E+02   8.38729684E-01   1.60589392E-01   3.48426954E-08   5.31761084E-04   2.04803900E-72   4.20027073E-65   1.21819245E-04   6.90181700E-24  
  7                1.95296079E-03   1.51393302E+02   8.38729568E-01   1.60589370E-01   5.61093143E-08   5.31761011E-04   4.88025729E-71   5.71234750E-64   1.21819229E-04   1.92082761E-23  
  8                2.43476137E-03   1.54294239E+02   8.38729470E-01   1.60589351E-01   1.94669045E-07   5.31760948E-04   1.89500950E-68   5.25182099E-61   1.21819214E-04   1.10609244E-22  
  9                3.00112178E-03   1.60072668E+02   8.38728975E-01   1.60589257E-01   3.12529718E-07   5.31760635E-04   3.52280001E-67   5.92265092E-60   1.21819142E-04   3.03522516E-22  
  10               3.66682397E-03   1.63042007E+02   8.38728579E-01   1.60589181E-01   9.01964535E-07   5.31760384E-04   7.02797161E-65   2.34978253E-57   1.21819085E-04   1.44148900E-21  
  11               4.44926740E-03   1.68778523E+02   8.38727120E-01   1.60588902E-01   1.37525596E-06   5.31759459E-04   7.72716946E-64   1.70534378E-56   1.21818873E-04   3.38895167E-21  
  12               5.36872909E-03   1.71439109E+02   8.38726058E-01   1.60588698E-01   3.11400043E-06   5.31758785E-04   6.40555288E-62   2.15774927E-54   1.21818719E-04   1.18921350E-20  
  13               6.44886800E-03   1.76768136E+02   8.38717058E-01   1.60586975E-01   4.38944030E-06   5.31753079E-04   3.91146611E-61   9.57469759E-54   1.21817412E-04   2.28196840E-20  
  14               7.71731768E-03   1.78865507E+02   8.38709120E-01   1.60585455E-01   1.51189259E-05   5.31748047E-04   1.90600652E-59   1.42734975E-51   1.21816259E-04   6.46251647E-20  
  15               9.20536606E-03   1.84073835E+02   8.38701183E-01   1.60583935E-01   2.45825199E-05   5.31743014E-04   1.07399629E-58   5.99002035E-51   1.21815106E-04   1.15498019E-19  
  16               1.09496362E-02   1.86227995E+02   8.38676727E-01   1.60579253E-01   3.40596895E-05   5.31727509E-04   4.92959668E-57   1.47776710E-49   1.21811554E-04   3.19347405E-19  
  17               1.29897706E-02   1.91812079E+02   8.38652272E-01   1.60574570E-01   6.32173454E-05   5.31712004E-04   3.36806851E-56   2.18309974E-48   1.21808002E-04   6.01384483E-19  
  18               1.53681579E-02   1.94481540E+02   8.38627817E-01   1.60569888E-01   9.23750013E-05   5.31696500E-04   1.67829550E-54   6.91176644E-47   1.21804450E-04   1.76571950E-18  
  19               1.81378141E-02   2.00645937E+02   8.38443200E-01   1.60534540E-01   1.21484144E-04   5.31579451E-04   8.58829305E-54   2.66621246E-46   1.21777636E-04   3.17798032E-18  
  20               2.13224072E-02   2.03010843E+02   8.38258583E-01   1.60499192E-01   3.41598651E-04   5.31462403E-04   6.27154474E-52   6.53727174E-44   1.21750822E-04   1.04033534E-17  
  21               2.48672312E-02   2.10480593E+02   8.38073967E-01   1.60463844E-01   5.61713159E-04   5.31345355E-04   4.26758533E-50   2.68717474E-42   1.21724007E-04   4.10785312E-17  
  22               2.88149801E-02   2.18013493E+02   8.38073967E-01   1.60463844E-01   7.81854225E-04   5.31345355E-04   7.66712696E-48   2.69441458E-40   1.21724007E-04   2.43083086E-16  
  23               3.32676018E-02   2.28033477E+02   8.38073967E-01   1.60463844E-01   7.81854225E-04   5.31345355E-04   3.27609643E-46   7.24905559E-39   1.21724007E-04   9.56448980E-16  
  24               3.84571812E-02   2.35863834E+02   8.38073967E-01   1.60463844E-01   7.81854225E-04   5.31345355E-04   1.67961033E-44   2.29294967E-37   1.21724007E-04   3.71192199E-15  
  25               4.45089283E-02   2.44716747E+02   8.38073967E-01   1.60463844E-01   7.81854225E-04   5.31345355E-04   3.32471022E-43   3.04381634E-36   1.21724007E-04   1.07205869E-14  
  26               5.15678479E-02   2.51842858E+02   8.38073967E-01   1.60463844E-01   7.81854225E-04   5.31345355E-04   9.49819335E-42   5.58804808E-35   1.21724007E-04   3.22225425E-14  
  27               5.98016402E-02   2.60467225E+02   8.38073967E-01   1.60463844E-01   7.81854225E-04   5.31345355E-04   1.34497176E-40   5.45500725E-34   1.21724007E-04   7.97002881E-14  
  28               6.94046675E-02   2.67619727E+02   8.38073967E-01   1.60463844E-01   7.81854225E-04   5.31345355E-04   2.80693199E-39   7.49579337E-33   1.21724007E-04   2.09993248E-13  
  29               8.06029305E-02   2.76480658E+02   8.38073967E-01   1.60463844E-01   7.81854225E-04   5.31345355E-04   3.39630450E-38   6.34121172E-32   1.21724006E-04   4.80987329E-13  
  30               9.36580244E-02   2.84067622E+02   8.38073967E-01   1.60463844E-01   7.81854225E-04   5.31345355E-04   5.99945181E-37   7.49965712E-31   1.21724005E-04   1.18634769E-12  
  31               1.08874580E-01   2.93531385E+02   8.38073967E-01   1.60463844E-01   7.81854225E-04   5.31345355E-04   6.77694870E-36   5.97649490E-30   1.21724002E-04   2.62739502E-12  
  32               1.26604880E-01   3.01864862E+02   8.38073967E-01   1.60463844E-01   7.81854225E-04   5.31345354E-04   1.07695300E-34   6.45591350E-29   1.21723995E-04   6.26032947E-12  
  33               1.47261274E-01   3.12174283E+02   8.38073967E-01   1.60463844E-01   7.81854168E-04   5.31345354E-04   1.18678830E-33   5.05498049E-28   1.21723980E-04   1.37023658E-11  
  34               1.71323877E-01   3.21531836E+02   8.38073967E-01   1.60463844E-01   7.81854110E-04   5.31345354E-04   1.81315853E-32   5.31366490E-27   1.21723943E-04   3.23779407E-11  
  35               1.99350720E-01   3.33080291E+02   8.38073967E-01   1.60463844E-01   7.81853783E-04   5.31345354E-04   2.09755848E-31   4.38477706E-26   1.21723863E-04   7.21782155E-11  
  36               2.31981071E-01   3.44000357E+02   8.38073966E-01   1.60463844E-01   7.81853512E-04   5.31345353E-04   3.30808413E-30   4.81043403E-25   1.21723658E-04   1.74701208E-10  
  37               2.69950368E-01   3.57385550E+02   8.38073966E-01   1.60463843E-01   7.81851902E-04   5.31345353E-04   4.16710621E-29   4.34650142E-24   1.21723195E-04   4.05932195E-10  
  38               3.14112097E-01   3.70450673E+02   8.38073897E-01   1.60463830E-01   7.81850495E-04   5.31345307E-04   7.16062166E-28   5.25389058E-23   1.21721932E-04   1.03217495E-09  
  39               3.65442861E-01   3.86481530E+02   8.38073907E-01   1.60463822E-01   7.81765227E-04   5.31345283E-04   1.25492652E-26   6.57200678E-22   1.21718549E-04   2.72082543E-09  
  40               4.25024765E-01   4.03942237E+02   8.38073920E-01   1.60463814E-01   7.81681312E-04   5.31345256E-04   2.22412623E-25   8.39817721E-21   1.21709243E-04   7.37103333E-09  
  41               4.94100412E-01   4.23115870E+02   8.38074008E-01   1.60463817E-01   7.81598014E-04   5.31345264E-04   3.03202603E-24   8.45680110E-20   1.21686794E-04   1.85961826E-08  
  42               5.74140187E-01   4.42089642E+02   8.38073890E-01   1.60463782E-01   7.81616041E-04   5.31345149E-04   4.10876658E-23   8.49274212E-19   1.21631869E-04   4.60454753E-08  
  43               6.66862168E-01   4.62926122E+02   8.38072233E-01   1.60463554E-01   7.82261022E-04   5.31344394E-04   4.41020285E-22   6.90911703E-18   1.21512286E-04   1.05750757E-07  
  44               7.74268570E-01   4.83547083E+02   8.38071723E-01   1.60463395E-01   7.81766005E-04   5.31343867E-04   4.70778415E-21   5.56970054E-17   1.21247556E-04   2.38055509E-07  
  45               8.98726472E-01   5.06220762E+02   8.38071534E-01   1.60463220E-01   7.81253296E-04   5.31343287E-04   4.10133922E-20   3.73963649E-16   1.20724854E-04   4.99339825E-07  
  46               1.04314039E+00   5.28703633E+02   8.38073272E-01   1.60463144E-01   7.80113165E-04   5.31343035E-04   3.57047815E-19   2.51079018E-15   1.19681670E-04   1.02090327E-06  
  47               1.21119716E+00   5.53523548E+02   8.38074491E-01   1.60462848E-01   7.80111743E-04   5.31342056E-04   2.62004169E-18   1.44002720E-14   1.17839186E-04   1.94203289E-06  
  48               1.40759723E+00   5.78296620E+02   8.38076619E-01   1.60462332E-01   7.80109272E-04   5.31340348E-04   1.93962644E-17   8.31473757E-14   1.14623653E-04   3.54960392E-06  
  49               1.63843357E+00   6.05857682E+02   8.38079845E-01   1.60461550E-01   7.80105557E-04   5.31337757E-04   1.25028344E-16   4.21806432E-13   1.09748372E-04   5.98694758E-06  
  50               1.91171876E+00   6.33691315E+02   8.38084535E-01   1.60460413E-01   7.80100235E-04   5.31333990E-04   8.22358011E-16   2.17266996E-12   1.02662382E-04   9.52951142E-06  
  51               2.23807727E+00   6.64986463E+02   8.38090385E-01   1.60458994E-01   7.80093784E-04   5.31329282E-04   4.82611268E-15   1.00389973E-11   9.38196096E-05   1.39503593E-05  
