# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               NH3              N2              
  52               2.63046756E+00   6.96982396E+02   8.38097292E-01   1.60457316E-01   7.80086614E-04   5.31323689E-04   2.86668679E-14   4.67139080E-11   8.33728057E-05   1.91731249E-05  
  53               3.10280444E+00   7.32937468E+02   8.38104291E-01   1.60455589E-01   7.80080170E-04   5.31317819E-04   1.50767199E-13   1.93745558E-10   7.26905524E-05   2.45135964E-05  
  54               3.66858811E+00   7.69436523E+02   8.38111110E-01   1.60453871E-01   7.80075522E-04   5.31311532E-04   7.77332950E-13   7.86511289E-10   6.21616865E-05   2.97773778E-05  
  55               4.34182748E+00   8.09762818E+02   8.38117069E-01   1.60452362E-01   7.80074131E-04   5.31304495E-04   3.50055100E-12   2.81362201E-09   5.29348802E-05   3.43902086E-05  
  56               5.13603689E+00   8.50003714E+02   8.38122324E-01   1.60451043E-01   7.80075393E-04   5.31293313E-04   1.50077731E-11   9.60185920E-09   4.48452237E-05   3.84345363E-05  
  57               6.06106369E+00   8.93505913E+02   8.38126546E-01   1.60449985E-01   7.80074458E-04   5.31270670E-04   5.56805036E-11   2.86880222E-08   3.83663766E-05   4.16735576E-05  
  58               7.12277821E+00   9.35770427E+02   8.38129895E-01   1.60449067E-01   7.80053799E-04   5.31215501E-04   1.93708780E-10   8.07106290E-08   3.29954333E-05   4.43586782E-05  
  59               8.32822816E+00   9.80601914E+02   8.38132079E-01   1.60448265E-01   7.79977516E-04   5.31091884E-04   5.91934110E-10   2.01468829E-07   2.88563353E-05   4.64279150E-05  
  60               9.68919922E+00   1.02357324E+03   8.38133539E-01   1.60447498E-01   7.79765006E-04   5.30814110E-04   1.70822007E-09   4.76311004E-07   2.54540675E-05   4.81287364E-05  
  61               1.12159333E+01   1.06902277E+03   8.38134841E-01   1.60446828E-01   7.79356894E-04   5.30313665E-04   4.21363918E-09   9.73907574E-07   2.29615470E-05   4.93746978E-05  
  62               1.29205059E+01   1.10873565E+03   8.38136656E-01   1.60446191E-01   7.78613064E-04   5.29446155E-04   9.58581421E-09   1.83829586E-06   2.10448762E-05   5.03327014E-05  
  63               1.48180507E+01   1.14913154E+03   8.38138979E-01   1.60445580E-01   7.77506557E-04   5.28196239E-04   1.93222325E-08   3.08478088E-06   1.98082556E-05   5.09506277E-05  
  64               1.69342248E+01   1.18464815E+03   8.38141849E-01   1.60444829E-01   7.75832188E-04   5.26366685E-04   3.70331849E-08   4.90981329E-06   1.88711113E-05   5.14186573E-05  
  65               1.93002306E+01   1.22186324E+03   8.38145113E-01   1.60443979E-01   7.73669648E-04   5.24050041E-04   6.55096202E-08   7.22100640E-06   1.82962477E-05   5.17053838E-05  
  66               2.19455473E+01   1.25522221E+03   8.38149344E-01   1.60442885E-01   7.70704136E-04   5.20921861E-04   1.13202578E-07   1.03418613E-05   1.78343731E-05   5.19353102E-05  
  67               2.48978019E+01   1.29135162E+03   8.38154226E-01   1.60441625E-01   7.67124671E-04   5.17183496E-04   1.85740229E-07   1.40713043E-05   1.75720387E-05   5.20651644E-05  
  68               2.81822208E+01   1.32457005E+03   8.38160600E-01   1.60439986E-01   7.62376789E-04   5.12267926E-04   3.03055413E-07   1.89747305E-05   1.73223332E-05   5.21881422E-05  
  69               3.18255176E+01   1.36140223E+03   8.38167964E-01   1.60438089E-01   7.56778465E-04   5.06505173E-04   4.77813410E-07   2.47224606E-05   1.71850887E-05   5.22543291E-05  
  70               3.58728267E+01   1.39602666E+03   8.38177446E-01   1.60435640E-01   7.49514302E-04   4.99065509E-04   7.55583891E-07   3.21415884E-05   1.70212438E-05   5.23328050E-05  
  71               4.03777725E+01   1.43476109E+03   8.38188193E-01   1.60432827E-01   7.41131048E-04   4.90504415E-04   1.16533901E-06   4.06770370E-05   1.69360282E-05   5.23709552E-05  
  72               4.53877047E+01   1.47177742E+03   8.38201579E-01   1.60429286E-01   7.30614172E-04   4.79749107E-04   1.80784955E-06   5.13974867E-05   1.68154820E-05   5.24250227E-05  
  73               5.09391196E+01   1.51318257E+03   8.38216139E-01   1.60425247E-01   7.18765980E-04   4.67646215E-04   2.74831963E-06   6.34565462E-05   1.67516330E-05   5.24489792E-05  
  74               5.70537007E+01   1.55315237E+03   8.38233393E-01   1.60420307E-01   7.04622923E-04   4.52894201E-04   4.20273670E-06   7.81495888E-05   1.66431890E-05   5.24923398E-05  
  75               6.37414513E+01   1.59764385E+03   8.38251273E-01   1.60414772E-01   6.89075882E-04   4.36768658E-04   6.30928539E-06   9.42011789E-05   1.65736445E-05   5.25133804E-05  
  76               7.10304202E+01   1.64077090E+03   8.38266287E-01   1.60407305E-01   6.71474053E-04   4.17817903E-04   9.51526782E-06   1.13051048E-04   1.64557516E-05   5.25537594E-05  
  77               7.89092881E+01   1.68854654E+03   8.38276636E-01   1.60399203E-01   6.58068096E-04   3.97197558E-04   1.40401309E-05   1.33548595E-04   1.63756477E-05   5.25713803E-05  
  78               8.73464988E+01   1.73394281E+03   8.38286678E-01   1.60390580E-01   6.43736156E-04   3.75350122E-04   2.04246095E-05   1.55245933E-04   1.62930343E-05   5.25853924E-05  
  79               9.63158287E+01   1.78029751E+03   8.38297255E-01   1.60382945E-01   6.30636860E-04   3.54613239E-04   2.87730394E-05   1.75814691E-04   1.62844244E-05   5.25593562E-05  
  80               1.05760278E+02   1.82377553E+03   8.38304496E-01   1.60374914E-01   6.14888000E-04   3.34983183E-04   3.96770400E-05   1.95250035E-04   1.63027208E-05   5.25156780E-05  
  81               1.15544622E+02   1.86741679E+03   8.38298620E-01   1.60366230E-01   6.04941611E-04   3.16581754E-04   5.29479795E-05   2.13438806E-04   1.63768564E-05   5.24420721E-05  
  82               1.25428198E+02   1.90685763E+03   8.38273783E-01   1.60355654E-01   6.02980474E-04   2.97783851E-04   6.92347168E-05   2.32002983E-04   1.64639426E-05   5.23598344E-05  
  83               1.35578257E+02   1.94660954E+03   8.38226716E-01   1.60343587E-01   6.14145885E-04   2.78702544E-04   8.79882293E-05   2.50849312E-04   1.65916373E-05   5.22588942E-05  
  84               1.45755129E+02   1.98236926E+03   8.38184430E-01   1.60332904E-01   6.22410156E-04   2.61593892E-04   1.09683994E-04   2.67714480E-04   1.67203136E-05   5.21566272E-05  
  85               1.55615698E+02   2.01687341E+03   8.38154311E-01   1.60324996E-01   6.25026826E-04   2.48108776E-04   1.33298651E-04   2.80957804E-04   1.68768764E-05   5.20411046E-05  
  86               1.65459502E+02   2.04786136E+03   8.38142247E-01   1.60319769E-01   6.15369974E-04   2.38191031E-04   1.60222154E-04   2.90614857E-04   1.70296690E-05   5.19243940E-05  
  87               1.75774024E+02   2.08052981E+03   8.38122281E-01   1.60314057E-01   6.07083673E-04   2.29639609E-04   1.89582990E-04   2.98894888E-04   1.72081313E-05   5.17943877E-05  
  88               1.86118222E+02   2.11000541E+03   8.38099172E-01   1.60308371E-01   5.99481502E-04   2.21762284E-04   2.21378388E-04   3.06494088E-04   1.73742245E-05   5.16703126E-05  
  89               1.95275186E+02   2.13665163E+03   8.38074380E-01   1.60303204E-01   5.93400530E-04   2.15423190E-04   2.52803689E-04   3.12569027E-04   1.75488003E-05   5.15449934E-05  
  90               2.03881554E+02   2.15911777E+03   8.38051503E-01   1.60298847E-01   5.87905104E-04   2.09661483E-04   2.85484016E-04   3.18071406E-04   1.77037235E-05   5.14307287E-05  
  91               2.12700534E+02   2.18307630E+03   8.38025731E-01   1.60294551E-01   5.83131068E-04   2.04620495E-04   3.20265533E-04   3.22844868E-04   1.78797792E-05   5.13056333E-05  
  92               2.22665336E+02   2.20736607E+03   8.37994072E-01   1.60289622E-01   5.78099146E-04   1.99271805E-04   3.61820609E-04   3.27887542E-04   1.80614946E-05   5.11730176E-05  
  93               2.33903408E+02   2.23548937E+03   8.37948034E-01   1.60282628E-01   5.73530285E-04   1.94381152E-04   4.07576274E-04   3.32443543E-04   1.82718189E-05   5.10233507E-05  
  94               2.44906229E+02   2.26027939E+03   8.37899353E-01   1.60275523E-01   5.69180349E-04   1.89703690E-04   4.55880932E-04   3.36780879E-04   1.84664139E-05   5.08813984E-05  
  95               2.54194186E+02   2.28207054E+03   8.37852493E-01   1.60269022E-01   5.65837501E-04   1.86074772E-04   5.00759964E-04   3.40099304E-04   1.86569116E-05   5.07462715E-05  
  96               2.62709560E+02   2.29988430E+03   8.37815152E-01   1.60264464E-01   5.62865978E-04   1.82826945E-04   5.44806880E-04   3.43057491E-04   1.88248760E-05   5.06254855E-05  
  97               2.71418671E+02   2.31874627E+03   8.37773870E-01   1.60259793E-01   5.61853717E-04   1.79717029E-04   5.90209188E-04   3.45881678E-04   1.90097684E-05   5.04976993E-05  
  98               2.81407656E+02   2.33864325E+03   8.37726646E-01   1.60254606E-01   5.60867055E-04   1.76565410E-04   6.42031346E-04   3.48713011E-04   1.92152016E-05   5.03559921E-05  
  99               2.92842926E+02   2.36050246E+03   8.37672243E-01   1.60248912E-01   5.60011582E-04   1.73463582E-04   7.02173703E-04   3.51448215E-04   1.94581753E-05   5.01907642E-05  
  100              3.05900983E+02   2.38472874E+03   8.37610087E-01   1.60242492E-01   5.57687421E-04   1.70616269E-04   7.72974621E-04   3.53861965E-04   1.97362849E-05   5.00006839E-05  
  101              3.20793707E+02   2.41109082E+03   8.37540764E-01   1.60235451E-01   5.55365841E-04   1.67727342E-04   8.51555221E-04   3.56275230E-04   2.00383683E-05   4.97943061E-05  
