# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  1                1.00000000E-05   3.32424565E+02   8.38150922E-01   1.60445007E-01   6.14678685E-30   7.77918594E-04   4.92229864E-18   5.31282980E-04   5.77767473E-05   0.00000000E+00  
  2                3.77891789E-05   3.90432067E+02   8.38153730E-01   1.60444314E-01   3.96063804E-25   7.77915835E-04   2.60906290E-14   5.31280685E-04   5.99197522E-05   0.00000000E+00  
  3                6.82853644E-05   4.17702907E+02   8.38153603E-01   1.60444148E-01   2.39313459E-23   7.78050525E-04   5.55280644E-13   5.31280134E-04   6.02112245E-05   0.00000000E+00  
  4                1.02343267E-04   4.31562455E+02   8.38151837E-01   1.60444139E-01   1.47792397E-22   7.79852471E-04   1.75522720E-12   5.31280103E-04   6.02388036E-05   0.00000000E+00  
  5                1.40731395E-04   4.47179898E+02   8.38151955E-01   1.60444111E-01   1.06070337E-21   7.79852338E-04   7.33012175E-12   5.31280001E-04   6.03275564E-05   0.00000000E+00  
  6                1.84259154E-04   4.54466919E+02   8.38151913E-01   1.60444121E-01   2.38288602E-21   7.79852386E-04   1.07032712E-11   5.31280031E-04   6.02961526E-05   0.00000000E+00  
  7                2.33751078E-04   4.66691527E+02   8.38151985E-01   1.60444103E-01   9.65428850E-21   7.79852283E-04   2.91426866E-11   5.31279951E-04   6.03505702E-05   0.00000000E+00  
  8                2.90104598E-04   4.72100315E+02   8.38151937E-01   1.60444115E-01   1.65459927E-20   7.79852337E-04   3.55351682E-11   5.31279982E-04   6.03140261E-05   0.00000000E+00  
  9                3.54338052E-04   4.83025542E+02   8.38151995E-01   1.60444101E-01   5.29099522E-20   7.79852223E-04   8.16402402E-11   5.31279883E-04   6.03579262E-05   0.00000000E+00  
  10               4.27581846E-04   4.87828841E+02   8.38151950E-01   1.60444112E-01   8.24265311E-20   7.79852268E-04   9.47611808E-11   5.31279905E-04   6.03240601E-05   0.00000000E+00  
  11               5.11126135E-04   4.98340169E+02   8.38152004E-01   1.60444099E-01   2.35687504E-19   7.79852100E-04   2.02162746E-10   5.31279742E-04   6.03647693E-05   0.00000000E+00  
  12               6.06416551E-04   5.03013685E+02   8.38151965E-01   1.60444108E-01   3.53763080E-19   7.79852125E-04   2.32390999E-10   5.31279742E-04   6.03350688E-05   0.00000000E+00  
  13               7.15104414E-04   5.13479115E+02   8.38152017E-01   1.60444095E-01   9.48422408E-19   7.79851825E-04   4.76226765E-10   5.31279437E-04   6.03742504E-05   0.00000000E+00  
  14               8.39072253E-04   5.18275904E+02   8.38151984E-01   1.60444103E-01   1.40857613E-18   7.79851804E-04   5.51468672E-10   5.31279385E-04   6.03491169E-05   0.00000000E+00  
  15               9.80486429E-04   5.28864896E+02   8.38152035E-01   1.60444091E-01   3.61102687E-18   7.79851206E-04   1.09883213E-09   5.31278763E-04   6.03867370E-05   0.00000000E+00  
  16               1.14178774E-03   5.33865162E+02   8.38152006E-01   1.60444098E-01   5.33992066E-18   7.79851079E-04   1.28282217E-09   5.31278595E-04   6.03652811E-05   0.00000000E+00  
  17               1.32576721E-03   5.44659603E+02   8.38152055E-01   1.60444086E-01   1.32026161E-17   7.79849823E-04   2.49544994E-09   5.31277286E-04   6.04009505E-05   0.00000000E+00  
  18               1.53555434E-03   5.50005319E+02   8.38152033E-01   1.60444091E-01   1.96505766E-17   7.79849426E-04   2.95865319E-09   5.31276827E-04   6.03833214E-05   0.00000000E+00  
  19               1.77470753E-03   5.61213819E+02   8.38152082E-01   1.60444079E-01   4.76876551E-17   7.79846643E-04   5.70153488E-09   5.31273943E-04   6.04180339E-05   0.00000000E+00  
  20               2.04720229E-03   5.67087446E+02   8.38152066E-01   1.60444083E-01   7.22945440E-17   7.79845493E-04   6.93247559E-09   5.31272694E-04   6.04048167E-05   0.00000000E+00  
  21               2.35754179E-03   5.78884932E+02   8.38152120E-01   1.60444070E-01   1.74108757E-16   7.79839019E-04   1.33571423E-08   5.31266042E-04   6.04389529E-05   0.00000000E+00  
  22               2.71070592E-03   5.85545624E+02   8.38152114E-01   1.60444071E-01   2.72925214E-16   7.79835587E-04   1.68864625E-08   5.31262444E-04   6.04311071E-05   0.00000000E+00  
  23               3.11228781E-03   5.98248048E+02   8.38152179E-01   1.60444054E-01   6.64273877E-16   7.79819268E-04   3.30928698E-08   5.31245821E-04   6.04656453E-05   0.00000000E+00  
  24               3.56841092E-03   6.06019376E+02   8.38152191E-01   1.60444050E-01   1.09347545E-15   7.79808301E-04   4.41516516E-08   5.31234564E-04   6.04639927E-05   0.00000000E+00  
  25               4.08592600E-03   6.19881421E+02   8.38152284E-01   1.60444022E-01   2.71200450E-15   7.79763385E-04   8.87035881E-08   5.31189158E-04   6.04986783E-05   0.00000000E+00  
  26               4.67235280E-03   6.29015937E+02   8.38152339E-01   1.60444008E-01   4.71376766E-15   7.79726468E-04   1.25570778E-07   5.31151747E-04   6.05027476E-05   0.00000000E+00  
  27               5.33644984E-03   6.44307969E+02   8.38152505E-01   1.60443941E-01   1.19739806E-14   7.79590887E-04   2.59877553E-07   5.31015483E-04   6.05368763E-05   0.00000000E+00  
  28               6.08774064E-03   6.55073852E+02   8.38152692E-01   1.60443895E-01   2.20267595E-14   7.79458811E-04   3.91164067E-07   5.30882664E-04   6.05455665E-05   0.00000000E+00  
  29               6.93696804E-03   6.72011652E+02   8.38153141E-01   1.60443705E-01   5.71750711E-14   7.79014241E-04   8.31367823E-07   5.30437569E-04   6.05778503E-05   0.00000000E+00  
  30               7.89569875E-03   6.84586799E+02   8.38153811E-01   1.60443542E-01   1.10578061E-13   7.78520958E-04   1.32085221E-06   5.29943644E-04   6.05893227E-05   0.00000000E+00  
  31               8.97728044E-03   7.03356470E+02   8.38155730E-01   1.60442999E-01   2.91469940E-13   7.76969686E-04   2.85795806E-06   5.28393737E-04   6.06185472E-05   0.00000000E+00  
  32               1.01961814E-02   7.18002963E+02   8.38158281E-01   1.60442380E-01   5.90223201E-13   7.75055225E-04   4.75759356E-06   5.26480827E-04   6.06312558E-05   0.00000000E+00  
  33               1.15710902E-02   7.38953563E+02   8.38165805E-01   1.60440554E-01   1.57983023E-12   7.69392766E-04   1.03753344E-05   5.20827966E-04   6.06566469E-05   0.00000000E+00  
  34               1.31242326E-02   7.56079906E+02   8.38175726E-01   1.60438143E-01   3.34741678E-12   7.61893918E-04   1.78242141E-05   5.13339798E-04   6.06689771E-05   0.00000000E+00  
  35               1.48948308E-02   7.79652550E+02   8.38202146E-01   1.60431723E-01   9.09033141E-12   7.41905466E-04   3.76925339E-05   4.93380741E-04   6.06888331E-05   0.00000000E+00  
  36               1.69406289E-02   7.99576374E+02   8.38235422E-01   1.60423606E-01   1.99333485E-11   7.16657657E-04   6.28278802E-05   4.68152737E-04   6.06976701E-05   0.00000000E+00  
