# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                NH3              N2              
  1                1.00000000E-05   7.64027574E+01   8.38794877E-01   1.60601833E-01   3.49705354E-15   5.31802280E-04   2.20874131E-102  3.16575856E-109  4.42011870E-05   1.42409540E-34  
  2                2.24776921E-05   1.01793122E+02   8.38729769E-01   1.60589367E-01   1.28531394E-14   5.31761000E-04   1.02687609E-100  2.07612603E-107  4.42700409E-05   1.61433515E-34  
  3                3.60784326E-05   1.15716357E+02   8.38729768E-01   1.60589367E-01   1.02425655E-11   5.31761000E-04   4.38828356E-86   3.88817150E-94   1.21819226E-04   5.98231262E-29  
  4                5.14600364E-05   1.23773843E+02   8.38729766E-01   1.60589367E-01   2.17935759E-10   5.31760999E-04   2.86461097E-79   7.60479428E-88   1.21819226E-04   8.17989792E-27  
  5                6.93392940E-05   1.31661369E+02   8.38729760E-01   1.60589365E-01   3.06254624E-09   5.31760995E-04   2.19986555E-73   1.98190322E-82   1.21819225E-04   5.84760414E-25  
  6                9.01868898E-05   1.36150587E+02   8.38729695E-01   1.60589353E-01   1.08049362E-08   5.31760954E-04   1.78320247E-70   1.19253407E-79   1.21819216E-04   4.32737273E-24  
  7                1.14545700E-04   1.41472806E+02   8.38729695E-01   1.60589353E-01   8.72991300E-08   5.31760954E-04   6.48338913E-67   1.42785055E-76   1.21819216E-04   4.39670574E-23  
  8                1.43036512E-04   1.44390992E+02   8.38729477E-01   1.60589311E-01   8.75410144E-08   5.31760816E-04   1.26122068E-65   5.30883696E-75   1.21819184E-04   1.20144475E-22  
  9                1.76379834E-04   1.48788455E+02   8.38729477E-01   1.60589311E-01   3.47180883E-07   5.31760816E-04   4.37302348E-63   9.97464298E-73   1.21819184E-04   6.33360183E-22  
  10               2.15418673E-04   1.50779573E+02   8.38728635E-01   1.60589150E-01   3.48113780E-07   5.31760282E-04   2.45400604E-62   9.14728123E-72   1.21819062E-04   1.04879049E-21  
  11               2.61124617E-04   1.55289366E+02   8.38728635E-01   1.60589150E-01   1.35105826E-06   5.31760282E-04   6.50707173E-60   1.26621556E-69   1.21819062E-04   5.09833227E-21  
  12               3.14623578E-04   1.57534140E+02   8.38726616E-01   1.60588764E-01   1.35328587E-06   5.31759002E-04   4.04286539E-59   1.26522186E-68   1.21818768E-04   8.97744324E-21  
  13               3.77222335E-04   1.62582043E+02   8.38720079E-01   1.60587512E-01   3.76529672E-06   5.31754857E-04   8.82090059E-57   1.98201325E-66   1.21817819E-04   4.70881738E-20  
  14               4.50461283E-04   1.64535877E+02   8.38720079E-01   1.60587512E-01   1.15525719E-05   5.31754857E-04   1.09504121E-55   1.22095309E-65   1.21817819E-04   6.99223717E-20  
  15               5.36130561E-04   1.69210922E+02   8.38702534E-01   1.60584153E-01   1.15710027E-05   5.31743734E-04   4.36811993E-54   8.97351040E-64   1.21815271E-04   2.77900549E-19  
  16               6.36274100E-04   1.70966033E+02   8.38702534E-01   1.60584153E-01   3.24708564E-05   5.31743734E-04   3.74110859E-53   4.01607498E-63   1.21815271E-04   3.68835121E-19  
  17               7.53177268E-04   1.75884317E+02   8.38654436E-01   1.60574943E-01   3.25162735E-05   5.31713239E-04   1.36752818E-51   2.64377134E-61   1.21808285E-04   1.42602488E-18  
  18               8.89365310E-04   1.77556748E+02   8.38654436E-01   1.60574943E-01   8.98180054E-05   5.31713239E-04   9.83717682E-51   9.85379994E-61   1.21808285E-04   1.78050605E-18  
  19               1.04744323E-03   1.82956008E+02   8.38498935E-01   1.60545170E-01   8.99133104E-05   5.31614650E-04   3.89744033E-49   6.97478718E-59   1.21785699E-04   7.19476047E-18  
  20               1.22955151E-03   1.84568896E+02   8.38498935E-01   1.60545170E-01   2.75218157E-04   5.31614650E-04   2.74104553E-48   2.24223601E-58   1.21785699E-04   8.58077011E-18  
  21               1.43678989E-03   1.91133091E+02   8.38074186E-01   1.60463844E-01   2.75079181E-04   5.31345356E-04   1.79336230E-46   2.67968303E-56   1.21724008E-04   4.36322820E-17  
  22               1.66899122E-03   1.94299675E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   2.97031906E-45   2.30873378E-55   1.21724008E-04   7.88768438E-17  
  23               1.92220216E-03   2.03887179E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   7.85656116E-43   1.20207453E-52   1.21724008E-04   7.51805684E-16  
  24               2.21638761E-03   2.10772085E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   2.88336410E-41   7.38127945E-51   1.21724008E-04   3.05641705E-15  
  25               2.55842616E-03   2.19321058E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   1.94046679E-39   8.65624396E-49   1.21724008E-04   1.62203462E-14  
  26               2.95620199E-03   2.25623592E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   3.23350069E-38   2.25323530E-47   1.21724008E-04   4.69880495E-14  
  27               3.41891253E-03   2.33803971E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   1.06336483E-36   1.21129014E-45   1.21724007E-04   1.83544469E-13  
  28               3.95720926E-03   2.39901531E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   1.13164784E-35   1.93638749E-44   1.21724007E-04   4.38593846E-13  
  29               4.58352330E-03   2.47920504E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   2.28985074E-34   6.13360245E-43   1.21724005E-04   1.39159516E-12  
  30               5.31215423E-03   2.54064630E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   1.86517260E-33   7.32411975E-42   1.21724002E-04   2.96620985E-12  
  31               6.15968199E-03   2.62273553E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   2.86196117E-32   1.71243816E-40   1.21723991E-04   8.37022815E-12  
  32               7.14533095E-03   2.68734718E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   2.03054622E-31   1.75441816E-39   1.21723974E-04   1.68413769E-11  
  33               8.29139843E-03   2.77301413E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   2.56662383E-30   3.30943495E-38   1.21723920E-04   4.38222569E-11  
  34               9.62349887E-03   2.84222084E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   1.66691119E-29   3.06670478E-37   1.21723838E-04   8.50836050E-11  
  35               1.11712699E-02   2.93323549E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   1.84357900E-28   4.97681337E-36   1.21723588E-04   2.09662600E-10  
  36               1.29688639E-02   3.00872666E+02   8.38074186E-01   1.60463844E-01   7.81637542E-04   5.31345356E-04   1.14061582E-27   4.34974864E-35   1.21723208E-04   3.99935639E-10  
  37               1.50560948E-02   3.10632802E+02   8.38074187E-01   1.60463844E-01   7.81637541E-04   5.31345355E-04   1.13295474E-26   6.24239492E-34   1.21722119E-04   9.44262093E-10  
  38               1.74787890E-02   3.18851590E+02   8.38074188E-01   1.60463844E-01   7.81637143E-04   5.31345354E-04   6.63272420E-26   5.10745749E-33   1.21720478E-04   1.76471006E-09  
  39               2.02896337E-02   3.29479454E+02   8.38074190E-01   1.60463843E-01   7.81637139E-04   5.31345351E-04   6.13932771E-25   6.73815864E-32   1.21715889E-04   4.05876252E-09  
  40               2.35484475E-02   3.38932623E+02   8.38074196E-01   1.60463842E-01   7.81635495E-04   5.31345347E-04   3.78292912E-24   5.76815210E-31   1.21708410E-04   7.79774041E-09  
  41               2.73235551E-02   3.51300051E+02   8.38074167E-01   1.60463830E-01   7.81635437E-04   5.31345308E-04   3.79372505E-23   8.18457380E-30   1.21686588E-04   1.87041918E-08  
