# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              H                CO               NH3              N2              
  1                1.00000000E-05   1.30191453E+02   8.38728700E-01   1.60589205E-01   1.26070733E-08   5.31760462E-04   5.57715860E-83   5.66047423E-72   1.21819103E-04   1.18516181E-23  
  2                1.89587026E-04   1.55143151E+02   8.38725296E-01   1.60588553E-01   1.23542926E-06   5.31758304E-04   1.26833678E-69   9.76110518E-60   1.21818609E-04   9.09001676E-21  
  3                3.97995883E-04   1.64318865E+02   8.38705168E-01   1.60584699E-01   5.31121191E-06   5.31745543E-04   1.05334312E-65   5.31902254E-56   1.21815685E-04   8.24777526E-20  
  4                6.42082119E-04   1.69940928E+02   8.38705168E-01   1.60584699E-01   2.92881241E-05   5.31745543E-04   1.59110540E-63   1.41892463E-53   1.21815685E-04   2.51716266E-19  
  5                9.27874805E-04   1.76419297E+02   8.38655879E-01   1.60575262E-01   2.93349904E-05   5.31714294E-04   3.73673284E-61   1.23109921E-51   1.21808526E-04   1.12309906E-18  
  6                1.26244748E-03   1.79777912E+02   8.38655879E-01   1.60575262E-01   8.80541058E-05   5.31714294E-04   5.09196013E-60   2.55839661E-50   1.21808526E-04   1.81728012E-18  
  7                1.65275530E-03   1.85368526E+02   8.38501435E-01   1.60545691E-01   8.81497988E-05   5.31616375E-04   3.56118676E-58   8.53661031E-49   1.21786095E-04   6.05346011E-18  
  8                2.10492306E-03   1.88788114E+02   8.38501435E-01   1.60545691E-01   2.72194470E-04   5.31616375E-04   4.05415701E-57   1.72005546E-47   1.21786095E-04   1.03271736E-17  
  9                2.62257952E-03   1.94714256E+02   8.38073965E-01   1.60463844E-01   2.72056146E-04   5.31345356E-04   2.45187853E-55   5.45221509E-46   1.21724008E-04   3.57866651E-17  
  10               3.20558154E-03   1.98842892E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   3.60074147E-54   1.38642931E-44   1.21724008E-04   7.32280862E-17  
  11               3.84403881E-03   2.07102595E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   6.22320734E-52   1.24591881E-42   1.21724008E-04   4.18868163E-16  
  12               4.59077906E-03   2.14683991E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   4.91812466E-50   5.49334186E-41   1.21724008E-04   1.77562546E-15  
  13               5.46464905E-03   2.21842218E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   2.29690171E-48   1.50220914E-39   1.21724008E-04   6.16080172E-15  
  14               6.48766184E-03   2.28521110E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   6.61635360E-47   2.64381615E-38   1.21724008E-04   1.77473428E-14  
  15               7.68568583E-03   2.35017163E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   1.43965788E-45   3.60960272E-37   1.21724008E-04   4.59885754E-14  
  16               9.08888984E-03   2.41286513E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   2.38994079E-44   3.85317117E-36   1.21724007E-04   1.07463634E-13  
  17               1.07323721E-02   2.47533280E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   3.39807167E-43   3.57912765E-35   1.21724007E-04   2.37148437E-13  
  18               1.26567819E-02   2.53834900E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   4.32238167E-42   3.01136960E-34   1.21724007E-04   5.02791497E-13  
  19               1.49098016E-02   2.60220898E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   5.00715006E-41   2.33237750E-33   1.21724006E-04   1.03109850E-12  
  20               1.75469972E-02   2.66709711E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   5.34129428E-40   1.67964318E-32   1.21724004E-04   2.05374566E-12  
  21               2.06329354E-02   2.73319449E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   5.29658209E-39   1.13431805E-31   1.21724000E-04   3.98725288E-12  
  22               2.42423842E-02   2.80147899E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   5.05515462E-38   7.42113466E-31   1.21723992E-04   7.65361227E-12  
  23               2.84625204E-02   2.87157070E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   4.57611897E-37   4.63834766E-30   1.21723979E-04   1.44343087E-11  
  24               3.33954449E-02   2.94375102E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   3.96096710E-36   2.79030565E-29   1.21723954E-04   2.68314561E-11  
  25               3.91599108E-02   3.01804114E+02   8.38073965E-01   1.60463844E-01   7.81857743E-04   5.31345356E-04   3.27565719E-35   1.61414926E-28   1.21723909E-04   4.91352500E-11  
  26               4.58935893E-02   3.09552956E+02   8.38073965E-01   1.60463844E-01   7.81857742E-04   5.31345356E-04   2.66331948E-34   9.22519880E-28   1.21723828E-04   8.97118731E-11  
  27               5.37558125E-02   3.17651174E+02   8.38073966E-01   1.60463844E-01   7.81857579E-04   5.31345356E-04   2.13413963E-33   5.22101880E-27   1.21723681E-04   1.63481998E-10  
  28               6.29316359E-02   3.26164962E+02   8.38073965E-01   1.60463844E-01   7.81857578E-04   5.31345355E-04   1.70322079E-32   2.95563934E-26   1.21723410E-04   2.98689673E-10  
  29               7.36361813E-02   3.35103890E+02   8.38073966E-01   1.60463844E-01   7.81857039E-04   5.31345355E-04   1.34654005E-31   1.66519905E-25   1.21722916E-04   5.45923502E-10  
  30               8.61190973E-02   3.44584510E+02   8.38073965E-01   1.60463844E-01   7.81857037E-04   5.31345354E-04   1.07438894E-30   9.50510765E-25   1.21721995E-04   1.00626658E-09  
  31               1.00670837E-01   3.54662481E+02   8.38073968E-01   1.60463843E-01   7.81855214E-04   5.31345353E-04   8.66109661E-30   5.50363442E-24   1.21720264E-04   1.87170244E-09  
  32               1.17628624E-01   3.65424277E+02   8.38073965E-01   1.60463842E-01   7.81855206E-04   5.31345348E-04   7.09417239E-29   3.25067448E-23   1.21716961E-04   3.52240767E-09  
  33               1.37382110E-01   3.76915487E+02   8.38073975E-01   1.60463841E-01   7.81848913E-04   5.31345346E-04   5.87642055E-28   1.95021483E-22   1.21710616E-04   6.69478486E-09  
  34               1.60381218E-01   3.89271861E+02   8.38073802E-01   1.60463805E-01   7.81848735E-04   5.31345225E-04   4.97400699E-27   1.20067942E-21   1.21698154E-04   1.29119334E-08  
  35               1.87143798E-01   4.02622548E+02   8.38074017E-01   1.60463818E-01   7.81632801E-04   5.31345269E-04   4.32304645E-26   7.62211036E-21   1.21673326E-04   2.53307720E-08  
  36               2.18261695E-01   4.17133485E+02   8.38074051E-01   1.60463810E-01   7.81632796E-04   5.31345242E-04   3.88405328E-25   5.02680568E-20   1.21622558E-04   5.07120727E-08  
  37               2.54410753E-01   4.32913076E+02   8.38074117E-01   1.60463793E-01   7.81633394E-04   5.31345184E-04   3.58524566E-24   3.42460519E-19   1.21517303E-04   1.03332874E-07  
  38               2.96388050E-01   4.50085384E+02   8.38074194E-01   1.60463747E-01   7.81646480E-04   5.31345032E-04   3.37992605E-23   2.39723033E-18   1.21296715E-04   2.13609204E-07  
  39               3.45126028E-01   4.68939193E+02   8.38071002E-01   1.60463050E-01   7.81907276E-04   5.31342727E-04   3.29296522E-22   1.74535687E-17   1.20824385E-04   4.49510510E-07  
  40               4.01764482E-01   4.89850233E+02   8.38073195E-01   1.60463162E-01   7.80116784E-04   5.31343097E-04   3.36050885E-21   1.33563072E-16   1.19795316E-04   9.64087197E-07  
  41               4.67759616E-01   5.12083754E+02   8.38074553E-01   1.60462833E-01   7.80115187E-04   5.31342007E-04   3.22378570E-20   9.70995565E-16   1.17744003E-04   1.98961896E-06  
  42               5.45096509E-01   5.35533243E+02   8.38077029E-01   1.60462233E-01   7.80112277E-04   5.31340020E-04   2.85067016E-19   6.55343236E-15   1.14002672E-04   3.86005655E-06  
  43               6.36684487E-01   5.60882714E+02   8.38081247E-01   1.60461210E-01   7.80107328E-04   5.31336633E-04   2.44862960E-18   4.31319136E-14   1.07628810E-04   7.04659995E-06  
  44               7.46594402E-01   5.87588512E+02   8.38087279E-01   1.60459748E-01   7.80100276E-04   5.31331791E-04   1.92390082E-17   2.60187495E-13   9.85155196E-05   1.16026904E-05  
  45               8.80201088E-01   6.16268810E+02   8.38094878E-01   1.60457905E-01   7.80091460E-04   5.31325689E-04   1.43873531E-16   1.49229496E-12   8.70325700E-05   1.73434663E-05  
  46               1.04387590E+00   6.46272217E+02   8.38102867E-01   1.60455969E-01   7.80082366E-04   5.31319268E-04   9.69985305E-16   7.70159186E-12   7.49607703E-05   2.33786315E-05  
  47               1.24461784E+00   6.78053699E+02   8.38110548E-01   1.60454105E-01   7.80074015E-04   5.31313067E-04   6.06525934E-15   3.67949307E-11   6.33501884E-05   2.91832157E-05  
  48               1.48912028E+00   7.11088140E+02   8.38117225E-01   1.60452481E-01   7.80067536E-04   5.31307566E-04   3.40987993E-14   1.58098275E-10   5.32425950E-05   3.42363964E-05  
  49               1.78333161E+00   7.46168814E+02   8.38122985E-01   1.60451063E-01   7.80063305E-04   5.31302381E-04   1.80108176E-13   6.40383950E-10   4.44622175E-05   3.86260471E-05  
  50               2.13271869E+00   7.82907350E+02   8.38127613E-01   1.60449855E-01   7.80061746E-04   5.31296610E-04   8.75289022E-13   2.40135811E-09   3.71727836E-05   4.22703060E-05  
  51               2.54325740E+00   8.22081744E+02   8.38131501E-01   1.60448826E-01   7.80061829E-04   5.31286948E-04   4.04374023E-12   8.62849512E-09   3.10046006E-05   4.53540070E-05  
  52               3.02009312E+00   8.62993580E+02   8.38134791E-01   1.60448012E-01   7.80058232E-04   5.31263979E-04   1.72225971E-11   2.88419555E-08   2.60067722E-05   4.78526120E-05  
  53               3.56687955E+00   9.05819785E+02   8.38137435E-01   1.60447318E-01   7.80027221E-04   5.31199793E-04   6.82308285E-11   9.05941655E-08   2.19280265E-05   4.98917201E-05  
  54               4.18695669E+00   9.49303747E+02   8.38139313E-01   1.60446691E-01   7.79907896E-04   5.31030017E-04   2.42694488E-10   2.58003443E-07   1.87567276E-05   5.14771264E-05  
  55               4.88594673E+00   9.93093796E+02   8.38140122E-01   1.60445969E-01   7.79565152E-04   5.30618406E-04   7.76783009E-10   6.66643174E-07   1.63000697E-05   5.27051658E-05  
  56               5.67046975E+00   1.03654687E+03   8.38140798E-01   1.60445232E-01   7.78757308E-04   5.29727683E-04   2.22912689E-09   1.55386888E-06   1.44275110E-05   5.36411266E-05  
  57               6.54821496E+00   1.07882103E+03   8.38143808E-01   1.60444454E-01   7.77213508E-04   5.28034175E-04   5.70606605E-09   3.24304287E-06   1.30406675E-05   5.43341660E-05  
  58               7.52899899E+00   1.11982098E+03   8.38148143E-01   1.60443347E-01   7.74489915E-04   5.25140182E-04   1.32114764E-08   6.13066761E-06   1.20129557E-05   5.48474273E-05  
  59               8.62777375E+00   1.15913021E+03   8.38154253E-01   1.60441803E-01   7.70273808E-04   5.20741310E-04   2.78047459E-08   1.05206334E-05   1.12802302E-05   5.52128919E-05  
  60               9.86371097E+00   1.19701689E+03   8.38162489E-01   1.60439737E-01   7.64331620E-04   5.14609945E-04   5.41252530E-08   1.66401338E-05   1.07651501E-05   5.54691330E-05  
