# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  1                1.00000000E-05   2.63291657E+02   8.38078628E-01   1.60462775E-01   6.25298706E-39   7.81595032E-04   1.56041539E-26   5.31341816E-04   3.32997982E-06   0.00000000E+00  
  2                2.50263413E-05   3.08418194E+02   8.38124294E-01   1.60451700E-01   8.35102916E-33   7.81541088E-04   2.30710295E-21   5.31305144E-04   3.78327201E-05   0.00000000E+00  
  3                4.83187904E-05   3.33705788E+02   8.38137770E-01   1.60448363E-01   3.78636350E-30   7.81512624E-04   2.82705529E-19   5.31294091E-04   4.81334973E-05   0.00000000E+00  
  4                7.74708954E-05   3.45373557E+02   8.38139363E-01   1.60448039E-01   4.26334274E-29   7.81305609E-04   1.38541756E-18   5.31293019E-04   4.91939561E-05   0.00000000E+00  
  5                1.11866622E-04   3.58702635E+02   8.38142399E-01   1.60447303E-01   5.98260640E-28   7.81302024E-04   9.88699694E-18   5.31290581E-04   5.14875221E-05   0.00000000E+00  
  6                1.51946165E-04   3.65321439E+02   8.38142182E-01   1.60447355E-01   1.93438586E-27   7.81302281E-04   1.90872169E-17   5.31290756E-04   5.13235138E-05   0.00000000E+00  
  7                1.98387297E-04   3.76005873E+02   8.38144085E-01   1.60446894E-01   1.30646327E-26   7.81300037E-04   7.94593699E-17   5.31289228E-04   5.27612923E-05   0.00000000E+00  
  8                2.52147791E-04   3.81293971E+02   8.38143798E-01   1.60446963E-01   3.05463759E-26   7.81300382E-04   1.24767548E-16   5.31289458E-04   5.25443701E-05   0.00000000E+00  
  9                3.14260382E-04   3.91002946E+02   8.38144621E-01   1.60446483E-01   1.51527826E-25   7.81298232E-04   4.16512256E-16   5.31287867E-04   5.36555170E-05   0.00000000E+00  
  10               3.86011289E-04   3.95724696E+02   8.38145062E-01   1.60446610E-01   3.04956273E-25   7.80525881E-04   5.97057472E-16   5.31288288E-04   5.34521227E-05   0.00000000E+00  
  11               4.68794531E-04   4.05001346E+02   8.38146269E-01   1.60446317E-01   1.26767139E-24   7.80527166E-04   1.75539642E-15   5.31287317E-04   5.43660697E-05   0.00000000E+00  
  12               5.64249348E-04   4.09492827E+02   8.38146029E-01   1.60446372E-01   2.35548415E-24   7.80527434E-04   2.40940622E-15   5.31287499E-04   5.41902404E-05   0.00000000E+00  
  13               6.74229641E-04   4.18728699E+02   8.38147053E-01   1.60446115E-01   8.88650571E-24   7.80559953E-04   6.63359224E-15   5.31286650E-04   5.49889600E-05   0.00000000E+00  
  14               8.00963611E-04   4.23464506E+02   8.38146841E-01   1.60446129E-01   1.64623154E-23   7.80560017E-04   9.27501330E-15   5.31286693E-04   5.48958846E-05   0.00000000E+00  
  15               9.46951741E-04   4.33101728E+02   8.38145156E-01   1.60445460E-01   6.03449108E-23   7.80976066E-04   2.53304622E-14   5.31284480E-04   5.56375230E-05   0.00000000E+00  
  16               1.11527587E-03   4.38275044E+02   8.38147285E-01   1.60445622E-01   1.13931105E-22   7.78294565E-04   3.64820996E-14   5.31285016E-04   5.56182132E-05   0.00000000E+00  
  17               1.30911606E-03   4.48115653E+02   8.38146639E-01   1.60445419E-01   3.93272761E-22   7.79775716E-04   9.54491263E-14   5.31284345E-04   5.62500412E-05   0.00000000E+00  
  18               1.53201418E-03   4.53676744E+02   8.38146663E-01   1.60445414E-01   7.47060772E-22   7.79775689E-04   1.40346585E-13   5.31284326E-04   5.62676983E-05   0.00000000E+00  
  19               1.78817022E-03   4.63274214E+02   8.38147301E-01   1.60445259E-01   2.30184013E-21   7.79774939E-04   3.31958493E-13   5.31283814E-04   5.67496645E-05   0.00000000E+00  
  20               2.08237228E-03   4.69055332E+02   8.38147329E-01   1.60445252E-01   4.29891033E-21   7.79774907E-04   4.84462818E-13   5.31283791E-04   5.67708624E-05   0.00000000E+00  
  21               2.42000848E-03   4.78995803E+02   8.38147887E-01   1.60445117E-01   1.27937680E-20   7.79774253E-04   1.11807720E-12   5.31283342E-04   5.71925345E-05   0.00000000E+00  
  22               2.80725372E-03   4.85257234E+02   8.38147944E-01   1.60445103E-01   2.41592894E-20   7.79774189E-04   1.66180332E-12   5.31283296E-04   5.72352973E-05   0.00000000E+00  
