# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   7.41880223E+02   8.38851131E-01   1.60272884E-01   6.19467381E-11   5.29613846E-04   2.48903529E-04   6.07894103E-05   0.00000000E+00   5.07095840E-17  
  2                4.04583475E-04   8.74547441E+02   8.38849620E-01   1.60272943E-01   2.23811580E-09   5.29925003E-04   2.50341342E-04   6.07878129E-05   6.57049800E-17   3.16607104E-14  
  3                8.06794124E-04   9.30513692E+02   8.38849443E-01   1.60272877E-01   9.91472332E-09   5.30170814E-04   2.50567712E-04   6.07873005E-05   2.60021156E-15   4.73893210E-13  
  4                1.24890709E-03   9.60827707E+02   8.38849324E-01   1.60272867E-01   1.96975891E-08   5.30222919E-04   2.50678253E-04   6.07867520E-05   1.44198402E-14   1.62700476E-12  
  5                1.74551097E-03   9.92251094E+02   8.38849242E-01   1.60272844E-01   4.01857210E-08   5.30301558E-04   2.50748358E-04   6.07863892E-05   5.10471097E-14   1.17307256E-11  
  6                2.30779873E-03   1.01207156E+03   8.38849161E-01   1.60272841E-01   5.92306592E-08   5.30316525E-04   2.50800394E-04   6.07858767E-05   2.19406625E-13   1.17307061E-11  
  7                2.94732310E-03   1.03726994E+03   8.38849079E-01   1.60272824E-01   9.95927075E-08   5.30363780E-04   2.50838093E-04   6.07855370E-05   5.45845407E-13   4.93040892E-11  
  8                3.67619467E-03   1.05350384E+03   8.38848999E-01   1.60272821E-01   1.32703229E-07   5.30369851E-04   2.50871915E-04   6.07850095E-05   1.60536717E-12   4.93039921E-11  
  9                4.50814654E-03   1.07612844E+03   8.38848892E-01   1.60272804E-01   2.04459630E-07   5.30404124E-04   2.50896282E-04   6.07846614E-05   3.41755738E-12   1.60965348E-10  
  10               5.45825258E-03   1.09074927E+03   8.38848798E-01   1.60272800E-01   2.59400188E-07   5.30406684E-04   2.50921490E-04   6.07840964E-05   8.35853208E-12   1.60964961E-10  
  11               6.54367790E-03   1.11227333E+03   8.38848645E-01   1.60272781E-01   3.81107044E-07   5.30434101E-04   2.50938877E-04   6.07837264E-05   1.62810336E-11   4.60964883E-10  
