# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                NH3              N2              
  1                1.00000000E-05   1.23782754E+02   8.38725865E-01   1.60588626E-01   1.12546059E-09   5.31758547E-04   3.97197112E-77   1.75148314E-87   1.21818664E-04   2.17881165E-25  
  2                2.09124886E-05   1.51758906E+02   8.38716961E-01   1.60586921E-01   4.65636928E-06   5.31752902E-04   9.69504885E-59   8.96968981E-71   1.21817371E-04   1.72179796E-19  
  3                3.34766082E-05   1.58289393E+02   8.38453500E-01   1.60536477E-01   1.73048616E-04   5.31585866E-04   7.93465099E-49   1.53216516E-61   1.21779105E-04   4.00479598E-17  
  4                4.75185126E-05   1.65915762E+02   8.38323157E-01   1.60511521E-01   3.29382687E-04   5.31503227E-04   1.55440553E-47   5.66896619E-60   1.21760174E-04   1.39866163E-16  
  5                6.33292101E-05   1.75678545E+02   8.38194595E-01   1.60486905E-01   4.84785710E-04   5.31421718E-04   1.02304709E-45   7.80588998E-58   1.21741501E-04   6.18164559E-16  
  6                8.11634789E-05   1.80171690E+02   8.38074151E-01   1.60463844E-01   6.38059260E-04   5.31345355E-04   1.40287230E-44   1.81137690E-56   1.21724008E-04   1.76114570E-15  
  7                1.01340360E-04   1.86681430E+02   8.38074151E-01   1.60463844E-01   7.81671482E-04   5.31345355E-04   9.15642978E-43   2.35554952E-54   1.21724008E-04   7.48320604E-15  
  8                1.24346434E-04   1.91063182E+02   8.38074151E-01   1.60463844E-01   7.81671482E-04   5.31345355E-04   8.08055673E-42   3.22461401E-53   1.21724008E-04   1.87957802E-14  
  9                1.51163560E-04   1.98315160E+02   8.38074151E-01   1.60463844E-01   7.81671482E-04   5.31345355E-04   2.79128495E-40   2.06070075E-51   1.21724007E-04   6.33539545E-14  
  10               1.82432706E-04   2.02372453E+02   8.38074151E-01   1.60463844E-01   7.81671482E-04   5.31345355E-04   1.98491924E-39   2.17688028E-50   1.21724007E-04   1.44130034E-13  
  11               2.18905208E-04   2.09354935E+02   8.38074151E-01   1.60463844E-01   7.81671482E-04   5.31345355E-04   4.31800739E-38   8.27477715E-49   1.21724007E-04   4.10011977E-13  
  12               2.61447561E-04   2.13391412E+02   8.38074151E-01   1.60463844E-01   7.81671482E-04   5.31345355E-04   2.52684411E-37   6.94992342E-48   1.21724006E-04   8.51894513E-13  
  13               3.11077850E-04   2.20215103E+02   8.38074151E-01   1.60463844E-01   7.81671482E-04   5.31345355E-04   3.71885863E-36   1.70764564E-46   1.21724003E-04   2.10179621E-12  
  14               3.68975199E-04   2.24204175E+02   8.38074151E-01   1.60463844E-01   7.81671482E-04   5.31345355E-04   1.75927663E-35   1.12186084E-45   1.21724000E-04   3.97639021E-12  
  15               4.36524708E-04   2.30873705E+02   8.38074151E-01   1.60463844E-01   7.81671482E-04   5.31345355E-04   1.77087413E-34   1.81199753E-44   1.21723991E-04   8.54557594E-12  
  16               5.15338903E-04   2.34687817E+02   8.38074151E-01   1.60463844E-01   7.81671482E-04   5.31345355E-04   6.83653159E-34   9.44823692E-44   1.21723978E-04   1.47097620E-11  
  17               6.07317043E-04   2.41099381E+02   8.38074151E-01   1.60463844E-01   7.81671482E-04   5.31345355E-04   5.28588022E-33   1.14466489E-42   1.21723951E-04   2.84057095E-11  
