# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  15               1.85226530E-03   5.64922753E+02   8.38152094E-01   1.60444075E-01   6.35792727E-17   7.79851616E-04   7.10031979E-09   5.31272483E-04   6.04303650E-05   0.00000000E+00  
  16               2.24080455E-03   5.74153855E+02   8.38152090E-01   1.60444076E-01   1.22602456E-16   7.79848609E-04   1.01945941E-08   5.31269313E-04   6.04235210E-05   0.00000000E+00  
  17               2.70517471E-03   5.78900440E+02   8.38152028E-01   1.60444090E-01   1.62736040E-16   7.79848864E-04   1.01572287E-08   5.31269424E-04   6.03780613E-05   0.00000000E+00  
  18               3.26009892E-03   5.88236671E+02   8.38152022E-01   1.60444092E-01   3.05951692E-16   7.79844858E-04   1.43219651E-08   5.31265177E-04   6.03694635E-05   0.00000000E+00  
  19               3.92307340E-03   5.93118000E+02   8.38151955E-01   1.60444108E-01   4.03713385E-16   7.79845185E-04   1.42636758E-08   5.31265319E-04   6.03192720E-05   0.00000000E+00  
  20               4.71491962E-03   6.02693318E+02   8.38151949E-01   1.60444109E-01   7.47697195E-16   7.79839787E-04   1.99199151E-08   5.31259570E-04   6.03093492E-05   0.00000000E+00  
  21               5.66039114E-03   6.07734397E+02   8.38151870E-01   1.60444126E-01   9.81988016E-16   7.79840207E-04   1.98284041E-08   5.31259752E-04   6.02537356E-05   0.00000000E+00  
  22               6.78886546E-03   6.17648536E+02   8.38151866E-01   1.60444127E-01   1.80315000E-15   7.79832859E-04   2.75726342E-08   5.31251900E-04   6.02428421E-05   0.00000000E+00  
  23               8.13517311E-03   6.23057825E+02   8.38151787E-01   1.60444146E-01   2.38918737E-15   7.79833071E-04   2.77810161E-08   5.31251788E-04   6.01831611E-05   0.00000000E+00  
  24               9.74105434E-03   6.33426420E+02   8.38151786E-01   1.60444146E-01   4.37579974E-15   7.79822774E-04   3.86703765E-08   5.31240769E-04   6.01719596E-05   0.00000000E+00  
  25               1.16559515E-02   6.39340622E+02   8.38151686E-01   1.60444162E-01   5.88784732E-15   7.79822304E-04   3.96733063E-08   5.31239849E-04   6.01092744E-05   0.00000000E+00  
  26               1.39383664E-02   6.50451326E+02   8.38151695E-01   1.60444160E-01   1.09222366E-14   7.79806760E-04   5.61055560E-08   5.31223243E-04   6.01004370E-05   0.00000000E+00  
  27               1.66570682E-02   6.57286796E+02   8.38151619E-01   1.60444178E-01   1.52577490E-14   7.79803736E-04   5.99049619E-08   5.31219511E-04   6.00396352E-05   0.00000000E+00  
  28               1.98931763E-02   6.69418855E+02   8.38151593E-01   1.60444160E-01   2.89816789E-14   7.79777942E-04   8.70123313E-08   5.31192113E-04   6.00359995E-05   0.00000000E+00  
  29               2.37415043E-02   6.77400835E+02   8.38151532E-01   1.60444174E-01   4.22927863E-14   7.79768816E-04   9.73119134E-08   5.31181828E-04   5.99804700E-05   0.00000000E+00  
  30               2.83131769E-02   6.90897116E+02   8.38151603E-01   1.60444156E-01   8.31668200E-14   7.79721474E-04   1.46832162E-07   5.31131900E-04   5.99854452E-05   0.00000000E+00  
  31               3.37370954E-02   7.00448251E+02   8.38151422E-01   1.60444131E-01   1.28567845E-13   7.79695573E-04   1.74520928E-07   5.31104006E-04   5.99407684E-05   0.00000000E+00  
  32               4.01634570E-02   7.15593147E+02   8.38151572E-01   1.60444094E-01   2.62593254E-13   7.79599063E-04   2.74613775E-07   5.31003211E-04   5.99561944E-05   0.00000000E+00  
  33               4.77642713E-02   7.27003742E+02   8.38151418E-01   1.60444040E-01   4.30889164E-13   7.79528986E-04   3.47846662E-07   5.30929487E-04   5.99254327E-05   0.00000000E+00  
  34               5.67374495E-02   7.44278321E+02   8.38151752E-01   1.60443956E-01   9.22515781E-13   7.79306444E-04   5.76494226E-07   5.30699501E-04   5.99538617E-05   0.00000000E+00  
  35               6.73067126E-02   7.58102386E+02   8.38152006E-01   1.60443891E-01   1.62333075E-12   7.79102080E-04   7.86950307E-07   5.30488051E-04   5.99410737E-05   0.00000000E+00  
  36               7.97372471E-02   7.77838774E+02   8.38152814E-01   1.60443689E-01   3.62859969E-12   7.78530958E-04   1.36862755E-06   5.29903577E-04   5.99810522E-05   0.00000000E+00  
  37               9.43394321E-02   7.94314455E+02   8.38153620E-01   1.60443484E-01   6.77671336E-12   7.77918499E-04   1.99198742E-06   5.29277668E-04   5.99839288E-05   0.00000000E+00  
  38               1.11477531E-01   8.16840006E+02   8.38155764E-01   1.60442944E-01   1.56931321E-11   7.76328531E-04   3.59967513E-06   5.27663666E-04   6.00317748E-05   0.00000000E+00  
  39               1.31567749E-01   8.36385974E+02   8.38158254E-01   1.60442301E-01   3.09256807E-11   7.74409334E-04   5.53758611E-06   5.25719100E-04   6.00473986E-05   0.00000000E+00  
  40               1.55117808E-01   8.61937705E+02   8.38164256E-01   1.60440760E-01   7.31758138E-11   7.69790465E-04   1.01839525E-05   5.21057816E-04   6.00977747E-05   0.00000000E+00  
  41               1.82725771E-01   8.84620324E+02   8.38171563E-01   1.60438793E-01   1.48926654E-10   7.63950060E-04   1.60531893E-05   5.15171870E-04   6.01193740E-05   0.00000000E+00  
  42               2.15200269E-01   9.13348640E+02   8.38187432E-01   1.60434441E-01   3.54080263E-10   7.51075319E-04   2.89666262E-05   5.02224490E-04   6.01663810E-05   0.00000000E+00  
  43               2.53579567E-01   9.39447391E+02   8.38207174E-01   1.60429150E-01   7.34287461E-10   7.35094068E-04   4.49894624E-05   4.86165021E-04   6.01881600E-05   0.00000000E+00  
  44               2.99539181E-01   9.71813249E+02   8.38247675E-01   1.60419279E-01   1.74077133E-09   7.04544412E-04   7.56266243E-05   4.55465651E-04   6.02269030E-05   0.00000000E+00  
  45               3.55390014E-01   1.00210321E+03   8.38292922E-01   1.60408249E-01   3.66892745E-09   6.70388486E-04   1.09898346E-04   4.21134604E-04   6.02434720E-05   2.86015883E-16  
  46               4.24783623E-01   1.03936862E+03   8.38363498E-01   1.60391044E-01   8.73674674E-09   6.17113884E-04   1.63368984E-04   3.67583386E-04   6.02705725E-05   2.49741863E-15  
  47               5.12638757E-01   1.07542660E+03   8.38429981E-01   1.60374823E-01   1.88599033E-08   5.66917242E-04   2.13805252E-04   3.17084353E-04   6.02786069E-05   1.72718971E-14  
  48               6.25881060E-01   1.11883970E+03   8.38511129E-01   1.60355012E-01   4.48796816E-08   5.05646001E-04   2.75403157E-04   2.55420147E-04   6.02921783E-05   1.54244053E-13  
  49               7.72577340E-01   1.16061403E+03   8.38572738E-01   1.60339947E-01   9.57324841E-08   4.59094490E-04   3.22248978E-04   2.08532243E-04   6.02876914E-05   1.04231753E-12  
  50               9.61937108E-01   1.20884020E+03   8.38634629E-01   1.60324788E-01   2.15917281E-07   4.12273435E-04   3.69366108E-04   1.61375752E-04   6.02859587E-05   8.07844000E-12  
  51               1.20305441E+00   1.25383777E+03   8.38674400E-01   1.60314993E-01   4.28826744E-07   3.82059386E-04   3.99788276E-04   1.30930131E-04   6.02673827E-05   4.48407702E-11  
  52               1.50359171E+00   1.30377390E+03   8.38711262E-01   1.60305832E-01   8.72651972E-07   3.53861611E-04   4.28169617E-04   1.02525197E-04   6.02515487E-05   2.62025389E-10  
  53               1.86980578E+00   1.34970688E+03   8.38733522E-01   1.60300120E-01   1.58078994E-06   3.36448924E-04   4.45724498E-04   8.49536394E-05   6.02227081E-05   1.13138230E-09  
  54               2.30722273E+00   1.40054270E+03   8.38754399E-01   1.60294425E-01   2.93880337E-06   3.19487248E-04   4.62920931E-04   6.77371580E-05   6.01995242E-05   5.16151050E-09  
  55               2.82211614E+00   1.44765691E+03   8.38765478E-01   1.60290556E-01   4.97564576E-06   3.09069125E-04   4.73892135E-04   5.67476629E-05   6.01665219E-05   1.85121190E-08  
  56               3.41790062E+00   1.49992668E+03   8.38772269E-01   1.60286013E-01   8.66474262E-06   2.99175384E-04   4.85089945E-04   4.55255443E-05   6.01406640E-05   7.03667879E-08  
  57               4.09383596E+00   1.54848182E+03   8.38760002E-01   1.60280477E-01   1.39364681E-05   2.95361658E-04   4.92680075E-04   3.79042819E-05   6.01069704E-05   2.17249199E-07  
  58               4.83248303E+00   1.60121862E+03   8.38744775E-01   1.60276599E-01   2.28165952E-05   3.05070276E-04   5.01481226E-04   2.90763639E-05   6.00851606E-05   5.57910041E-07  
  59               5.61807261E+00   1.64959969E+03   8.38732260E-01   1.60273131E-01   3.47653959E-05   3.03185808E-04   5.06339771E-04   2.41896689E-05   6.00582879E-05   2.45922432E-06  
  60               6.41713445E+00   1.70160109E+03   8.38691374E-01   1.60266355E-01   5.37697576E-05   3.09987861E-04   5.11694380E-04   1.87969848E-05   6.00439558E-05   1.01881962E-05  
  61               7.14625922E+00   1.75012533E+03   8.38611705E-01   1.60256646E-01   7.93074365E-05   3.36068767E-04   5.16545174E-04   1.39057279E-05   6.00396661E-05   2.98345737E-05  
  62               7.73537606E+00   1.78766306E+03   8.38508013E-01   1.60247692E-01   1.05609247E-04   3.87127141E-04   5.20159658E-04   1.02621538E-05   6.00402307E-05   6.46047497E-05  
  63               8.36291634E+00   1.82388556E+03   8.38468805E-01   1.60242480E-01   1.37392080E-04   3.85729581E-04   5.21479593E-04   8.91381662E-06   6.00311745E-05   6.44576594E-05  
  64               8.87973131E+00   1.85323201E+03   8.38441088E-01   1.60239664E-01   1.68864562E-04   3.84745191E-04   5.22408489E-04   7.96611944E-06   6.00250065E-05   6.43380110E-05  
  65               9.26512849E+00   1.87310740E+03   8.38419391E-01   1.60237550E-01   1.93196429E-04   3.84192240E-04   5.22922223E-04   7.43810990E-06   6.00184813E-05   6.42522513E-05  
  66               9.70795669E+00   1.89646847E+03   8.38390214E-01   1.60234756E-01   2.25752220E-04   3.83570605E-04   5.23496721E-04   6.84586348E-06   6.00122459E-05   6.41527979E-05  
  67               1.02140973E+01   1.92076471E+03   8.38355744E-01   1.60231539E-01   2.63939431E-04   3.83030402E-04   5.23986789E-04   6.33518809E-06   6.00029380E-05   6.40434795E-05  
  68               1.07893989E+01   1.94855356E+03   8.38279378E-01   1.60221468E-01   3.14387659E-04   3.82439915E-04   5.24486562E-04   5.79055002E-06   5.99912096E-05   6.39166671E-05  
  69               1.12229971E+01   1.96763752E+03   8.38244175E-01   1.60218286E-01   3.53061572E-04   3.82109754E-04   5.24777913E-04   5.47979957E-06   5.99824673E-05   6.38264436E-05  
  70               1.15409445E+01   1.98234092E+03   8.38214295E-01   1.60215581E-01   3.85857740E-04   3.81864324E-04   5.25006050E-04   5.23614379E-06   5.99770845E-05   6.37589647E-05  
  71               1.19116849E+01   1.99772633E+03   8.38181079E-01   1.60212600E-01   4.22262235E-04   3.81629574E-04   5.25200302E-04   5.02425003E-06   5.99691415E-05   6.36836815E-05  
  72               1.23423730E+01   2.01643360E+03   8.38136676E-01   1.60208621E-01   4.70863182E-04   3.81356433E-04   5.25441597E-04   4.76067239E-06   5.99611348E-05   6.35947202E-05  
  73               1.28389076E+01   2.03602585E+03   8.38086303E-01   1.60204139E-01   5.25884679E-04   3.81134157E-04   5.25646768E-04   4.53001094E-06   5.99502352E-05   6.34961216E-05  
  74               1.34095787E+01   2.05906648E+03   8.38020452E-01   1.60198293E-01   5.97868257E-04   3.80829816E-04   5.25882496E-04   4.26249965E-06   5.99387109E-05   6.33819672E-05  
  75               1.40650312E+01   2.08325691E+03   8.37944333E-01   1.60191568E-01   6.80964702E-04   3.80557309E-04   5.26079336E-04   4.02888459E-06   5.99237765E-05   6.32556499E-05  
  76               1.48146458E+01   2.11102664E+03   8.37845838E-01   1.60182883E-01   7.88432393E-04   3.80252765E-04   5.26291249E-04   3.77135528E-06   5.99074430E-05   6.31113403E-05  
  77               1.56684272E+01   2.14000282E+03   8.37731078E-01   1.60172799E-01   9.13532259E-04   3.79981184E-04   5.26460055E-04   3.54960439E-06   5.98871090E-05   6.29529395E-05  
  78               1.66371616E+01   2.17248119E+03   8.37584634E-01   1.60159949E-01   1.07310921E-03   3.79688585E-04   5.26628228E-04   3.31628609E-06   5.98644805E-05   6.27747043E-05  
  79               1.77324174E+01   2.20612273E+03   8.37413538E-01   1.60144968E-01   1.25943914E-03   3.79428056E-04   5.26750081E-04   3.11877846E-06   5.98371399E-05   6.25806537E-05  
  80               1.89668227E+01   2.24305815E+03   8.37198378E-01   1.60126147E-01   1.49369605E-03   3.79154226E-04   5.26857602E-04   2.91897143E-06   5.98064210E-05   6.23651971E-05  
  81               2.03540791E+01   2.28101534E+03   8.36947658E-01   1.60104245E-01   1.76657207E-03   3.78909821E-04   5.26916358E-04   2.75330427E-06   5.97701112E-05   6.21324415E-05  
  82               2.19093225E+01   2.32197127E+03   8.36635304E-01   1.60076768E-01   2.10431931E-03   3.78655313E-04   5.26948198E-04   2.59107053E-06   5.97289999E-05   6.18767792E-05  
  83               2.36484787E+01   2.36374542E+03   8.36267717E-01   1.60045224E-01   2.49508481E-03   3.84710041E-04   5.26977773E-04   2.41979887E-06   5.96839475E-05   6.16026846E-05  
  84               2.55900051E+01   2.40820488E+03   8.35830001E-01   1.60007050E-01   2.97112641E-03   3.84587214E-04   5.26924818E-04   2.29587303E-06   5.96304920E-05   6.13046944E-05  
  85               2.77547207E+01   2.45328897E+03   8.35328164E-01   1.59963304E-01   3.51687980E-03   3.84465547E-04   5.26819289E-04   2.19891283E-06   5.95691478E-05   6.09869087E-05  
  86               3.01652270E+01   2.50073012E+03   8.34727156E-01   1.59910920E-01   4.17048717E-03   3.84321963E-04   5.26669883E-04   2.10905801E-06   5.94999803E-05   6.06440226E-05  
  87               3.28468555E+01   2.54863419E+03   8.34045318E-01   1.59851508E-01   4.91196826E-03   3.84180959E-04   5.26464952E-04   2.04221636E-06   5.94214405E-05   6.02801636E-05  
  88               3.58284433E+01   2.59857149E+03   8.33243028E-01   1.59781605E-01   5.78443294E-03   3.84022915E-04   5.26207221E-04   1.98284180E-06   5.93330656E-05   5.98901887E-05  
  89               3.91422655E+01   2.64885239E+03   8.32343129E-01   1.59703212E-01   6.76300577E-03   3.83872391E-04   5.25889630E-04   1.94319132E-06   5.92334903E-05   5.94780103E-05  
  90               4.28248173E+01   2.70089010E+03   8.31302231E-01   1.59612541E-01   7.89488745E-03   3.83712912E-04   5.25510023E-04   1.91106186E-06   5.91216887E-05   5.90387229E-05  
  91               4.69167276E+01   2.75317638E+03   8.30148665E-01   1.59512069E-01   9.14923444E-03   3.83569898E-04   5.25064882E-04   1.89627557E-06   5.89963931E-05   5.85761185E-05  
  92               5.14635067E+01   2.80697021E+03   8.28836628E-01   1.59397801E-01   1.05758642E-02   3.83430306E-04   5.24548217E-04   1.88918644E-06   5.88559266E-05   5.80856537E-05  
  93               5.65153040E+01   2.86093591E+03   8.27400345E-01   1.59272726E-01   1.21375247E-02   3.83320842E-04   5.23959332E-04   1.89788064E-06   5.86989521E-05   5.75710792E-05  
  94               6.21273706E+01   2.91624846E+03   8.25790467E-01   1.59132541E-01   1.38878821E-02   3.83230855E-04   5.23288967E-04   1.91423785E-06   5.85228719E-05   5.70281581E-05  
  95               6.83587137E+01   2.97163109E+03   8.24050702E-01   1.58981062E-01   1.57793677E-02   3.83189431E-04   5.22539164E-04   1.94564606E-06   5.83260079E-05   5.64611109E-05  
  96               7.52729424E+01   3.02824739E+03   8.22125690E-01   1.58813462E-01   1.78721845E-02   3.83186023E-04   5.21697505E-04   1.98459065E-06   5.81042204E-05   5.58659873E-05  
  97               8.29331875E+01   3.08467134E+03   8.20078978E-01   1.58635288E-01   2.00971849E-02   3.83253664E-04   5.20770610E-04   2.03900390E-06   5.78552254E-05   5.52485132E-05  
  98               9.14012139E+01   3.14206847E+03   8.17849095E-01   1.58441177E-01   2.25212164E-02   3.83378367E-04   5.19743877E-04   2.10124634E-06   5.75724245E-05   5.46055102E-05  
  99               1.00742939E+02   3.19898351E+03   8.15516935E-01   1.58238188E-01   2.50562692E-02   3.83593020E-04   5.18628182E-04   2.17940926E-06   5.72520194E-05   5.39436676E-05  
  100              1.11029099E+02   3.25673458E+03   8.13006315E-01   1.58019676E-01   2.77851899E-02   3.83875826E-04   5.17404141E-04   2.26535665E-06   5.68822841E-05   5.32592467E-05  
  101              1.22336272E+02   3.31377180E+03   8.10420103E-01   1.57794613E-01   3.05960768E-02   3.84259957E-04   5.16086961E-04   2.36827727E-06   5.64566479E-05   5.25596276E-05  
