# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                NH3              N2              
  66               8.86959379E-01   1.06996104E+03   8.38281321E-01   1.60410966E-01   6.78858834E-04   4.29282337E-04   1.01793842E-04   1.26246142E-08   1.95180111E-06   5.98652801E-05  
  67               1.01273955E+00   1.11801103E+03   8.38376217E-01   1.60387819E-01   6.07293613E-04   3.57320079E-04   1.73650047E-04   3.46576633E-08   1.70686397E-06   5.99780867E-05  
  68               1.16686219E+00   1.15692097E+03   8.38448763E-01   1.60370108E-01   5.52526205E-04   3.02223902E-04   2.28677602E-04   7.23497348E-08   1.60909344E-06   6.00191805E-05  
  69               1.36251839E+00   1.21618209E+03   8.38564378E-01   1.60341862E-01   4.65190370E-04   2.14385090E-04   3.16418887E-04   2.07463326E-07   1.41806646E-06   6.01015508E-05  
  70               1.61335501E+00   1.26644193E+03   8.38633365E-01   1.60324941E-01   4.12919491E-04   1.61795325E-04   3.68957040E-04   4.58424673E-07   1.34907468E-06   6.01268583E-05  
  71               1.92088000E+00   1.31275414E+03   8.38678057E-01   1.60313881E-01   3.78829736E-04   1.27487666E-04   4.03231544E-04   8.89207820E-07   1.33187808E-06   6.01280604E-05  
  72               2.28624702E+00   1.35742759E+03   8.38709448E-01   1.60305957E-01   3.54549292E-04   1.03028662E-04   4.27664983E-04   1.60151983E-06   1.33895362E-06   6.01177751E-05  
  73               2.71046783E+00   1.40162683E+03   8.38732531E-01   1.60299829E-01   3.36117758E-04   8.43745055E-05   4.46296373E-04   2.75206578E-06   1.35730285E-06   6.01019067E-05  
  74               3.19509178E+00   1.44623834E+03   8.38749588E-01   1.60294732E-01   3.21549107E-04   6.93311809E-05   4.61317122E-04   4.59138994E-06   1.37929659E-06   6.00839091E-05  
  75               3.74038283E+00   1.49171912E+03   8.38760025E-01   1.60290000E-01   3.09944372E-04   5.68313413E-05   4.73792399E-04   7.50077566E-06   1.40069354E-06   6.00656344E-05  
  76               4.34485585E+00   1.53836364E+03   8.38752479E-01   1.60283332E-01   3.01940106E-04   4.61315924E-05   4.84458183E-04   1.20589652E-05   1.41867568E-06   6.00477802E-05  
  77               4.99142133E+00   1.58599577E+03   8.38741056E-01   1.60279112E-01   3.10954349E-04   3.54059185E-05   4.95157489E-04   1.90855941E-05   1.42893088E-06   6.00362207E-05  
  78               5.66547986E+00   1.63482824E+03   8.38735830E-01   1.60275325E-01   3.05530212E-04   2.81353911E-05   5.02400650E-04   2.98419639E-05   1.42889517E-06   6.00279935E-05  
  79               6.34448940E+00   1.68481103E+03   8.38710812E-01   1.60269847E-01   3.06771167E-04   2.16683563E-05   5.08835123E-04   4.61305399E-05   1.41653361E-06   6.00261586E-05  
  80               6.99696807E+00   1.72939476E+03   8.38659275E-01   1.60262862E-01   3.21648048E-04   1.67049375E-05   5.13765411E-04   6.65446761E-05   1.40977844E-06   6.00237720E-05  
  81               7.58653704E+00   1.76658572E+03   8.38579344E-01   1.60253778E-01   3.50353215E-04   1.30202360E-05   5.17415805E-04   8.89507651E-05   1.40875574E-06   6.00208563E-05  
  82               8.09743792E+00   1.79726128E+03   8.38500723E-01   1.60246981E-01   3.87213150E-04   1.03606811E-05   5.20052071E-04   1.11954602E-04   1.40938378E-06   6.00197372E-05  
  83               8.54579003E+00   1.82271382E+03   8.38481157E-01   1.60244856E-01   3.86200458E-04   9.37817567E-06   5.21019461E-04   1.34619061E-04   1.41215010E-06   6.00143101E-05  
  84               9.03585087E+00   1.84950832E+03   8.38447118E-01   1.60240513E-01   3.85262498E-04   8.47707455E-06   5.21897111E-04   1.62521776E-04   1.41593875E-06   6.00072394E-05  
  85               9.44774722E+00   1.87100273E+03   8.38424298E-01   1.60238260E-01   3.84606233E-04   7.84720299E-06   5.22511714E-04   1.88217854E-04   1.42037328E-06   6.00012105E-05  
  86               9.77559177E+00   1.88769676E+03   8.38404428E-01   1.60236340E-01   3.84140208E-04   7.40167936E-06   5.22944555E-04   2.10448342E-04   1.42407782E-06   5.99962761E-05  
  87               1.01392591E+01   1.90554320E+03   8.38380989E-01   1.60234116E-01   3.83687339E-04   6.97045719E-06   5.23361285E-04   2.36536378E-04   1.42903489E-06   5.99903468E-05  
  88               1.05414157E+01   1.92479509E+03   8.38352925E-01   1.60231491E-01   3.83238467E-04   6.54436124E-06   5.23770686E-04   2.67642873E-04   1.43470086E-06   5.99836338E-05  
  89               1.09846798E+01   1.94519847E+03   8.38288305E-01   1.60222410E-01   3.82795587E-04   6.13854933E-06   5.24137472E-04   3.04153284E-04   1.44175456E-06   5.99734874E-05  
  90               1.13023965E+01   1.95950121E+03   8.38262868E-01   1.60220098E-01   3.82521710E-04   5.87504758E-06   5.24386821E-04   3.32149102E-04   1.44686013E-06   5.99677812E-05  
  91               1.15224596E+01   1.96913968E+03   8.38244684E-01   1.60218445E-01   3.82342436E-04   5.70962064E-06   5.24542220E-04   3.52147153E-04   1.45075366E-06   5.99636272E-05  
  92               1.17705052E+01   1.97992370E+03   8.38223217E-01   1.60216501E-01   3.82162442E-04   5.53104897E-06   5.24709190E-04   3.75713634E-04   1.45501149E-06   5.99589799E-05  
  93               1.20493611E+01   1.99171918E+03   8.38198435E-01   1.60214265E-01   3.81962504E-04   5.34838898E-06   5.24878587E-04   4.02904935E-04   1.46019973E-06   5.99535324E-05  
  94               1.23618892E+01   2.00477300E+03   8.38169228E-01   1.60211641E-01   3.81776800E-04   5.15541154E-06   5.25056262E-04   4.34883810E-04   1.46593130E-06   5.99474253E-05  
  95               1.27110980E+01   2.01892997E+03   8.38135501E-01   1.60208622E-01   3.81561653E-04   4.96145674E-06   5.25232744E-04   4.71813818E-04   1.47278362E-06   5.99403362E-05  
  96               1.31002355E+01   2.03442921E+03   8.38095825E-01   1.60205084E-01   3.81374618E-04   4.76085696E-06   5.25413233E-04   5.15166014E-04   1.48038511E-06   5.99323897E-05  
  97               1.35325207E+01   2.05109088E+03   8.38050029E-01   1.60201014E-01   3.81151056E-04   4.56285685E-06   5.25588306E-04   5.65240948E-04   1.48932426E-06   5.99232479E-05  
  98               1.40132499E+01   2.06920405E+03   8.37996150E-01   1.60196238E-01   3.80921910E-04   4.36210870E-06   5.25762615E-04   6.24110275E-04   1.49927907E-06   5.99129696E-05  
  99               1.45465219E+01   2.08857880E+03   8.37933646E-01   1.60190715E-01   3.80695174E-04   4.16632488E-06   5.25928174E-04   6.92351010E-04   1.51086438E-06   5.99012010E-05  
  100              1.51366582E+01   2.10943165E+03   8.37860275E-01   1.60184245E-01   3.80466480E-04   3.97182560E-06   5.26087877E-04   7.72408531E-04   1.52374234E-06   5.98879963E-05  
  101              1.57882177E+01   2.13154526E+03   8.37773299E-01   1.60176388E-01   3.80242151E-04   3.78551251E-06   5.26233211E-04   8.65092405E-04   1.53853738E-06   5.98728411E-05  
