# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  13               8.96360512E-05   5.61787420E+02   8.38156078E-01   1.60443131E-01   2.22637410E-16   7.77326344E-04   2.32525016E-06   5.28845515E-04   6.08322715E-05   0.00000000E+00  
  14               1.07461969E-04   5.66420052E+02   8.38156093E-01   1.60443120E-01   2.98691244E-16   7.77298209E-04   2.36440536E-06   5.28811703E-04   6.08301516E-05   0.00000000E+00  
  15               1.28888999E-04   5.77247804E+02   8.38158205E-01   1.60442617E-01   6.54213719E-16   7.75699226E-04   3.88151479E-06   5.27252533E-04   6.08304641E-05   0.00000000E+00  
  16               1.54643536E-04   5.81683089E+02   8.38158072E-01   1.60442646E-01   8.46753594E-16   7.75794408E-04   3.80879447E-06   5.27336315E-04   6.08279791E-05   0.00000000E+00  
  17               1.85616067E-04   5.92471767E+02   8.38161024E-01   1.60441941E-01   1.76794054E-15   7.73558158E-04   5.95364094E-06   5.25144198E-04   6.08279747E-05   0.00000000E+00  
  18               2.22854279E-04   5.96899655E+02   8.38160629E-01   1.60442007E-01   2.24657482E-15   7.73807353E-04   5.73711780E-06   5.25376865E-04   6.08251359E-05   0.00000000E+00  
  19               2.67647491E-04   6.07826099E+02   8.38164637E-01   1.60441047E-01   4.54571738E-15   7.70769428E-04   8.67494729E-06   5.22386832E-04   6.08248579E-05   0.00000000E+00  
  20               3.21508432E-04   6.12302078E+02   8.38164019E-01   1.60441191E-01   5.70073136E-15   7.71232693E-04   8.25459662E-06   5.22828444E-04   6.08216365E-05   0.00000000E+00  
  21               3.86308657E-04   6.23382936E+02   8.38169236E-01   1.60439938E-01   1.12095744E-14   7.67278947E-04   1.21031093E-05   5.18924435E-04   6.08210523E-05   0.00000000E+00  
  22               4.64252878E-04   6.27893033E+02   8.38168028E-01   1.60440151E-01   1.38703851E-14   7.68061504E-04   1.13741076E-05   5.19680002E-04   6.08173513E-05   0.00000000E+00  
  23               5.58093639E-04   6.39121418E+02   8.38174511E-01   1.60438591E-01   2.65286903E-14   7.63149834E-04   1.61802065E-05   5.14817385E-04   6.08164106E-05   0.00000000E+00  
  24               6.71041934E-04   6.43704113E+02   8.38172949E-01   1.60438962E-01   3.24904250E-14   7.64327130E-04   1.50660837E-05   5.15962930E-04   6.08121736E-05   0.00000000E+00  
  25               8.07102532E-04   6.55200538E+02   8.38180868E-01   1.60437052E-01   6.09700146E-14   7.58328308E-04   2.09603689E-05   5.10011573E-04   6.08108763E-05   0.00000000E+00  
  26               9.70932632E-04   6.60036024E+02   8.38178713E-01   1.60437481E-01   7.47466142E-14   7.59805524E-04   1.95505676E-05   5.11454795E-04   6.08060614E-05   0.00000000E+00  
  27               1.16837309E-03   6.71941030E+02   8.38188410E-01   1.60435140E-01   1.38742778E-13   7.52461302E-04   2.67909543E-05   5.04156264E-04   6.08044078E-05   0.00000000E+00  
  28               1.40619062E-03   6.77190847E+02   8.38186251E-01   1.60435654E-01   1.71687789E-13   7.54089596E-04   2.52306806E-05   5.05750029E-04   6.07990350E-05   0.00000000E+00  
  29               1.69295215E-03   6.89707575E+02   8.38198406E-01   1.60432717E-01   3.18343485E-13   7.44886722E-04   3.43282133E-05   4.96591561E-04   6.07970446E-05   0.00000000E+00  
  30               2.03854354E-03   6.95611936E+02   8.38196511E-01   1.60433167E-01   4.02016654E-13   7.46314544E-04   3.29640802E-05   4.97986368E-04   6.07911563E-05   0.00000000E+00  
  31               2.45567051E-03   7.08904329E+02   8.38212075E-01   1.60429402E-01   7.48589305E-13   7.34532118E-04   4.46391627E-05   4.86246378E-04   6.07888021E-05   0.00000000E+00  
  32               2.95891066E-03   7.15640677E+02   8.38210976E-01   1.60429659E-01   9.69879548E-13   7.35356120E-04   4.38725587E-05   4.87039303E-04   6.07824336E-05   0.00000000E+00  
  33               3.56747015E-03   7.29961545E+02   8.38231499E-01   1.60424688E-01   1.82805633E-12   7.19820940E-04   5.92984823E-05   4.71542937E-04   6.07796932E-05   0.00000000E+00  
  34               4.30333367E-03   7.37828428E+02   8.38232331E-01   1.60424474E-01   2.45258304E-12   7.19180170E-04   5.99875857E-05   4.70873257E-04   6.07729336E-05   0.00000000E+00  
  35               5.19635723E-03   7.53415919E+02   8.38259759E-01   1.60417822E-01   4.69878171E-12   6.98414624E-04   8.06482053E-05   4.50137207E-04   6.07697012E-05   0.00000000E+00  
  36               6.28100774E-03   7.62751337E+02   8.38264232E-01   1.60416716E-01   6.57938608E-12   6.95005317E-04   8.40973363E-05   4.46698769E-04   6.07625984E-05   0.00000000E+00  
  37               7.60701268E-03   7.80045695E+02   8.38301308E-01   1.60407703E-01   1.29412581E-11   6.66914786E-04   1.12100956E-04   4.18616814E-04   6.07587650E-05   0.00000000E+00  
  38               9.23276342E-03   7.91226392E+02   8.38311421E-01   1.60405196E-01   1.90114753E-11   6.59188462E-04   1.19867591E-04   4.10852888E-04   6.07512448E-05   0.00000000E+00  
  39               1.12428341E-02   8.10471590E+02   8.38358777E-01   1.60393625E-01   3.82648894E-11   6.23214751E-04   1.55806256E-04   3.74843220E-04   6.07465450E-05   0.00000000E+00  
  40               1.37383218E-02   8.23828180E+02   8.38375440E-01   1.60389404E-01   5.89344422E-11   6.10335819E-04   1.68747029E-04   3.61901830E-04   6.07383998E-05   0.00000000E+00  
  41               1.68659121E-02   8.45445825E+02   8.38431033E-01   1.60375620E-01   1.21496968E-10   5.67704313E-04   2.11435686E-04   3.19159813E-04   6.07327876E-05   0.00000000E+00  
  42               2.08030742E-02   8.61287848E+02   8.38453296E-01   1.60369937E-01   1.95247202E-10   5.50446676E-04   2.28804370E-04   3.01793218E-04   6.07238550E-05   0.00000000E+00  
  43               2.57980003E-02   8.85556402E+02   8.38511478E-01   1.60355346E-01   4.09257281E-10   5.05540883E-04   2.73892768E-04   2.56674919E-04   6.07174954E-05   0.00000000E+00  
  44               3.21618510E-02   9.04471462E+02   8.38538379E-01   1.60348770E-01   6.87863053E-10   4.85231747E-04   2.94383387E-04   2.36190968E-04   6.07079259E-05   0.00000000E+00  
  45               4.03105524E-02   9.32026686E+02   8.38595220E-01   1.60334888E-01   1.46926856E-09   4.42326912E-04   3.37598078E-04   1.92965670E-04   6.07013268E-05   0.00000000E+00  
  46               5.07756334E-02   9.54479734E+02   8.38622489E-01   1.60328204E-01   2.56763115E-09   4.21757398E-04   3.58413811E-04   1.72159748E-04   6.06912626E-05   0.00000000E+00  
  47               6.42521329E-02   9.86119357E+02   8.38672021E-01   1.60316076E-01   5.60174071E-09   3.84397016E-04   3.96154555E-04   1.34419047E-04   6.06848989E-05   9.91477852E-16  
  48               8.16277825E-02   1.01313386E+03   8.38697453E-01   1.60309827E-01   1.02380431E-08   3.65222752E-04   4.15603398E-04   1.14980079E-04   6.06748663E-05   4.54738947E-15  
  49               1.03923675E-01   1.04955601E+03   8.38736090E-01   1.60300345E-01   2.26827701E-08   3.36086510E-04   4.45098942E-04   8.54888960E-05   6.06691822E-05   3.38275539E-14  
  50               1.32363086E-01   1.08168409E+03   8.38756712E-01   1.60295265E-01   4.28756059E-08   3.20526575E-04   4.60899807E-04   6.96964340E-05   6.06598083E-05   1.66185532E-13  
  51               1.68114661E-01   1.12310080E+03   8.38783185E-01   1.60288744E-01   9.48516157E-08   3.00527417E-04   4.81167157E-04   4.94343831E-05   6.06552867E-05   1.19660425E-12  
  52               2.12397659E-01   1.15970546E+03   8.38796964E-01   1.60285319E-01   1.79327462E-07   2.90065365E-04   4.91798249E-04   3.88099366E-05   6.06469791E-05   5.75281259E-12  
  53               2.66289295E-01   1.20475995E+03   8.38812223E-01   1.60281492E-01   3.80665729E-07   2.78394844E-04   5.03637680E-04   2.69755395E-05   6.06434048E-05   3.62552542E-11  
  54               3.30924014E-01   1.24414295E+03   8.38819674E-01   1.60279538E-01   6.91864330E-07   2.72517161E-04   5.09622218E-04   2.09959395E-05   6.06358069E-05   1.54858382E-10  
  55               4.07124088E-01   1.29150456E+03   8.38827161E-01   1.60277442E-01   1.37843279E-06   2.66332198E-04   5.15925893E-04   1.46961760E-05   6.06327257E-05   8.15343323E-10  
  56               4.95797635E-01   1.33293622E+03   8.38830047E-01   1.60276275E-01   2.38812963E-06   2.63246550E-04   5.19143819E-04   1.14811209E-05   6.06257952E-05   3.04800824E-09  
  57               5.97652314E-01   1.38247076E+03   8.38831441E-01   1.60274910E-01   4.48916653E-06   2.60392803E-04   5.22496547E-04   8.13008831E-06   6.06232122E-05   1.36708016E-08  
  58               7.13547627E-01   1.42644743E+03   8.38827278E-01   1.60273509E-01   7.49892643E-06   2.59374870E-04   5.24287536E-04   6.33790254E-06   6.06170493E-05   4.60734030E-08  
  59               8.43755960E-01   1.47923532E+03   8.38806447E-01   1.60269593E-01   1.35536158E-05   2.60827614E-04   5.26158328E-04   4.45685120E-06   6.06144226E-05   1.83337040E-07  
  60               9.83960777E-01   1.52644266E+03   8.38780251E-01   1.60268061E-01   2.20887602E-05   2.79174778E-04   5.27407214E-04   3.20137887E-06   6.06109571E-05   3.90169907E-07  
  61               1.13153197E+00   1.58221818E+03   8.38756703E-01   1.60265237E-01   3.84841318E-05   2.81707001E-04   5.28367280E-04   2.23343578E-06   6.06111924E-05   2.68101996E-06  
  62               1.27900640E+00   1.63533371E+03   8.38697840E-01   1.60258894E-01   6.31280943E-05   2.96666697E-04   5.29032131E-04   1.54685193E-06   6.06105762E-05   1.27979094E-05  
  63               1.41690319E+00   1.68048969E+03   8.38602581E-01   1.60250114E-01   9.36486475E-05   3.32088471E-04   5.29463925E-04   1.08264936E-06   6.06087155E-05   3.60191516E-05  
  64               1.53851421E+00   1.71772107E+03   8.38491498E-01   1.60240679E-01   1.27535272E-04   3.77768943E-04   5.29721859E-04   7.88892312E-07   6.06063867E-05   6.58530677E-05  
  65               1.64586001E+00   1.74840425E+03   8.38459260E-01   1.60237823E-01   1.62736521E-04   3.77592305E-04   5.29818455E-04   6.83378753E-07   6.06047096E-05   6.57956246E-05  
  66               1.74056571E+00   1.77439384E+03   8.38426286E-01   1.60234915E-01   1.98697059E-04   3.77456346E-04   5.29884138E-04   6.08305868E-07   6.06029577E-05   6.57454988E-05  
  67               1.84899394E+00   1.80247057E+03   8.38351508E-01   1.60224984E-01   2.44732237E-04   3.77307612E-04   5.29919142E-04   5.40429919E-07   6.05981531E-05   6.56866440E-05  
  68               1.93432719E+00   1.82384222E+03   8.38314020E-01   1.60221701E-01   2.85551618E-04   3.77214460E-04   5.29953108E-04   4.95455125E-07   6.05960376E-05   6.56427430E-05  
  69               1.99725503E+00   1.83891106E+03   8.38284632E-01   1.60219126E-01   3.17551592E-04   3.77148504E-04   5.29972446E-04   4.67398512E-07   6.05942882E-05   6.56108434E-05  
  70               2.07073610E+00   1.85629003E+03   8.38247282E-01   1.60215855E-01   3.58206722E-04   3.77077886E-04   5.29991328E-04   4.37403736E-07   6.05921745E-05   6.55736546E-05  
  71               2.15603983E+00   1.87555779E+03   8.38201413E-01   1.60211842E-01   4.08119949E-04   3.77004321E-04   5.30007122E-04   4.07883200E-07   6.05894804E-05   6.55311553E-05  
  72               2.25449083E+00   1.89728948E+03   8.38143329E-01   1.60206762E-01   4.71310303E-04   3.76926564E-04   5.30019879E-04   3.77708512E-07   6.05862022E-05   6.54823607E-05  
  73               2.36737200E+00   1.92096459E+03   8.38071923E-01   1.60200520E-01   5.48957313E-04   3.76850638E-04   5.30027065E-04   3.49022558E-07   6.05821032E-05   6.54273462E-05  
  74               2.49542157E+00   1.94696547E+03   8.37982456E-01   1.60192705E-01   6.46200109E-04   3.76804442E-04   5.30028163E-04   3.20974399E-07   6.05771520E-05   6.53654473E-05  
  75               2.64012493E+00   1.97472672E+03   8.37873359E-01   1.60183179E-01   7.64903117E-04   3.76696654E-04   5.30020936E-04   2.95271771E-07   6.05710899E-05   6.52967608E-05  
  76               2.80490453E+00   2.00506242E+03   8.37735833E-01   1.60171174E-01   9.14529173E-04   3.76577736E-04   5.30004042E-04   2.70667520E-07   6.05636993E-05   6.52193906E-05  
  77               2.99182718E+00   2.03734548E+03   8.37566676E-01   1.60156412E-01   1.09855963E-03   3.76449478E-04   5.29975150E-04   2.48483367E-07   6.05546577E-05   6.51333637E-05  
  78               3.20314407E+00   2.07205026E+03   8.37355060E-01   1.60137947E-01   1.32877558E-03   3.76307012E-04   5.29931931E-04   2.27874443E-07   6.05436938E-05   6.50374202E-05  
  79               3.44132132E+00   2.10848995E+03   8.37096677E-01   1.60115406E-01   1.60986038E-03   3.76151454E-04   5.29872120E-04   2.09770621E-07   6.05304431E-05   6.49316246E-05  
  80               3.70909686E+00   2.14711685E+03   8.36776936E-01   1.60087514E-01   1.95768672E-03   3.75976806E-04   5.29792252E-04   1.93360192E-07   6.05144948E-05   6.48145887E-05  
  81               4.00951323E+00   2.18720685E+03   8.36390845E-01   1.60053838E-01   2.37768509E-03   3.75783652E-04   5.29690146E-04   1.79280094E-07   6.04954523E-05   6.46864077E-05  
  82               4.34594560E+00   2.22923842E+03   8.35919162E-01   1.60012700E-01   2.89078567E-03   3.75564461E-04   5.29560943E-04   1.66753077E-07   6.04727391E-05   6.45454927E-05  
  83               4.72215246E+00   2.27238304E+03   8.35358464E-01   1.59963802E-01   3.50071190E-03   3.75320276E-04   5.29403008E-04   1.56303925E-07   6.04459761E-05   6.43921331E-05  
  84               5.14231437E+00   2.31718023E+03   8.34682503E-01   1.59904650E-01   4.23386102E-03   3.75040960E-04   5.29208714E-04   1.47195355E-07   6.04142637E-05   6.42243478E-05  
  85               5.61072405E+00   2.36266068E+03   8.33888627E-01   1.59835919E-01   5.08797159E-03   3.81307315E-04   5.28983088E-04   1.37488447E-07   6.03782288E-05   6.40431005E-05  
  86               6.13253672E+00   2.40952683E+03   8.32961075E-01   1.59755040E-01   6.09685109E-03   3.81030533E-04   5.28711530E-04   1.31361261E-07   6.03356554E-05   6.38461977E-05  
  87               6.71380500E+00   2.45678684E+03   8.31900389E-01   1.59662557E-01   7.25056052E-03   3.80698243E-04   5.28398518E-04   1.26754564E-07   6.02869863E-05   6.36344754E-05  
  88               7.36088588E+00   2.50522895E+03   8.30669052E-01   1.59555198E-01   8.58990247E-03   3.80300648E-04   5.28033689E-04   1.23018076E-07   6.02309699E-05   6.34054025E-05  
  89               8.08099408E+00   2.55383214E+03   8.29286201E-01   1.59434633E-01   1.00940538E-02   3.79847550E-04   5.27621929E-04   1.20571861E-07   6.01678035E-05   6.31603893E-05  
  90               8.88202903E+00   2.60340000E+03   8.27709842E-01   1.59297202E-01   1.18086869E-02   3.79326555E-04   5.27151416E-04   1.18870150E-07   6.00959726E-05   6.28967442E-05  
  91               9.77265811E+00   2.65289687E+03   8.25972498E-01   1.59145741E-01   1.36984178E-02   3.78751885E-04   5.26630855E-04   1.18321250E-07   6.00160062E-05   6.26164479E-05  
  92               1.07623437E+01   2.70318226E+03   8.24025964E-01   1.58976048E-01   1.58156749E-02   3.78108343E-04   5.26046504E-04   1.18433119E-07   5.99259957E-05   6.23166039E-05  
  93               1.18613404E+01   2.75319396E+03   8.21919389E-01   1.58792409E-01   1.81069864E-02   3.77416051E-04   5.25411790E-04   1.19623923E-07   5.98268160E-05   6.19998965E-05  
  94               1.30807405E+01   2.80383273E+03   8.19597992E-01   1.58590050E-01   2.06319339E-02   3.76657342E-04   5.24710938E-04   1.21441612E-07   5.97159765E-05   6.16632684E-05  
  95               1.44324614E+01   2.85404565E+03   8.17127225E-01   1.58374676E-01   2.33193122E-02   3.75858448E-04   5.23961995E-04   1.24309384E-07   5.95945251E-05   6.13100578E-05  
  96               1.59293113E+01   2.90486676E+03   8.14436565E-01   1.58140140E-01   2.62458231E-02   3.74996113E-04   5.23144541E-04   1.27758552E-07   5.94587401E-05   6.09366574E-05  
  97               1.75850727E+01   2.95509035E+03   8.11619484E-01   1.57894593E-01   2.93097828E-02   3.74107065E-04   5.22284522E-04   1.32298747E-07   5.93099301E-05   6.05476091E-05  
  98               1.94144535E+01   3.00590244E+03   8.08584648E-01   1.57630070E-01   3.26105277E-02   3.73160445E-04   5.21355410E-04   1.37419953E-07   5.91423159E-05   6.01385779E-05  
  99               2.14328246E+01   3.05600361E+03   8.05451307E-01   1.57356971E-01   3.60183337E-02   3.72202427E-04   5.20390412E-04   1.43696347E-07   5.89569820E-05   5.97151811E-05  
  100              2.36552440E+01   3.10660191E+03   8.02113949E-01   1.57066095E-01   3.96479588E-02   3.71196186E-04   5.19358802E-04   1.50595479E-07   5.87452999E-05   5.92729421E-05  
  101              2.60978966E+01   3.15632561E+03   7.98717613E-01   1.56770088E-01   4.33416294E-02   3.70196819E-04   5.18301066E-04   1.58755568E-07   5.85076904E-05   5.88185315E-05  
