# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              CH4              N2               Mg              
  27               1.24891505E-02   8.47951825E+02   8.38527319E-01   1.60352098E-01   1.54968376E-10   2.84398606E-04   4.94562768E-04   2.46048577E-04   6.07502685E-05   0.00000000E+00  
  28               1.53572617E-02   8.60244120E+02   8.38532290E-01   1.60350676E-01   2.18886807E-10   2.88600143E-04   4.90490941E-04   2.41876568E-04   6.07426538E-05   0.00000000E+00  
  29               1.88680858E-02   8.68463533E+02   8.38515360E-01   1.60354461E-01   2.64706850E-10   2.76600784E-04   5.02575153E-04   2.53919945E-04   6.07331210E-05   0.00000000E+00  
  30               2.31604666E-02   8.81111324E+02   8.38520176E-01   1.60353264E-01   3.71100000E-10   2.80354156E-04   4.98944913E-04   2.50191843E-04   6.07237486E-05   0.00000000E+00  
  31               2.84105457E-02   8.89787660E+02   8.38504830E-01   1.60356975E-01   4.49985884E-10   2.68838773E-04   5.10542580E-04   2.61747446E-04   6.07115780E-05   0.00000000E+00  
  32               3.48324660E-02   9.03193989E+02   8.38510665E-01   1.60355530E-01   6.33966712E-10   2.73360877E-04   5.06141341E-04   2.57245547E-04   6.07001182E-05   0.00000000E+00  
  33               4.26993910E-02   9.12791386E+02   8.38497671E-01   1.60358669E-01   7.81000821E-10   2.63624818E-04   5.15958605E-04   2.67016579E-04   6.06849196E-05   0.00000000E+00  
  34               5.23443438E-02   9.27377106E+02   8.38505710E-01   1.60356687E-01   1.11692504E-09   2.69817168E-04   5.09890102E-04   2.60839051E-04   6.06711529E-05   0.00000000E+00  
  35               6.42032535E-02   9.38481845E+02   8.38496815E-01   1.60358828E-01   1.41751465E-09   2.63184891E-04   5.16608239E-04   2.67499716E-04   6.06527753E-05   0.00000000E+00  
  36               7.88213115E-02   9.54933847E+02   8.38508782E-01   1.60355888E-01   2.08826451E-09   2.72355943E-04   5.07572357E-04   2.58337379E-04   6.06367455E-05   0.00000000E+00  
  37               9.68977633E-02   9.68090550E+02   8.38504888E-01   1.60356810E-01   2.75412080E-09   2.69514219E-04   5.10510514E-04   2.61200485E-04   6.06151378E-05   0.00000000E+00  
  38               1.19307791E-01   9.86846661E+02   8.38520886E-01   1.60352885E-01   4.19339197E-09   2.81746139E-04   4.98430773E-04   2.48971946E-04   6.05967867E-05   0.00000000E+00  
  39               1.47188719E-01   1.00264940E+03   8.38522632E-01   1.60352432E-01   5.78527992E-09   2.83183838E-04   4.97106533E-04   2.47548662E-04   6.05720694E-05   9.64176346E-16  
  40               1.81982564E-01   1.02440510E+03   8.38543154E-01   1.60347400E-01   9.16645854E-09   2.98855387E-04   4.81610006E-04   2.31875566E-04   6.05516189E-05   1.92402818E-15  
  41               2.25554506E-01   1.04355650E+03   8.38550834E-01   1.60345498E-01   1.32960224E-08   3.04799322E-04   4.75801536E-04   2.25939541E-04   6.05241009E-05   7.78735379E-15  
  42               2.80289031E-01   1.06901966E+03   8.38575450E-01   1.60339463E-01   2.19721688E-08   3.23588866E-04   4.57209041E-04   2.07144456E-04   6.05017785E-05   2.75610182E-14  
  43               3.49284688E-01   1.09241806E+03   8.38588962E-01   1.60336134E-01   3.36615575E-08   3.33965293E-04   4.46989727E-04   1.96770057E-04   6.04720271E-05   8.00685722E-14  
  44               4.36444653E-01   1.12257419E+03   8.38616861E-01   1.60329292E-01   5.82071773E-08   3.55261347E-04   4.25903053E-04   1.75465175E-04   6.04483634E-05   3.16730770E-13  
  45               5.46857507E-01   1.15125076E+03   8.38635065E-01   1.60324811E-01   9.42871113E-08   3.69216522E-04   4.12115176E-04   1.61507031E-04   6.04171268E-05   1.05579848E-12  
  46               6.87017670E-01   1.18729370E+03   8.38664372E-01   1.60317609E-01   1.70716814E-07   3.91616492E-04   3.89915793E-04   1.39095614E-04   6.03927486E-05   4.66008786E-12  
  47               8.65043602E-01   1.22252004E+03   8.38685057E-01   1.60312497E-01   2.91992621E-07   4.07510957E-04   3.74178124E-04   1.23193939E-04   6.03608615E-05   1.76925420E-11  
  48               1.09053783E+00   1.26556504E+03   8.38712618E-01   1.60305664E-01   5.49466793E-07   4.28711660E-04   3.53145101E-04   1.01979627E-04   6.03362253E-05   8.50206438E-11  
  49               1.37472733E+00   1.30811890E+03   8.38732102E-01   1.60300739E-01   9.77447066E-07   4.43927489E-04   3.38060263E-04   8.67528787E-05   6.03042011E-05   3.51777353E-10  
  50               1.72845442E+00   1.35817219E+03   8.38753858E-01   1.60295082E-01   1.86210628E-06   4.61251396E-04   3.20894391E-04   6.94131128E-05   6.02791016E-05   1.71171375E-09  
  51               2.16243460E+00   1.40670008E+03   8.38767242E-01   1.60291091E-01   3.30271043E-06   4.73014621E-04   3.09392197E-04   5.76350911E-05   6.02460060E-05   6.90838115E-09  
  52               2.68758587E+00   1.46112531E+03   8.38778039E-01   1.60286803E-01   6.05554961E-06   4.84824569E-04   2.98428026E-04   4.58054316E-05   6.02178812E-05   2.99011480E-08  
  53               3.31139015E+00   1.51284128E+03   8.38766173E-01   1.60280801E-01   1.02674211E-05   4.92622944E-04   2.92526234E-04   3.79771759E-05   6.01805913E-05   1.05704004E-07  
  54               4.02156856E+00   1.56873105E+03   8.38752011E-01   1.60277172E-01   1.76204502E-05   5.01791544E-04   3.04262232E-04   2.87838778E-05   6.01529136E-05   2.19127185E-07  
  55               4.81085158E+00   1.62081101E+03   8.38743502E-01   1.60274103E-01   2.80584422E-05   5.06550066E-04   3.00957505E-04   2.39994825E-05   6.01190483E-05   1.15863921E-06  
  56               5.66744782E+00   1.67564389E+03   8.38718097E-01   1.60269448E-01   4.46922732E-05   5.11309682E-04   3.03267723E-04   1.92069354E-05   6.00921838E-05   5.66755911E-06  
  57               6.52867635E+00   1.72485720E+03   8.38649679E-01   1.60260011E-01   6.61011709E-05   5.15166916E-04   3.19505067E-04   1.53039385E-05   6.00661741E-05   1.84481291E-05  
  58               7.31673245E+00   1.77752249E+03   8.38513974E-01   1.60248096E-01   9.95658061E-05   5.20403648E-04   3.86905538E-04   1.00271918E-05   6.00661693E-05   6.46793084E-05  
  59               8.00582661E+00   1.81989227E+03   8.38471638E-01   1.60242595E-01   1.35901839E-04   5.21942137E-04   3.85279083E-04   8.45857307E-06   6.00575022E-05   6.45129797E-05  
  60               8.59814169E+00   1.85408220E+03   8.38439056E-01   1.60239324E-01   1.72766858E-04   5.22942620E-04   3.84212925E-04   7.43655282E-06   6.00495326E-05   6.43743196E-05  
  61               9.06150724E+00   1.87940893E+03   8.38410136E-01   1.60236533E-01   2.05111471E-04   5.23565207E-04   3.83539511E-04   6.79607742E-06   6.00424652E-05   6.42682286E-05  
  62               9.60821261E+00   1.90806990E+03   8.38371843E-01   1.60232929E-01   2.47627824E-04   5.24174214E-04   3.82871308E-04   6.16467729E-06   6.00335926E-05   6.41452017E-05  
  63               1.02481852E+01   1.93983850E+03   8.38290257E-01   1.60222297E-01   3.02933152E-04   5.24723280E-04   3.82221586E-04   5.56783250E-06   6.00200162E-05   6.40020345E-05  
  64               1.07366940E+01   1.96316169E+03   8.38247661E-01   1.60218440E-01   3.49742027E-04   5.25086005E-04   3.81820075E-04   5.18252599E-06   6.00110853E-05   6.38964162E-05  
  65               1.10990172E+01   1.97980704E+03   8.38214082E-01   1.60215411E-01   3.86595979E-04   5.25315683E-04   3.81547576E-04   4.93541810E-06   6.00040826E-05   6.38193069E-05  
  66               1.15355279E+01   1.99941449E+03   8.38170726E-01   1.60211520E-01   4.34065770E-04   5.25563426E-04   3.81262873E-04   4.66575986E-06   5.99955394E-05   6.37273226E-05  
  67               1.20559694E+01   2.02185128E+03   8.38115856E-01   1.60206626E-01   4.94014028E-04   5.25813661E-04   3.81004450E-04   4.38839956E-06   5.99848640E-05   6.36195623E-05  
  68               1.26725720E+01   2.04754864E+03   8.38045607E-01   1.60200390E-01   5.70803716E-04   5.26065638E-04   3.80677185E-04   4.10258415E-06   5.99719146E-05   6.34937983E-05  
  69               1.34026772E+01   2.07650060E+03   8.37956171E-01   1.60192484E-01   6.68453430E-04   5.26305943E-04   3.80346698E-04   3.82019185E-06   5.99558832E-05   6.33480765E-05  
  70               1.42617253E+01   2.10903934E+03   8.37841239E-01   1.60182359E-01   7.93824209E-04   5.26532185E-04   3.80011626E-04   3.54132718E-06   5.99364705E-05   6.31801201E-05  
  71               1.52664706E+01   2.14488503E+03   8.37695407E-01   1.60169550E-01   9.52774965E-04   5.26730034E-04   3.79683966E-04   3.27823977E-06   5.99127992E-05   6.29888461E-05  
  72               1.64351902E+01   2.18424932E+03   8.37509363E-01   1.60153245E-01   1.15543611E-03   5.26896882E-04   3.79361223E-04   3.03023754E-06   5.98844060E-05   6.27721576E-05  
  73               1.77879289E+01   2.22673524E+03   8.37275168E-01   1.60132756E-01   1.41042733E-03   5.27021234E-04   3.79051520E-04   2.80583352E-06   5.98502776E-05   6.25292301E-05  
  74               1.93468814E+01   2.27243757E+03   8.36980015E-01   1.60106967E-01   1.73168007E-03   5.27100624E-04   3.78750714E-04   2.60298022E-06   5.98097334E-05   6.22581952E-05  
  75               2.11368125E+01   2.32086980E+03   8.36611589E-01   1.60074600E-01   2.13042589E-03   5.27124888E-04   3.78462628E-04   2.42667429E-06   5.97614534E-05   6.19583415E-05  
  76               2.31847678E+01   2.37207087E+03   8.36149004E-01   1.60034770E-01   2.62450030E-03   5.27138475E-04   3.84498548E-04   2.23611769E-06   5.97073500E-05   6.16282514E-05  
  77               2.55221412E+01   2.42553342E+03   8.35594938E-01   1.59986460E-01   3.22706200E-03   5.27044356E-04   3.84357074E-04   2.10956997E-06   5.96412162E-05   6.12674926E-05  
  78               2.81850582E+01   2.48131738E+03   8.34921411E-01   1.59927752E-01   3.95953425E-03   5.26884078E-04   3.84195771E-04   2.00423742E-06   5.95640959E-05   6.08742266E-05  
  79               3.12139872E+01   2.53893856E+03   8.34115810E-01   1.59857549E-01   4.83561962E-03   5.26651213E-04   3.84019868E-04   1.92117191E-06   5.94744541E-05   6.04481744E-05  
  80               3.46558578E+01   2.59845038E+03   8.33157023E-01   1.59774011E-01   5.87827173E-03   5.26341061E-04   3.83829874E-04   1.85689166E-06   5.93707615E-05   5.99876729E-05  
  81               3.85647387E+01   2.65942312E+03   8.32033935E-01   1.59676172E-01   7.09956073E-03   5.25947260E-04   3.83634465E-04   1.81209391E-06   5.92511914E-05   5.94924542E-05  
  82               4.30027680E+01   2.72196954E+03   8.30724676E-01   1.59562126E-01   8.52325631E-03   5.25463515E-04   3.83437267E-04   1.78380786E-06   5.91137343E-05   5.89608177E-05  
  83               4.80410528E+01   2.78561796E+03   8.29224629E-01   1.59431476E-01   1.01543543E-02   5.24883651E-04   3.83252499E-04   1.77342197E-06   5.89561198E-05   5.83929661E-05  
  84               5.37601981E+01   2.85061471E+03   8.27510377E-01   1.59282182E-01   1.20183035E-02   5.24199707E-04   3.83086609E-04   1.77799704E-06   5.87755226E-05   5.77871224E-05  
  85               6.02506574E+01   2.91651975E+03   8.25583660E-01   1.59114402E-01   1.41131758E-02   5.23405779E-04   3.82958806E-04   1.79915945E-06   5.85687606E-05   5.71440088E-05  
  86               6.76120381E+01   2.98354444E+03   8.23424942E-01   1.58926434E-01   1.64601920E-02   5.22492689E-04   3.82880012E-04   1.83483280E-06   5.83314195E-05   5.64626309E-05  
  87               7.59518427E+01   3.05121984E+03   8.21046727E-01   1.58719375E-01   1.90457125E-02   5.21455775E-04   3.82873276E-04   1.88697528E-06   5.80583614E-05   5.57448967E-05  
  88               8.53745403E+01   3.11961567E+03   8.18440288E-01   1.58492467E-01   2.18791979E-02   5.20287152E-04   3.82950715E-04   1.95409723E-06   5.77422432E-05   5.49919498E-05  
  89               9.59875566E+01   3.18818529E+03   8.15634107E-01   1.58248195E-01   2.49296333E-02   5.18985571E-04   3.83133272E-04   2.03825594E-06   5.73740807E-05   5.42078344E-05  
  90               1.07907255E+02   3.25716887E+03   8.12616707E-01   1.57985560E-01   2.82094717E-02   5.17541152E-04   3.83423695E-04   2.13750460E-06   5.69393677E-05   5.33938577E-05  
  91               1.21261257E+02   3.32600102E+03   8.09431103E-01   1.57708315E-01   3.16718990E-02   5.15953904E-04   3.83836513E-04   2.25486366E-06   5.64204220E-05   5.25545357E-05  
  92               1.36188974E+02   3.39510224E+03   8.06057519E-01   1.57414732E-01   3.53383939E-02   5.14209498E-04   3.84360084E-04   2.38811391E-06   5.57886513E-05   5.16905701E-05  
  93               1.52840801E+02   3.46397264E+03   8.02543980E-01   1.57108997E-01   3.91566914E-02   5.12306731E-04   3.84997784E-04   2.54065108E-06   5.50105036E-05   5.08064293E-05  
  94               1.71384413E+02   3.53307556E+03   7.98866613E-01   1.56789023E-01   4.31527192E-02   5.10227157E-04   3.85725089E-04   2.71055718E-06   5.40339809E-05   4.99025479E-05  
  95               1.92008743E+02   3.60197296E+03   7.95076241E-01   1.56459235E-01   4.72711560E-02   5.07966840E-04   3.86538512E-04   2.90187220E-06   5.28013064E-05   4.89828546E-05  
  96               2.14929110E+02   3.67118405E+03   7.91142351E-01   1.56116965E-01   5.15451255E-02   5.05501782E-04   3.87405520E-04   3.11302302E-06   5.12267496E-05   4.80471021E-05  
  97               2.40392474E+02   3.74027572E+03   7.87121684E-01   1.55767150E-01   5.59128458E-02   5.02825337E-04   3.88325727E-04   3.34919492E-06   4.92265765E-05   4.70987217E-05  
  98               2.68681878E+02   3.80989734E+03   7.82968341E-01   1.55405774E-01   6.04241386E-02   4.99905753E-04   3.89261692E-04   3.60856221E-06   4.66804199E-05   4.61364924E-05  
  99               3.00118877E+02   3.87959828E+03   7.78745059E-01   1.55038297E-01   6.50106894E-02   4.96733817E-04   3.90223948E-04   3.89750721E-06   4.35035607E-05   4.51636031E-05  
  100              3.35069134E+02   3.95003634E+03   7.74400632E-01   1.54660237E-01   6.97280932E-02   4.93272677E-04   3.91177737E-04   4.21445545E-06   3.95907689E-05   4.41786711E-05  
  101              3.73947955E+02   4.02081100E+03   7.69996001E-01   1.54276905E-01   7.45100589E-02   4.89507749E-04   3.92147492E-04   4.56638363E-06   3.49523971E-05   4.31845369E-05  
