# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  15               1.24025660E-02   5.60910519E+02   8.38148656E-01   1.60444905E-01   1.75857430E-17   7.79878208E-04   1.13853876E-10   5.31282523E-04   5.78523797E-05   0.00000000E+00  
  16               1.47120628E-02   5.74585064E+02   8.38148987E-01   1.60444825E-01   4.95293205E-17   7.79877827E-04   2.44728299E-10   5.31282122E-04   5.81022099E-05   0.00000000E+00  
  17               1.74035301E-02   5.77163053E+02   8.38148533E-01   1.60444935E-01   5.59225716E-17   7.79878402E-04   2.14253485E-10   5.31282518E-04   5.77595655E-05   0.00000000E+00  
  18               2.05388533E-02   5.91486751E+02   8.38148887E-01   1.60444849E-01   1.56032265E-16   7.79877962E-04   4.60794306E-10   5.31281982E-04   5.80264278E-05   0.00000000E+00  
  19               2.41896068E-02   5.94824645E+02   8.38148482E-01   1.60444947E-01   1.84761166E-16   7.79878502E-04   4.25864837E-10   5.31282342E-04   5.77213040E-05   0.00000000E+00  
  20               2.84378489E-02   6.10158956E+02   8.38148866E-01   1.60444854E-01   5.20812806E-16   7.79877914E-04   9.32682080E-10   5.31281517E-04   5.80106925E-05   0.00000000E+00  
  21               3.33781763E-02   6.14552531E+02   8.38148529E-01   1.60444935E-01   6.55380952E-16   7.79878400E-04   9.20818637E-10   5.31281799E-04   5.77572791E-05   0.00000000E+00  
  22               3.91190498E-02   6.31020121E+02   8.38148930E-01   1.60444838E-01   1.86196732E-15   7.79877437E-04   2.04678786E-09   5.31280334E-04   5.80593127E-05   0.00000000E+00  
  23               4.57874239E-02   6.36636737E+02   8.38148664E-01   1.60444901E-01   2.49168099E-15   7.79877822E-04   2.15867743E-09   5.31280431E-04   5.78609818E-05   0.00000000E+00  
  24               5.35285365E-02   6.54528379E+02   8.38149077E-01   1.60444800E-01   7.18213763E-15   7.79875726E-04   4.89868095E-09   5.31277325E-04   5.81714260E-05   0.00000000E+00  
  25               6.25082005E-02   6.61759394E+02   8.38148885E-01   1.60444841E-01   1.03417734E-14   7.79875695E-04   5.58218682E-09   5.31276772E-04   5.80359602E-05   0.00000000E+00  
  26               7.29143121E-02   6.81331624E+02   8.38149303E-01   1.60444739E-01   3.02433948E-14   7.79869946E-04   1.29298499E-08   5.31269021E-04   5.83454856E-05   0.00000000E+00  
  27               8.49576676E-02   6.90327891E+02   8.38149143E-01   1.60444753E-01   4.65160397E-14   7.79868169E-04   1.58070562E-08   5.31266174E-04   5.82651644E-05   0.00000000E+00  
  28               9.88750346E-02   7.11703561E+02   8.38149559E-01   1.60444651E-01   1.36671066E-13   7.79850404E-04   3.70186040E-08   5.31244481E-04   5.85605846E-05   0.00000000E+00  
  29               1.14927230E-01   7.22791396E+02   8.38149341E-01   1.60444620E-01   2.24559460E-13   7.79841009E-04   4.85911847E-08   5.31232750E-04   5.85298873E-05   0.00000000E+00  
  30               1.33405823E-01   7.46254898E+02   8.38149785E-01   1.60444510E-01   6.61228432E-13   7.79781784E-04   1.14824628E-07   5.31165816E-04   5.88046348E-05   0.00000000E+00  
  31               1.54624200E-01   7.59599284E+02   8.38149668E-01   1.60444458E-01   1.14756888E-12   7.79741296E-04   1.60147798E-07   5.31120146E-04   5.88105737E-05   0.00000000E+00  
  32               1.78956020E-01   7.85242494E+02   8.38150262E-01   1.60444308E-01   3.34265688E-12   7.79538238E-04   3.76981854E-07   5.30901999E-04   5.90556078E-05   0.00000000E+00  
  33               2.06820891E-01   8.01095361E+02   8.38150516E-01   1.60444238E-01   6.07587418E-12   7.79371701E-04   5.53943325E-07   5.30724278E-04   5.90865661E-05   0.00000000E+00  
  34               2.38700264E-01   8.29171961E+02   8.38151719E-01   1.60443927E-01   1.74079038E-11   7.78661754E-04   1.28953863E-06   5.29985599E-04   5.92990795E-05   0.00000000E+00  
  35               2.75108303E-01   8.47628716E+02   8.38152572E-01   1.60443683E-01   3.26184328E-11   7.78009232E-04   1.96231869E-06   5.29310495E-04   5.93420782E-05   0.00000000E+00  
  36               3.16654312E-01   8.78119570E+02   8.38155844E-01   1.60442803E-01   9.05177928E-11   7.75586251E-04   4.42893953E-06   5.26835863E-04   5.95189777E-05   0.00000000E+00  
  37               3.63983054E-01   8.99216901E+02   8.38158587E-01   1.60441936E-01   1.72079999E-10   7.73210513E-04   6.83946350E-06   5.24418414E-04   5.95644999E-05   0.00000000E+00  
  38               4.17959469E-01   9.32359099E+02   8.38167836E-01   1.60439169E-01   4.60855896E-10   7.65396048E-04   1.47188950E-05   5.16517876E-04   5.97089418E-05   0.00000000E+00  
  39               4.79615717E-01   9.56522426E+02   8.38176991E-01   1.60436469E-01   8.86623673E-10   7.57485118E-04   2.26791663E-05   5.08538966E-04   5.97530852E-05   0.00000000E+00  
  40               5.50765645E-01   9.92915726E+02   8.38206683E-01   1.60429214E-01   2.30256700E-09   7.35190207E-04   4.50917935E-05   4.86078703E-04   5.98682335E-05   0.00000000E+00  
  41               6.33613137E-01   1.02068705E+03   8.38235008E-01   1.60422298E-01   4.46606442E-09   7.13844889E-04   6.65431287E-05   4.64587504E-04   5.99048366E-05   4.75454397E-16  
  42               7.32193356E-01   1.06125273E+03   8.38299203E-01   1.60406640E-01   1.13160035E-08   6.65451884E-04   1.15128705E-04   4.15920028E-04   5.99908612E-05   4.70386207E-15  
  43               8.51352001E-01   1.09360166E+03   8.38351484E-01   1.60393881E-01   2.21378234E-08   6.25993197E-04   1.54771458E-04   3.76220327E-04   6.00143826E-05   2.49612603E-14  
  44               9.98830543E-01   1.13853048E+03   8.38439212E-01   1.60372473E-01   5.37697042E-08   5.59778722E-04   2.21287268E-04   3.09618659E-04   6.00686980E-05   2.31034211E-13  
  45               1.18277925E+00   1.17411618E+03   8.38493257E-01   1.60359262E-01   1.00936518E-07   5.18938940E-04   2.62357376E-04   2.68503626E-04   6.00693597E-05   1.12277196E-12  
  46               1.41294494E+00   1.22118943E+03   8.38566940E-01   1.60341238E-01   2.23046738E-07   4.63225544E-04   3.18364002E-04   2.12438710E-04   6.00913429E-05   8.27273385E-12  
  47               1.69779485E+00   1.25763326E+03   8.38602821E-01   1.60332415E-01   3.85102773E-07   4.35983269E-04   3.45780584E-04   1.84996328E-04   6.00684133E-05   3.23723364E-11  
  48               2.04527558E+00   1.30532472E+03   8.38652180E-01   1.60320237E-01   7.66778580E-07   3.98411111E-04   3.83554543E-04   1.47184663E-04   6.00671542E-05   1.81105727E-10  
  49               2.46298181E+00   1.34216987E+03   8.38673424E-01   1.60314872E-01   1.23121234E-06   3.81959200E-04   4.00125145E-04   1.30596091E-04   6.00290936E-05   5.83518784E-10  
  50               2.95661265E+00   1.39051773E+03   8.38705515E-01   1.60306658E-01   2.25940796E-06   3.56907573E-04   4.25362500E-04   1.05328487E-04   6.00148546E-05   2.61647591E-09  
  51               3.53224731E+00   1.42801421E+03   8.38717116E-01   1.60302931E-01   3.44092166E-06   3.46470398E-04   4.36029637E-04   9.46426120E-05   5.99690376E-05   7.30809172E-09  
  52               4.19458267E+00   1.47703975E+03   8.38736539E-01   1.60297066E-01   5.91576526E-06   3.30460086E-04   4.53620461E-04   7.70215797E-05   5.99478049E-05   1.70780120E-08  
  53               4.94946281E+00   1.51496652E+03   8.38739814E-01   1.60293940E-01   8.61142836E-06   3.23513502E-04   4.60683070E-04   6.99351045E-05   5.98972138E-05   6.77275982E-08  
  54               5.79558362E+00   1.56422417E+03   8.38734141E-01   1.60286812E-01   1.39657179E-05   3.14752553E-04   4.73265513E-04   5.73104495E-05   5.98707438E-05   2.15263010E-07  
  55               6.71454357E+00   1.60221485E+03   8.38721190E-01   1.60283812E-01   1.95609826E-05   3.25407505E-04   4.80645829E-04   4.99026194E-05   5.98233888E-05   3.20691433E-07  
  56               7.69305516E+00   1.65147047E+03   8.38718848E-01   1.60279649E-01   3.02674482E-05   3.18440663E-04   4.89537805E-04   4.09731310E-05   5.98023571E-05   1.53400130E-06  
  57               8.71884232E+00   1.69012792E+03   8.38701193E-01   1.60275613E-01   4.13961753E-05   3.18558871E-04   4.94112124E-04   3.63618763E-05   5.97623367E-05   4.50419755E-06  
  58               9.74419797E+00   1.73993920E+03   8.38656103E-01   1.60267707E-01   6.20195776E-05   3.28442257E-04   5.02241763E-04   2.81855111E-05   5.97549942E-05   1.58631830E-05  
  59               1.06838647E+01   1.78215025E+03   8.38575392E-01   1.60257336E-01   8.57358422E-05   3.55807784E-04   5.08546803E-04   2.18365954E-05   5.97486351E-05   3.70913126E-05  
  60               1.15025866E+01   1.81771785E+03   8.38491958E-01   1.60249334E-01   1.11371392E-04   3.93921343E-04   5.13256649E-04   1.70983876E-05   5.97468554E-05   6.40845863E-05  
  61               1.22135979E+01   1.84578563E+03   8.38471711E-01   1.60246869E-01   1.35704482E-04   3.92262793E-04   5.14871824E-04   1.54602743E-05   5.97368347E-05   6.39489782E-05  
  62               1.30015935E+01   1.87669925E+03   8.38433944E-01   1.60241798E-01   1.67691203E-04   3.90613237E-04   5.16459437E-04   1.38391071E-05   5.97263071E-05   6.37983947E-05  
  63               1.36552822E+01   1.90001273E+03   8.38409646E-01   1.60239261E-01   1.95517898E-04   3.89590322E-04   5.17441842E-04   1.28341844E-05   5.97153787E-05   6.36790712E-05  
  64               1.41671315E+01   1.91878344E+03   8.38387356E-01   1.60236985E-01   2.20856260E-04   3.88792464E-04   5.18206395E-04   1.20508524E-05   5.97083605E-05   6.35846612E-05  
  65               1.47454725E+01   1.93795495E+03   8.38362202E-01   1.60234513E-01   2.49136031E-04   3.88108657E-04   5.18855275E-04   1.13809725E-05   5.96977420E-05   6.34824005E-05  
  66               1.53962571E+01   1.96015878E+03   8.38329337E-01   1.60231328E-01   2.85927125E-04   3.87333426E-04   5.19590065E-04   1.06209888E-05   5.96875952E-05   6.33661801E-05  
  67               1.61253124E+01   1.98278780E+03   8.38261268E-01   1.60221938E-01   3.27449954E-04   3.86660452E-04   5.20189000E-04   9.97438376E-06   5.96714012E-05   6.32387543E-05  
  68               1.66635300E+01   2.00008597E+03   8.38229325E-01   1.60218967E-01   3.62823742E-04   3.86167757E-04   5.20659750E-04   9.48138587E-06   5.96625796E-05   6.31453572E-05  
  69               1.70508405E+01   2.01116661E+03   8.38207707E-01   1.60216977E-01   3.86674875E-04   3.85898435E-04   5.20902891E-04   9.22266960E-06   5.96543963E-05   6.30812074E-05  
  70               1.74952232E+01   2.02498671E+03   8.38178597E-01   1.60214294E-01   4.18769577E-04   3.85558414E-04   5.21237421E-04   8.86884213E-06   5.96469378E-05   6.30052599E-05  
  71               1.80032112E+01   2.03908700E+03   8.38147346E-01   1.60211450E-01   4.53145832E-04   3.85247585E-04   5.21513086E-04   8.57178272E-06   5.96362253E-05   6.29223748E-05  
  72               1.85820625E+01   2.05609600E+03   8.38106269E-01   1.60207716E-01   4.98271851E-04   3.84886208E-04   5.21865125E-04   8.19358950E-06   5.96258012E-05   6.28259975E-05  
  73               1.92391553E+01   2.07355940E+03   8.38061271E-01   1.60203667E-01   5.47642334E-04   3.84546773E-04   5.22157977E-04   7.87153861E-06   5.96118045E-05   6.27210342E-05  
  74               1.99846365E+01   2.09408964E+03   8.38003126E-01   1.60198445E-01   6.11404105E-04   3.84138355E-04   5.22509061E-04   7.48500183E-06   5.95975102E-05   6.26006319E-05  
  75               2.08274895E+01   2.11524292E+03   8.37938270E-01   1.60192664E-01   6.82377263E-04   3.83785444E-04   5.22800300E-04   7.15389873E-06   5.95791971E-05   6.24697017E-05  
  76               2.17772556E+01   2.13952982E+03   8.37855637E-01   1.60185315E-01   7.72752556E-04   3.83379869E-04   5.23131014E-04   6.77514336E-06   5.95599506E-05   6.23216492E-05  
  77               2.28440202E+01   2.16447870E+03   8.37762716E-01   1.60177096E-01   8.74226330E-04   3.83031178E-04   5.23398796E-04   6.45321343E-06   5.95361755E-05   6.21615909E-05  
  78               2.40385391E+01   2.19254876E+03   8.37645775E-01   1.60166772E-01   1.00186823E-03   3.82644817E-04   5.23688000E-04   6.09916134E-06   5.95107230E-05   6.19829082E-05  
  79               2.53722412E+01   2.22124756E+03   8.37513787E-01   1.60155164E-01   1.14578489E-03   3.82315523E-04   5.23911989E-04   5.80202883E-06   5.94801485E-05   6.17909535E-05  
  80               2.68574291E+01   2.25297380E+03   8.37349673E-01   1.60140750E-01   1.32466456E-03   3.81961006E-04   5.24141217E-04   5.48572049E-06   5.94470208E-05   6.15790972E-05  
  81               2.85072882E+01   2.28523314E+03   8.37164472E-01   1.60124525E-01   1.52638828E-03   3.81662173E-04   5.24304150E-04   5.22465803E-06   5.94080761E-05   6.13529208E-05  
  82               3.03361618E+01   2.32035735E+03   8.36935093E-01   1.60104243E-01   1.77401272E-03   3.81346599E-04   5.24457345E-04   4.95411413E-06   5.93654115E-05   6.11056426E-05  
  83               3.23588792E+01   2.35588179E+03   8.36671009E-01   1.60081687E-01   2.05244436E-03   3.87240310E-04   5.24631049E-04   4.66049178E-06   5.93196401E-05   6.08433187E-05  
  84               3.45924111E+01   2.39406659E+03   8.36360846E-01   1.60054601E-01   2.38985652E-03   3.87079720E-04   5.24698868E-04   4.44055789E-06   5.92660811E-05   6.05592618E-05  
  85               3.70556246E+01   2.43249435E+03   8.36014051E-01   1.60024348E-01   2.76704717E-03   3.86951728E-04   5.24701542E-04   4.26751225E-06   5.92049845E-05   6.02593166E-05  
  86               3.97686858E+01   2.47338799E+03   8.35599049E-01   1.59988154E-01   3.21841794E-03   3.86808536E-04   5.24675224E-04   4.09492812E-06   5.91378361E-05   5.99367459E-05  
  87               4.27534385E+01   2.51442898E+03   8.35137629E-01   1.59947938E-01   3.72020811E-03   3.86696434E-04   5.24584879E-04   3.96331637E-06   5.90621236E-05   5.95975460E-05  
  88               4.60350800E+01   2.55767380E+03   8.34593578E-01   1.59900527E-01   4.31185073E-03   3.86575209E-04   5.24456176E-04   3.83510521E-06   5.89787661E-05   5.92351802E-05  
  89               4.96416884E+01   2.60102036E+03   8.33992305E-01   1.59848152E-01   4.96565521E-03   3.86486411E-04   5.24263328E-04   3.74227931E-06   5.88855607E-05   5.88552484E-05  
  90               5.36050195E+01   2.64630863E+03   8.33294044E-01   1.59787334E-01   5.72490984E-03   3.86397171E-04   5.24022713E-04   3.65514804E-06   5.87828025E-05   5.84515926E-05  
  91               5.79602405E+01   2.69167489E+03   8.32527660E-01   1.59720603E-01   6.55817072E-03   3.86345021E-04   5.23715995E-04   3.59882936E-06   5.86685802E-05   5.80293810E-05  
  92               6.27464853E+01   2.73883552E+03   8.31648410E-01   1.59644048E-01   7.51412887E-03   3.86301969E-04   5.23352595E-04   3.54866397E-06   5.85425945E-05   5.75826505E-05  
  93               6.80061387E+01   2.78597497E+03   8.30692812E-01   1.59560865E-01   8.55302197E-03   3.86305843E-04   5.22918847E-04   3.52684880E-06   5.84031064E-05   5.71168142E-05  
  94               7.37858662E+01   2.83475100E+03   8.29610206E-01   1.59466630E-01   9.72996653E-03   3.86331842E-04   5.22418885E-04   3.51171414E-06   5.82491901E-05   5.66260391E-05  
  95               8.01362780E+01   2.88350545E+03   8.28442462E-01   1.59365003E-01   1.09993831E-02   3.86416604E-04   5.21843368E-04   3.52209266E-06   5.80792083E-05   5.61156467E-05  
  96               8.71128465E+01   2.93371501E+03   8.27136760E-01   1.59251374E-01   1.24187289E-02   3.86540368E-04   5.21191298E-04   3.54012015E-06   5.78913720E-05   5.55803984E-05  
  97               9.47754652E+01   2.98385268E+03   8.25741281E-01   1.59129953E-01   1.39355618E-02   3.86738920E-04   5.20456819E-04   3.58225634E-06   5.76839371E-05   5.50256184E-05  
  98               1.03188915E+02   3.03533328E+03   8.24198094E-01   1.58995685E-01   1.56128938E-02   3.86994345E-04   5.19634842E-04   3.63240342E-06   5.74538607E-05   5.44463577E-05  
  99               1.12415068E+02   3.08661142E+03   8.22566929E-01   1.58853786E-01   1.73857236E-02   3.87342277E-04   5.18723131E-04   3.70625400E-06   5.71991706E-05   5.38488256E-05  
  100              1.22516293E+02   3.13892270E+03   8.20790839E-01   1.58699288E-01   1.93159890E-02   3.87765576E-04   5.17714551E-04   3.78960751E-06   5.69152643E-05   5.32293286E-05  
  101              1.33557264E+02   3.19088669E+03   8.18934450E-01   1.58537831E-01   2.13333727E-02   3.88295112E-04   5.16609765E-04   3.89611997E-06   5.65992893E-05   5.25940686E-05  
