# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CH4              H2O              NH3              H2S              H2O(s)           Ar              
  1                1.00000000E-05   3.01798959E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   3.73905733E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  2                9.80885937E-05   3.35150339E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   4.68305825E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  3                2.01436348E-04   4.07919583E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   4.35022519E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  4                3.22696299E-04   3.91925489E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   4.10957426E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  5                4.64938977E-04   4.54828644E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   4.90349586E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  6                6.31765276E-04   4.54146395E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   4.84430212E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  7                8.27343202E-04   4.74136776E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   4.74932968E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  8                1.05658607E-03   4.89120014E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   4.63293876E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  9                1.32516601E-03   5.05930423E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   4.50717885E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  10               1.63968268E-03   5.19742317E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   4.38319042E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  11               2.00790964E-03   5.36144565E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   4.27090091E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  12               2.43875965E-03   5.49704840E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   4.17806973E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  13               2.94242854E-03   5.66648672E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   4.11518889E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  14               3.53093541E-03   5.79825867E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   3.44087481E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  15               4.21817013E-03   5.97975101E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   3.37750789E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  16               5.01987507E-03   6.12176828E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   5.02497045E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  17               5.95384014E-03   6.32226796E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   4.76350149E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  18               7.04102173E-03   6.48269953E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   3.48907767E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  19               8.30547525E-03   6.71327294E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   3.81609604E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  20               9.77409610E-03   6.90175756E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   4.73653244E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  21               1.14766566E-02   7.18226591E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   3.42781857E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  22               1.34400753E-02   7.45537847E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   3.58571750E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  23               1.56957358E-02   7.70340484E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   3.71587772E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  24               1.82815765E-02   8.01983184E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   3.83067398E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  25               2.12442439E-02   8.32608609E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   3.93820598E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  26               2.46418439E-02   8.72634625E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   3.71337340E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  27               2.85477825E-02   9.13845761E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   3.79025482E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  28               3.30508558E-02   9.57209949E+01   8.38832072E-01   1.60608801E-01   5.31825352E-04   3.86287725E-18   1.42805532E-08   2.30040205E-05   0.00000000E+00   4.22443191E-06  
  29               3.82574996E-02   1.00215351E+02   8.38832025E-01   1.60608792E-01   5.31825323E-04   2.96612286E-18   1.43447892E-08   2.30040192E-05   3.59182652E-17   4.22443167E-06  
  30               4.42909738E-02   1.04970347E+02   8.38831814E-01   1.60608752E-01   5.31825189E-04   3.93727545E-17   7.05495194E-08   2.30040134E-05   4.25278985E-16   4.22443061E-06  
  31               5.12696092E-02   1.09979310E+02   8.38830951E-01   1.60608586E-01   5.31824642E-04   4.69705418E-16   3.23520716E-07   2.30039898E-05   4.40822941E-15   4.22442626E-06  
  32               5.92076731E-02   1.15189879E+02   8.38822368E-01   1.60606943E-01   5.31819200E-04   4.91252452E-15   1.36255505E-06   2.30037544E-05   3.07025188E-14   4.22438304E-06  
  33               6.72255784E-02   1.20004584E+02   8.38822368E-01   1.60606943E-01   5.31819200E-04   3.57595207E-14   1.15831730E-05   2.30037544E-05   1.28056272E-13   4.22438304E-06  
  34               7.43638569E-02   1.24001932E+02   8.38797803E-01   1.60602240E-01   5.31803626E-04   1.65048261E-13   1.16143068E-05   2.30030807E-05   1.15000712E-12   4.22425933E-06  
  35               8.06879021E-02   1.27321776E+02   8.38797803E-01   1.60602240E-01   5.31803626E-04   1.31505538E-12   4.08677510E-05   2.30030807E-05   0.00000000E+00   4.22425933E-06  
  36               8.57705831E-02   1.29887090E+02   8.38729898E-01   1.60589238E-01   5.31760574E-04   1.31740918E-12   4.09397541E-05   2.30012185E-05   2.64213997E-12   4.22391735E-06  
  37               8.97703626E-02   1.31818975E+02   8.38729898E-01   1.60589238E-01   5.31760574E-04   3.95954914E-12   1.21819128E-04   2.30012185E-05   0.00000000E+00   4.22391735E-06  
