# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   9.61700297E+02   8.38848986E-01   1.60272739E-01   2.25750452E-07   5.30438426E-04   2.50821036E-04   6.07894974E-05   1.21012847E-12   3.01531170E-10  
  2                1.18905492E-05   1.03614664E+03   8.38847529E-01   1.60272612E-01   1.52474363E-06   5.30511448E-04   2.50912590E-04   6.07894554E-05   1.22497932E-12   3.01530866E-10  
  3                1.43003640E-05   9.75155961E+02   8.38848907E-01   1.60272733E-01   2.76927735E-07   5.30454469E-04   2.50836991E-04   6.07894885E-05   1.22498366E-12   3.01531124E-10  
  4                1.73767909E-05   1.04840320E+03   8.38847345E-01   1.60272597E-01   1.70577288E-06   5.30520517E-04   2.50920773E-04   6.07894437E-05   3.47919257E-12   1.00934331E-09  
  5                2.12943630E-05   9.89753695E+02   8.38848818E-01   1.60272726E-01   3.39930122E-07   5.30470295E-04   2.50852293E-04   6.07894758E-05   3.47920448E-12   1.00934424E-09  
  6                2.62886400E-05   1.06239080E+03   8.38847111E-01   1.60272577E-01   1.94088120E-06   5.30530081E-04   2.50929520E-04   6.07894275E-05   3.47917218E-12   1.00934294E-09  
  7                3.26370095E-05   1.00643362E+03   8.38848701E-01   1.60272717E-01   4.29561818E-07   5.30486600E-04   2.50868428E-04   6.07894577E-05   3.47918346E-12   1.00934395E-09  
  8                4.07149989E-05   1.07862843E+03   8.38846779E-01   1.60272548E-01   2.27917701E-06   5.30540228E-04   2.50938758E-04   6.07894041E-05   1.51295022E-11   1.00934241E-09  
  9                5.09596927E-05   1.02566518E+03   8.38848532E-01   1.60272703E-01   5.65733518E-07   5.30503352E-04   2.50885381E-04   6.07894318E-05   1.51295470E-11   1.00934352E-09  
  10               6.39641370E-05   1.09764145E+03   8.38846276E-01   1.60272504E-01   2.79581193E-06   5.30550939E-04   2.50950055E-04   6.07893694E-05   3.25896495E-11   3.32107092E-09  
