# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   1.17657080E+03   8.38815097E-01   1.60269706E-01   3.64165038E-05   5.30576661E-04   2.51033157E-04   6.07883630E-05   1.08232459E-09   1.13002311E-07  
  2                1.15273051E-05   1.08589778E+03   8.38843949E-01   1.60272281E-01   5.05802557E-06   5.30543590E-04   2.51020595E-04   6.07893343E-05   1.08234758E-09   1.13004150E-07  
  3                1.34797834E-05   1.18614789E+03   8.38813871E-01   1.60269601E-01   3.77111629E-05   5.30579682E-04   2.51055105E-04   6.07883214E-05   3.80523526E-09   1.13002215E-07  
  4                1.59695340E-05   1.09769274E+03   8.38843415E-01   1.60272235E-01   5.60176344E-06   5.30550031E-04   2.51044620E-04   6.07893135E-05   3.80531700E-09   1.13004098E-07  
  5                1.91484860E-05   1.19745396E+03   8.38812512E-01   1.60269485E-01   3.91812066E-05   5.30583091E-04   2.51059408E-04   6.07882744E-05   3.80521213E-09   1.13002102E-07  
  6                2.31948421E-05   1.11185425E+03   8.38842625E-01   1.60272156E-01   6.34331187E-06   5.30557156E-04   2.51050984E-04   6.07892783E-05   3.80529408E-09   1.13004014E-07  
  7                2.83505692E-05   1.21120765E+03   8.38810110E-01   1.60269277E-01   4.15423464E-05   5.30586690E-04   2.51207429E-04   6.07881913E-05   3.80517935E-09   1.13001912E-07  
  8                3.48969385E-05   1.12881500E+03   8.38841251E-01   1.60272022E-01   7.42937736E-06   5.30564768E-04   2.51203708E-04   6.07892197E-05   3.80526215E-09   1.13003878E-07  
  9                4.32226527E-05   1.22771015E+03   8.38806318E-01   1.60268925E-01   4.53343154E-05   5.30590375E-04   2.51262061E-04   6.07880513E-05   1.13580795E-08   3.72242359E-07  
  10               5.37702075E-05   1.14885211E+03   8.38839147E-01   1.60271786E-01   9.05819153E-06   5.30572698E-04   2.51261227E-04   6.07891188E-05   1.13583309E-08   3.72249116E-07  
  11               6.71323667E-05   1.24754253E+03   8.38799374E-01   1.60268320E-01   5.15217073E-05   5.30593441E-04   2.52059339E-04   6.07878126E-05   2.04693908E-08   3.72240673E-07  
  12               8.39888203E-05   1.17244249E+03   8.38835995E-01   1.60271558E-01   1.15959045E-05   5.30580755E-04   2.52072634E-04   6.07890169E-05   2.04698813E-08   3.72248317E-07  
  13               1.05309861E-04   1.27071861E+03   8.38790237E-01   1.60267526E-01   6.09519218E-05   5.30596458E-04   2.52348047E-04   6.07874979E-05   6.37131417E-08   3.72238437E-07  
  14               1.32160031E-04   1.19935246E+03   8.38828060E-01   1.60270463E-01   1.54531614E-05   5.30586325E-04   2.52363675E-04   6.07885802E-05   6.37144991E-08   3.72245395E-07  
