# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CO               CH4              N2               Mg              
  75               4.50361824E+00   2.03065485E+03   8.37788236E-01   1.60175993E-01   8.56829388E-04   3.76923717E-04   5.29671615E-04   5.87662124E-07   6.04633688E-05   6.47904767E-05  
  76               4.80856118E+00   2.06422718E+03   8.37627413E-01   1.60161950E-01   1.03182393E-03   3.76777011E-04   5.29668845E-04   5.39187204E-07   6.04525344E-05   6.46816631E-05  
  77               5.15646199E+00   2.09987273E+03   8.37429396E-01   1.60144667E-01   1.24726884E-03   3.76623224E-04   5.29648933E-04   4.96181187E-07   6.04392944E-05   6.45606734E-05  
  78               5.55194933E+00   2.13832202E+03   8.37179787E-01   1.60122887E-01   1.51882888E-03   3.76454557E-04   5.29610100E-04   4.56152920E-07   6.04233810E-05   6.44255180E-05  
  79               6.00012053E+00   2.17857406E+03   8.36875193E-01   1.60096316E-01   1.85018932E-03   3.76274605E-04   5.29548641E-04   4.21652932E-07   6.04042157E-05   6.42766516E-05  
  80               6.50662995E+00   2.22133868E+03   8.36496313E-01   1.60063270E-01   2.26235148E-03   3.76074334E-04   5.29461124E-04   3.90389963E-07   6.03813386E-05   6.41119300E-05  
  81               7.07776271E+00   2.26556599E+03   8.36040055E-01   1.60023480E-01   2.75867114E-03   3.75856779E-04   5.29344615E-04   3.64195342E-07   6.03541619E-05   6.39319425E-05  
  82               7.72061663E+00   2.31191385E+03   8.35480622E-01   1.59974491E-01   3.36506042E-03   3.75611131E-04   5.29192727E-04   3.41122293E-07   6.03218711E-05   6.37342903E-05  
  83               8.44268626E+00   2.35935013E+03   8.34811994E-01   1.59916698E-01   4.08299244E-03   3.81841048E-04   5.29012731E-04   3.16925876E-07   6.02851280E-05   6.35199541E-05  
  84               9.25287167E+00   2.40850478E+03   8.34021543E-01   1.59847780E-01   4.94269828E-03   3.81631118E-04   5.28783502E-04   3.01174368E-07   6.02412020E-05   6.32866086E-05  
  85               1.01614834E+01   2.45848062E+03   8.33101467E-01   1.59767565E-01   5.94341396E-03   3.81368867E-04   5.28510666E-04   2.88999830E-07   6.01903994E-05   6.30347612E-05  
  86               1.11796447E+01   2.50985422E+03   8.32021318E-01   1.59673399E-01   7.11825091E-03   3.81047953E-04   5.28186317E-04   2.79156509E-07   6.01316438E-05   6.27620820E-05  
  87               1.23199066E+01   2.56175017E+03   8.30788196E-01   1.59565901E-01   8.45947677E-03   3.80675683E-04   5.27811381E-04   2.72349555E-07   6.00645672E-05   6.24694851E-05  
  88               1.35961266E+01   2.61478716E+03   8.29368078E-01   1.59442107E-01   1.00040936E-02   3.80244110E-04   5.27376614E-04   2.67516672E-07   5.99878353E-05   6.21545157E-05  
  89               1.50237365E+01   2.66801672E+03   8.27780973E-01   1.59303762E-01   1.17303247E-02   3.79765060E-04   5.26886487E-04   2.65420101E-07   5.99013257E-05   6.18187440E-05  
  90               1.66199077E+01   2.72221984E+03   8.25985081E-01   1.59147223E-01   1.36836282E-02   3.79227744E-04   5.26329325E-04   2.65020565E-07   5.98032206E-05   6.14592993E-05  
  91               1.84035336E+01   2.77634710E+03   8.24018236E-01   1.58975790E-01   1.58228392E-02   3.78650475E-04   5.25714465E-04   2.67196688E-07   5.96936596E-05   6.10786110E-05  
  92               2.03952680E+01   2.83125863E+03   8.21832492E-01   1.58785284E-01   1.82001000E-02   3.78020728E-04   5.25028184E-04   2.70978971E-07   5.95701326E-05   6.06736420E-05  
  93               2.26174334E+01   2.88599846E+03   8.19476027E-01   1.58579907E-01   2.07629894E-02   3.77360729E-04   5.24282668E-04   2.77180300E-07   5.94325757E-05   6.02472214E-05  
  94               2.50941775E+01   2.94140009E+03   8.16897523E-01   1.58355185E-01   2.35673171E-02   3.76657367E-04   5.23462845E-04   2.84959703E-07   5.92773521E-05   5.97964624E-05  
  95               2.78515563E+01   2.99645700E+03   8.14164130E-01   1.58116975E-01   2.65400239E-02   3.75939551E-04   5.22586039E-04   2.95222539E-07   5.91039306E-05   5.93250650E-05  
  96               3.09172353E+01   3.05211834E+03   8.11211192E-01   1.57859640E-01   2.97514235E-02   3.75189472E-04   5.21633074E-04   3.07078500E-07   5.89062684E-05   5.88298100E-05  
  97               3.43179418E+01   3.10717208E+03   8.08136921E-01   1.57591744E-01   3.30946741E-02   3.74445671E-04   5.20629849E-04   3.21629260E-07   5.86830795E-05   5.83161512E-05  
  98               3.80819057E+01   3.16269638E+03   8.04859019E-01   1.57306110E-01   3.66592745E-02   3.73682506E-04   5.19551965E-04   3.37848261E-07   5.84242069E-05   5.77806204E-05  
  99               4.22398030E+01   3.21749086E+03   8.01492559E-01   1.57012773E-01   4.03200446E-02   3.72942093E-04   5.18429764E-04   3.56941648E-07   5.81258885E-05   5.72291637E-05  
  100              4.68252924E+01   3.27272354E+03   7.97937805E-01   1.56703035E-01   4.41854478E-02   3.72189842E-04   5.17233400E-04   3.77834542E-07   5.77709764E-05   5.66576585E-05  
  101              5.18755715E+01   3.32714613E+03   7.94331055E-01   1.56388779E-01   4.81072208E-02   3.71472347E-04   5.15998692E-04   4.01944624E-07   5.73519804E-05   5.60725488E-05  
