# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CH4              H2O              NH3              H2S              H2O(s)           Ar              
  34               3.70290875E-01   1.35821111E+02   8.38729895E-01   1.60589237E-01   5.31760571E-04   2.36095798E-12   3.44393277E-05   2.29972347E-05   8.52099992E-12   4.22391734E-06  
  35               3.88505709E-01   1.37873752E+02   8.38729895E-01   1.60589237E-01   5.31760571E-04   1.08819579E-11   1.21819128E-04   2.29972347E-05   0.00000000E+00   4.22391734E-06  
  36               4.01233948E-01   1.39411760E+02   8.38729895E-01   1.60589237E-01   5.31760571E-04   1.08819579E-11   1.21819128E-04   2.29972347E-05   0.00000000E+00   4.22391734E-06  
  37               4.16257843E-01   1.41000757E+02   8.38729895E-01   1.60589237E-01   5.31760571E-04   1.09034630E-11   1.21819128E-04   2.29972347E-05   2.30949750E-11   4.22391734E-06  
  38               4.33986503E-01   1.43011795E+02   8.38729895E-01   1.60589237E-01   5.31760571E-04   3.39984380E-11   1.21819128E-04   2.29972347E-05   0.00000000E+00   4.22391734E-06  
  39               4.54900674E-01   1.45126409E+02   8.38729895E-01   1.60589237E-01   5.31760571E-04   3.40929412E-11   1.21819128E-04   2.29972347E-05   1.01489852E-10   4.22391734E-06  
  40               4.79565066E-01   1.47724446E+02   8.38729895E-01   1.60589237E-01   5.31760571E-04   1.35582793E-10   1.21819128E-04   2.29972347E-05   0.00000000E+00   4.22391734E-06  
  41               5.08642818E-01   1.50482110E+02   8.38729895E-01   1.60589237E-01   5.31760571E-04   1.36095387E-10   1.21819128E-04   2.29972347E-05   5.50490452E-10   4.22391733E-06  
  42               5.42912589E-01   1.53785520E+02   8.38729895E-01   1.60589237E-01   5.31760571E-04   6.86585839E-10   1.21819128E-04   2.29972347E-05   0.00000000E+00   4.22391733E-06  
  43               5.83288941E-01   1.57305435E+02   8.38729892E-01   1.60589237E-01   5.31760569E-04   6.89934659E-10   1.21819127E-04   2.29972346E-05   3.59642326E-09   4.22391732E-06  
  44               6.30847830E-01   1.61427749E+02   8.38729892E-01   1.60589237E-01   5.31760569E-04   4.28635791E-09   1.21819127E-04   2.29972346E-05   0.00000000E+00   4.22391732E-06  
  45               6.86856286E-01   1.65820555E+02   8.38729869E-01   1.60589232E-01   5.31760555E-04   4.31163277E-09   1.21819124E-04   2.29972339E-05   2.71446570E-08   4.22391720E-06  
  46               7.52807740E-01   1.70859540E+02   8.38729869E-01   1.60589232E-01   5.31760555E-04   3.14562897E-08   1.21819124E-04   2.29972339E-05   0.00000000E+00   4.22391720E-06  
  47               8.30464136E-01   1.76219233E+02   8.38729820E-01   1.60589223E-01   5.31760524E-04   3.15105044E-08   1.21819117E-04   2.29972326E-05   5.82314805E-08   4.22391696E-06  
  48               9.21901310E-01   1.82259513E+02   8.38729684E-01   1.60589197E-01   5.31760437E-04   8.98929940E-08   1.21819097E-04   2.29972289E-05   1.62241286E-07   4.22391627E-06  
  49               1.02956155E+00   1.88670290E+02   8.38729282E-01   1.60589120E-01   5.31760183E-04   2.52579056E-07   1.21819039E-04   2.29972179E-05   4.78235686E-07   4.22391425E-06  
  50               1.15607146E+00   1.95770845E+02   8.38728173E-01   1.60588908E-01   5.31759480E-04   7.32040964E-07   1.21818878E-04   2.29971874E-05   1.32138741E-06   4.22390866E-06  
  51               1.30413496E+00   2.03243938E+02   8.38725058E-01   1.60588311E-01   5.31757505E-04   2.05685028E-06   1.21818425E-04   2.29971020E-05   3.71046886E-06   4.22389298E-06  
  52               1.47684317E+00   2.11357953E+02   8.38695179E-01   1.60582590E-01   5.31738561E-04   5.79850110E-06   1.21814086E-04   2.29962828E-05   3.55931940E-05   4.22374250E-06  
  53               1.67738587E+00   2.19824177E+02   8.38695179E-01   1.60582590E-01   5.31738561E-04   4.13916951E-05   1.21814086E-04   2.29962828E-05   0.00000000E+00   4.22374250E-06  
  54               1.90936337E+00   2.28864825E+02   8.38517492E-01   1.60548569E-01   5.31625906E-04   4.15161896E-05   1.21788278E-04   2.29914108E-05   2.11727434E-04   4.22284766E-06  
  55               2.17624707E+00   2.38220101E+02   8.38517492E-01   1.60548569E-01   5.31625906E-04   2.53243624E-04   1.21788278E-04   2.29914108E-05   0.00000000E+00   4.22284766E-06  
  56               2.47829040E+00   2.47953024E+02   8.38074985E-01   1.60463844E-01   5.31345354E-04   2.53110437E-04   1.21724007E-04   2.29792776E-05   5.27724621E-04   4.22061915E-06  
  57               2.81772230E+00   2.57828701E+02   8.38074985E-01   1.60463844E-01   5.31345354E-04   7.80835058E-04   1.21724007E-04   2.29792776E-05   0.00000000E+00   4.22061915E-06  
  58               3.18900988E+00   2.67772858E+02   8.38074985E-01   1.60463844E-01   5.31345354E-04   7.80835058E-04   1.21724007E-04   2.29792776E-05   0.00000000E+00   4.22061915E-06  
  59               3.62139245E+00   2.78277559E+02   8.38074985E-01   1.60463844E-01   5.31345354E-04   7.80835058E-04   1.21724007E-04   2.29792776E-05   0.00000000E+00   4.22061915E-06  
  60               4.12379047E+00   2.89483178E+02   8.38074985E-01   1.60463844E-01   5.31345354E-04   7.80835058E-04   1.21724007E-04   2.29792776E-05   0.00000000E+00   4.22061915E-06  
  61               4.70645755E+00   3.01248575E+02   8.38074985E-01   1.60463844E-01   5.31345354E-04   7.80835058E-04   1.21724007E-04   2.29792776E-05   0.00000000E+00   4.22061915E-06  
  62               5.38065356E+00   3.13700378E+02   8.38074985E-01   1.60463844E-01   5.31345354E-04   7.80835052E-04   1.21724007E-04   2.29792776E-05   0.00000000E+00   4.22061915E-06  
  63               6.15838216E+00   3.26688014E+02   8.38074985E-01   1.60463844E-01   5.31345354E-04   7.80834998E-04   1.21724007E-04   2.29792776E-05   0.00000000E+00   4.22061915E-06  
  64               7.05235729E+00   3.40320293E+02   8.38074985E-01   1.60463844E-01   5.31345354E-04   7.80834998E-04   1.21724007E-04   2.29792776E-05   0.00000000E+00   4.22061915E-06  
  65               8.07772500E+00   3.54460580E+02   8.38074985E-01   1.60463844E-01   5.31345354E-04   7.80834692E-04   1.21724007E-04   2.29792776E-05   0.00000000E+00   4.22061915E-06  
  66               9.25371694E+00   3.69267149E+02   8.38074984E-01   1.60463844E-01   5.31345353E-04   7.80834690E-04   1.21724006E-04   2.29792776E-05   0.00000000E+00   4.22061915E-06  
  67               1.06000533E+01   3.84598482E+02   8.38074986E-01   1.60463844E-01   5.31345354E-04   7.80833203E-04   1.21724003E-04   2.29792776E-05   0.00000000E+00   4.22061915E-06  
  68               1.21358851E+01   4.00569631E+02   8.38074909E-01   1.60463829E-01   5.31345305E-04   7.80833132E-04   1.21723986E-04   2.29792755E-05   0.00000000E+00   4.22061876E-06  
  69               1.38786887E+01   4.16975199E+02   8.38074993E-01   1.60463836E-01   5.31345329E-04   7.80741581E-04   1.21723977E-04   2.29792765E-05   0.00000000E+00   4.22061896E-06  
  70               1.58454497E+01   4.33911517E+02   8.38074993E-01   1.60463836E-01   5.31345329E-04   7.80741594E-04   1.21723945E-04   2.29792765E-05   0.00000000E+00   4.22061896E-06  
  71               1.80613704E+01   4.51221436E+02   8.38074992E-01   1.60463836E-01   5.31345329E-04   7.80741861E-04   1.21723878E-04   2.29792765E-05   0.00000000E+00   4.22061895E-06  
  72               2.05514202E+01   4.69057335E+02   8.38074974E-01   1.60463834E-01   5.31345320E-04   7.80746356E-04   1.21723741E-04   2.29792762E-05   0.00000000E+00   4.22061888E-06  
  73               2.33394411E+01   4.87212304E+02   8.38074520E-01   1.60463758E-01   5.31345072E-04   7.80808506E-04   1.21723426E-04   2.29792654E-05   0.00000000E+00   4.22061691E-06  
  74               2.64487335E+01   5.05828449E+02   8.38072173E-01   1.60463667E-01   5.31344769E-04   7.82679091E-04   1.21722878E-04   2.29792523E-05   0.00000000E+00   4.22061451E-06  
  75               2.99047194E+01   5.24689798E+02   8.38072696E-01   1.60463713E-01   5.31344920E-04   7.82110637E-04   1.21722075E-04   2.29792588E-05   0.00000000E+00   4.22061570E-06  
  76               3.37505265E+01   5.44045612E+02   8.38072697E-01   1.60463712E-01   5.31344919E-04   7.82110636E-04   1.21720634E-04   2.29792588E-05   0.00000000E+00   4.22061570E-06  
  77               3.80402823E+01   5.63770213E+02   8.38072698E-01   1.60463712E-01   5.31344918E-04   7.82110635E-04   1.21718261E-04   2.29792587E-05   0.00000000E+00   4.22061569E-06  
  78               4.28219186E+01   5.84077768E+02   8.38070175E-01   1.60463228E-01   5.31343314E-04   7.82108275E-04   1.21714046E-04   2.29791894E-05   0.00000000E+00   4.22060295E-06  
  79               4.81376378E+01   6.04727690E+02   8.38072949E-01   1.60463469E-01   5.31344111E-04   7.79095547E-04   1.21708270E-04   2.29792239E-05   0.00000000E+00   4.22060929E-06  
  80               5.40215393E+01   6.25870525E+02   8.38072955E-01   1.60463467E-01   5.31344106E-04   7.79095560E-04   1.21699187E-04   2.29792237E-05   0.00000000E+00   4.22060925E-06  
  81               6.05015384E+01   6.47210584E+02   8.38072963E-01   1.60463465E-01   5.31344099E-04   7.79095585E-04   1.21685993E-04   2.29792234E-05   0.00000000E+00   4.22060919E-06  
  82               6.76412392E+01   6.69013221E+02   8.38072976E-01   1.60463462E-01   5.31344088E-04   7.79095631E-04   1.21666988E-04   2.29792229E-05   0.00000000E+00   4.22060911E-06  
  83               7.55348827E+01   6.91139913E+02   8.38072993E-01   1.60463458E-01   5.31344073E-04   7.79095711E-04   1.21640608E-04   2.29792223E-05   0.00000000E+00   4.22060900E-06  
  84               8.42667782E+01   7.13871032E+02   8.38073017E-01   1.60463452E-01   5.31344052E-04   7.79095849E-04   1.21604112E-04   2.29792215E-05   0.00000000E+00   4.22060884E-06  
  85               9.39143112E+01   7.36927600E+02   8.38073048E-01   1.60463444E-01   5.31344025E-04   7.79096075E-04   1.21555670E-04   2.29792203E-05   0.00000000E+00   4.22060863E-06  
  86               1.04551484E+02   7.60571625E+02   8.38073088E-01   1.60463433E-01   5.31343987E-04   7.79096436E-04   1.21491476E-04   2.29792188E-05   0.00000000E+00   4.22060835E-06  
  87               1.16260182E+02   7.84473785E+02   8.38073140E-01   1.60463420E-01   5.31343939E-04   7.79096990E-04   1.21410023E-04   2.29792168E-05   0.00000000E+00   4.22060800E-06  
  88               1.29144583E+02   8.08965371E+02   8.38073198E-01   1.60463401E-01   5.31343872E-04   7.79097822E-04   1.21306316E-04   2.29792142E-05   0.00000000E+00   4.22060751E-06  
  89               1.43405550E+02   8.33870004E+02   8.38073273E-01   1.60463379E-01   5.31343790E-04   7.79099043E-04   1.21178949E-04   2.29792109E-05   0.00000000E+00   4.22060693E-06  
  90               1.59234747E+02   8.59613196E+02   8.38073335E-01   1.60463346E-01   5.31343668E-04   7.79100800E-04   1.21020927E-04   2.29792060E-05   0.00000000E+00   4.22060605E-06  
  91               1.76783981E+02   8.85823435E+02   8.38073418E-01   1.60463308E-01   5.31343523E-04   7.79103232E-04   1.20833162E-04   2.29792002E-05   0.00000000E+00   4.22060506E-06  
  92               1.96158691E+02   9.12752806E+02   8.38073433E-01   1.60463247E-01   5.31343289E-04   7.79106460E-04   1.20609216E-04   2.29791909E-05   0.00000000E+00   4.22060345E-06  
  93               2.17415672E+02   9.39912174E+02   8.38073387E-01   1.60463165E-01   5.31342968E-04   7.79110350E-04   1.20354498E-04   2.29791783E-05   0.00000000E+00   4.22060131E-06  
  94               2.40600792E+02   9.67487582E+02   8.38073562E-01   1.60463117E-01   5.31342724E-04   7.79115928E-04   1.20064568E-04   2.29791698E-05   0.00000000E+00   4.22060003E-06  
  95               2.65807917E+02   9.95106400E+02   8.38073744E-01   1.60463063E-01   5.31342413E-04   7.79122348E-04   1.19748221E-04   2.29860872E-05   0.00000000E+00   4.22059861E-06  
  96               2.93332990E+02   1.02321144E+03   8.38073927E-01   1.60463000E-01   5.31341997E-04   7.79129603E-04   1.19399049E-04   2.29987862E-05   0.00000000E+00   4.22059697E-06  
  97               3.23452997E+02   1.05159043E+03   8.38074085E-01   1.60462929E-01   5.31341434E-04   7.79137061E-04   1.19026853E-04   2.30228300E-05   0.00000000E+00   4.22059509E-06  
  98               3.56407039E+02   1.08052950E+03   8.38074189E-01   1.60462844E-01   5.31340644E-04   7.79143842E-04   1.18627161E-04   2.30686966E-05   0.00000000E+00   4.22059285E-06  
  99               3.92408088E+02   1.10972836E+03   8.38074175E-01   1.60462739E-01   5.31339538E-04   7.79148453E-04   1.18213742E-04   2.31531657E-05   0.00000000E+00   4.22059010E-06  
  100              4.31654240E+02   1.13942943E+03   8.38073959E-01   1.60462605E-01   5.31337954E-04   7.79149038E-04   1.17782421E-04   2.33055999E-05   0.00000000E+00   4.22058656E-06  
  101              4.74315861E+02   1.16926035E+03   8.37978638E-01   1.60444283E-01   5.31275649E-04   7.79054860E-04   1.17337824E-04   2.35655100E-05   0.00000000E+00   4.22010464E-06  
