# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                NH3              N2              
  1                1.00000000E-05   1.03836342E+02   8.38728939E-01   1.60589219E-01   9.29573671E-14   5.31760510E-04   3.60390536E-97   4.78671592E-105  1.21819114E-04   4.18802666E-32  
  2                2.82977344E-05   1.53122744E+02   8.38728939E-01   1.60589219E-01   9.78882830E-07   5.31760510E-04   4.53308799E-59   3.56691617E-70   1.21819114E-04   1.71156222E-19  
  3                4.93477991E-05   1.49212100E+02   8.38695026E-01   1.60582726E-01   2.26001623E-05   5.31739009E-04   2.85399752E-53   5.15004573E-65   1.21814188E-04   8.98262556E-19  
  4                7.40036227E-05   1.62031858E+02   8.38679399E-01   1.60579734E-01   4.14277323E-05   5.31729102E-04   6.65777933E-52   2.45554037E-63   1.21811919E-04   2.72350786E-18  
  5                1.02790459E-04   1.66955738E+02   8.38636583E-01   1.60571536E-01   6.00767848E-05   5.31701956E-04   3.79354928E-51   2.30651623E-62   1.21805700E-04   5.39609148E-18  
  6                1.36437500E-04   1.71332197E+02   8.38596425E-01   1.60563847E-01   1.11122671E-04   5.31676496E-04   2.97596150E-49   1.43387102E-60   1.21799867E-04   1.49440584E-17  
  7                1.75661253E-04   1.73928311E+02   8.38481091E-01   1.60541764E-01   1.58962222E-04   5.31603373E-04   1.31150742E-48   9.11273891E-60   1.21783116E-04   2.75423423E-17  
  8                2.21049793E-04   1.79105856E+02   8.38365756E-01   1.60519681E-01   2.96473490E-04   5.31530249E-04   1.92841867E-46   9.36530414E-58   1.21766364E-04   8.74437422E-17  
  9                2.72934405E-04   1.81344316E+02   8.38250421E-01   1.60497598E-01   4.33984758E-04   5.31457126E-04   1.48116456E-45   1.08711700E-56   1.21749613E-04   1.97212727E-16  
  10               3.32247165E-04   1.87718672E+02   8.38162275E-01   1.60480721E-01   5.71478766E-04   5.31401241E-04   9.83386510E-44   1.43246658E-54   1.21736810E-04   7.84514002E-16  
  11               4.00211713E-04   1.91102119E+02   8.38074130E-01   1.60463844E-01   6.76573056E-04   5.31345356E-04   8.67827897E-43   1.91639457E-53   1.21724008E-04   1.96458622E-15  
  12               4.78327839E-04   1.98433640E+02   8.38074130E-01   1.60463844E-01   7.81694188E-04   5.31345356E-04   4.34773732E-41   1.79975454E-51   1.21724008E-04   7.54478333E-15  
