# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                H2O              CH4              CO               N2               H2S             
  22               1.97610584E-03   4.19258705E+02   8.38134406E-01   1.60449194E-01   5.61977956E-24   7.80992690E-04   5.31296845E-04   8.34382542E-16   4.54909111E-05   2.29809495E-05  
  23               2.35293459E-03   4.25990309E+02   8.38135152E-01   1.60449003E-01   1.38831226E-23   7.81005923E-04   5.31296213E-04   1.53619905E-15   4.60765002E-05   2.29809222E-05  
  24               2.79914881E-03   4.34816926E+02   8.38134177E-01   1.60448091E-01   4.46057859E-23   7.81074989E-04   5.31293190E-04   3.65788639E-15   4.73653965E-05   2.29807914E-05  
  25               3.32805055E-03   4.42432199E+02   8.38137318E-01   1.60448051E-01   1.15964494E-22   7.78254959E-04   5.31293061E-04   7.08377344E-15   4.80491764E-05   2.29807858E-05  
  26               3.95461058E-03   4.52330458E+02   8.38137403E-01   1.60447640E-01   3.91207648E-22   7.79864343E-04   5.31291698E-04   1.78095192E-14   4.93311485E-05   2.29807269E-05  
  27               4.69517450E-03   4.60648688E+02   8.38138258E-01   1.60447433E-01   1.02735260E-21   7.79863337E-04   5.31291013E-04   3.51290232E-14   4.99764748E-05   2.29806972E-05  
  28               5.56815535E-03   4.70525911E+02   8.38139500E-01   1.60447132E-01   3.13340022E-21   7.79861875E-04   5.31290015E-04   8.04122179E-14   5.09147157E-05   2.29806541E-05  
  29               6.59585130E-03   4.79547974E+02   8.38140297E-01   1.60446939E-01   8.25620334E-21   7.79860939E-04   5.31289376E-04   1.60132344E-13   5.15166474E-05   2.29806264E-05  
  30               7.80418515E-03   4.90408025E+02   8.38141460E-01   1.60446657E-01   2.56345752E-20   7.79859573E-04   5.31288442E-04   3.75546624E-13   5.23952941E-05   2.29805860E-05  
  31               9.22296885E-03   5.00500089E+02   8.38142253E-01   1.60446464E-01   6.97148187E-20   7.79858644E-04   5.31287805E-04   7.76425388E-13   5.29943539E-05   2.29805585E-05  
  32               1.08862103E-02   5.12733187E+02   8.38143363E-01   1.60446195E-01   2.25574727E-19   7.79857348E-04   5.31286912E-04   1.90983310E-12   5.38328778E-05   2.29805200E-05  
  33               1.28333473E-02   5.24449242E+02   8.38144185E-01   1.60445996E-01   6.55753517E-19   7.79856396E-04   5.31286250E-04   4.24551593E-12   5.44536243E-05   2.29804914E-05  
  34               1.51092243E-02   5.38498787E+02   8.38145224E-01   1.60445744E-01   2.24624676E-18   7.79855201E-04   5.31285408E-04   1.11325233E-11   5.52390413E-05   2.29804553E-05  
  35               1.77639074E-02   5.52164497E+02   8.38146014E-01   1.60445552E-01   6.97056131E-18   7.79854312E-04   5.31284758E-04   2.66017267E-11   5.58357181E-05   2.29804279E-05  
  36               2.08521442E-02   5.68316014E+02   8.38146928E-01   1.60445331E-01   2.50521052E-17   7.79853300E-04   5.31283975E-04   7.38099955E-11   5.65263252E-05   2.29803961E-05  
  37               2.44334354E-02   5.84358409E+02   8.38147643E-01   1.60445157E-01   8.29402217E-17   7.79852524E-04   5.31283281E-04   1.89829351E-10   5.70663220E-05   2.29803713E-05  
  38               2.85711681E-02   6.03073180E+02   8.38148410E-01   1.60444971E-01   3.12248317E-16   7.79851609E-04   5.31282289E-04   5.57582903E-10   5.76458607E-05   2.29803446E-05  
  39               3.33320239E-02   6.21812666E+02   8.38149007E-01   1.60444825E-01   1.08410807E-15   7.79850528E-04   5.31280826E-04   1.52092897E-09   5.80975692E-05   2.29803238E-05  
  40               3.87886769E-02   6.43279804E+02   8.38149602E-01   1.60444678E-01   4.15901540E-15   7.79847856E-04   5.31277206E-04   4.61137782E-09   5.85491421E-05   2.29803027E-05  
  41               4.50248259E-02   6.64892426E+02   8.38150054E-01   1.60444559E-01   1.47146331E-14   7.79840771E-04   5.31268347E-04   1.29851264E-08   5.88986423E-05   2.29802856E-05  
  42               5.21272361E-02   6.89436442E+02   8.38150354E-01   1.60444409E-01   5.65079319E-14   7.79816554E-04   5.31240653E-04   3.99500632E-08   5.92335267E-05   2.29802641E-05  
  43               6.01830860E-02   7.14416378E+02   8.38150733E-01   1.60444289E-01   2.01810773E-13   7.79746435E-04   5.31164595E-04   1.15102467E-07   5.94939616E-05   2.29802467E-05  
  44               6.92767232E-02   7.42729169E+02   8.38151188E-01   1.60444096E-01   7.75007179E-13   7.79511512E-04   5.30918651E-04   3.59099915E-07   5.97370537E-05   2.29802188E-05  
  45               7.94815052E-02   7.72739159E+02   8.38152407E-01   1.60443790E-01   2.90091483E-12   7.78786318E-04   5.30174772E-04   1.09883059E-06   5.99354945E-05   2.29801742E-05  
  46               9.09140549E-02   8.05128478E+02   8.38155562E-01   1.60442999E-01   1.08218424E-11   7.76545953E-04   5.27903883E-04   3.35951740E-06   6.01012666E-05   2.29891357E-05  
  47               1.03761017E-01   8.36046778E+02   8.38162605E-01   1.60441214E-01   3.43772678E-11   7.71227208E-04   5.22544377E-04   8.69888544E-06   6.02145261E-05   2.30200259E-05  
  48               1.18301005E-01   8.70308781E+02   8.38180711E-01   1.60436588E-01   1.12795177E-10   7.57241074E-04   5.08497527E-04   2.27009060E-05   6.03149147E-05   2.31435099E-05  
  49               1.34995006E-01   9.03258500E+02   8.38214734E-01   1.60427803E-01   3.22655063E-10   7.30593429E-04   4.81769490E-04   4.93573028E-05   6.03822582E-05   2.35268571E-05  
  50               1.54777556E-01   9.41904533E+02   8.38286757E-01   1.60409826E-01   1.01221617E-09   6.75187958E-04   4.26206505E-04   1.04799540E-04   6.04445649E-05   2.42780552E-05  
  51               1.79360211E-01   9.81314566E+02   8.38387060E-01   1.60385409E-01   2.93575427E-09   5.99452929E-04   3.50186007E-04   1.80694229E-04   6.04846150E-05   2.42742451E-05  
  52               2.12238419E-01   1.03285470E+03   8.38530683E-01   1.60350402E-01   1.05091313E-08   4.91031242E-04   2.41205586E-04   2.89545204E-04   6.05245928E-05   2.42686226E-05  
  53               2.57889135E-01   1.08157829E+03   8.38632868E-01   1.60325445E-01   3.06403162E-08   4.13908559E-04   1.63538167E-04   3.67151864E-04   6.05411254E-05   2.42642258E-05  
  54               3.19312890E-01   1.12919888E+03   8.38699974E-01   1.60309022E-01   7.82903801E-08   3.63241323E-04   1.12447774E-04   4.18214620E-04   6.05462208E-05   2.42606438E-05  
  55               3.97961887E-01   1.17352007E+03   8.38739832E-01   1.60299234E-01   1.72028241E-07   3.33088690E-04   8.20157260E-05   4.48635318E-04   6.05424871E-05   2.42574887E-05  
  56               4.94654955E-01   1.21738217E+03   8.38767065E-01   1.60292500E-01   3.51943177E-07   3.12387500E-04   6.11145010E-05   4.69530345E-04   6.05358351E-05   2.42538687E-05  
  57               6.10144832E-01   1.25895756E+03   8.38784457E-01   1.60288128E-01   6.57082046E-07   2.99008768E-04   4.75966047E-05   4.83044974E-04   6.05256901E-05   2.42494492E-05  
  58               7.45053970E-01   1.30078196E+03   8.38797380E-01   1.60284771E-01   1.18224409E-06   2.88834006E-04   3.73046678E-05   4.93333944E-04   6.05154112E-05   2.42428818E-05  
  59               9.00004737E-01   1.34100606E+03   8.38805844E-01   1.60282372E-01   2.00174393E-06   2.81765673E-04   3.01127270E-05   5.00523134E-04   6.05034963E-05   2.42322792E-05  
  60               1.07574285E+00   1.38203252E+03   8.38811840E-01   1.60280316E-01   3.32540225E-06   2.76111855E-04   2.42254987E-05   5.06406787E-04   6.04924534E-05   2.42102722E-05  
  61               1.27335519E+00   1.42172231E+03   8.38814329E-01   1.60278632E-01   5.27131104E-06   2.72382471E-04   1.99534070E-05   5.10674455E-04   6.04801401E-05   2.41614230E-05  
  62               1.49388015E+00   1.46287798E+03   8.38813085E-01   1.60276738E-01   8.30436193E-06   2.69696326E-04   1.62473954E-05   5.14373911E-04   6.04691034E-05   2.40348711E-05  
  63               1.73723535E+00   1.50364301E+03   8.38795389E-01   1.60272560E-01   1.27074314E-05   2.69455701E-04   1.33123819E-05   5.17293224E-04   6.04569942E-05   2.37263724E-05  
  64               1.99635872E+00   1.54643421E+03   8.38775191E-01   1.60270879E-01   1.95009659E-05   2.85809848E-04   1.00746996E-05   5.20521581E-04   6.04501365E-05   2.18178598E-05  
  65               2.26849427E+00   1.58942420E+03   8.38763617E-01   1.60268762E-01   2.93732478E-05   2.85286027E-04   8.10436289E-06   5.22482142E-04   6.04435232E-05   2.18045575E-05  
  66               2.55065929E+00   1.63576305E+03   8.38736663E-01   1.60265171E-01   4.48987691E-05   2.89523354E-04   6.22126702E-06   5.24350065E-04   6.04407275E-05   2.16713285E-05  
  67               2.81928683E+00   1.68447334E+03   8.38673397E-01   1.60258296E-01   6.89769742E-05   3.08677150E-04   4.41062754E-06   5.26135105E-04   6.04432231E-05   2.12325459E-05  
  68               3.06015414E+00   1.71746364E+03   8.38599344E-01   1.60251009E-01   9.02209980E-05   3.36032816E-04   3.50049269E-06   5.27018080E-04   6.04388591E-05   2.07499164E-05  
  69               3.26256640E+00   1.75059012E+03   8.38506656E-01   1.60243867E-01   1.17852902E-04   3.79537773E-04   2.61083196E-06   5.27881619E-04   6.04406691E-05   2.01643468E-05  
  70               3.47453515E+00   1.77618520E+03   8.38474581E-01   1.60239991E-01   1.42826155E-04   3.79241470E-04   2.36798242E-06   5.28109512E-04   6.04352321E-05   2.01744537E-05  
  71               3.66249457E+00   1.80418509E+03   8.38444074E-01   1.60237207E-01   1.76412524E-04   3.78894579E-04   2.07592665E-06   5.28390696E-04   6.04346536E-05   2.01759972E-05  
  72               3.81842361E+00   1.82075390E+03   8.38424194E-01   1.60235430E-01   1.98175009E-04   3.78754096E-04   1.96753918E-06   5.28491299E-04   6.04303518E-05   2.01757226E-05  
  73               3.99306293E+00   1.84496379E+03   8.38389878E-01   1.60232353E-01   2.35770481E-04   3.78508221E-04   1.76955223E-06   5.28677238E-04   6.04290112E-05   2.01669570E-05  
  74               4.18786821E+00   1.86498935E+03   8.38326691E-01   1.60223466E-01   2.69723542E-04   3.78347520E-04   1.66181974E-06   5.28752964E-04   6.04214715E-05   2.01572095E-05  
  75               4.33204472E+00   1.88396643E+03   8.38292369E-01   1.60220428E-01   3.07210238E-04   3.78186610E-04   1.53577190E-06   5.28867219E-04   6.04199816E-05   2.01419563E-05  
  76               4.43367025E+00   1.89262991E+03   8.38276557E-01   1.60219039E-01   3.24439975E-04   3.78138823E-04   1.50593004E-06   5.28890953E-04   6.04164960E-05   2.01359741E-05  
  77               4.54949686E+00   1.90768298E+03   8.38245068E-01   1.60216254E-01   3.58796792E-04   3.78025219E-04   1.41611276E-06   5.28970081E-04   6.04152343E-05   2.01194503E-05  
  78               4.68105069E+00   1.91912103E+03   8.38220882E-01   1.60214131E-01   3.85141898E-04   3.77961963E-04   1.37727911E-06   5.28999890E-04   6.04110118E-05   2.01080608E-05  
  79               4.82990018E+00   1.93690554E+03   8.38177920E-01   1.60210347E-01   4.31956095E-04   3.77852234E-04   1.28781486E-06   5.29074773E-04   6.04086647E-05   2.00833842E-05  
  80               4.99764601E+00   1.95128947E+03   8.38142013E-01   1.60207200E-01   4.71056912E-04   3.77776141E-04   1.24353796E-06   5.29105997E-04   6.04034024E-05   2.00639305E-05  
  81               5.18622089E+00   1.97204600E+03   8.38082669E-01   1.60201987E-01   5.35665630E-04   3.77661876E-04   1.15693500E-06   5.29172541E-04   6.03996562E-05   2.00273796E-05  
  82               5.39653240E+00   1.98932369E+03   8.38030732E-01   1.60197443E-01   5.92134752E-04   3.77616234E-04   1.11152349E-06   5.29199465E-04   6.03929708E-05   1.99970660E-05  
  83               5.63086624E+00   2.01312363E+03   8.37948491E-01   1.60190239E-01   6.81699623E-04   3.77476038E-04   1.03017451E-06   5.29253235E-04   6.03874914E-05   1.99440814E-05  
  84               5.89268952E+00   2.03338041E+03   8.37874048E-01   1.60183734E-01   7.62722520E-04   3.77383017E-04   9.86595459E-07   5.29270778E-04   6.03789050E-05   1.98982943E-05  
  85               6.18438726E+00   2.06052781E+03   8.37758460E-01   1.60173625E-01   8.88550614E-04   3.77236269E-04   9.11814881E-07   5.29307150E-04   6.03710777E-05   1.98230754E-05  
  86               6.50851975E+00   2.08374612E+03   8.37652399E-01   1.60164366E-01   1.00395761E-03   3.77135624E-04   8.72310838E-07   5.29310152E-04   6.03599778E-05   1.97574699E-05  
  87               6.86778890E+00   2.11416518E+03   8.37490447E-01   1.60150219E-01   1.18020510E-03   3.76980920E-04   8.05729776E-07   5.29323435E-04   6.03491115E-05   1.96540033E-05  
  88               7.26514313E+00   2.14012410E+03   8.37341517E-01   1.60137225E-01   1.34223325E-03   3.76872088E-04   7.71988737E-07   5.29306637E-04   6.03348144E-05   1.95642533E-05  
  89               7.70372067E+00   2.17368108E+03   8.37116043E-01   1.60117544E-01   1.58756259E-03   3.76705906E-04   7.14174717E-07   5.29290956E-04   6.03200654E-05   1.94264386E-05  
  90               8.18699694E+00   2.20203238E+03   8.36910871E-01   1.60099651E-01   1.81075380E-03   3.76587312E-04   6.87206493E-07   5.29249099E-04   6.03017565E-05   1.93092789E-05  
  91               8.71875313E+00   2.23814802E+03   8.36604463E-01   1.60072919E-01   2.14410239E-03   3.76407500E-04   6.39347298E-07   5.29197799E-04   6.02820447E-05   1.91343513E-05  
  92               9.30299993E+00   2.26887475E+03   8.36323749E-01   1.60048444E-01   2.44945193E-03   3.76273334E-04   6.18094659E-07   5.29125901E-04   6.02588435E-05   1.89855852E-05  
  93               9.94442364E+00   2.30661315E+03   8.35920386E-01   1.60013061E-01   2.88608661E-03   3.76078464E-04   5.81253791E-07   5.29032081E-04   6.02328696E-05   1.87759879E-05  
  94               1.06471581E+01   2.34007052E+03   8.35526601E-01   1.59979244E-01   3.30514624E-03   3.82318772E-04   5.54134193E-07   5.28934761E-04   6.02048467E-05   1.86212451E-05  
  95               1.14168139E+01   2.37891600E+03   8.35012754E-01   1.59934442E-01   3.86398245E-03   3.82198239E-04   5.27560722E-07   5.28796359E-04   6.01719188E-05   1.83791243E-05  
  96               1.22591310E+01   2.41486657E+03   8.34495747E-01   1.59889374E-01   4.42625418E-03   3.82075727E-04   5.13573823E-07   5.28642475E-04   6.01354817E-05   1.81527630E-05  
  97               1.31807452E+01   2.45444873E+03   8.33852462E-01   1.59833295E-01   5.12589282E-03   3.81904851E-04   4.95593396E-07   5.28453936E-04   6.00942016E-05   1.78836025E-05  
  98               1.41880345E+01   2.49273848E+03   8.33172825E-01   1.59774053E-01   5.86506732E-03   3.81723782E-04   4.84809345E-07   5.28245288E-04   6.00487910E-05   1.76188183E-05  
  99               1.52891553E+01   2.53261756E+03   8.32388512E-01   1.59705688E-01   6.71809831E-03   3.81508013E-04   4.74521647E-07   5.28003214E-04   5.99980358E-05   1.73308643E-05  
  100              1.64919911E+01   2.57283761E+03   8.31521369E-01   1.59630106E-01   7.66121796E-03   3.81268780E-04   4.67145475E-07   5.27731318E-04   5.99419461E-05   1.70333626E-05  
  101              1.78061903E+01   2.61276125E+03   8.30587321E-01   1.59548698E-01   8.67709558E-03   3.81014729E-04   4.63616909E-07   5.27432924E-04   5.98805485E-05   1.67351313E-05  
