# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   6.54816868E+02   8.38848941E-01   1.60275355E-01   5.35141792E-13   5.22336794E-04   2.52479699E-04   6.07900010E-05   0.00000000E+00   0.00000000E+00  
  2                1.30075344E-05   6.64432619E+02   8.38849061E-01   1.60275241E-01   8.42530188E-13   5.22894736E-04   2.52456195E-04   6.07898902E-05   0.00000000E+00   0.00000000E+00  
  3                1.68331081E-05   6.71818359E+02   8.38848268E-01   1.60275378E-01   1.14805614E-12   5.22604605E-04   2.53098465E-04   6.07898457E-05   0.00000000E+00   0.00000000E+00  
  4                2.16947475E-05   6.79756158E+02   8.38847668E-01   1.60275462E-01   1.60283905E-12   5.22470028E-04   2.53588103E-04   6.07897730E-05   0.00000000E+00   0.00000000E+00  
  5                2.78695858E-05   6.86652755E+02   8.38846559E-01   1.60275684E-01   2.09202813E-12   5.21876644E-04   2.54452906E-04   6.07897242E-05   0.00000000E+00   0.00000000E+00  
  6                3.57089026E-05   6.94539850E+02   8.38845818E-01   1.60275805E-01   2.86506514E-12   5.21599977E-04   2.55030589E-04   6.07896291E-05   0.00000000E+00   0.00000000E+00  
  7                4.56575365E-05   7.01711505E+02   8.38844639E-01   1.60276039E-01   3.74288338E-12   5.20940077E-04   2.55933840E-04   6.07895443E-05   0.00000000E+00   0.00000000E+00  
  8                5.82801619E-05   7.10101084E+02   8.38843967E-01   1.60276133E-01   5.17744279E-12   5.20721112E-04   2.56433689E-04   6.07893990E-05   0.00000000E+00   0.00000000E+00  
  9                7.42933017E-05   7.17966107E+02   8.38842916E-01   1.60276321E-01   6.90420706E-12   5.20175115E-04   2.57215998E-04   6.07892508E-05   0.00000000E+00   0.00000000E+00  
  10               9.46061164E-05   7.27135803E+02   8.38842421E-01   1.60276348E-01   9.75024286E-12   5.20133927E-04   2.57529916E-04   6.07890347E-05   0.00000000E+00   0.00000000E+00  
  11               1.20371574E-04   7.35839840E+02   8.38841562E-01   1.60276458E-01   1.33107186E-11   5.19778716E-04   2.58118254E-04   6.07888037E-05   0.00000000E+00   0.00000000E+00  
