# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H                CO               H2O              N2               Mg               Fe              
  1                1.00000000E-05   8.78562198E+02   8.38849511E-01   1.60272774E-01   1.63623276E-08   5.30295387E-04   2.50588338E-04   6.07894904E-05   3.70247935E-15   1.65852954E-12  
  2                2.22521727E-05   1.03813537E+03   8.38847504E-01   1.60272594E-01   1.60034565E-06   5.30452539E-04   2.50825388E-04   6.07894297E-05   5.96453406E-10   1.15877495E-08  
  3                3.43724586E-05   1.09522044E+03   8.38844706E-01   1.60272336E-01   4.09771229E-06   5.30543495E-04   2.51013029E-04   6.07893333E-05   3.89946431E-09   9.81676141E-08  
  4                4.74780500E-05   1.13668715E+03   8.38840428E-01   1.60271905E-01   7.75365161E-06   5.30565230E-04   2.51248159E-04   6.07891662E-05   1.45088730E-08   1.83380884E-07  
  5                6.19548243E-05   1.16701973E+03   8.38833100E-01   1.60271098E-01   1.28307306E-05   5.30576576E-04   2.51912332E-04   6.07888559E-05   4.47750044E-08   5.04129762E-07  
  6                7.80656326E-05   1.19589167E+03   8.38821850E-01   1.60269992E-01   1.90607539E-05   5.30581679E-04   2.54627585E-04   6.07884319E-05   8.54820478E-08   7.48515858E-07  
  7                9.60236709E-05   1.21939620E+03   8.38804918E-01   1.60267996E-01   2.73091890E-05   5.30582084E-04   2.57350140E-04   6.07876706E-05   2.28620502E-07   2.26591974E-06  
  8                1.15907770E-04   1.24401361E+03   8.38783168E-01   1.60266118E-01   3.71386384E-05   5.30579246E-04   2.65310212E-04   6.07869535E-05   4.02786702E-07   3.53892286E-06  
  9                1.37799910E-04   1.26489310E+03   8.38756808E-01   1.60263418E-01   5.01090198E-05   5.30573885E-04   2.71747248E-04   6.07859251E-05   9.60004110E-07   4.81189026E-06  
  10               1.61908784E-04   1.28781359E+03   8.38730018E-01   1.60261058E-01   6.54283116E-05   5.30568455E-04   2.79235196E-04   6.07850253E-05   2.20740417E-06   8.96136711E-06  
  11               1.88496357E-04   1.30763749E+03   8.38697940E-01   1.60257761E-01   8.56038645E-05   5.30560922E-04   2.84112366E-04   6.07837703E-05   5.41828905E-06   1.31107122E-05  
  12               2.17662562E-04   1.32992015E+03   8.38646243E-01   1.60251882E-01   1.09408137E-04   5.30542830E-04   2.93381046E-04   6.07815357E-05   1.14918704E-05   1.72596787E-05  
  13               2.48800746E-04   1.34945938E+03   8.38571318E-01   1.60243908E-01   1.40905472E-04   5.30515097E-04   3.11235192E-04   6.07785075E-05   2.31928111E-05   3.00255677E-05  
  14               2.80685262E-04   1.37155938E+03   8.38475875E-01   1.60234600E-01   1.78037892E-04   5.30479471E-04   3.39923581E-04   6.07749731E-05   4.20377219E-05   4.27906745E-05  
  15               3.12717721E-04   1.39071577E+03   8.38392369E-01   1.60227578E-01   2.25063771E-04   5.30453178E-04   3.63588772E-04   6.07723068E-05   5.76227847E-05   5.55556462E-05  
  16               3.46176926E-04   1.41124687E+03   8.38322230E-01   1.60221839E-01   2.78085350E-04   5.30433942E-04   3.77414619E-04   6.07701267E-05   6.67795957E-05   5.55536027E-05  
  17               3.82883307E-04   1.42937271E+03   8.38262572E-01   1.60216609E-01   3.43009957E-04   5.30420559E-04   3.77280946E-04   6.07681397E-05   6.67765538E-05   5.55517314E-05  
  18               4.24625244E-04   1.44946260E+03   8.38194143E-01   1.60210613E-01   4.17476881E-04   5.30404280E-04   3.77147334E-04   6.07658615E-05   6.67731378E-05   5.55495896E-05  
  19               4.72066214E-04   1.46847211E+03   8.38108234E-01   1.60203088E-01   5.10964263E-04   5.30382888E-04   3.77000668E-04   6.07630029E-05   6.67689945E-05   5.55469097E-05  
  20               5.25935237E-04   1.48969042E+03   8.38007020E-01   1.60194226E-01   6.21101336E-04   5.30356850E-04   3.76848853E-04   6.07596365E-05   6.67642130E-05   5.55437591E-05  
  21               5.87021498E-04   1.51002021E+03   8.37878717E-01   1.60182995E-01   7.60711852E-04   5.30322944E-04   3.76679993E-04   6.07553714E-05   6.67583383E-05   5.55397775E-05  
  22               6.56156775E-04   1.53277997E+03   8.37725212E-01   1.60169562E-01   9.27738109E-04   5.30281572E-04   3.76502592E-04   6.07502706E-05   6.67514502E-05   5.55350234E-05  
  23               7.34156213E-04   1.55491480E+03   8.37527690E-01   1.60152282E-01   1.14264880E-03   5.30227453E-04   3.76303042E-04   6.07437104E-05   6.67428373E-05   5.55289234E-05  
  24               8.21679033E-04   1.57981263E+03   8.37285236E-01   1.60131077E-01   1.40643037E-03   5.30160203E-04   3.76090432E-04   6.07356611E-05   6.67324816E-05   5.55214515E-05  
  25               9.18886506E-04   1.60450274E+03   8.36969213E-01   1.60103446E-01   1.75022867E-03   5.30071662E-04   3.75853392E-04   6.07251740E-05   6.67193246E-05   5.55117373E-05  
  26               1.02512169E-03   1.63183678E+03   8.36587732E-01   1.60070102E-01   2.16522000E-03   5.29964019E-04   3.75608085E-04   6.07125194E-05   6.67036990E-05   5.55000315E-05  
  27               1.14026936E-03   1.65750107E+03   8.36120821E-01   1.60029301E-01   2.67316452E-03   5.29831558E-04   3.75332002E-04   6.06970365E-05   6.66848732E-05   5.54857288E-05  
  28               1.26610139E-03   1.68402304E+03   8.35591646E-01   1.59983074E-01   3.24886615E-03   5.29680863E-04   3.75039702E-04   6.06794937E-05   6.66637087E-05   5.54695351E-05  
  29               1.40592015E-03   1.70879208E+03   8.34954327E-01   1.59927412E-01   3.94223957E-03   5.29498815E-04   3.74706932E-04   6.06583717E-05   6.66384861E-05   5.54500557E-05  
  30               1.56278029E-03   1.73602058E+03   8.34189222E-01   1.59860607E-01   4.77462284E-03   5.29279749E-04   3.74343381E-04   6.06330211E-05   6.66084719E-05   5.54266954E-05  
  31               1.73844823E-03   1.76410175E+03   8.33062776E-01   1.59762274E-01   6.00010129E-03   5.28956464E-04   3.73857657E-04   6.05957100E-05   6.65650748E-05   5.53923714E-05  
  32               1.93369656E-03   1.80271425E+03   8.31534734E-01   1.59628913E-01   7.66245615E-03   5.28517242E-04   3.73253458E-04   6.05451097E-05   6.65068606E-05   5.53458726E-05  
  33               2.14951104E-03   1.83984457E+03   8.29560271E-01   1.59456626E-01   9.81044168E-03   5.27949105E-04   3.72527272E-04   6.04797390E-05   6.64322159E-05   5.52858482E-05  
  34               2.38878946E-03   1.87549882E+03   8.27280760E-01   1.59257762E-01   1.22902454E-02   5.27292691E-04   3.71746057E-04   6.04042804E-05   6.63463610E-05   5.52165928E-05  
  35               2.65475613E-03   1.91001172E+03   8.24697847E-01   1.59032469E-01   1.51000757E-02   5.26548528E-04   3.70905336E-04   6.03187870E-05   6.62493412E-05   5.51381558E-05  
  36               2.95099742E-03   1.94335158E+03   8.21815038E-01   1.58781051E-01   1.82361191E-02   5.25717666E-04   3.69999751E-04   6.02233726E-05   6.61412686E-05   5.50506418E-05  
  37               3.28155538E-03   1.97564072E+03   8.18645011E-01   1.58504614E-01   2.16845836E-02   5.24803793E-04   3.69026330E-04   6.01184535E-05   6.60225903E-05   5.49544328E-05  
  38               3.65095628E-03   2.00700196E+03   8.15190435E-01   1.58203388E-01   2.54425681E-02   5.23807701E-04   3.67978821E-04   6.00041139E-05   6.58933871E-05   5.48496068E-05  
  39               4.06423396E-03   2.03768963E+03   8.11467015E-01   1.57878740E-01   2.94929900E-02   5.22733936E-04   3.66855110E-04   5.98808688E-05   6.57542149E-05   5.47366366E-05  
  40               4.52717471E-03   2.06758184E+03   8.07480098E-01   1.57531136E-01   3.38300350E-02   5.21584055E-04   3.65650338E-04   5.97488897E-05   6.56052513E-05   5.46156809E-05  
  41               5.04637662E-03   2.09695431E+03   8.03255621E-01   1.57162833E-01   3.84254886E-02   5.20365549E-04   3.64366220E-04   5.96090286E-05   6.54474234E-05   5.44875215E-05  
  42               5.62922561E-03   2.12571583E+03   7.98786183E-01   1.56773186E-01   4.32874042E-02   5.19076291E-04   3.62994786E-04   5.94610330E-05   6.52804432E-05   5.43519315E-05  
  43               6.28394874E-03   2.15421518E+03   7.94100412E-01   1.56364688E-01   4.83846409E-02   5.17724547E-04   3.61539328E-04   5.93058422E-05   6.51053349E-05   5.42097737E-05  
  44               7.01974311E-03   2.18220483E+03   7.89189224E-01   1.55936545E-01   5.37270826E-02   5.16307698E-04   3.59991916E-04   5.91431453E-05   6.49217496E-05   5.40607704E-05  
  45               7.84687237E-03   2.21002906E+03   7.84096455E-01   1.55492577E-01   5.92670436E-02   5.14838398E-04   3.58361222E-04   5.89743823E-05   6.47312646E-05   5.39062442E-05  
  46               8.77677395E-03   2.23740672E+03   7.78804140E-01   1.55031218E-01   6.50240695E-02   5.13311463E-04   3.56636952E-04   5.87989443E-05   6.45332081E-05   5.37456489E-05  
  47               9.82213433E-03   2.26474061E+03   7.73357357E-01   1.54556395E-01   7.09491231E-02   5.11739906E-04   3.54828938E-04   5.86183084E-05   6.43292017E-05   5.35803448E-05  
  48               1.09970049E-02   2.29171733E+03   7.67739471E-01   1.54066592E-01   7.70596121E-02   5.10118707E-04   3.52927622E-04   5.84318797E-05   6.41185991E-05   5.34098032E-05  
  49               1.23147165E-02   2.31861242E+03   7.61988436E-01   1.53565310E-01   8.33118147E-02   5.08459202E-04   3.53137424E-04   5.82409564E-05   6.39028520E-05   5.32352371E-05  
  50               1.37893617E-02   2.34526905E+03   7.56099714E-01   1.53052023E-01   8.97138057E-02   5.06759920E-04   3.53244591E-04   5.80453218E-05   6.36817321E-05   5.30564624E-05  
  51               1.54389329E-02   2.37179273E+03   7.50111910E-01   1.52530162E-01   9.62242809E-02   5.05032219E-04   3.53258003E-04   5.78462492E-05   6.34566523E-05   5.28746663E-05  
  52               1.72863632E-02   2.39810854E+03   7.44026095E-01   1.51999625E-01   1.02844514E-01   5.03276029E-04   3.50977765E-04   5.76436724E-05   6.32275451E-05   5.26898099E-05  
  53               1.93569987E-02   2.42439254E+03   7.37864301E-01   1.51462461E-01   1.09547399E-01   5.01497869E-04   3.48616549E-04   5.74383170E-05   6.29952401E-05   5.25026006E-05  
  54               2.16754646E-02   2.45054213E+03   7.31617595E-01   1.50917891E-01   1.16342655E-01   4.99695161E-04   3.46168222E-04   5.72298305E-05   6.27593943E-05   5.23127650E-05  
  55               2.42680709E-02   2.47668013E+03   7.25318580E-01   1.50368756E-01   1.23194814E-01   4.97877315E-04   3.43642340E-04   5.70192320E-05   6.25211837E-05   5.21212870E-05  
  56               2.71580969E-02   2.50264428E+03   7.18961436E-01   1.49814548E-01   1.30110209E-01   4.96042649E-04   3.41034494E-04   5.68062488E-05   6.22803889E-05   5.19279885E-05  
  57               3.03780879E-02   2.52858738E+03   7.12581337E-01   1.49258334E-01   1.37050578E-01   4.94201316E-04   3.38356245E-04   5.65919593E-05   6.20382747E-05   5.17339307E-05  
  58               3.39635998E-02   2.55437715E+03   7.06161183E-01   1.48698621E-01   1.44034521E-01   4.92348379E-04   3.35599109E-04   5.63756781E-05   6.17942022E-05   5.15385934E-05  
  59               3.79532626E-02   2.58019854E+03   6.99731521E-01   1.48138073E-01   1.51028810E-01   4.90492654E-04   3.32773664E-04   5.61582892E-05   6.15492603E-05   5.13428969E-05  
  60               4.23889121E-02   2.60590507E+03   6.93266148E-01   1.47574405E-01   1.58061948E-01   4.88626577E-04   3.29867887E-04   5.59387473E-05   6.13024831E-05   5.11460462E-05  
  61               4.73157276E-02   2.63168487E+03   6.86800420E-01   1.47010699E-01   1.65095474E-01   4.86760353E-04   3.26895182E-04   5.57180396E-05   6.10551353E-05   5.09491070E-05  
  62               5.27824422E-02   2.65735845E+03   6.80309038E-01   1.46444748E-01   1.72156909E-01   4.84886677E-04   3.23843959E-04   5.54950714E-05   6.08062867E-05   5.07513120E-05  
  63               5.88415411E-02   2.68311232E+03   6.73834931E-01   1.45880296E-01   1.79199552E-01   4.83017940E-04   3.20731974E-04   5.52710057E-05   6.05574769E-05   5.05539559E-05  
  64               6.55494600E-02   2.70875164E+03   6.67349006E-01   1.45314805E-01   1.86255053E-01   4.81145742E-04   3.17546195E-04   5.50445092E-05   6.03076411E-05   5.03561569E-05  
  65               7.29668095E-02   2.73448273E+03   6.60898151E-01   1.44752363E-01   1.93272403E-01   4.79283618E-04   3.14307522E-04   5.48167736E-05   6.00584623E-05   5.01593295E-05  
  66               8.11586833E-02   2.76008247E+03   6.54448580E-01   1.44190025E-01   2.00288356E-01   4.77421811E-04   3.11001008E-04   5.45861536E-05   5.98087081E-05   4.99624501E-05  
  67               9.01949737E-02   2.78577744E+03   6.48050765E-01   1.43632190E-01   2.07248006E-01   4.75574890E-04   3.07650618E-04   5.43538219E-05   5.95601898E-05   4.97670416E-05  
  68               1.00150733E-01   2.81133354E+03   6.41662517E-01   1.43075180E-01   2.14197247E-01   4.73730674E-04   3.04237521E-04   5.41176327E-05   5.93113736E-05   4.95718266E-05  
