# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               H2O              CH4              CO               H                NH3              N2              
  27               1.87840533E-02   2.66594151E+02   8.38073964E-01   1.60463844E-01   7.81859944E-04   5.31345356E-04   1.40821258E-32   4.94727143E-40   1.21724004E-04   1.76075951E-12  
  28               2.19416143E-02   2.75045677E+02   8.38073964E-01   1.60463844E-01   7.81859944E-04   5.31345356E-04   1.76715327E-31   9.37363675E-39   1.21723999E-04   4.52996226E-12  
  29               2.56321993E-02   2.81464734E+02   8.38073964E-01   1.60463844E-01   7.81859944E-04   5.31345356E-04   1.00277273E-30   7.61514570E-38   1.21723991E-04   8.21983972E-12  
  30               2.99443340E-02   2.90461358E+02   8.38073964E-01   1.60463844E-01   7.81859944E-04   5.31345356E-04   1.11700014E-29   1.26013248E-36   1.21723967E-04   2.01585816E-11  
  31               3.49810140E-02   2.97448585E+02   8.38073964E-01   1.60463844E-01   7.81859944E-04   5.31345356E-04   6.07049074E-29   9.71308669E-36   1.21723936E-04   3.60188570E-11  
  32               4.08619442E-02   3.07123454E+02   8.38073964E-01   1.60463844E-01   7.81859943E-04   5.31345356E-04   6.16553757E-28   1.44408015E-34   1.21723837E-04   8.52195046E-11  
  33               4.77248827E-02   3.15021725E+02   8.38073964E-01   1.60463844E-01   7.81859943E-04   5.31345356E-04   3.44302599E-27   1.13689220E-33   1.21723698E-04   1.54771013E-10  
  34               5.57291263E-02   3.25821201E+02   8.38073964E-01   1.60463844E-01   7.81859604E-04   5.31345356E-04   3.47670944E-26   1.66266281E-32   1.21723273E-04   3.67341770E-10  
  35               6.50584118E-02   3.35025677E+02   8.38073964E-01   1.60463844E-01   7.81859602E-04   5.31345355E-04   2.09641806E-25   1.40660650E-31   1.21722620E-04   6.93912900E-10  
  36               7.59259340E-02   3.47251979E+02   8.38073966E-01   1.60463844E-01   7.81858163E-04   5.31345354E-04   2.13809187E-24   2.05440559E-30   1.21720677E-04   1.66520073E-09  
  37               8.85787965E-02   3.58129676E+02   8.38073963E-01   1.60463842E-01   7.81858155E-04   5.31345349E-04   1.41120250E-23   1.89098176E-29   1.21717416E-04   3.29521366E-09  
  38               1.03303964E-01   3.72303926E+02   8.38073975E-01   1.60463841E-01   7.81851747E-04   5.31345345E-04   1.50606962E-22   2.85775304E-28   1.21707744E-04   8.13042837E-09  
  39               1.20428256E-01   3.85415003E+02   8.38073680E-01   1.60463780E-01   7.81851446E-04   5.31345141E-04   1.11184386E-21   2.92061129E-27   1.21689883E-04   1.70376364E-08  
  40               1.40329071E-01   4.01914940E+02   8.38074051E-01   1.60463801E-01   7.81485371E-04   5.31345211E-04   1.21310153E-20   4.45007497E-26   1.21638367E-04   4.28039225E-08  
  41               1.63436129E-01   4.17577890E+02   8.38074117E-01   1.60463784E-01   7.81485344E-04   5.31345158E-04   9.56413436E-20   4.80007278E-25   1.21537886E-04   9.30382530E-08  
  42               1.90248568E-01   4.37181888E+02   8.38074296E-01   1.60463735E-01   7.81487195E-04   5.31344993E-04   1.08865609E-18   7.50648565E-24   1.21244702E-04   2.39611309E-07  
  43               2.21360274E-01   4.57366129E+02   8.38074283E-01   1.60463552E-01   7.81549536E-04   5.31344389E-04   1.06278294E-17   9.92592528E-23   1.20574975E-04   5.74405395E-07  
  44               2.57536243E-01   4.78726816E+02   8.38070626E-01   1.60462784E-01   7.83418742E-04   5.31341846E-04   9.62758894E-17   1.20238180E-21   1.19089649E-04   1.31677707E-06  
  45               2.99824840E-01   5.00905699E+02   8.38075612E-01   1.60462576E-01   7.80116176E-04   5.31341156E-04   7.66537973E-16   1.27595785E-20   1.16141543E-04   2.79075160E-06  
  46               3.49736894E-01   5.24690138E+02   8.38079246E-01   1.60461695E-01   7.80111900E-04   5.31338239E-04   5.85147475E-15   1.28544822E-19   1.10650546E-04   5.53591567E-06  
  47               4.09496612E-01   5.49922812E+02   8.38085024E-01   1.60460294E-01   7.80105107E-04   5.31333601E-04   4.13365925E-14   1.19464077E-18   1.01919690E-04   9.90081218E-06  
  48               4.82390623E-01   5.77694722E+02   8.38093181E-01   1.60458317E-01   7.80095545E-04   5.31327052E-04   2.90896201E-13   1.10787632E-17   8.95953304E-05   1.60622422E-05  
  49               5.72752536E-01   6.07986048E+02   8.38102702E-01   1.60456009E-01   7.80084461E-04   5.31319407E-04   1.97272780E-12   9.93929877E-17   7.52085471E-05   2.32547583E-05  
  50               6.85607540E-01   6.41709565E+02   8.38112505E-01   1.60453632E-01   7.80073279E-04   5.31311524E-04   1.33587911E-11   8.94463927E-16   6.03951605E-05   3.06605501E-05  
  51               8.26028358E-01   6.78274195E+02   8.38121150E-01   1.60451533E-01   7.80064007E-04   5.31304503E-04   8.45963697E-11   7.54032705E-15   4.73239942E-05   3.71953373E-05  
  52               9.98166214E-01   7.17798545E+02   8.38128210E-01   1.60449807E-01   7.80057683E-04   5.31298366E-04   4.98969856E-10   5.90277457E-14   3.66040351E-05   4.25546620E-05  
  53               1.20466110E+00   7.58997163E+02   8.38133348E-01   1.60448473E-01   7.80054685E-04   5.31291869E-04   2.56790207E-09   3.99884687E-13   2.85373360E-05   4.65875058E-05  
  54               1.44705010E+00   8.01615283E+02   8.38137105E-01   1.60447468E-01   7.80052136E-04   5.31279482E-04   1.15867941E-08   2.34698211E-12   2.25448098E-05   4.95833874E-05  
  55               1.72720986E+00   8.44696635E+02   8.38139977E-01   1.60446756E-01   7.80036897E-04   5.31243741E-04   4.48730682E-08   1.16733144E-11   1.82105186E-05   5.17502628E-05  
  56               2.04694816E+00   8.88230596E+02   8.38142105E-01   1.60446191E-01   7.79962790E-04   5.31134067E-04   1.52433602E-07   5.02907789E-11   1.50139186E-05   5.33483465E-05  
  57               2.40820144E+00   9.31743221E+02   8.38143641E-01   1.60445652E-01   7.79712483E-04   5.30828798E-04   4.55390398E-07   1.88393027E-10   1.26526399E-05   5.45287759E-05  
  58               2.81357879E+00   9.75225027E+02   8.38144463E-01   1.60444923E-01   7.79024434E-04   5.30064143E-04   1.21655306E-06   6.25273891E-10   1.08732101E-05   5.54181970E-05  
  59               3.26730546E+00   1.01882044E+03   8.38145885E-01   1.60443990E-01   7.77380464E-04   5.28323066E-04   2.95249737E-06   1.87444626E-09   9.50331173E-06   5.61027472E-05  
  60               3.77468045E+00   1.06232230E+03   8.38151155E-01   1.60442658E-01   7.73967532E-04   5.24741365E-04   6.52621214E-06   5.11160213E-09   8.44640502E-06   5.66305867E-05  
  61               4.34339225E+00   1.10652912E+03   8.38160662E-01   1.60440285E-01   7.67255365E-04   5.17822726E-04   1.34310269E-05   1.30479234E-08   7.59321314E-06   5.70560380E-05  
  62               4.98370452E+00   1.14971599E+03   8.38175922E-01   1.60436507E-01   7.56077673E-04   5.06415262E-04   2.48173798E-05   3.02680610E-08   6.96365036E-06   5.73689064E-05  
  63               5.71040624E+00   1.18837625E+03   8.38194752E-01   1.60431861E-01   7.42044179E-04   4.92163947E-04   3.90437524E-05   6.04299624E-08   6.61189800E-06   5.75422784E-05  
  64               6.54105636E+00   1.22751185E+03   8.38219811E-01   1.60425691E-01   7.23243719E-04   4.73133518E-04   5.80420429E-05   1.16083652E-07   6.33390105E-06   5.76777317E-05  
  65               7.49434483E+00   1.26324044E+03   8.38245344E-01   1.60419403E-01   7.03969987E-04   4.53654266E-04   7.74891096E-05   2.01505808E-07   6.21943400E-06   5.77309864E-05  
  66               8.59309870E+00   1.30057851E+03   8.38275810E-01   1.60411897E-01   6.80910345E-04   4.30381755E-04   1.00723313E-04   3.46884647E-07   6.12310178E-06   5.77739554E-05  
  67               9.86101575E+00   1.33553410E+03   8.38303751E-01   1.60404990E-01   6.59647868E-04   4.08933237E-04   1.22135766E-04   5.56785691E-07   6.13605924E-06   5.77619642E-05  
  68               1.13224065E+01   1.37315306E+03   8.38336000E-01   1.60396991E-01   6.35033024E-04   3.84122692E-04   1.46903170E-04   9.03249477E-07   6.13623652E-06   5.77547359E-05  
  69               1.30016352E+01   1.40938564E+03   8.38364710E-01   1.60389802E-01   6.12934570E-04   3.61844692E-04   1.69139312E-04   1.39673354E-06   6.20917948E-06   5.77105717E-05  
  70               1.49254317E+01   1.44917629E+03   8.38397618E-01   1.60381470E-01   5.87428311E-04   3.36121950E-04   1.94810157E-04   2.20583572E-06   6.24970415E-06   5.76802140E-05  
  71               1.71249829E+01   1.48837955E+03   8.38426514E-01   1.60373929E-01   5.64602785E-04   3.13002881E-04   2.17875660E-04   3.36515798E-06   6.34137335E-06   5.76231439E-05  
  72               1.96311311E+01   1.53160213E+03   8.38458092E-01   1.60365305E-01   5.38966081E-04   2.86959244E-04   2.43851659E-04   5.24847027E-06   6.39588706E-06   5.75812075E-05  
  73               2.24629223E+01   1.57469394E+03   8.38483998E-01   1.60357258E-01   5.16360148E-04   2.63520817E-04   2.67215889E-04   7.95785666E-06   6.48599967E-06   5.75194408E-05  
  74               2.56203485E+01   1.62202737E+03   8.38496497E-01   1.60345555E-01   4.92590171E-04   2.37457802E-04   2.93176233E-04   1.23100698E-05   6.52864856E-06   5.74757298E-05  
  75               2.90579759E+01   1.66931980E+03   8.38507531E-01   1.60336198E-01   4.84939563E-04   2.10241417E-04   3.20288261E-04   1.85610670E-05   6.58217290E-06   5.74260399E-05  
  76               3.27310606E+01   1.72076863E+03   8.38527998E-01   1.60327000E-01   4.61378317E-04   1.85229509E-04   3.45172626E-04   2.84361492E-05   6.57391896E-06   5.74007153E-05  
  77               3.65816047E+01   1.77210518E+03   8.38532666E-01   1.60317011E-01   4.43560950E-04   1.62111785E-04   3.68146103E-04   4.24952222E-05   6.56296126E-06   5.73737353E-05  
  78               4.05182902E+01   1.81993321E+03   8.38511952E-01   1.60305984E-01   4.38079455E-04   1.41753246E-04   3.88358014E-04   6.04310355E-05   6.58131217E-06   5.73333995E-05  
  79               4.43778554E+01   1.86372762E+03   8.38453382E-01   1.60291676E-01   4.49127277E-04   1.22420820E-04   4.07551047E-04   8.20497137E-05   6.61102430E-06   5.72921323E-05  
  80               4.78562603E+01   1.90031279E+03   8.38378900E-01   1.60279136E-01   4.81302953E-04   1.04616542E-04   4.25262790E-04   1.04674923E-04   6.65292643E-06   5.72568568E-05  
  81               5.08168116E+01   1.93006406E+03   8.38367819E-01   1.60275151E-01   4.74342231E-04   9.75664928E-05   4.32215351E-04   1.26704443E-04   6.69176384E-06   5.72164410E-05  
  82               5.40869608E+01   1.96105085E+03   8.38351634E-01   1.60270954E-01   4.67903118E-04   9.10322184E-05   4.38641248E-04   1.53522003E-04   6.74333749E-06   5.71677298E-05  
  83               5.76854454E+01   1.99368572E+03   8.38317905E-01   1.60264192E-01   4.61775854E-04   8.48057263E-05   4.44738794E-04   1.86658317E-04   6.80220323E-06   5.71121982E-05  
  84               6.06010955E+01   2.01874365E+03   8.38296566E-01   1.60260534E-01   4.57580555E-04   8.05212440E-05   4.48923670E-04   2.15834955E-04   6.85518700E-06   5.70654052E-05  
  85               6.28158909E+01   2.03728473E+03   8.38278389E-01   1.60257696E-01   4.54666967E-04   7.75471953E-05   4.51820659E-04   2.39755197E-04   6.89535303E-06   5.70298249E-05  
  86               6.53256077E+01   2.05748412E+03   8.38256081E-01   1.60254495E-01   4.51746525E-04   7.45518851E-05   4.54728187E-04   2.68165089E-04   6.94416636E-06   5.69879920E-05  
  87               6.81578126E+01   2.07965990E+03   8.38228463E-01   1.60250797E-01   4.48746623E-04   7.14651062E-05   4.57714286E-04   3.02454254E-04   6.99936692E-06   5.69406670E-05  
  88               7.13418222E+01   2.10362459E+03   8.38194710E-01   1.60246579E-01   4.45779021E-04   6.83959135E-05   4.60668953E-04   3.43354810E-04   7.06390147E-06   5.68862967E-05  
  89               7.49066872E+01   2.12954476E+03   8.38123129E-01   1.60235927E-01   4.42810634E-04   6.53199620E-05   4.63595302E-04   3.92481267E-04   7.13644209E-06   5.68230467E-05  
  90               7.75810908E+01   2.14832383E+03   8.38089775E-01   1.60232216E-01   4.40848364E-04   6.32505557E-05   4.65565660E-04   4.31467051E-04   7.19187514E-06   5.67767640E-05  
  91               7.95394800E+01   2.16174723E+03   8.38064205E-01   1.60229419E-01   4.39504786E-04   6.18526487E-05   4.66890081E-04   4.61170689E-04   7.23302810E-06   5.67425537E-05  
  92               8.17911665E+01   2.17686324E+03   8.38033547E-01   1.60226138E-01   4.38063857E-04   6.03488420E-05   4.68308567E-04   4.96542782E-04   7.28061083E-06   5.67030713E-05  
  93               8.43721030E+01   2.19372096E+03   8.37996955E-01   1.60222312E-01   4.36554702E-04   5.87671730E-05   4.69791586E-04   5.38459219E-04   7.33613192E-06   5.66573499E-05  
  94               8.73209767E+01   2.21253072E+03   8.37952991E-01   1.60217812E-01   4.34964249E-04   5.70929252E-05   4.71351590E-04   5.88503184E-04   7.39947288E-06   5.66050989E-05  
  95               9.06794270E+01   2.23320916E+03   8.37900727E-01   1.60212583E-01   4.33354069E-04   5.53864079E-05   4.72926682E-04   6.47594211E-04   7.47326781E-06   5.65448147E-05  
  96               9.44919767E+01   2.25605004E+03   8.37837904E-01   1.60206413E-01   4.31691100E-04   5.36122182E-05   4.74549087E-04   7.18235800E-04   7.55641827E-06   5.64765653E-05  
  97               9.88064714E+01   2.28079736E+03   8.37763624E-01   1.60199267E-01   4.30069454E-04   5.18629010E-05   4.76124615E-04   8.01267212E-04   7.65290546E-06   5.63982189E-05  
  98               1.03674182E+02   2.30782320E+03   8.37672582E-01   1.60190453E-01   4.28436420E-04   5.00834081E-05   4.77702785E-04   9.00377723E-04   7.76064746E-06   5.63100434E-05  
  99               1.09149617E+02   2.33675843E+03   8.37560489E-01   1.60180396E-01   4.32186871E-04   4.78386836E-05   4.79749862E-04   1.01650687E-03   7.88462432E-06   5.62160500E-05  
  100              1.15292850E+02   2.36798017E+03   8.37435309E-01   1.60168884E-01   4.30812676E-04   4.61484409E-05   4.81181721E-04   1.15452411E-03   8.02195804E-06   5.61046671E-05  
  101              1.22169560E+02   2.40104397E+03   8.37288829E-01   1.60155582E-01   4.29575327E-04   4.45718707E-05   4.82464097E-04   1.31549776E-03   8.17802641E-06   5.59788412E-05  
