# ATMO chemical composition profiles
# Chemical abundances given as mole fraction for the 8 most abundant species
# Model Level      Pressure [Ba]    Temperature [K]  H2               He               CH4              H2O              NH3              H2S              H2O(s)           Ar              
  27               2.83849103E-02   1.12952459E+02   8.38823300E-01   1.60607121E-01   5.31819791E-04   3.61467517E-15   1.46710605E-06   2.30032952E-05   1.82785145E-14   4.22438773E-06  
  28               3.18557896E-02   1.17144489E+02   8.38823300E-01   1.60607121E-01   5.31819791E-04   2.19708579E-14   1.04717548E-05   2.30032952E-05   6.87195353E-14   4.22438773E-06  
  29               3.50134138E-02   1.20674404E+02   8.38802309E-01   1.60603102E-01   5.31806482E-04   9.08987435E-14   1.04986271E-05   2.30027195E-05   1.94033818E-13   4.22428202E-06  
  30               3.78496893E-02   1.23684408E+02   8.38802309E-01   1.60603102E-01   5.31806482E-04   2.85977578E-13   3.54961915E-05   2.30027195E-05   9.62722656E-13   4.22428202E-06  
  31               4.01757771E-02   1.26052356E+02   8.38729898E-01   1.60589238E-01   5.31760573E-04   1.24859244E-12   3.55734357E-05   2.30007338E-05   0.00000000E+00   4.22391735E-06  
  32               4.19189003E-02   1.27792560E+02   8.38729898E-01   1.60589238E-01   5.31760573E-04   1.25200077E-12   1.21819128E-04   2.30007338E-05   3.66030666E-12   4.22391735E-06  
  33               4.31399674E-02   1.28978206E+02   8.38729898E-01   1.60589238E-01   5.31760573E-04   4.91230743E-12   1.21819128E-04   2.30007338E-05   0.00000000E+00   4.22391735E-06  
  34               4.45476774E-02   1.30335272E+02   8.38729898E-01   1.60589238E-01   5.31760573E-04   4.91230743E-12   1.21819128E-04   2.30007338E-05   0.00000000E+00   4.22391735E-06  
  35               4.61700325E-02   1.31855019E+02   8.38729898E-01   1.60589238E-01   5.31760573E-04   4.92224498E-12   1.21819128E-04   2.30007338E-05   1.06722362E-11   4.22391735E-06  
  36               4.80390948E-02   1.33578247E+02   8.38729898E-01   1.60589238E-01   5.31760573E-04   1.55944812E-11   1.21819128E-04   2.30007338E-05   0.00000000E+00   4.22391735E-06  
  37               5.01915475E-02   1.35494486E+02   8.38729898E-01   1.60589238E-01   5.31760573E-04   1.56360418E-11   1.21819128E-04   2.30007338E-05   4.46332767E-11   4.22391735E-06  
  38               5.26693430E-02   1.37646094E+02   8.38729898E-01   1.60589238E-01   5.31760573E-04   6.02693185E-11   1.21819128E-04   2.30007338E-05   0.00000000E+00   4.22391735E-06  
  39               5.55204305E-02   1.40023897E+02   8.38729898E-01   1.60589238E-01   5.31760573E-04   6.04748474E-11   1.21819128E-04   2.30007338E-05   2.20723869E-10   4.22391735E-06  
  40               5.87995885E-02   1.42671228E+02   8.38729898E-01   1.60589238E-01   5.31760573E-04   2.81198716E-10   1.21819128E-04   2.30007338E-05   0.00000000E+00   4.22391735E-06  
  41               6.25693825E-02   1.45578130E+02   8.38729897E-01   1.60589238E-01   5.31760572E-04   2.82381645E-10   1.21819128E-04   2.30007338E-05   1.27038641E-09   4.22391734E-06  
  42               6.69012751E-02   1.48789910E+02   8.38729897E-01   1.60589238E-01   5.31760572E-04   1.55276805E-09   1.21819128E-04   2.30007338E-05   0.00000000E+00   4.22391734E-06  
  43               7.18769250E-02   1.52294037E+02   8.38729890E-01   1.60589236E-01   5.31760568E-04   1.56046218E-09   1.21819127E-04   2.30007336E-05   8.26307067E-09   4.22391731E-06  
  44               7.75897180E-02   1.56135395E+02   8.38729890E-01   1.60589236E-01   5.31760568E-04   9.82353285E-09   1.21819127E-04   2.30007336E-05   0.00000000E+00   4.22391731E-06  
  45               8.41466068E-02   1.60298154E+02   8.38729841E-01   1.60589227E-01   5.31760537E-04   9.87794247E-09   1.21819120E-04   2.30007322E-05   5.84378883E-08   4.22391706E-06  
  46               9.16700594E-02   1.64828208E+02   8.38729841E-01   1.60589227E-01   5.31760537E-04   6.83158308E-08   1.21819120E-04   2.30007322E-05   0.00000000E+00   4.22391706E-06  
  47               1.00300007E-01   1.69704522E+02   8.38729481E-01   1.60589158E-01   5.31760309E-04   6.87143256E-08   1.21819068E-04   2.30007224E-05   4.28259619E-07   4.22391525E-06  
  48               1.10194889E-01   1.74968119E+02   8.38729481E-01   1.60589158E-01   5.31760309E-04   4.96973945E-07   1.21819068E-04   2.30007224E-05   0.00000000E+00   4.22391525E-06  
  49               1.21534957E-01   1.80592270E+02   8.38726883E-01   1.60588661E-01   5.31758662E-04   4.99840821E-07   1.21818691E-04   2.30006511E-05   3.09471426E-06   4.22390217E-06  
  50               1.34525339E-01   1.86615791E+02   8.38726883E-01   1.60588661E-01   5.31758662E-04   3.59455508E-06   1.21818691E-04   2.30006511E-05   0.00000000E+00   4.22390217E-06  
  51               1.49396566E-01   1.93003933E+02   8.38709269E-01   1.60585288E-01   5.31747495E-04   3.61340195E-06   1.21816132E-04   2.30001681E-05   2.09816631E-05   4.22381346E-06  
  52               1.66397051E-01   1.99787949E+02   8.38709269E-01   1.60585288E-01   5.31747495E-04   2.45950650E-05   1.21816132E-04   2.30001681E-05   0.00000000E+00   4.22381346E-06  
  53               1.85784156E-01   2.06915684E+02   8.38603587E-01   1.60565054E-01   5.31680491E-04   2.46866152E-05   1.21800783E-04   2.29972699E-05   1.25911431E-04   4.22328124E-06  
  54               2.07781937E-01   2.14399973E+02   8.38603587E-01   1.60565054E-01   5.31680491E-04   1.50598046E-04   1.21800783E-04   2.29972699E-05   0.00000000E+00   4.22328124E-06  
  55               2.32436579E-01   2.22107463E+02   8.38074988E-01   1.60463844E-01   5.31345356E-04   1.50503665E-04   1.21724008E-04   2.29827740E-05   6.30331373E-04   4.22061917E-06  
  56               2.59454427E-01   2.29920812E+02   8.38074988E-01   1.60463844E-01   5.31345356E-04   7.80835038E-04   1.21724008E-04   2.29827740E-05   0.00000000E+00   4.22061917E-06  
  57               2.87654354E-01   2.37437706E+02   8.38074988E-01   1.60463844E-01   5.31345356E-04   7.80835038E-04   1.21724008E-04   2.29827740E-05   0.00000000E+00   4.22061917E-06  
  58               3.19872870E-01   2.45421702E+02   8.38074988E-01   1.60463844E-01   5.31345356E-04   7.80835038E-04   1.21724008E-04   2.29827740E-05   0.00000000E+00   4.22061917E-06  
  59               3.56685534E-01   2.53823997E+02   8.38074988E-01   1.60463844E-01   5.31345356E-04   7.80835038E-04   1.21724008E-04   2.29827740E-05   0.00000000E+00   4.22061917E-06  
  60               3.98749045E-01   2.62717517E+02   8.38074988E-01   1.60463844E-01   5.31345356E-04   7.80835038E-04   1.21724008E-04   2.29827740E-05   0.00000000E+00   4.22061917E-06  
  61               4.46807034E-01   2.72049021E+02   8.38074988E-01   1.60463844E-01   5.31345356E-04   7.80835038E-04   1.21724008E-04   2.29827740E-05   0.00000000E+00   4.22061917E-06  
  62               5.01692188E-01   2.81889013E+02   8.38074988E-01   1.60463844E-01   5.31345356E-04   7.80835038E-04   1.21724008E-04   2.29827740E-05   0.00000000E+00   4.22061917E-06  
  63               5.64341141E-01   2.92178218E+02   8.38074988E-01   1.60463844E-01   5.31345356E-04   7.80835038E-04   1.21724008E-04   2.29827740E-05   0.00000000E+00   4.22061917E-06  
  64               6.35830148E-01   3.02995333E+02   8.38074988E-01   1.60463844E-01   5.31345356E-04   7.80835038E-04   1.21724007E-04   2.29827740E-05   0.00000000E+00   4.22061917E-06  
  65               7.17376674E-01   3.14278610E+02   8.38074988E-01   1.60463844E-01   5.31345356E-04   7.80835037E-04   1.21724006E-04   2.29827740E-05   0.00000000E+00   4.22061917E-06  
  66               8.10357684E-01   3.26113055E+02   8.38074988E-01   1.60463844E-01   5.31345356E-04   7.80834911E-04   1.21724004E-04   2.29827740E-05   0.00000000E+00   4.22061917E-06  
  67               9.16340344E-01   3.38433394E+02   8.38074988E-01   1.60463844E-01   5.31345356E-04   7.80834910E-04   1.21723998E-04   2.29827740E-05   0.00000000E+00   4.22061917E-06  
  68               1.03711786E+00   3.51335507E+02   8.38074988E-01   1.60463844E-01   5.31345356E-04   7.80834277E-04   1.21723982E-04   2.29827740E-05   0.00000000E+00   4.22061917E-06  
  69               1.17473919E+00   3.64752742E+02   8.38074965E-01   1.60463840E-01   5.31345341E-04   7.80834255E-04   1.21723938E-04   2.29827734E-05   0.00000000E+00   4.22061905E-06  
  70               1.33149490E+00   3.78787586E+02   8.38074991E-01   1.60463842E-01   5.31345348E-04   7.80806381E-04   1.21723840E-04   2.29827737E-05   0.00000000E+00   4.22061911E-06  
  71               1.50991562E+00   3.93359393E+02   8.38074991E-01   1.60463842E-01   5.31345348E-04   7.80806380E-04   1.21723610E-04   2.29827737E-05   0.00000000E+00   4.22061911E-06  
  72               1.71278084E+00   4.08567566E+02   8.38074991E-01   1.60463842E-01   5.31345348E-04   7.80806381E-04   1.21723086E-04   2.29827737E-05   0.00000000E+00   4.22061910E-06  
  73               1.94323153E+00   4.24322591E+02   8.38074992E-01   1.60463842E-01   5.31345347E-04   7.80806397E-04   1.21721948E-04   2.29827736E-05   0.00000000E+00   4.22061910E-06  
  74               2.20486263E+00   4.40740015E+02   8.38074572E-01   1.60463761E-01   5.31345079E-04   7.80806342E-04   1.21719478E-04   2.29827620E-05   0.00000000E+00   4.22061697E-06  
  75               2.50165499E+00   4.57725332E+02   8.38075012E-01   1.60463797E-01   5.31345198E-04   7.80311465E-04   1.21714618E-04   2.29827672E-05   0.00000000E+00   4.22061791E-06  
  76               2.83790353E+00   4.75390508E+02   8.38074544E-01   1.60463721E-01   5.31344948E-04   7.80398705E-04   1.21704889E-04   2.29827564E-05   0.00000000E+00   4.22061593E-06  
  77               3.21812953E+00   4.93613268E+02   8.38072712E-01   1.60463718E-01   5.31344938E-04   7.82243234E-04   1.21686559E-04   2.29827559E-05   0.00000000E+00   4.22061585E-06  
  78               3.64737081E+00   5.12508025E+02   8.38072734E-01   1.60463713E-01   5.31344920E-04   7.82243208E-04   1.21652670E-04   2.29827552E-05   0.00000000E+00   4.22061571E-06  
  79               4.13200219E+00   5.31982929E+02   8.38070137E-01   1.60463198E-01   5.31343216E-04   7.82240699E-04   1.21592108E-04   2.29826815E-05   0.00000000E+00   4.22060217E-06  
  80               4.67936531E+00   5.52198572E+02   8.38073098E-01   1.60463434E-01   5.31343996E-04   7.79095366E-04   1.21487616E-04   2.29827152E-05   0.00000000E+00   4.22060837E-06  
  81               5.29707942E+00   5.73033175E+02   8.38073214E-01   1.60463406E-01   5.31343903E-04   7.79095240E-04   1.21312738E-04   2.29827112E-05   0.00000000E+00   4.22060763E-06  
  82               5.99284615E+00   5.94607130E+02   8.38073402E-01   1.60463360E-01   5.31343752E-04   7.79095040E-04   1.21027307E-04   2.29827046E-05   0.00000000E+00   4.22060643E-06  
  83               6.77503442E+00   6.16766776E+02   8.38073698E-01   1.60463288E-01   5.31343514E-04   7.79094736E-04   1.20581242E-04   2.29826944E-05   0.00000000E+00   4.22060454E-06  
  84               7.65299715E+00   6.39652436E+02   8.38074147E-01   1.60463179E-01   5.31343152E-04   7.79094290E-04   1.19901186E-04   2.29826788E-05   0.00000000E+00   4.22060167E-06  
  85               8.63945060E+00   6.63165623E+02   8.38074804E-01   1.60463020E-01   5.31342624E-04   7.79093671E-04   1.18908646E-04   2.29826559E-05   0.00000000E+00   4.22059748E-06  
  86               9.74836761E+00   6.87501715E+02   8.38075738E-01   1.60462793E-01   5.31341872E-04   7.79092848E-04   1.17496829E-04   2.29826235E-05   0.00000000E+00   4.22059152E-06  
  87               1.09947240E+01   7.12519583E+02   8.38077001E-01   1.60462486E-01   5.31340853E-04   7.79091840E-04   1.15586295E-04   2.29825795E-05   0.00000000E+00   4.22058345E-06  
  88               1.23946523E+01   7.38396231E+02   8.38078655E-01   1.60462084E-01   5.31339513E-04   7.79090701E-04   1.13081632E-04   2.29825219E-05   0.00000000E+00   4.22057287E-06  
  89               1.39655096E+01   7.64957302E+02   8.38080700E-01   1.60461584E-01   5.31337838E-04   7.79089604E-04   1.09976218E-04   2.29824502E-05   0.00000000E+00   4.22055972E-06  
  90               1.57290805E+01   7.92424176E+02   8.38083102E-01   1.60460974E-01   5.31335773E-04   7.79088765E-04   1.06249544E-04   2.29823627E-05   0.00000000E+00   4.22054367E-06  
  91               1.77154392E+01   8.20720869E+02   8.38085848E-01   1.60460281E-01   5.31333370E-04   7.79088588E-04   1.02004365E-04   2.29822633E-05   0.00000000E+00   4.22052544E-06  
  92               1.99547030E+01   8.50090737E+02   8.38088835E-01   1.60459504E-01   5.31330546E-04   7.79089671E-04   9.73058053E-05   2.29821516E-05   0.00000000E+00   4.22050500E-06  
  93               2.24745962E+01   8.80297016E+02   8.38091900E-01   1.60458675E-01   5.31327238E-04   7.79092359E-04   9.23720084E-05   2.29820320E-05   0.00000000E+00   4.22048319E-06  
  94               2.52982572E+01   9.11445946E+02   8.38095220E-01   1.60457861E-01   5.31323324E-04   7.79098568E-04   8.73206100E-05   2.29819138E-05   0.00000000E+00   4.22046178E-06  
  95               2.84422408E+01   9.43146580E+02   8.38098436E-01   1.60457062E-01   5.31318179E-04   7.79106970E-04   8.23908939E-05   2.29919446E-05   0.00000000E+00   4.22044079E-06  
  96               3.19250858E+01   9.75501331E+02   8.38101473E-01   1.60456285E-01   5.31310659E-04   7.79117411E-04   7.76447189E-05   2.30164949E-05   0.00000000E+00   4.22042033E-06  
  97               3.57796898E+01   1.00827719E+03   8.38104166E-01   1.60455539E-01   5.31298908E-04   7.79127776E-04   7.32249065E-05   2.30756679E-05   0.00000000E+00   4.22040072E-06  
  98               4.00346950E+01   1.04167169E+03   8.38106385E-01   1.60454802E-01   5.31279577E-04   7.79133991E-04   6.91110317E-05   2.32130524E-05   0.00000000E+00   4.22038134E-06  
  99               4.47121254E+01   1.07532416E+03   8.38107658E-01   1.60454024E-01   5.31247847E-04   7.79129019E-04   6.53982738E-05   2.35112299E-05   0.00000000E+00   4.22036087E-06  
  100              4.98271797E+01   1.10936722E+03   8.38108515E-01   1.60453345E-01   5.31196818E-04   7.79092205E-04   6.20290300E-05   2.42846157E-05   0.00000000E+00   4.22034301E-06  
  101              5.53947884E+01   1.14341378E+03   8.38015975E-01   1.60434740E-01   5.31057713E-04   7.79010230E-04   5.90498916E-05   2.42817220E-05   0.00000000E+00   4.21985366E-06  
